[00:00.000 --> 00:19.440]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:40.240]  Well, last week, the Southern Barbary Law Center and the ADL, the controlled speech in the entire
[00:40.240 --> 00:48.680]  western world, came out with a new statement, or statements, openly saying that if you talk
[00:48.680 --> 00:58.200]  about world government, or world IDs, or world forced injections, you are anti-semitic, and you
[00:58.200 --> 01:01.920]  should be censored, you should be shut down. In fact, if you show the different world government
[01:01.920 --> 01:07.640]  summits being held by the G20, and by the DABOS group, they will actually say it is not real,
[01:07.640 --> 01:14.840]  and you are a hateful, bad person. And they admit that the Southern Barbary Law Center and ADL
[01:14.840 --> 01:22.520]  take direct orders from the UN, the head of the UN Information Bureau bragged a few weeks ago that
[01:22.520 --> 01:28.960]  they control the internet, and what you can and cannot say, and the head of the European Union
[01:28.960 --> 01:34.960]  just came out two weeks ago and said, oh, we'll just arrest Elon Musk, we'll just find him,
[01:34.960 --> 01:40.160]  you're not going to have free speech anymore. These are really the good guys, aren't they?
[01:40.160 --> 01:45.560]  What, what tyrants? So, the ultimate brainwashing, the ultimate gaslighting, as they announce all
[01:45.560 --> 01:52.800]  this tyranny, then they say, but we can't talk about it, doesn't exist, while it publicly exists.
[01:52.800 --> 01:57.800]  So, here it is, breaking G20 leaders issue joint declaration promoting global health
[01:57.800 --> 02:03.280]  passport to facilitate international travel, a world ID to buy, sell, and travel even outside
[02:03.280 --> 02:07.600]  your house. The social credit score, you will not leave one half foot out of your home unless
[02:07.600 --> 02:13.880]  you're authorized to. G20 pushes vaccine passports for all future international travel as a beginning,
[02:13.880 --> 02:18.200]  but they go on in their own document to announce it'll be a domestic passport, just like you
[02:18.200 --> 02:25.560]  saw in New Zealand and Australia, and now in Italy. Biden stands behind pledge to create
[02:25.560 --> 02:34.280]  global vaccine passport system, global government, mark of the beast, in your face. Viva Fry,
[02:34.280 --> 02:41.040]  the Canadian lawyer says, ever so discreetly, buried in item 23 of the G20 Bali leadership's
[02:41.040 --> 02:49.240]  declaration details, Alex Jones was right, and then right here, they've got the statement
[02:49.240 --> 02:58.960]  about how they are establishing this. So, we're going to be reading over all of that
[02:58.960 --> 03:03.720]  here today at dovetails of all this news, Canadian bank launches credit cards linked
[03:03.720 --> 03:09.320]  to carbon emissions, so do European Union banks, Australian banks, US banks, and then
[03:09.320 --> 03:14.400]  soon will be mandatory, surveilling and controlling everything you do. Then of course, we have
[03:14.400 --> 03:21.040]  the FBI director getting grilled on declaring people that talk about such things as terrorists
[03:21.040 --> 03:27.080]  and censoring them. Even though it's all out in the open, and just like we've seen in
[03:27.080 --> 03:32.080]  Europe and Australia and Canada, now here in the US and in Brazil, when you protest
[03:32.080 --> 03:36.840]  on elections, that's one of the big no-nos that Biden said last year will be illegal,
