[00:00:05.175 --> 00:00:08.738]  InfoWars.
[00:00:08.738 --> 00:00:11.000]  Tomorrow's news.
[00:00:11.000 --> 00:00:12.101]  Today.
[00:00:12.101 --> 00:00:14.603]  It's Sunday, May 16th, 2021.
[00:00:14.603 --> 00:00:16.564]  I'm Alex Jones, your host.
[00:00:26.170 --> 00:00:32.694]  I am breaking the biggest news in the entire COVID nightmare saga of the last year and a half.
[00:00:32.694 --> 00:00:50.065]  Last Friday, just two days ago, Fauci testifying to the Senate, along with the head of the CDC and others, all confirmed that around half of the NIH and CDC, from the doctors down to the nurses, have taken the experimental COVID-19 shots.
[00:00:50.065 --> 00:00:50.565]  Repeat
[00:00:51.591 --> 00:00:57.218]  The doctors and the scientists, the epidemiologists, the virologists that set policy for the U.S.
[00:00:57.218 --> 00:01:01.804]  and the U.N., meaning the world, will not take the vaccine.
[00:01:01.804 --> 00:01:07.471]  They're using the media, the corporations, and the entire system to try to bully us and force us into.
[00:01:08.169 --> 00:01:09.529]  This is incredible.
[00:01:09.529 --> 00:01:11.830]  This is the final blow to their lives.
[00:01:11.830 --> 00:01:13.230]  Not just all the deaths.
[00:01:13.230 --> 00:01:14.471]  Not just all the cover-ups.
[00:01:14.471 --> 00:01:20.512]  Not just the fact that Bill Maher and the Yankees and everybody else that takes the shot test positive months later.
[00:01:20.512 --> 00:01:24.934]  Or that most people in the hospitals now dying of COVID-19 had taken the vaccine.
[00:01:24.934 --> 00:01:26.314]  Really, the vaccine killing them.
[00:01:26.314 --> 00:01:28.154]  Not the Hank Aaron dying from it.
[00:01:28.154 --> 00:01:30.175]  Not the marvelous Marvin Hagler dying it.
[00:01:30.175 --> 00:01:32.716]  Not Ben Stein almost dying from it.
[00:01:32.716 --> 00:01:33.536]  On and on and on.
[00:01:34.156 --> 00:01:37.180]  Not just the censorship trying to block those of us that expose it.
[00:01:37.180 --> 00:01:40.744]  Not just big tech merging with big pharma in a total conflict of interest.
[00:01:40.744 --> 00:01:48.072]  Not just Fauci and Bill Gates and the UN running the Wuhan lab with gain of function and lying to Congress about it being caught red-handed.
[00:01:48.072 --> 00:01:48.933]  No, ladies and gentlemen.
[00:01:49.964 --> 00:01:56.329]  It's the fact that they, the very people who are telling us to take it, will not take it themselves.
[00:01:56.329 --> 00:02:00.472]  That is just such giant, massive, incredible news.
[00:02:00.472 --> 00:02:03.794]  I don't even have words to describe how insane this is.
[00:02:03.794 --> 00:02:05.335]  And here's the other big point.
[00:02:05.335 --> 00:02:09.338]  I was told months ago by sources inside the military and at NIH and CDC
[00:02:10.459 --> 00:02:17.403]  That they are shooting the vaccines into the trash can, or down the drain, when they say they're giving them to each other.
[00:02:17.403 --> 00:02:20.144]  So it's probably even less than half, probably 20-30%.
[00:02:20.144 --> 00:02:22.965]  Same thing for military brass.
[00:02:22.965 --> 00:02:32.850]  They've been refusing these experimental shots, like anthrax, before this, which again, killed 20-plus thousand troops, so they had to suspend that back in the year 2001.
[00:02:32.850 --> 00:02:34.291]  This is not our first rodeo.
[00:02:34.291 --> 00:02:35.892]  America and the world's gone through this.
[00:02:35.892 --> 00:02:38.333]  And here's the final big point, and I throw the baton to Owen Schroyer.
[00:02:40.066 --> 00:02:43.167]  In India, in China, they won't even take any of the Western vaccines.
[00:02:43.167 --> 00:02:45.028]  They say they're not safe.
[00:02:45.028 --> 00:02:47.869]  Because they're not vaccines, they're gene editing systems.
[00:02:47.869 --> 00:02:54.392]  Now I shot a special report that as we speak is being edited and put together that has all this laid out with the facts and with the video.
[00:02:54.392 --> 00:02:57.353]  It's going to air in the final segment of this first hour.
[00:02:57.353 --> 00:02:59.134]  Owen Froyer takes over right now.
[00:02:59.134 --> 00:03:00.894]  Call everyone you know.
[00:03:00.894 --> 00:03:03.335]  This is the day the globalists fall.
[00:03:03.335 --> 00:03:07.457]  We won't be visible today, but it will happen in time if all of you share the word.
[00:03:08.266 --> 00:03:15.594]  That Fauci's own operation won't even take the vaccines, but they want to try to lie to you and bully you and make you do it.
[00:03:15.594 --> 00:03:17.596]  This is biological terrorism.
[00:03:17.596 --> 00:03:19.998]  This is biological psychological warfare.
[00:03:19.998 --> 00:03:22.781]  This is criminal activity and we will not submit to it.
[00:03:22.781 --> 00:03:24.763]  We declare independence against it right now.
[00:03:25.678 --> 00:03:28.420]  I'm Alex Jones and I'm so proud of this audience of activists.
[00:03:28.420 --> 00:03:29.360]  I'm so proud of our crew.
[00:03:29.360 --> 00:03:30.381]  I'm so proud of Owen Schroer.
[00:03:30.381 --> 00:03:33.283]  I'm so proud of my family for standing with us.
[00:03:33.283 --> 00:03:34.604]  I'm so proud of humanity.
[00:03:34.604 --> 00:03:35.965]  We're all one family together.
[00:03:35.965 --> 00:03:37.365]  I salute you all.
[00:03:37.365 --> 00:03:38.206]  Now take action.
[00:03:38.206 --> 00:03:42.068]  This is your mission to get this information out if you choose to accept it.
[00:03:42.068 --> 00:03:47.332]  Take the live broadcast feed today with that headline up there about the House of Cards collapses on COVID-19.
[00:03:48.397 --> 00:04:00.728]  Government scientists and doctors refuse to take vaccine and share with everyone you know right now, or let these monsters keep using the fear to take control of your life, forcefully inoculate you, create a global tracking system, and more.
[00:04:00.728 --> 00:04:02.370]  The choice is up to you.
[00:04:02.370 --> 00:04:03.451]  The cards are on the table.
[00:04:03.451 --> 00:04:06.393]  The facts are in.
[00:04:06.393 --> 00:04:12.459]  And of course, we'll be hearing again from Alex a couple more times before the broadcast is concluded today, but think about that.
[00:04:13.266 --> 00:04:18.330]  The people telling you how great the vaccine is won't even take it themselves.
[00:04:18.330 --> 00:04:21.974]  I mean, that is like suspicious behavior 101.
[00:04:21.974 --> 00:04:26.778]  I mean, you know, you sit down with somebody, they pour you a drink and you say, hey, you drink that.
[00:04:26.778 --> 00:04:28.199]  No, I don't want to drink that.
[00:04:28.199 --> 00:04:30.941]  But you, you should drink that.
[00:04:30.941 --> 00:04:33.243]  Like, hmm, I'm a little suspicious.
[00:04:33.243 --> 00:04:35.125]  I think you may have put something in that drink.
[00:04:35.125 --> 00:04:35.745]  Oh, no, no, no.
[00:04:35.745 --> 00:04:36.646]  Just drink it.
[00:04:36.646 --> 00:04:37.467]  Why won't you drink it?
[00:04:37.467 --> 00:04:38.167]  No, it's not for me.
[00:04:38.167 --> 00:04:38.628]  It's for you.
[00:04:40.487 --> 00:04:42.068]  You'd be running away.
[00:04:42.068 --> 00:04:44.350]  But with the vaccine, though, trust the doctors.
[00:04:44.350 --> 00:04:46.112]  Trust the experts.
[00:04:46.112 --> 00:04:48.854]  And then they ask Fauci, have your doctors taken the vaccine?
[00:04:48.854 --> 00:04:49.955]  Oh, no.
[00:04:49.955 --> 00:04:50.976]  No, no.
[00:04:50.976 --> 00:04:53.058]  My doctors certainly aren't taking the vaccine.
[00:04:53.058 --> 00:04:55.240]  They know better than that.
[00:04:55.240 --> 00:04:56.661]  But you should.
[00:04:56.661 --> 00:04:58.403]  You should take the vaccine, definitely.
[00:05:00.825 --> 00:05:06.010]  People keep asking me, Alex, how did you predict over a year ago that food prices would explode within a year?
[00:05:06.010 --> 00:05:14.058]  Because it was in all the globalist actuaries that you shut down most of the world for a year, it's going to cause a collapse in food production and distribution.
[00:05:14.058 --> 00:05:17.161]  And not just that, fuel and every other major commodity.
[00:05:17.421 --> 00:05:19.522]  The globalists want a post-industrial world.
[00:05:19.522 --> 00:05:21.342]  They're hitting us with economic war.
[00:05:21.342 --> 00:05:22.903]  I told you food prices would explode.
[00:05:22.903 --> 00:05:24.023]  They're now exploding.
[00:05:24.023 --> 00:05:27.005]  Our great sponsor, MyPatriot, has barely gone up in price.
[00:05:27.005 --> 00:05:30.786]  Their competitors have gone up even more, but they're about to go up in two weeks.
[00:05:30.786 --> 00:05:37.508]  But instead of just holding prices, they're still 10% off until Sunday evening, and then it's got to go up.
[00:05:37.508 --> 00:05:38.889]  10% off at infowarshore.com.
[00:05:41.811 --> 00:05:47.575]  You've got to act now and buying your food from us funds the Infowar 360Win.
[00:05:47.575 --> 00:05:48.516]  It's ready to ship.
[00:05:48.516 --> 00:05:49.817]  They've got it on hand.
[00:05:49.817 --> 00:05:54.660]  Get yours before the scarcity and the lines start, which I think we'll see by next fall.
[00:05:54.660 --> 00:05:56.322]  Hell, a lot of shelves are already empty.
[00:05:56.322 --> 00:05:57.182]  This is crazy.
[00:05:57.182 --> 00:05:58.583]  We're being collapsed by design.
[00:05:58.583 --> 00:05:59.424]  Get ready now.
[00:05:59.424 --> 00:06:00.625]  PrepareWithAlex.com.
[00:06:22.088 --> 00:06:27.831]  This question, I'm going to go to Dr. Fauci, Dr. Marks, and Dr. Lewinsky.
[00:06:27.831 --> 00:06:43.839]  What percentage of the employees in your institute, your center, or your agency of your employees has been vaccinated?
[00:06:43.839 --> 00:06:48.361]  You know, I'm not 100% sure, Senator, but I think it's probably a little bit more than half, probably around 60%.
[00:06:48.361 --> 00:06:48.621]  Dr. Marks?
[00:06:52.402 --> 00:06:55.825]  I can't tell you the exact number, but it's probably in the same range.
[00:06:55.825 --> 00:07:01.409]  Some people vaccinated at our facility and others outside of the facility.
[00:07:01.409 --> 00:07:02.870]  Dr. Winsky?
[00:07:02.870 --> 00:07:05.452]  We're encouraging our employees to get vaccinated.
[00:07:05.452 --> 00:07:07.854]  We've been doing town halls and education seminars.
[00:07:07.854 --> 00:07:19.282]  Our staff have the option to report their vaccination status, but as you understand, the federal government is not requiring it, so we do not know.
[00:07:19.282 --> 00:07:20.323]  Well, ladies and gentlemen,
[00:07:21.112 --> 00:07:30.517]  You just heard it again, right here at InfoWars, live on the air on this Sunday, May 16th, 2021.
[00:07:30.517 --> 00:07:31.937]  This is the Alex Jones Show.
[00:07:31.937 --> 00:07:34.178]  I'm filling in for Alex Jones, Owen Schroer, with you.
[00:07:34.178 --> 00:07:41.642]  We're going to be hearing from Alex a couple more times throughout the rest of this Sunday transmission.
[00:07:41.642 --> 00:07:42.562]  But there you go.
[00:07:42.562 --> 00:07:43.723]  What more do you need to hear?
[00:07:43.723 --> 00:07:48.525]  Now, I don't need to tell you the analogy.
[00:07:48.525 --> 00:07:49.706]  We don't need to talk about
[00:07:50.385 --> 00:07:57.608]  Why, that's a suspicious thing that the very doctors and scientists telling you how safe and effective the vaccine are, aren't taking it themselves.
[00:07:57.608 --> 00:07:59.668]  And who knows, maybe the ones that are aren't really either.
[00:07:59.668 --> 00:08:01.909]  They're just spritzing it out saying, yep, we took it.
[00:08:01.909 --> 00:08:05.190]  Mm-hmm.
[00:08:05.190 --> 00:08:08.872]  Because they know.
[00:08:08.872 --> 00:08:18.635]  Now, if you watched somebody put poison into a drink and give it to you, you wouldn't drink it.
[00:08:21.520 --> 00:08:27.945]  If somebody poured you a drink and refused to drink it themselves, you wouldn't drink it.
[00:08:27.945 --> 00:08:37.052]  If somebody who is known for poisoning drinks and giving them to people, and that person gives you a drink, you probably wouldn't drink it.
