[00:00:06.568 --> 00:00:07.669]  InfoWars.
[00:00:07.669 --> 00:00:09.210]  Tomorrow's news today.
[00:00:09.210 --> 00:00:18.015]  When I grow up... When I grow up, I want to be a rock star!
[00:00:18.015 --> 00:00:21.757]  When I grow up, I want to bring down the New World Order!
[00:00:21.757 --> 00:00:22.018]  Woo!
[00:00:22.018 --> 00:00:30.683]  We now take you live to the Central Texas Command Center, in the heart of the Resistance.
[00:00:30.683 --> 00:00:34.125]  Broadcasting worldwide!
[00:00:34.125 --> 00:00:34.505]  Yeah!
[00:00:38.080 --> 00:00:44.567]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:00:44.567 --> 00:00:46.909]  You're listening to Alex Jones.
[00:01:02.398 --> 00:01:04.199]  All right, my friends.
[00:01:04.199 --> 00:01:05.419]  Thank you so much for joining us.
[00:01:05.419 --> 00:01:09.620]  We've got one hell of a broadcast lined up for you.
[00:01:09.620 --> 00:01:13.641]  Roger Stone with internals of what Trump and DeSantis are up to.
[00:01:13.641 --> 00:01:15.662]  Ten days out from the midterms.
[00:01:15.662 --> 00:01:23.104]  Then a major researcher on the New World Order that I've known for eight years that is known in some of the more
[00:01:24.346 --> 00:01:26.970]  Informed elite circles, but not known to the general public.
[00:01:26.970 --> 00:01:36.265]  Acharya G will be joining us coming up and then Mark Passio on natural law and his predictions for the near future and the long term as well.
[00:01:36.265 --> 00:01:38.648]  It is all coming up today on this very special.
[00:01:39.967 --> 00:01:46.472]  Saturday, emergency transmission that will be posted to VanDot Video and then will also be restreamed until 4 p.m.
[00:01:46.472 --> 00:01:49.374]  Central tomorrow with a regular Sunday show.
[00:01:49.374 --> 00:01:54.738]  And I got to tell you, we got some very special guests lined up tomorrow night and next week.
[00:01:54.738 --> 00:01:59.742]  You do not want to miss any edition of the Alex Jones Show this week as if you ever want to miss any of them.
[00:01:59.742 --> 00:02:03.364]  The Globalists work around the clock to make sure you get disconnected from those.
[00:02:03.364 --> 00:02:05.246]  Okay, but let me hit some big breaking news first.
[00:02:06.778 --> 00:02:16.106]  Russia has officially released intel they believe proves the British Navy blew up the Nord Stream Pipeline 2.
[00:02:16.106 --> 00:02:27.375]  Also, we have Nancy Pelosi's husband being attacked with a hammer and them trying to say that he's a Trump supporter or a QAnon person.
[00:02:27.375 --> 00:02:30.978]  But now we have the audio, we'll play in just a moment, the 911 call.
[00:02:32.895 --> 00:02:34.016]  Police dispatch.
[00:02:34.016 --> 00:02:43.141]  Paul Pelosi said he doesn't know who the male is, but he advised that his name is David and he is a friend.
[00:02:43.141 --> 00:02:44.361]  He was in his underwear.
[00:02:44.361 --> 00:02:46.503]  They were naked.
[00:02:46.503 --> 00:02:48.804]  The stuff was broken inside, not broken into.
[00:02:50.043 --> 00:02:59.310]  And so something very interesting going on there with Mr. or Herr Monsieur Pelosi.
[00:02:59.310 --> 00:03:03.173]  We'll be getting into all of that here today.
[00:03:03.173 --> 00:03:08.717]  And of course, the really big COVID news.
[00:03:08.717 --> 00:03:14.201]  The really big COVID news that we also have to get to.
[00:03:14.201 --> 00:03:15.962]  But again, in a moment, we're going to play the 911 call.
[00:03:18.171 --> 00:03:25.695]  From Pelosi's husband, not the DWI call, the 911 call, here in just a moment.
[00:03:25.695 --> 00:03:32.479]  And then, after advocating for COVID-19 vaccine for a year, Ben Shapiro says he was deceived.
[00:03:32.479 --> 00:03:34.361]  We're being lied to by everyone.
[00:03:34.361 --> 00:03:36.562]  What, by Bill Gates and the New World Order?
[00:03:36.562 --> 00:03:38.703]  Now he knows everyone's turning against him.
[00:03:38.703 --> 00:03:41.645]  Now he's doubling back and we've got a lot of big
[00:03:42.950 --> 00:03:43.110]  We're
[00:04:06.724 --> 00:04:06.924]  Are you?
[00:04:26.704 --> 00:04:30.285]  The audio that's posted in the article on InfoWars.com.
[00:04:30.285 --> 00:04:39.909]  Police Dispatch, Paul Pelosi said he doesn't know who the male is, but he advised that his name is David and he is a friend.
[00:04:39.909 --> 00:04:40.289]  Here it is.
[00:04:50.603 --> 00:04:50.863]  R.P.
[00:04:50.863 --> 00:04:53.965]  stated that there's a male in the home and that he's going to wait for his wife.
[00:04:53.965 --> 00:04:54.185]  R.P.
[00:04:54.185 --> 00:04:59.267]  stated that he doesn't know who the male is, but he advised that his name is David and that he is a friend.
[00:04:59.267 --> 00:04:59.487]  R.P.
[00:04:59.487 --> 00:05:01.428]  sounded somewhat confused.
[00:05:01.428 --> 00:05:02.729]  Is a friend?
[00:05:02.729 --> 00:05:02.969]  R.P.
[00:05:02.969 --> 00:05:04.670]  sounded somewhat confused.
[00:05:04.670 --> 00:05:08.192]  Scroll over back and copy.
[00:05:08.192 --> 00:05:16.996]  All right, his name is David and he's a friend, but he doesn't know who he is.
[00:05:16.996 --> 00:05:19.017]  Well, I guess a dude would look good if your wife
[00:05:20.077 --> 00:05:25.100]  If it was Nancy Pelosi, that would turn anybody gay, I would think.
[00:05:25.100 --> 00:05:34.084]  But the whole point is they're trying to saddle, they're trying to frame the American people with this right now as some type of attempted false flag.
[00:05:34.084 --> 00:05:37.726]  I'm not saying it didn't happen, I'm saying they're trying to blame conservative voters.
[00:05:37.726 --> 00:05:42.629]  They're calling it a new January 6th, but it gets worse.
[00:05:42.629 --> 00:05:44.910]  Senator Rand Paul, who had six ribs broken,
[00:05:46.138 --> 00:05:46.818]  What a group of scum!
[00:06:08.817 --> 00:06:12.000]  That we are dealing with, ladies and gentlemen.
[00:06:12.000 --> 00:06:12.921]  Now let's look at this.
[00:06:12.921 --> 00:06:15.022]  We'll play the Shapiro clip here.
[00:06:15.022 --> 00:06:19.426]  This is Ben Shapiro walks back with support for the so-called vaccine.
[00:06:19.426 --> 00:06:24.470]  He now says, well, he said two shots and his wife said three shots and he got lied to and it's terrible.
[00:06:24.470 --> 00:06:26.612]  But lied to by who?
[00:06:26.612 --> 00:06:33.999]  Big Pharma, the corporate media, and by you saying it was safe and we should all take it or we're bad people.
[00:06:33.999 --> 00:06:35.180]  Here is Ben Shapiro.
[00:06:36.186 --> 00:06:37.907]  We were lied to by the scientists.
[00:06:37.907 --> 00:06:39.068]  We were lied to by Pfizer.
[00:06:39.068 --> 00:06:40.088]  We were lied to by the government.
[00:06:40.088 --> 00:06:41.509]  We were lied to by the Biden administration.
[00:06:41.509 --> 00:06:42.970]  We were lied to.
[00:06:42.970 --> 00:06:43.751]  I don't like being lied to.
[00:06:43.751 --> 00:06:44.351]  I don't know about you.
[00:06:44.351 --> 00:06:49.194]  And it makes me not believe these people.
[00:06:49.194 --> 00:06:51.575]  Now, as I've spoken out before, I got vaxxed twice.
[00:06:51.575 --> 00:06:53.156]  I've gotten double-vaxxed.
[00:06:53.156 --> 00:06:55.718]  My wife being a doctor and seeing vulnerable patients is triple-vaxxed.
[00:06:55.718 --> 00:07:04.724]  But knowing now what I know then, knowing then what I know now, rather, would I have actually gotten vaxxed based on the information?
[00:07:05.563 --> 00:07:13.026]  That my actual chances of death from COVID were exorbitantly low, and I wouldn't be preventing my parents from getting it.
[00:07:13.026 --> 00:07:14.087]  That was really what I was concerned about.
[00:07:14.087 --> 00:07:15.167]  We were bubbled with my parents.
[00:07:15.167 --> 00:07:16.528]  Would I have gotten it?
[00:07:16.528 --> 00:07:16.968]  I don't know.
[00:07:16.968 --> 00:07:18.309]  I really don't know.
[00:07:18.309 --> 00:07:20.330]  I think maybe not.
[00:07:20.330 --> 00:07:26.853]  Because again, my personal risk when it comes to the vaccine was extremely low when it came to COVID.
[00:07:26.853 --> 00:07:29.194]  I'm a young, healthy male with no pre-existing conditions.
[00:07:33.188 --> 00:07:36.192]  Yeah, he's in damage control on his damage report.
[00:07:36.192 --> 00:07:39.056]  Listen, Eddie Monster.
[00:07:39.056 --> 00:07:48.770]  The CDC's own document in October 2000 said heart attacks, heart swelling, blood clots, strokes, infertility, cancer, death.
[00:07:50.683 --> 00:07:53.584]  And you followed the corporate talking point.
[00:07:53.584 --> 00:08:07.406]  And it's in Spar's 2025-2028 globalist document that they'd hit us with two years of the poison shot and then admit it was wrong to destroy confidence in the government and the system, but not in the UN and the big corporations that did it.
[00:08:07.406 --> 00:08:19.828]  So Shapiro's walking it back, but he's not telling us who's to blame or how it was an evil plan or how much money he got as a little monster to promote all this.
[00:08:21.254 --> 00:08:25.456]  Go watch our report from almost two years ago, SPARS 2025-2028.
[00:08:25.456 --> 00:08:29.357]  It's got about 4 million views and banned out of video.
[00:08:29.357 --> 00:08:32.918]  Needs a billion views if we want to save ourselves.
[00:08:32.918 --> 00:08:38.360]  And you will be so blown away it'll make your head spin.
[00:08:38.360 --> 00:08:43.902]  It even describes how people would find out it was poison and how they were going to spin that later.
[00:08:43.902 --> 00:08:47.864]  It's beyond Operation Lockstep and the Rockefeller Foundation documents.
[00:08:49.332 --> 00:08:51.712]  The rats are definitely leaving the sinking ship.
[00:08:51.712 --> 00:08:55.093]  Meanwhile, this came out weeks ago, and where's the congressional hearings?
[00:08:55.093 --> 00:08:57.893]  Where's the arrest?
[00:08:57.893 --> 00:08:59.254]  Say it for me now.
[00:08:59.254 --> 00:09:00.834]  Alex Jones was right.
[00:09:00.834 --> 00:09:03.254]  You see they're desperate to silence him.
[00:09:03.254 --> 00:09:09.035]  Boston University creates a new COVID strain that is an 80% kill rate.
[00:09:09.035 --> 00:09:10.996]  And here it is out of the Daily Mail.
[00:09:10.996 --> 00:09:12.876]  Even AP and Reuters admitted it.
[00:09:12.876 --> 00:09:16.617]  But weeks later, they want to sweep it under the rug.
[00:09:16.617 --> 00:09:17.117]  Kills 80% of humans.
[00:09:18.900 --> 00:09:27.763]  It comes in contact with inhumanized mice that are part human and cloning to have the exact same effect.
[00:09:27.763 --> 00:09:30.784]  Oh, I wonder if Ben Shapiro's worried about that a little bit.
[00:09:30.784 --> 00:09:32.984]  Meanwhile, flu, they said, was gone for two years.
[00:09:32.984 --> 00:09:35.325]  They were counting that as COVID to get you to take the poison shot.
[00:09:35.325 --> 00:09:38.986]  Now, so far, the flu season is more severe than it's been in 13 years.
[00:09:38.986 --> 00:09:45.128]  There's all these deaths of the vaccinated, and they're calling it the flu.
[00:09:45.128 --> 00:09:47.109]  And they've got new lockdowns in China.
