[00:00:07.534 --> 00:00:11.917]  Waging war on corruption.
[00:00:11.917 --> 00:00:22.245]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:22.245 --> 00:00:24.387]  Wow!
[00:00:24.387 --> 00:00:30.251]  We have a lot of key information to cover today.
[00:00:30.251 --> 00:00:33.594]  It is all off the charts right now.
[00:00:35.175 --> 00:00:38.499]  And I'm going to do my best on this live Sunday edition.
[00:00:38.499 --> 00:00:44.325]  This is normally the day that you pay your income tax that we didn't get until 1913.
[00:00:44.325 --> 00:00:46.548]  Right out of the Communist Manifesto.
[00:00:46.548 --> 00:00:48.490]  Check it for yourself, it's one of the planks.
[00:00:48.490 --> 00:00:52.434]  Directly to the folks that wrote the Communist Manifesto.
[00:00:52.434 --> 00:00:55.637]  The private European money changer bankers.
[00:00:57.014 --> 00:01:11.767]  Who, on record, took over Europe with private central banks and fraud and fractional reserve banking, and have now taken over our country in 1913, the same year, giving us the income tax to pay for the interest on creating dollars.
[00:01:11.767 --> 00:01:15.670]  Federal reserve notes!
[00:01:15.670 --> 00:01:16.731]  That's what we're talking about.
[00:01:16.731 --> 00:01:17.512]  In fact, today,
[00:01:20.051 --> 00:01:29.916]  I'm going to be able here on air on the radio to talk about and for people watching at PrisonPlanet.TV to show you a United States note.
[00:01:29.916 --> 00:01:33.978]  Later I'll show you a close shot of this.
[00:01:33.978 --> 00:01:35.378]  This is U.S.
[00:01:35.378 --> 00:01:39.640]  note, itself a fiat currency, but no debt is created.
[00:01:39.640 --> 00:01:43.482]  The government just issues it as a symbol of exchange.
[00:01:43.482 --> 00:01:48.945]  Instead of giving Goldman Sachs, one of the chief shareholders of the private Federal Reserve and JPMorgan Chase,
[00:01:49.665 --> 00:01:54.612]  Interest on being allowed to have money.
[00:01:54.612 --> 00:01:56.614]  It makes money the economy.
[00:01:56.614 --> 00:02:00.680]  Money they control.
[00:02:00.680 --> 00:02:02.202]  You understand the level of that fraud?
[00:02:02.202 --> 00:02:04.945]  This is how they control the society.
[00:02:06.198 --> 00:02:23.347]  And they want to raise the income taxes right now with the Buffett rule on the middle class and nouveau riche wealthy because the elite aren't exempt from all the major taxes and will transfer the money offshore in new banker bailouts.
[00:02:23.347 --> 00:02:32.551]  And we have an article up at InfoWars.com, red alert, Buffett rule is a criminal scam.
[00:02:32.551 --> 00:02:35.773]  New bank bailout.
[00:02:38.462 --> 00:02:41.723]  to be funded with the new increase in taxes.
[00:02:41.723 --> 00:02:45.845]  That article is red-linked up at InfoWars.com.
[00:02:45.845 --> 00:02:53.969]  So that is some of what is coming up on the broadcast today.
[00:02:53.969 --> 00:03:00.271]  So red alert, Buffett rule is a criminal scam.
[00:03:00.271 --> 00:03:05.854]  That is up at InfoWars and it is so important to get out to everybody and I will prove
[00:03:07.816 --> 00:03:16.234]  When we go over the article, there it is, a new banker bailout to be funded by giant tax hikes.
[00:03:17.657 --> 00:03:19.439]  That's the headline at InfoWars.com.
[00:03:19.439 --> 00:03:26.586]  At PrisonPlanet.com, it has the headline from the video itself, Red Alert Buffet Rule is a Criminal Scam.
[00:03:26.586 --> 00:03:31.450]  I knew I'd written both headlines, but I was getting confused reading this headline because it was from Prison Planet.
[00:03:31.450 --> 00:03:39.438]  Paul Watson took the headline that was from the YouTube and used that, whereas I wrote the other headline on InfoWars.com myself.
[00:03:44.887 --> 00:03:46.488]  And I will document that coming up.
[00:03:46.488 --> 00:03:52.291]  How the Buffett Rule could still be escaped by the highest earning householders.
[00:03:52.291 --> 00:03:55.433]  Of course, they wrote the legislation.
[00:03:55.433 --> 00:03:58.175]  Just like the insurance companies wrote Obamacare.
[00:03:58.175 --> 00:04:07.060]  To make everybody buy their product and change what healthcare is for the insurance companies and HMOs through federal computers tell doctors what they can do.
[00:04:07.060 --> 00:04:11.882]  It's a takeover of medicine so it's eugenics based, not Hippocratic Oath based.
[00:04:11.882 --> 00:04:12.843]  Do no harm based.
[00:04:14.233 --> 00:04:19.376]  And it's about making you buy the product and social engineering all of society.
[00:04:19.376 --> 00:04:28.260]  Now I talked about this earlier in the week and it's in Forbes and it's also in Fox and the LA Times.
[00:04:28.260 --> 00:04:31.582]  Oh the IRS you're not going anywhere domestic checkpoints.
[00:04:33.103 --> 00:04:36.705]  And how that ties into the control group we've been talking about.
[00:04:36.705 --> 00:04:43.210]  We've got the war on women going into high gear with sniveling Bill Maher, the fascist, posing as a liberal.
[00:04:43.210 --> 00:04:47.272]  We have the feminists praising abortion and making jokes about dead babies.
[00:04:47.272 --> 00:04:49.333]  Very, very sick.
[00:04:49.333 --> 00:04:56.558]  We have massive, massive news on the whole Secret Service situation.
[00:04:56.558 --> 00:04:59.140]  And a new Taliban offensive in Afghanistan.
[00:04:59.821 --> 00:05:00.882]  I had tried everything.
[00:05:00.882 --> 00:05:03.244]  I'd cut back the amount of food I was eating.
[00:05:03.244 --> 00:05:06.367]  I was lifting weights and jogging, but nothing was working.
[00:05:06.367 --> 00:05:11.212]  My body was literally starving for minerals and trace elements as well as key vitamins.
[00:05:11.212 --> 00:05:17.578]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[00:05:18.058 --> 00:05:29.284]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[00:05:29.284 --> 00:05:33.747]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[00:05:33.747 --> 00:05:40.010]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[00:05:40.010 --> 00:05:41.151]  Now that's results!
[00:05:41.571 --> 00:05:54.081]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[00:05:54.081 --> 00:05:56.643]  Start your journey to health and wellness today.
[00:05:56.643 --> 00:06:03.388]  Infowarsteam.com.
[00:06:03.388 --> 00:06:07.331]  You are listening to an Infowars.com Frontline Report.
[00:06:09.933 --> 00:06:21.485]  If you are receiving this transmission, you are the resistance.
[00:06:21.485 --> 00:06:30.113]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:34.229 --> 00:06:37.952]  Blasting out coast-to-coast on the AM and FM dial.
[00:06:37.952 --> 00:06:46.239]  Simulcasting at InfoWars.com on the audio and video streams at PrisonPlanet.TV.
[00:06:46.239 --> 00:06:52.625]  Thank you so much for joining us for this live worldwide transmission of InfoWars.
[00:06:52.625 --> 00:06:54.586]  I am your host Alex Jones.
[00:06:54.586 --> 00:06:55.948]  Normally we'd be paying our...
[00:06:57.532 --> 00:07:15.405]  Income tax to the private Federal Reserve today, but there's a federal occupation holiday tomorrow, and so we'll be paying our taxes to the private run-for-profit Federal Reserve on Tuesday, and I'm going to be breaking down the difference between the Federal Reserve and Federal Express.
[00:07:15.405 --> 00:07:17.767]  No difference, they're both private.
[00:07:17.767 --> 00:07:20.168]  And dovetailing that with real U.S.
[00:07:20.168 --> 00:07:20.388]  money,
[00:07:21.417 --> 00:07:25.983]  Like this five dollar United States dollar bill U.S.
[00:07:25.983 --> 00:07:28.767]  note versus a Federal Reserve note.
[00:07:28.767 --> 00:07:30.269]  I'm going to explain to people.
[00:07:31.144 --> 00:07:38.147]  Now, we've been under banker occupation for a long, long time, and they're now openly announcing a dictatorship over Europe.
[00:07:38.147 --> 00:07:40.088]  I'm going to show you those headlines.
[00:07:40.088 --> 00:07:47.592]  But first, let me just give you a smattering of what's in the 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 stacks.
[00:07:47.592 --> 00:07:54.115]  Some of these stacks are 20 stories or more thick, okay?
[00:07:54.115 --> 00:07:56.776]  This is why I get so crazy by the time I get on air.
[00:07:56.776 --> 00:07:59.177]  It's out of frustration just ever attempting to even cover this.
[00:08:00.623 --> 00:08:09.448]  Activist plan week of protest against new house cybersecurity legislation.
[00:08:09.448 --> 00:08:10.529]  CISPA.
[00:08:10.529 --> 00:08:13.790]  And it is worse than the SOPA bill.
[00:08:13.790 --> 00:08:19.033]  It allows the Pentagon to shut down any website without a judge jury.
[00:08:19.033 --> 00:08:21.155]  It is total surveillance over the entire web.
[00:08:22.401 --> 00:08:35.106]  They've got organizations out there like the Electronic Frontier Foundation and others explaining that it is worse than communist Chinese style firewalls against free speech.
[00:08:36.793 --> 00:08:43.641]  And it is mind-blowing, but so is everything else that's happening in this country.
[00:08:43.641 --> 00:08:50.609]  Who would have ever believed that we've got socialist healthcare going in that thousands of White House contributors are exempt from?
[00:08:50.609 --> 00:08:54.013]  Written by the insurance companies to rip people off.
[00:08:54.013 --> 00:08:56.216]  Selling the dumb socialists that it's a free lunch.
[00:08:58.012 --> 00:08:59.473]  That is coming up.
[00:08:59.473 --> 00:09:04.037]  Who would have ever believed that cloned meat is already in the food supply?
[00:09:04.037 --> 00:09:13.685]  Who would have ever believed that in every major study the GMO crops that grow their own pesticide in them are causing organ failure in every species they're fed to, including humans?
[00:09:13.685 --> 00:09:17.749]  Who would have believed we've gone from 1 in 25,000 people getting autism to now 1 in 50-something?
[00:09:20.811 --> 00:09:28.197]  Who would have believed pediatric cancers would be over 10,000% more common than they were in the 1950s?
[00:09:28.197 --> 00:09:29.499]  Look it up.
[00:09:29.499 --> 00:09:32.461]  All on purpose, all by design.
[00:09:32.461 --> 00:09:40.048]  I can't go to a restaurant now without... I mean, I was in a restaurant the other night and there were two children in there, two separate tables in both of them.
[00:09:40.048 --> 00:09:46.093]  One was obviously autistic, the other had some type of chromosomal disorder, probably Down's.
[00:09:48.082 --> 00:09:50.183]  I was in, I mean, it's everywhere I go.
[00:09:50.183 --> 00:09:55.647]  I mean, we are being absolutely soft kill devastated right now.
