[00:00.000 --> 00:04.000]  My friends, Alex Jones here with key breaking news.
[00:04.000 --> 00:07.000]  It is April 18th, 2011.
[00:07.000 --> 00:12.000]  I told you more than two months ago when this whole Libya situation kicked off
[00:12.000 --> 00:17.000]  that NATO and the UN were planning to get us involved in another war
[00:17.000 --> 00:20.000]  and were preparing ground troops to invade Libya.
[00:20.000 --> 00:23.000]  When the UN passed their resolution,
[00:23.000 --> 00:28.000]  within 36 hours, President Obama had followed their orders,
[00:28.000 --> 00:32.000]  not consulted Congress, and launched a war, an air war against Libya.
[00:32.000 --> 00:35.000]  And when the public pointed out that you've got to get congressional approval
[00:35.000 --> 00:39.000]  under the Constitution to do that, or we might as well just have a Caesar
[00:39.000 --> 00:44.000]  or a Fuhrer, Obama's people came out and said it's kinetic action.
[00:44.000 --> 00:46.000]  It's not a war.
[00:46.000 --> 00:48.000]  Now, even before this conflict started,
[00:48.000 --> 00:55.000]  U.S. and British-backed forces, SAS and others, CIA commandos,
[00:55.000 --> 00:59.000]  were on the ground in eastern Libya working with the admitted al-Qaeda-affiliated groups
[00:59.000 --> 01:03.000]  against Qaddafi who tried to make deals and did make deals
[01:03.000 --> 01:07.000]  six years ago to give up his WMDs and make nice with the West.
[01:07.000 --> 01:09.000]  But none of that even matters.
[01:09.000 --> 01:11.000]  Let's say you love Qaddafi, hate Qaddafi.
[01:11.000 --> 01:17.000]  The issue is the system thinks we're so dumb that they launched this new war
[01:17.000 --> 01:22.000]  and had the nerve to tell us that it wasn't a war and promised and swore
[01:22.000 --> 01:24.000]  there would never be a ground invasion.
[01:24.000 --> 01:28.000]  When you read the UN resolution, it talks about whatever force is necessary
[01:28.000 --> 01:34.000]  and they've been massing troop ships with British and U.S. Marines off the coast
[01:34.000 --> 01:37.000]  going back into even early March.
[01:37.000 --> 01:42.000]  On March 2nd, more ships launched from the United States with Marines on board
[01:42.000 --> 01:45.000]  saying they're ready for ground operations in Libya.
[01:45.000 --> 01:47.000]  And this is what's so sick about this new level of deception
[01:47.000 --> 01:49.000]  and how dumb the system thinks we are.
[01:49.000 --> 01:53.000]  They're saying it's the humanitarian force of a thousand that's going to land
[01:53.000 --> 01:58.000]  and help the rebels in a humanitarian way open up roads and the seaways.
[01:58.000 --> 02:01.000]  And if the Libyan government gets on their way in any way
[02:01.000 --> 02:05.000]  then they'll have to be a larger ground force because that evil Qaddafi
[02:05.000 --> 02:11.000]  dare attack the globalist military that was there helping the rebels attack them.
[02:11.000 --> 02:15.000]  They think the public is so stupid that if Libya fights back against
[02:15.000 --> 02:20.000]  bombardment from the air or ground troops giving munitions and logistics
[02:20.000 --> 02:25.000]  to the al-Qaeda forces attacking Qaddafi that that is some form of terrorism.
[02:25.000 --> 02:30.000]  This is the new model of imperial world government where the UN,
[02:30.000 --> 02:36.000]  owned by the big central banks, launches rebel forces inside Egypt.
[02:36.000 --> 02:40.000]  When Egypt stands up against them, the West comes in and backs the overthrow of Mubarak,
[02:40.000 --> 02:42.000]  their old dictator.
[02:42.000 --> 02:45.000]  Same thing is being done in other Middle Eastern and North African countries
[02:45.000 --> 02:48.000]  and the world realizes what's happening.
[02:48.000 --> 02:52.000]  That's why Saudi Arabia is running away in fear to Russia and China now
[02:52.000 --> 02:56.000]  and slashing oil production because they understand the West has turned on them.
[02:56.000 --> 02:58.000]  I'm not a fan of the corrupt Saudis either.
[02:58.000 --> 03:02.000]  The point is why are the globalists destabilizing the world now
[03:02.000 --> 03:07.000]  and why do the globalists think we are so stupid that Obama and the UN
[03:07.000 --> 03:10.000]  and the rest of them swore there'd never be ground forces
[03:10.000 --> 03:15.000]  when they already had SAS commandos and CIA advisors on the ground
[03:15.000 --> 03:18.000]  from before the conflict.
[03:18.000 --> 03:20.000]  This is amazing.
[03:20.000 --> 03:24.000]  So the ground forces getting ready and now with our welly in type terms
[03:24.000 --> 03:27.000]  they're telling us that this itself isn't a ground invasion
[03:27.000 --> 03:31.000]  just like the air bombardment was not a air war.
[03:31.000 --> 03:34.000]  Ladies and gentlemen, it's breaking at infowars.com.
[03:34.000 --> 03:37.000]  The London Guardian is also reporting on it.
[03:37.000 --> 03:42.000]  The EU is moving ahead with their invasion under UN authority
[03:42.000 --> 03:46.000]  and all of this to legitimize the world government.
[03:46.000 --> 03:49.000]  This is how the imperial system invades countries.
[03:49.000 --> 03:52.000]  They have their rebels attack and if their rebels aren't successful
[03:52.000 --> 03:56.000]  and taken over the nation then the air power and the ground troops are brought in.
[03:56.000 --> 03:59.000]  This is incredible and you've all been lied to arrogantly
[03:59.000 --> 04:03.000]  the whole time they knew that they were going to have this ground invasion
[04:03.000 --> 04:07.000]  and swore they'd never do it treating us all like a bunch of idiots
[04:07.000 --> 04:10.000]  and trying to break our will and condition us to accept the fact
[04:10.000 --> 04:13.000]  that western governments are a pack of liars
[04:13.000 --> 04:16.000]  and they don't just want to enslave the Libyans or the Egyptians.
[04:16.000 --> 04:18.000]  Since they've put in a new government in Egypt
[04:18.000 --> 04:22.000]  they've banned protest entirely and have the modesty police out in force.
[04:22.000 --> 04:25.000]  They want to take our liberties here at home as well.
[04:25.000 --> 04:30.000]  This is a global corporate government that wages war against any form of human liberty.
[04:30.000 --> 04:32.000]  And if we don't speak out against this new war
[04:32.000 --> 04:34.000]  they're going to launch more and more and more
[04:34.000 --> 04:37.000]  just like the French have now invaded the Ivory Coast
[04:37.000 --> 04:40.000]  and overthrown the government and brought in the rebels
[04:40.000 --> 04:42.000]  that were hacking people up with machetes.
[04:42.000 --> 04:44.000]  If we don't say no to this system
[04:44.000 --> 04:47.000]  the globalists are not going to stop.
[04:47.000 --> 04:50.000]  They are launching a takeover all over the planet
[04:50.000 --> 04:53.000]  and it's very dangerous and it marks a major escalation
[04:53.000 --> 05:18.000]  in the neo-imperial takeover of the planet.
[05:23.000 --> 05:26.000]  Now that you've passed the alarm sounds or the knock comes on your door
[05:26.000 --> 05:30.000]  you'll need to be ready to act without thinking of what to do or what you need.
[05:30.000 --> 05:33.000]  You need a five day extreme emergency kit
[05:33.000 --> 05:37.000]  with serious supplies and real food to secure two adults for five days.
[05:37.000 --> 05:41.000]  This powerful $300 extreme emergency kit is free
[05:41.000 --> 05:45.000]  with an order of at least $995 from eFoodsDirect.
[05:45.000 --> 05:51.000]  Go to eFoodsDirect.com slash Alex or call 800-409-5633
[05:51.000 --> 05:54.000]  That's eFoodsDirect.com slash Alex
[05:54.000 --> 05:57.000]  800-409-5633
[05:57.000 --> 06:01.000]  You may be arrested and your subject is to other police action.
[06:01.000 --> 06:06.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[06:06.000 --> 06:09.000]  It really says that the state is God.
[06:09.000 --> 06:11.000]  The United States is now recognized globally
[06:11.000 --> 06:14.000]  as one of the most oppressive police states on earth.
[06:14.000 --> 06:19.000]  This film conclusively proves the existence of a secret network of FEMA cares
[06:19.000 --> 06:21.000]  now being expanded nationwide.
[06:21.000 --> 06:24.000]  This documentary exposes how the continuity of government program
[06:24.000 --> 06:27.000]  has established an old powerful shadow state.
[06:27.000 --> 06:31.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[06:31.000 --> 06:35.000]  Prepare to enter the secret of world of emergency dictatorship.
[06:35.000 --> 06:41.000]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[06:41.000 --> 06:45.000]  It's only the beginning of the New World Order's hellish plan.
[06:45.000 --> 06:47.000]  The police state isn't coming.
[06:47.000 --> 06:52.000]  It's here. Secure your copy today at infowars.com
[06:52.000 --> 07:17.000]  See it online in the highest quality at prismplanet.tv
[07:17.000 --> 07:22.000]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[07:22.000 --> 07:27.000]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[07:27.000 --> 07:29.000]  Buy American and stay clean.
[07:29.000 --> 07:35.000]  As well as support infowars, visit 5starsoap.com today or call 1-800-340-7091.
[07:35.000 --> 07:37.000]  Well Marty, what do you have to say?
[07:37.000 --> 07:47.000]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback.
