[00:00:05.322 --> 00:00:06.623]  Big Brother.
[00:00:06.623 --> 00:00:08.404]  Mainstream media.
[00:00:08.404 --> 00:00:10.166]  Government cover-ups.
[00:00:10.166 --> 00:00:11.747]  You want answers?
[00:00:11.747 --> 00:00:13.288]  Well, so does he.
[00:00:13.288 --> 00:00:17.472]  He's Alex Jones on the GCN Radio Network.
[00:00:17.472 --> 00:00:27.480]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.480 --> 00:00:30.142]  Al Jorgensen of Ministry.
[00:00:30.142 --> 00:00:32.584]  You're scheduled to join us via video link.
[00:00:33.797 --> 00:00:37.058]  From his command center in El Paso, Texas.
[00:00:37.058 --> 00:00:38.138]  Coming up in the third hour.
[00:00:38.138 --> 00:00:40.778]  They say he's eccentric.
[00:00:40.778 --> 00:00:45.219]  He is a whitewash.
[00:00:45.219 --> 00:00:46.239]  Very interesting fellow.
[00:00:46.239 --> 00:00:47.219]  Listener of the show.
[00:00:47.219 --> 00:00:49.840]  I'm a big fan of, obviously, Ministry's music.
[00:00:49.840 --> 00:00:51.160]  Very informative.
[00:00:51.160 --> 00:00:52.760]  And also very good.
[00:00:52.760 --> 00:00:58.501]  And so, he should be on the transmission with us today.
[00:00:58.501 --> 00:01:01.842]  That said, I am in a controlled rage today.
[00:01:06.664 --> 00:01:13.790]  Not just over the state of the world and the globalist programs, but just assessing people in general.
[00:01:13.790 --> 00:01:24.779]  Most people have grown up without any real challenges in their lives and with no organizational skills.
[00:01:24.779 --> 00:01:28.722]  And we are a nation and a western world that loves to pass the buck.
[00:01:30.666 --> 00:01:34.649]  And I just can't imagine what it's going to look like when things really unravel.
[00:01:34.649 --> 00:01:40.874]  You know, Ron Paul was on two weeks ago and he warned of impending economic doomsday because there's no way that it's not going to come.
[00:01:40.874 --> 00:01:43.316]  It's engineered that way.
[00:01:43.316 --> 00:01:45.458]  The Washington Post is a lead today.
[00:01:45.458 --> 00:01:48.861]  Rand Paul courts donors while father talks of impending doomsday.
[00:01:51.992 --> 00:01:56.395]  And Rand Paul is being demonized more than Ted Cruz, more than anybody else out there.
[00:01:56.395 --> 00:01:58.416]  Because they know he's a good guy.
[00:01:58.416 --> 00:02:01.517]  They know he's pro-gun, pro-sovereignty.
[00:02:01.517 --> 00:02:12.764]  He's been a little bit more hawkish than his father in things to differentiate himself politically so they can't demonize him and stop him from winning the nomination.
[00:02:12.764 --> 00:02:15.886]  The fact that they're attacking Rand Paul is all you need to know.
[00:02:15.886 --> 00:02:16.926]  Same thing with Sarah Palin.
[00:02:16.926 --> 00:02:21.469]  Now, Sarah Palin's a big hawk, but I don't think she's a bad person.
[00:02:22.810 --> 00:02:23.050]  I don't know.
[00:02:41.747 --> 00:02:43.448]  They're better than her.
[00:02:43.448 --> 00:02:46.009]  Better on their voting records, better on their understanding.
[00:02:46.009 --> 00:02:48.451]  Rand Paul's not as big a warmonger.
[00:02:48.451 --> 00:02:50.872]  But you're going to get warmongering out of any administration.
[00:02:50.872 --> 00:02:52.953]  And I'm not a lesser of two evils guy.
[00:02:52.953 --> 00:02:55.875]  I don't think the presidency is the end all be all of everything.
[00:02:55.875 --> 00:03:00.858]  We need to take things back at the state and county and city level and just start saying no to all this unconstitutional garbage.
[00:03:00.858 --> 00:03:10.383]  But in the big horse race that is the presidency, obviously a Rand Paul or a Ted Cruz presidential run is a whole universe better.
[00:03:15.202 --> 00:03:20.830]  A whole universe better than a Hillary Clinton or a Jeb Bush president.
[00:03:20.830 --> 00:03:21.932]  I mean, that's not rocket science.
[00:03:21.932 --> 00:03:29.723]  So you've got all these purists out there that sit on the bench every four years or they'll support some third party that has no chance of winning.
[00:03:31.482 --> 00:03:33.283]  And then get mad when they don't win.
[00:03:33.283 --> 00:03:35.404]  You've got to take over one of the two big parties.
[00:03:35.404 --> 00:03:40.567]  Now, I'm all for a libertarian movement, regional wins, getting independents and libertarians into Congress.
[00:03:40.567 --> 00:03:43.208]  That can be done, but that's still a long shot.
