[00:00:05.091 --> 00:00:09.934]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.934 --> 00:00:11.515]  You want answers?
[00:00:11.515 --> 00:00:13.417]  Well, so does he.
[00:00:13.417 --> 00:00:17.259]  He's Alex Jones on the GCN Radio Network.
[00:00:17.259 --> 00:00:21.322]  And now, live from Austin, Texas, Alex Jones.
[00:00:41.778 --> 00:00:44.379]  All right, ladies and gentlemen, we are live.
[00:00:44.379 --> 00:00:44.899]  Thank you.
[00:00:44.899 --> 00:00:49.041]  It is Thursday, the fifth day of March 2009.
[00:00:49.041 --> 00:00:54.124]  We're going to be here live for the next four hours.
[00:00:58.607 --> 00:01:01.168]  And I, you know, this happens every few months.
[00:01:01.168 --> 00:01:14.994]  I run across a story that's so big, that's so important to everybody on this planet that I don't just want to come on the air and even start covering it because that doesn't give the story enough respect.
[00:01:14.994 --> 00:01:27.999]  So it isn't for hype purposes that when I have a story this important, this big, this out of control, that usually every five, six months or so,
[00:01:29.594 --> 00:01:35.176]  I will say, prepare yourselves for this information.
[00:01:35.176 --> 00:01:36.216]  It is that important.
[00:01:36.216 --> 00:01:56.202]  I don't want this information I'm covering to be lost in the overall chatter of my coverage of the panoptagon or the pantheon or the panacea, the cornucopia of things happening in the world.
[00:01:56.202 --> 00:01:57.002]  It's that important.
[00:02:02.529 --> 00:02:11.113]  Normally it is every six months to a year that I come across something this big, this important, this insane, this out of control.
[00:02:11.113 --> 00:02:16.015]  But because things are accelerating, like birth pains, they're getting closer and closer together.
[00:02:16.015 --> 00:02:23.858]  The last time we did this was January 27th of this year, what, just a month and eight, nine days ago.
[00:02:25.606 --> 00:02:30.288]  A little over a month ago, new legislation authorizes FEMA camps in the U.S.
[00:02:30.288 --> 00:02:39.051]  Why was this story so important with all the other news we had about FEMA camps and civilian inmate labor camp program and Congress being threatened with martial law?
[00:02:39.051 --> 00:02:49.315]  Because it confirmed our analysis of the architecture of the camps, how they're going to roll them out, how they're going to operate, how the local police will be merged under them.
[00:02:50.461 --> 00:02:58.985]  How they'll have the clergy response teams preparing the population to go into them for PR purposes, for brainwashing purposes.
[00:02:58.985 --> 00:03:00.566]  And it confirmed all of that.
[00:03:00.566 --> 00:03:05.868]  It confirmed our analysis and all the big pieces of the puzzle that we had.
[00:03:05.868 --> 00:03:13.812]  Much of it admitted, but it connected the dots of how they're going to roll it out, how they're going to push it, and indeed that's now happening.
[00:03:13.812 --> 00:03:17.874]  Now that said, this story that I said was a red alert a month ago,
[00:03:19.295 --> 00:03:20.636]  This is NOTHING.
[00:03:20.636 --> 00:03:23.618]  This story is NOTHING.
[00:03:23.618 --> 00:03:25.038]  NOTHING.
