[00:00.000 --> 00:18.240]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:51.280]  It's Tuesday, July 12th, and it host Alex Jones, coming to you from the embattled Infowars
[00:51.280 --> 00:53.280]  headquarters in ATX.
[00:53.280 --> 01:02.320]  Wow, the worldwide awakening against the New World Order has exploded.
[01:02.320 --> 01:09.560]  They're flying the Gadsden flag in Argentina, in Venezuela, in Sri Lanka, in Eastern Europe,
[01:09.560 --> 01:13.400]  in the UK, right here in the United States and Canada.
[01:13.400 --> 01:18.040]  The Chinese are raiding and taking over the Communist Party's central banks, the same
[01:18.040 --> 01:20.280]  things happening in many other countries.
[01:20.280 --> 01:26.360]  Dutch farmers are torching the properties of Bill Gates and more.
[01:26.360 --> 01:32.480]  They intended to cut off the energy and food and have us all kill each other, but instead,
[01:32.480 --> 01:39.760]  we have identified the enemy, and now the real war starts.
[01:39.760 --> 01:45.120]  But the Empire will strike back with controlled power outages that they are now saying are
[01:45.120 --> 01:48.680]  imminent to be launched by Russia.
[01:48.680 --> 01:51.920]  And they are accelerating the destruction of the Third World to flood the First World
[01:51.920 --> 01:54.080]  and collapse us all.
[01:54.080 --> 01:56.440]  But at least we're in the fight and not backing down.
[01:56.440 --> 01:58.360]  At least we know who we're up against.
[01:58.360 --> 02:01.200]  At least we're not going blind into this struggle.
[02:01.200 --> 02:10.800]  We have God and our ancestors on our side, and we will prevail.
[02:10.800 --> 02:16.080]  Ladies and gentlemen, the news is incredible.
[02:16.080 --> 02:19.040]  Let me give you just one example of this, and I'm sure they'll take it down and block
[02:19.040 --> 02:20.040]  it.
[02:20.040 --> 02:24.040]  And I'm going to be covering this more next segment.
[02:24.040 --> 02:28.960]  But Alex's War is a documentary that's very fair, shows the good, the bad, and the ugly
[02:28.960 --> 02:33.480]  of things I've done, and I haven't even really promoted it yet.
[02:33.480 --> 02:38.520]  And it has gone, once it went on pre-order two days ago, out of thousands of films that
[02:38.520 --> 02:46.360]  you can pre-order, to number four, number four, ladies and gentlemen, just behind Top
[02:46.360 --> 02:52.000]  Gun, Jurassic World, and the Justice League.
[02:52.000 --> 03:01.520]  We've pulled past Elvis, Man of God, Facing Nolan, Freedom, and so many other major Hollywood
[03:01.520 --> 03:02.520]  films.
[03:02.520 --> 03:05.920]  There is no independent films in the top 50.
[03:05.920 --> 03:12.680]  We are at number four, headed to number one, as usual.
[03:12.680 --> 03:17.000]  And that absolutely pisses the establishment off to no end.
[03:17.000 --> 03:22.200]  Again, I won't get any money from this film, but I want to encourage independent filmmaking.
[03:22.200 --> 03:25.120]  And the filmmaker that made it, it's won a lot of awards.
[03:25.120 --> 03:30.560]  And when I saw the film a few months ago at a private screening here in Austin at the
[03:30.560 --> 03:35.760]  Violet Crown, it did bring tears to my eyes what we've gone through in the last 28 years.
[03:35.760 --> 03:39.960]  And the amazing crew members we have here, and it is a hell of a movie.
[03:39.960 --> 03:42.120]  They asked me what I thought of it.
[03:42.120 --> 03:45.760]  And I said, you know, I think you're too nice to me.
[03:45.760 --> 03:48.920]  And it shows negative things about me.
[03:48.920 --> 03:57.240]  It's just that the film is going to really send shockwaves throughout the system.
[03:57.240 --> 04:03.720]  And it's going to be seen by tens of millions of people, and it's going to scare the hell
[04:03.720 --> 04:07.160]  out of the New World Order even further.
[04:07.160 --> 04:11.680]  So to Alex Morrier and the rest of her team, congratulations on the big success.
[04:11.680 --> 04:17.040]  I'm sure they'll pull it off of Apple Movies, and that'll only piss people off more and
[04:17.040 --> 04:18.640]  make them want it more.
[04:18.640 --> 04:19.960]  So get ready for that.
[04:19.960 --> 04:21.920]  It's about to hit all the other charts.
[04:21.920 --> 04:27.200]  It's going to be in theaters, in select cities coming up at the end of the month.
[04:27.200 --> 04:30.360]  And word is that those are going to all sell out.
[04:30.360 --> 04:37.920]  So you can see this film in thousands of movie theaters across the United States.
[04:37.920 --> 04:41.360]  So they are definitely very upset about that.
[04:41.360 --> 04:48.040]  Turns out freedom and being a rebel is extremely positive.
[04:48.040 --> 04:52.840]  And there's a lot of other tricks up God's sleeve because all glory goes to God.
[04:52.840 --> 05:00.880]  WorldWars.com, tomorrow's news today.
[05:00.880 --> 05:06.280]  Seven months ago in December of 2021, we launched the first in the three-coin founding member
[05:06.280 --> 05:09.280]  series, George Washington slaying the dragon.
[05:09.280 --> 05:13.480]  Then we launched the Tree of Liberty coin and finally the second amendment, come and
[05:13.480 --> 05:15.480]  take it, Molan Labe coin.
[05:15.480 --> 05:25.480]  There are only 75 coins left in the three-point series exclusively right now at 1776point.com.
[05:25.480 --> 05:31.040]  And for the final 75 people to become founding members for this big project we're launching
[05:31.040 --> 05:36.520]  in the near future, you'll also get a personal signed piece of art I made of the sheepdog
[05:36.520 --> 05:38.480]  chasing the wolf in a personal message.
[05:38.480 --> 05:45.240]  It's your last chance to get all three coins at 1776point.com.
[05:45.240 --> 05:50.680]  This is history happening now, Info War Station support is changing the world, and this is
[05:50.680 --> 06:03.640]  the final 75 three-coin set exclusively available at 1776point.com.
[06:03.640 --> 06:13.800]  The answer to tyranny, the answer to 1984 is 1776, live from Austin, Texas, broadcasting
[06:13.800 --> 06:18.080]  worldwide, it's Alex Jones.
[06:18.080 --> 06:23.520]  Our archivist as we speak was just given the mission 30 minutes ago, is going into the
[06:23.520 --> 06:29.320]  prisonplanet.tv archives that are now free to the world, and is grabbing clips going
[06:29.320 --> 06:34.800]  back 15 years ago, and again 10 years ago, and again five years ago, and again a year
[06:34.800 --> 06:43.400]  ago when I called for operation 1776 worldwide.
[06:43.400 --> 06:46.400]  And the enemies of freedom really fear that.
[06:46.400 --> 06:49.920]  We've had the Justice Department, the FBI call us, they've had congressional hearings,
[06:49.920 --> 06:57.960]  they've had thousands of news articles, dreading the name 1776, the number 1776, and saying
[06:57.960 --> 07:03.680]  Jones calls for violence when he invoked 1776.
[07:03.680 --> 07:10.360]  Well on July 4th when I was grilling hamburgers in the backyard with my wife and youngest
