[00:00.000 --> 00:05.000]  is what the establishment is into right here in America.
[00:05.000 --> 00:08.000]  Hail fellowship's eternal flame.
[00:08.000 --> 00:13.000]  Once again, Midsummer sets us free.
[00:21.000 --> 00:24.000]  All right, there you go.
[00:24.000 --> 00:26.000]  I was talking to a very prominent person.
[00:26.000 --> 00:28.000]  It was a Bohemian Grove last year.
[00:28.000 --> 00:32.000]  And they said that the old men look in the woods and think I'm there.
[00:32.000 --> 00:33.000]  It's like I'm a bogeyman.
[00:33.000 --> 00:37.000]  I'm a story because I've snuck in there more than once.
[00:41.000 --> 00:46.000]  This is GCN, the Genesis Communications Radio Network.
[00:49.000 --> 00:53.000]  A chemical spill contaminating the water supply in nine West Virginia counties.
[00:53.000 --> 00:57.000]  Here alone, over 300,000 people in West Virginia had their drinking water contaminated.
[00:57.000 --> 01:01.000]  What are the health effects of having these drugs in our drinking water?
[01:01.000 --> 01:04.000]  It's forced medical treatment without the consent of residents.
[01:04.000 --> 01:09.000]  My friends, water filtration is one of the most basic actions you can take to protect you and your family
[01:09.000 --> 01:12.000]  from the harmful toxins and heavy metals in your tap water.
[01:12.000 --> 01:16.000]  On average, the county says it sprays with glyphosate at least once a week.
[01:16.000 --> 01:20.000]  U-filters cut out the glyphosate that is found in water supplies worldwide.
[01:20.000 --> 01:26.000]  Remove pesticides, herbicides, chloramines, hydrofluorosalic acid, sodium hexafluorosilicate.
[01:26.000 --> 01:30.000]  All right, it is intense in coffee, it's in water, it's in bread, it's in toothpaste.
[01:30.000 --> 01:32.000]  It is our responsibility to protect our families.
[01:32.000 --> 01:34.000]  The establishment's not going to do it.
[01:34.000 --> 01:35.000]  It's time to take action.
[01:35.000 --> 01:37.000]  It's time to filter our water.
[01:37.000 --> 01:44.000]  Visit infowarstored.com and use promo code WATER to get 10% off their entire family of incredible products.
[01:44.000 --> 01:57.000]  Or call toll-free 888-253-3139.
[02:14.000 --> 02:16.000]  Well, so does he.
[02:16.000 --> 02:23.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:23.000 --> 02:32.000]  And ladies and gentlemen, thank you so much for joining us on this original worldwide transmission.
[02:32.000 --> 02:38.000]  It is Sunday, May 4th, 2014.
[02:38.000 --> 02:47.000]  We'll be here for the next two hours as we are every Sunday from 4 to 6 p.m. Central Standard Time.
[02:47.000 --> 02:49.000]  Again, thank you for joining us here on the Sunday broadcast.
[02:49.000 --> 02:51.000]  Wow, where to begin?
[02:51.000 --> 02:56.000]  I saw a story on Drudge Report on Friday that really concerned me.
[02:56.000 --> 02:58.000]  I want to talk about some of this in the next segment.
[02:58.000 --> 03:02.000]  CDC confirms first case of MERS virus in America.
[03:02.000 --> 03:08.000]  Health officials say a deadly virus from the Middle East has turned up in the U.S. for the first time.
[03:08.000 --> 03:12.000]  And of course, earlier in the week, the CDC and the World Health Organization, the U.N., said,
[03:12.000 --> 03:21.000]  the biggest threat medically worldwide now is drug-resistant viruses and bacteria, bacteria being foremost.
[03:21.000 --> 03:26.000]  And you add the cocktail of antibiotics, all the weird drugs, the stuff that's mutating the GMO.
[03:26.000 --> 03:32.000]  This is just going to get more and more serious here on out on the global.
[03:32.000 --> 03:38.000]  It's really don't want us to get a lot of these medical treatments and things that are already available.
[03:38.000 --> 03:42.000]  So we're going to be breaking some of that down today.
[03:42.000 --> 03:51.000]  Also, I saw some reports earlier in the week that all the GOP doesn't want companies to come out with biometric guns,
[03:51.000 --> 03:55.000]  so criminals can't kill people, or we can't have mass shootings.
[03:55.000 --> 04:00.000]  The issue is Obama wants to ban guns previously made that aren't biometric.
[04:00.000 --> 04:07.000]  And I've got another article I know out there in the printer that would just be really fantastic on that subject.
[04:07.000 --> 04:11.000]  I forgot to get that, so I need that little tidbit.
[04:11.000 --> 04:12.000]  Thank you, gentlemen.
