[00:00.000 --> 00:16.780]  Waging war on corruption it's Alex Jones
[00:16.780 --> 00:36.460]  Bill Clinton is a rapist! Bill Clinton raped Juanita Broderick!
[00:36.460 --> 00:48.940]  Bass Concert Hall, Austin, Texas, last night.
[00:48.940 --> 01:18.100]  Inside Bass Concert Hall, where Bill Clinton took his book tour, outside protestors'
[01:18.100 --> 01:19.100]  get-up.
[01:19.100 --> 01:29.620]  Bill Clinton is a rapist, so we need to go ahead and protest and hopefully we've got
[01:29.620 --> 01:57.420]  some info warriors inside who can ask him some tough questions because that would be awesome.
[01:57.420 --> 02:01.980]  Don't take me out of my comfort zone here. I'm in a Bill Clinton book tour. I paid $100
[02:01.980 --> 02:05.340]  to be here. I don't want to hear about the Lolita Express.
[02:05.340 --> 02:11.100]  So the full video is on the Alex Jones YouTube channel. Welcome to the Alex Jones show. This
[02:11.100 --> 02:16.140]  is Owens Royer Alex Jones joining us here momentarily. Last night we had a protest outside
[02:16.140 --> 02:20.820]  Bass Concert Hall. There were at least five people inside Bass Concert Hall that shouted
[02:20.820 --> 02:24.260]  at Bill Clinton, called him out for the Lolita Express and the rape. We're going to be joined
[02:24.260 --> 02:29.460]  by two of them in studio, but first Alex Jones joins us on the phone. Alex, amazing times
[02:29.460 --> 02:34.340]  we're living in here. Patriots are finally standing up to the treasonous tyrants that
[02:34.340 --> 02:36.020]  have been running our government for decades.
[02:36.020 --> 02:40.020]  That's right. I'm here on a work occasion with family, but I tell you, I wish I could
[02:40.020 --> 02:44.460]  be there in Austin with you. It was Mike Sernovich about a week ago, sent me a text message
[02:44.460 --> 02:48.460]  and said, hey, you know, Bill Clinton's going to be in Austin. So I told you guys about
[02:48.460 --> 02:52.860]  it, and that's just why it's great that everybody always stay in contact with each other because
[02:52.860 --> 02:58.460]  now this just happened. We had the one individual on a few days ago who started the ball rolling
[02:58.460 --> 03:03.860]  in Pennsylvania. I did a great job. They got millions of views online, and now you had
[03:03.860 --> 03:09.820]  at least five people inside, dozens outside demonstrating with really powerful signs and
[03:09.820 --> 03:15.820]  making the leftist zombies who have this fake moral high ground and are openly trying to
[03:15.820 --> 03:19.740]  bring up our families, openly trying to destroy our borders, openly trying to basically bring
[03:19.740 --> 03:24.300]  down civilization because they're social engineers and their own admissions. They want to end
[03:24.300 --> 03:29.780]  the family and take full control. That's top academics in the U.S. and England now admit
[03:29.780 --> 03:33.180]  their whole plan. And so they have to come in all these government workers, all these
[03:33.180 --> 03:37.740]  bureaucrats, all these people and know that they don't have the moral high ground and
[03:37.740 --> 03:42.980]  that they're God, William Jefferson Clinton, who sold us out to the Communist Chinese, who
[03:42.980 --> 03:49.340]  came after our guns, who helped cripple Maroncha as this whole evil Clinton cabal and what
[03:49.340 --> 03:55.820]  it represents, circles, the vortex of hell, or the toilet bowl of hell. As all of this
[03:55.820 --> 04:00.940]  happens now, you can guarantee, ladies and gentlemen, that just like during the campaign
[04:00.940 --> 04:04.220]  everywhere he went, he got called a rapist, which he said of all those rape cases. He's
[04:04.220 --> 04:08.220]  famous for it, but they expressed by the fall plane, Hillary Clinton in the Arab Spring
[04:08.220 --> 04:12.180]  killing hundreds of thousands, well, almost a million people, hundreds of thousands of
[04:12.180 --> 04:17.380]  women and children put into slavery. I mean, it's incredible. These people are monsters.
[04:17.380 --> 04:23.660]  They're absolute, total, complete monsters that then every time there's a mass shooting
[04:23.660 --> 04:29.100]  at the media, hikes up and pushes and promotes a phenomenon totally manufactured by the media
[04:29.100 --> 04:33.620]  with these mental patients, you know, devil worshipers that are always on Prozac. The
[04:33.620 --> 04:37.420]  same story always happens. They then pointed all gun owners and said that we're immoral
[04:37.420 --> 04:42.860]  and we're bad and we're evil. No, you're immoral. You're bad. You're evil. And all of this
[04:42.860 --> 04:50.220]  on the heels of Trump devastating the globalists at the G7, calling them all out. All of them
[04:50.220 --> 04:54.780]  in that photo that I tweeted out on Saturday and Sunday, we can put up for real Alex Jones
[04:54.780 --> 05:00.860]  that was everywhere. They're all gathered around him, him sitting there. Nothing to
[05:00.860 --> 05:06.060]  see here, folks, just Iran admitting to helping with the 9-11 terror attacks. Free Beacon
[05:06.060 --> 05:10.900]  reports that Iranian officials have admitted to facilitating the 9-11 terrorist attacks
[05:10.900 --> 05:15.740]  in the U.S. by secretly aiding the free travel of al-Qaeda operatives, who eventually went
[05:15.740 --> 05:18.700]  on to fly commercial airliners into the Twin Towers.
[05:18.700 --> 05:23.500]  Speaking on Iran's state-controlled television, an international affairs assistant in Iran's
[05:23.500 --> 05:28.740]  judiciary, Mohammad Javed Larjani, said that Iranian intelligence officials did not stamp
[05:28.740 --> 05:33.220]  the passports of the al-Qaeda militants in order to conceal their movements and prevent
