[00:00:04.798 --> 00:00:09.640]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.640 --> 00:00:11.220]  You want answers?
[00:00:11.220 --> 00:00:12.781]  Well, so does he.
[00:00:12.781 --> 00:00:16.983]  He's Alex Jones on the GCN Radio Network.
[00:00:16.983 --> 00:00:21.044]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.408 --> 00:00:33.989]  Remember Charlie Skelton from the London Guardian?
[00:00:33.989 --> 00:00:41.452]  He got into a physical fracas that basically assaulted him while he was covering Bilderberg.
[00:00:41.452 --> 00:00:43.113]  Then he tried to get away from Bilderberg.
[00:00:43.113 --> 00:00:46.274]  They were following him everywhere, going in his hotel room.
[00:00:46.274 --> 00:00:47.935]  The list goes on and on.
[00:00:47.935 --> 00:00:51.396]  He is boarding a plane in a horrified fashion to get back to England.
[00:00:51.396 --> 00:00:55.157]  He will be on with us for a full debriefing on Bilderberg 2009.
[00:00:57.725 --> 00:01:08.094]  Tomorrow, Paul Dornanoo, who shot a lot of the footage you see from Istanbul, he's Romanian, he shot a lot of the footage you see in in-game blueprint for global enslavement.
[00:01:08.094 --> 00:01:19.564]  That is some of the footage shot where they're being followed by secret police and being harassed by men with machine guns in Istanbul in Bilderberg 2007 that Governor Rick Perry and others were attending traitorously.
[00:01:21.178 --> 00:01:23.378]  So we will have updates on that.
[00:01:23.378 --> 00:01:27.319]  Paul Dornanew joining us in one hour and 30 minutes today.
[00:01:27.319 --> 00:01:34.140]  Coming up in the next segment, we've got Chuck Baldwin joining us and it couldn't be better timing.
[00:01:34.140 --> 00:01:40.042]  Then in the last hour we're going to cover growing internet censorship and kind of chronicle some of that.
[00:01:40.042 --> 00:01:41.142]  So that is all coming up.
[00:01:41.142 --> 00:01:44.702]  But it's a good thing that Chuck Baldwin is coming up.
[00:01:44.702 --> 00:01:46.783]  This is perfect timing that I had him set up.
[00:01:47.839 --> 00:02:06.873]  Because of his article last week, he wrote, it is getting very serious now at ChuckBaldwin.com, where he breaks down not just the MIAC report and the DHS report saying veterans and gun owners are the main threat that Homeland Security is set up to deal with the American people, but that a new bill has been introduced
[00:02:08.610 --> 00:02:22.556]  Saying that extremists will be put on a no-gun list, and there will be no arrest, no indictment, you'll have no way to know why you're on the list, just no more Second Amendment at the will of the President, the Justice Department, or any of their designates.
[00:02:22.556 --> 00:02:26.317]  This is the complete end of freedom.
[00:02:26.317 --> 00:02:34.260]  I mean, even in Russia and Communist China at their worst, they will make up reasons you're being held, or make up reasons you're having your rights taken.
[00:02:34.260 --> 00:02:35.901]  This is Kafka-esque.
[00:02:36.937 --> 00:02:45.382]  You know, a famous novel where the guy gets arrested and gets tried and gets executed, never knowing what his crime was.
[00:02:45.382 --> 00:02:47.704]  I mean, this is the heart.
[00:02:47.704 --> 00:02:50.525]  There's a center of a black hole of tyranny.
[00:02:50.525 --> 00:02:57.750]  It is secretly having your rights stripped, secretly being arrested, secret detention, which the White House is saying they're going to continue and for U.S.
[00:02:57.750 --> 00:02:59.190]  citizens.
[00:02:59.190 --> 00:03:01.352]  So, that's what the Military Commissions Act states.
[00:03:01.352 --> 00:03:04.794]  They just strip you of your citizenship in an extrajudicial system.
[00:03:06.092 --> 00:03:13.735]  Now, as bad as that is, we learned with absolute horror yesterday, Kurt Nemo discovered it, and I have to say, we broke it.
[00:03:13.735 --> 00:03:15.576]  I don't know why we continue to discover stuff.
[00:03:15.576 --> 00:03:25.841]  Actually, listeners emailed us the legislation, and when I saw this last night when I got home from the radio show, I was staggered by it.
[00:03:25.841 --> 00:03:33.184]  I was staggered by the legislation, by the over-the-top, in-your-face,
[00:03:35.390 --> 00:03:37.871]  Strength of it.
[00:03:37.871 --> 00:03:41.092]  Just the fact that it was so open.
[00:03:41.092 --> 00:03:51.115]  And that is, ladies and gentlemen, drumroll please, Curt Nemo, InfoWars.com, direct link to the bill.
[00:03:51.115 --> 00:03:56.077]  Bill in Congress would ban gun ownership at will.
[00:03:56.077 --> 00:04:00.338]  This is a completely separate bill.
[00:04:00.338 --> 00:04:01.618]  There's now three of these.
[00:04:01.618 --> 00:04:02.759]  There's one that's the
[00:04:05.569 --> 00:04:16.132]  article he wrote about a week ago uh... this uh... terrorist extremist list and this new bill H.R.
[00:04:16.132 --> 00:04:32.937]  2159 denying firearms and explosives the dangerous terrorist act two thousand nine sounds reasonable oh it's a convicted terrorist I'll let him have my gun no no this is anybody on the one point one million over a million people and growing on that list well the new bill
[00:04:34.071 --> 00:04:37.252]  Says the same thing.
[00:04:37.252 --> 00:04:43.034]  And then there's that other bill they've got introduced where the Attorney General can ban guns at will.
[00:04:43.034 --> 00:04:47.076]  It's like, oh, we passed a law saying the Attorney General's God.
[00:04:47.076 --> 00:04:49.037]  You can't do that.
[00:04:49.037 --> 00:04:56.720]  And we passed a bill saying Madoff can kidnap little children and barbecue them on a spit if he wants, and he can't do that.
[00:04:56.720 --> 00:05:00.041]  And we passed a law that everybody has to worship Hitler, you can't do that.
[00:05:00.618 --> 00:05:09.268]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[00:05:09.268 --> 00:05:14.113]  Many studies have shown that the majority of Americans are deficient in minerals.
[00:05:14.113 --> 00:05:19.299]  Deficiency in any one of the more important minerals actually results in disease.
[00:05:19.839 --> 00:05:29.188]  Go to RawOrganicVeganSuperfoods.com today and see the wide range of foods available that are designed to help your mind and body work the way they were intended to.
[00:05:29.188 --> 00:05:33.673]  You can also visit the link on PrisonPlanet.com to see some of the amazing products available.
[00:05:33.673 --> 00:05:35.174]  Folks, you've got to try this.
[00:05:35.174 --> 00:05:41.320]  These foods promote nutritional excellence, health and well-being, beauty enhancement, and truly sustainable agriculture.
[00:05:41.658 --> 00:05:47.641]  Many foods today have herbicides, pesticides, fungicides, and insecticides that were not intended for human consumption.
[00:05:47.641 --> 00:05:53.083]  Go to raworganicvegansuperfoods.com today and see some of the amazing products available.
[00:05:53.083 --> 00:05:55.924]  You are what you eat, so eat what your body needs.
