[00:00:11.874 --> 00:00:19.301]  Ladies and gentlemen, this is obviously a very important live Global Sunday transmission.
[00:00:19.301 --> 00:00:23.284]  The last three quarters of the broadcast will be live.
[00:00:24.414 --> 00:00:32.080]  But I am taping this right now with Andrew Torba because he's got to go back into meetings with the FBI and the Justice Department.
[00:00:32.080 --> 00:00:34.822]  So again, this is a live Sunday show, but this is taped.
[00:00:34.822 --> 00:00:36.643]  I'll be live in studio in 30 minutes.
[00:00:36.643 --> 00:00:43.668]  Andrew Torba is the head of GAB, the only independent free speech major social network out there that's gotten any traction.
[00:00:43.668 --> 00:00:44.909]  There's some other groups coming online.
[00:00:44.909 --> 00:00:46.090]  We're very supportive of everybody.
[00:00:46.090 --> 00:00:48.011]  I think Andrew Torba is a good guy.
[00:00:48.011 --> 00:00:49.312]  He's free speech.
[00:00:49.312 --> 00:00:51.193]  And you saw the terrible events in
[00:00:52.054 --> 00:00:56.363]  Pittsburgh, Pennsylvania yesterday that are immediately being blamed on the First Amendment.
[00:00:56.363 --> 00:00:57.084]  I'm being blamed.
[00:00:57.084 --> 00:00:58.788]  Donald Trump's mainly being blamed.
[00:00:58.788 --> 00:01:01.874]  And they're trying to now totally no platform.
[00:01:03.624 --> 00:01:05.446]  Gab.com.
[00:01:05.446 --> 00:01:14.873]  So, very powerful interview that I just taped with him that we're going to air on the other side of this quick break.
[00:01:14.873 --> 00:01:26.642]  Show that the person that's actually been accused, the person that's being lied about, the person that they're saying is guilty for all this, gets to speak up for himself.
[00:01:26.642 --> 00:01:27.263]  Think about that.
[00:01:29.022 --> 00:01:33.043]  When they de-platform me and then lie and say that I'm calling for violence against the media.
[00:01:33.043 --> 00:01:37.023]  Or when they say that Trump says all Mexicans are criminals, they never show the cloak.
[00:01:37.023 --> 00:01:41.784]  And then they say, oh, Andrew Torba and Gabb allowed this Nazi on there to plan all this and do all this.
[00:01:41.784 --> 00:01:44.105]  None of that's on the account.
[00:01:44.105 --> 00:01:45.465]  We have copies of it.
[00:01:45.465 --> 00:01:50.626]  It's been since taken down, and the FBI has it, but he didn't make any threats on there.
[00:01:50.626 --> 00:01:53.807]  He said four minutes before he went in, I'm going in.
[00:01:53.807 --> 00:01:54.487]  Going into what?
[00:01:54.487 --> 00:01:55.067]  Confront people?
[00:01:56.667 --> 00:02:00.630]  We're not even clear if the police would have known about that, if they would have responded to the term, I'm going in.
[00:02:00.630 --> 00:02:02.812]  Maybe they would have, but there's always been evil.
[00:02:02.812 --> 00:02:04.053]  There's always been murders in the world.
[00:02:04.053 --> 00:02:04.994]  There's always been bad things.
[00:02:04.994 --> 00:02:07.416]  There's suicide bombings every day in the Middle East.
[00:02:07.416 --> 00:02:09.398]  They don't have free speech over there.
[00:02:09.398 --> 00:02:11.599]  They don't have a right to keep and bear arms in most countries over there.
[00:02:11.599 --> 00:02:14.662]  And they're much more violent, much more out of control than we are.
[00:02:14.662 --> 00:02:16.403]  Look at Mexico, highest crime rate in the world.
[00:02:16.403 --> 00:02:22.689]  200,000 dead just the last few years, civilians in Mexico.
[00:02:22.689 --> 00:02:24.270]  No free speech, really.
[00:02:24.270 --> 00:02:25.231]  No Second Amendment.
[00:02:26.269 --> 00:02:26.529]  I don't
[00:02:48.099 --> 00:02:52.584]  And Mexican plates driving in the highway up to the U.S.
[00:02:52.584 --> 00:02:55.847]  from the illegal alien caravan.
[00:02:55.847 --> 00:02:58.469]  That symbol is all over sheriff's badges.
[00:02:58.469 --> 00:03:00.812]  It's seen as good luck in Latin America.
[00:03:00.812 --> 00:03:02.734]  It's a multi-thousand-year-old symbol.
[00:03:02.734 --> 00:03:07.899]  And so this guy began to think, because this group was involved bringing refugees in, that somehow they were involved.
[00:03:07.899 --> 00:03:11.842]  Folks, every major church in this country, via the
