[00:00.000 --> 00:19.000]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:59.000]  25 years and my life is still trying to get up there, great big healer of hope.
[00:59.000 --> 01:19.000]  For a destination, I realized quickly when I knew I should that the world was made up of the struggle of man, for whatever that means.
[01:19.000 --> 01:47.000]  What you see on the screen in front of you is a video compilation of professional athletes who have passed out, had heart attacks, cardiac problems on professional fields,
[01:47.000 --> 01:55.000]  whether it's soccer, basketball, football, hockey.
[01:55.000 --> 02:09.000]  And this video on the screen from a YouTube channel, Jay Wilderness, has actually put together three of these compilations, totals about 20 minutes.
[02:09.000 --> 02:17.000]  With the 90s song What's Going On, isn't that the question? What's going on?
[02:17.000 --> 02:28.000]  Why are all of these professional athletes and young athletes, who are in the best physical condition of all humans most of the time, are all of a sudden having all of these heart problems?
[02:28.000 --> 02:32.000]  Some of them dying.
[02:32.000 --> 02:58.000]  And then there was last night, where a young football player who perhaps was doing his best work off the field as a good Samaritan takes what is referred to as a routine hit in an NFL football game
[02:58.000 --> 03:11.000]  and then loses his heartbeat, loses his breath, has to be resuscitated on the field, heart stopped, breath stopped, they were able to get his heart going again.
[03:11.000 --> 03:18.000]  Such a shocking thing for the players. There were tears on the field.
[03:18.000 --> 03:29.000]  And the reporter that the NFL told them, take five minutes and get back on the field to play, but the players and the coaches decided otherwise.
[03:29.000 --> 03:47.000]  But how could you go on? How could you play after seeing your friend, your colleague, your brother out on the field for almost 10 minutes needing emergency medical treatment?
[03:47.000 --> 03:57.000]  So ladies and gentlemen, you're tuned in to Info Wars today because you know you're going to get the unvarnished truth.
[03:57.000 --> 04:09.000]  And you know that nobody's going to tell it like it is with the background and the context and the understanding like we are right here.
[04:09.000 --> 04:24.000]  But just to understand, the reason why this has become such a national story is because the questions of what's going on when it comes to vaccinated athletes,
[04:24.000 --> 04:40.000]  dropping dead, having heart attacks at rates we've never seen before until after this mRNA experimental COVID vaccine injection.
[04:40.000 --> 04:50.000]  We're going to lay it all out for you here on the other side of this Tuesday, January 3rd edition of the Alex Jones show.
[04:50.000 --> 04:58.000]  We'll be hearing from lawyers, doctors and covering all the angles from this massive story.
[05:21.000 --> 05:28.000]  The bad news is the enemy is intensifying their attacks on every front, but I'm not going to back down and I'll never give up, but I could give out.
[05:28.000 --> 05:35.000]  So please keep me on the field, keep me on the front lines against the enemy while getting great products at the same time that will empower you and your family.
[05:35.000 --> 05:42.000]  InfoWarsStore.com for the best supplements and more, or just make a straight donation, Big Red Man at the top of InfoWarsStore.com,
[05:42.000 --> 05:46.000]  and that way all the money goes towards the fight, not part of it going towards product cost.
[05:46.000 --> 05:52.000]  But I thank you all for your support, please commit now to go to InfoWarsStore.com to get great products and make donations.
[05:52.000 --> 06:20.000]  I thank you for your support, now take action. The globalists are counting on you, not taking action.
[06:22.000 --> 06:31.000]  We're working overtime with extra focus today because even though the big story that a lot of people are concerned about, and we all know why,
[06:31.000 --> 06:45.000]  is last night during a Monday night football game, Buffalo Bill's safety 24 year old DeMar Hamlin collapses on the field due to cardiac arrest,
[06:45.000 --> 06:56.000]  and had to be taken to the hospital in Ambulance. The game was postponed, I think maybe the first time in NFL history,
[06:56.000 --> 07:04.000]  certainly the first time I can ever remember an NFL game being postponed, that almost never happens, not for whether injury, anything.
[07:04.000 --> 07:17.000]  But it was such a gut wrenching, it was such a gut blow for the athletes and the coaching staff to watch their friend,
[07:17.000 --> 07:25.000]  their colleague, their brother on the field collapsed, needing emergency medical attention for 10 minutes.
[07:25.000 --> 07:34.000]  It was such a shaking and jarring experience, they decided they would not take the field, even after it was reported the NFL said take five then finish the game,
[07:34.000 --> 07:44.000]  they decided to do otherwise, and you know the NFL is probably lucky that the players made that decision because they didn't need that bad press,
[07:44.000 --> 07:53.000]  they didn't need to look so bad today, when even Skip Bayless who said that the game seems irrelevant after this,
[07:53.000 --> 08:00.000]  that was considered so controversial, he might not even have a job tomorrow.
[08:00.000 --> 08:05.000]  Amazing stuff, so a lot of bouncing balls here, we're going to cover all the angles.
[08:05.000 --> 08:13.000]  Now, I also need to mention because this is going on, there is a vote for the speaker of the house coming up today,
[08:13.000 --> 08:22.000]  and from my last measurements looking at this, I don't know if Kevin McCarthy is going to have the votes folks,
