[00:00.000 --> 00:14.120]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[00:14.120 --> 00:20.960]  on the GCN radio network and now live from Austin Texas Alex Jones
[00:20.960 --> 00:35.240]  Alex Jones is taking the day off folks. I'm back. I haven't been back since really the end of the
[00:35.240 --> 00:39.800]  summer. I'm Jason Burma so I'm gonna be sitting in all four hours today but it's jam-packed.
[00:39.800 --> 00:46.160]  We're gonna be playing a lot of the Willie Nelson, Alex Jones, Jesse Ventura conversations that we
[00:46.160 --> 00:53.000]  threw up on Infowars.com in the wee hours of the morning last night I guess I don't know 3am is
[00:53.000 --> 00:59.400]  kind of a vague area I guess they started going up at around 11 to 1 but last one got up there at
[00:59.400 --> 01:03.240]  3 but we're even gonna have some more for you we're also gonna have Willie on the bus exclusively
[01:03.240 --> 01:10.680]  in the second or third hour. We also have Webster Tarpleon to talk about the elections and of course
[01:10.680 --> 01:18.560]  other things and Ray McGovern will be on later as well the 26 year CIA veteran the intelligence
[01:18.560 --> 01:23.880]  analyst that would literally do the briefings for Dick Cheney and company during the Reagan
[01:23.880 --> 01:31.120]  administration so big show today right off the bat there's a couple things I want to talk about
[01:31.120 --> 01:35.720]  we're gonna do a news blitz later we're gonna talk about we are change talking to Sarah Palin
[01:35.720 --> 01:42.400]  about 9-11 and a new investigation I got to tell you she gave a pretty generic milk toast positive
[01:42.400 --> 01:47.720]  answer very quickly and I think that's because a she wasn't on camera and you know she's on a
[01:47.720 --> 01:52.280]  campaign trail she's not there to ruffle any feathers right now she's sitting there and
[01:52.280 --> 02:02.160]  shaking hands with the audience and I'm sitting here staring at the news week with her with
[02:02.160 --> 02:06.600]  a rifle over her arm I mean let me just ah it's in the beginning segment I don't want to go off
[02:06.600 --> 02:13.920]  on Sarah Palin too much but what a joke I haven't I haven't really been able to uh vent I guess
[02:13.920 --> 02:19.640]  about the election too much what a joke that this woman was even chosen as a vice presidential
[02:19.640 --> 02:23.960]  candidate literally a heartbeat away from somebody who's not in the best health I'm sorry but if
[02:23.960 --> 02:29.760]  you haven't seen McCain on the campaign trail the last 18 months two years he looks like death
[02:29.760 --> 02:35.880]  itself I mean the man is a walking corpse there's I don't think he can survive four years in
[02:35.880 --> 02:40.760]  office quite frankly you know not that it really matters both of them are really severe puppets
[02:40.760 --> 02:45.920]  of the establishment and Sarah Palin I mean she's got three kids you know much time that
[02:45.920 --> 02:51.040]  takes alone and she's the governor yes I guess she's a little career driven but you know she's
[02:51.040 --> 02:54.920]  corrupt just like the rest of them she's a human being and she'll just go along to get along I
[02:54.920 --> 03:00.640]  mean she's already in this quote-unquote conservative party that's anything but conservative and when
[03:00.640 --> 03:08.200]  anyway she she says she's in favor of a new investigation but I you know she says it's
[03:08.200 --> 03:12.920]  to keep in the minds of people play that clip later of course we're gonna talk about the quote
[03:12.920 --> 03:19.160]  unquote failed assassination attempt on Barack Obama that's pretty breaking I'm pretty curious to
[03:19.160 --> 03:23.560]  see you know these guys apparently are white supremacists we're gonna play a mainstream
[03:23.560 --> 03:30.280]  clip from CBS that we're gonna try to shoot him with a scope rifle at 750 yards I'm not sure
[03:30.280 --> 03:33.480]  but I saw some people in the media reporting something about the decapitation I didn't see
[03:33.480 --> 03:40.240]  anything about that in this one I'm wondering you know obviously there's races in the world folks
[03:40.240 --> 03:47.080]  I'm not I'm not advocating that obviously there are people that would have a vested interest in
[03:47.080 --> 03:52.120]  just killing this man out of hate not because of what he stands for anything like that but just
[03:52.120 --> 03:55.600]  because of the color of his skin and that's unfortunate but I want to see if these guys
[03:55.600 --> 04:01.240]  are in an organization what kind of ties they have because you know that these guys get caught
[04:01.240 --> 04:08.520]  all the time being coddled and prodded by feds it's it's the way it is they infiltrate very
[04:08.520 --> 04:13.920]  quickly and they put these ideas in their heads and then lo and behold it comes out it was a fed
[04:13.920 --> 04:20.000]  off and this and that and to strike fear into people or actually to carry it out so let's see
[04:20.000 --> 04:24.480]  where that goes I want to get Tarpley's opinion on that obviously he's weighed in heavily in the
[04:24.480 --> 04:30.480]  election in the last year and we're gonna talk about Lou Dobbs doing like a nine minute report
[04:30.480 --> 04:36.200]  basically saying what we've been saying for years what Alex has been saying for well over a decade
[04:36.200 --> 04:42.560]  now that martial law is a very big concern here in the United States this is the Alex Jones show
[04:42.560 --> 04:50.560]  prisonplanet.tv prisonplanet.com and we're gonna come back with a little Willie Nelson, Jesse Ventura and Alex Jones.
[05:07.560 --> 05:10.560]  Do you like being a puppet sir? Do you like being a puppet from the New World Order?
[05:10.560 --> 05:15.360]  How do the American people know that 9-11 was the stage? Was it engineered by you, David
[05:15.360 --> 05:17.560]  Rockefeller, the Trilateral Commission, the CFR?
[05:26.560 --> 05:31.560]  Seven years after the attacks of September 11, a global awakening has taken place.
[05:32.560 --> 05:36.560]  An inside job? How dare you?
[05:36.560 --> 05:42.560]  If you know that there's treason going on you can be held accountable for treason yourself.
[05:42.560 --> 05:45.560]  All hell is breaking loose on 6th Avenue.
[05:51.560 --> 05:57.560]  Please rise, download the film at prisonplanet.tv right now or get the DVD at infowars.com
[05:57.560 --> 06:00.560]  It's now time to take the revolution to the next level.
[06:00.560 --> 06:05.560]  I had the opportunity to speak to my 90 year old grandmother at some length here recently
[06:05.560 --> 06:10.560]  and she was talking about the Great Depression and we were talking about the gas prices, the food prices,
[06:10.560 --> 06:14.560]  this economic uncertainty we're in these you know really kind of perilous times no one knows where we're headed
[06:14.560 --> 06:18.560]  or where we might end up and she was reminded of the Great Depression and how in those days
[06:18.560 --> 06:22.560]  folks who lived in the country did okay because they had chicken and eggs and they could grow gardens
[06:22.560 --> 06:26.560]  and can their food but how difficult it was for people who lived in urban areas or in the cities
[06:26.560 --> 06:30.560]  because they didn't have the landscape for gardening or the know-how and they didn't have the chickens
[06:30.560 --> 06:32.560]  and the livestock so it's a lot different for them.
[06:32.560 --> 06:36.560]  Well we know one thing's certain right now we're headed into much higher prices on food
[06:36.560 --> 06:38.560]  and there is a global food shortage.
[06:38.560 --> 06:40.560]  Now what can you do to prepare? Do what I did.
[06:40.560 --> 06:42.560]  Sell some toys off in the garage.
[06:42.560 --> 06:44.560]  Go to the J. Michael Stevens efoodsdirect.com company.
[06:44.560 --> 06:46.560]  Get some food and put it away and be safe.
[06:46.560 --> 06:48.560]  Put a little security in your life.
[06:48.560 --> 06:49.560]  You deserve security.
[06:49.560 --> 06:55.560]  Go to efoodsdirect.com, efoodsdirect.com, 1-800-409-5633.
[06:55.560 --> 06:59.560]  Put some food away. Do it now. 1-800-409-5633.
[07:56.560 --> 07:59.560]  888-213-4338 and help us win this battle.
[08:01.560 --> 08:07.560]  From his central Texas command center deep behind enemy lines the information war continues.
[08:07.560 --> 08:11.560]  It's Alex Jones and the GCN radio network.
[08:15.560 --> 08:23.560]  Alright folks we are back and I'm just going to jump right in to a little bit of a conversation with Willie,
[08:23.560 --> 08:30.560]  Alex Jones and Jesse Hunter. Jesse really recounts when he went down to the governor
[08:30.560 --> 08:36.560]  and all of a sudden he was asked to go downstairs and a bunch of people told him that they were from the CIA
[08:36.560 --> 08:41.560]  and they wanted to talk to him and he said well you know what let's let Jesse tell the story
[08:41.560 --> 09:00.560]  because obviously he can tell it a lot better than I can.
[09:00.560 --> 09:06.560]  So I'd be like a typical former service guy felt that I guess it's my obligation to go down
[09:06.560 --> 09:13.560]  and talk to these guys so I went down and being who I am I got down there and you know the bottles of the capital
[09:13.560 --> 09:21.560]  right in the capital I mean it was in the basement I'll never forget it they were seated all in a big half circle
[09:21.560 --> 09:31.560]  and I got the chair in the center and that's where I was put with this half circle group of 23 members of the CIA
[09:31.560 --> 09:44.560]  and I think the first thing that really made me got my awareness up was as I looked at them all they were all your neighbors.
[09:44.560 --> 09:50.560]  I mean you weren't looking at James Bond here you know you went down there with the feeling you were going to walk in
[09:50.560 --> 09:58.560]  and see all these former Navy SEALs and former Delta Force guys who are now out and they're now working in the intelligence community
[09:58.560 --> 10:05.560]  and all this it was Grandma Jones down the street it was so-and-so I mean they were of all ages.
[10:05.560 --> 10:06.560]  You knew them?
[10:06.560 --> 10:09.560]  No none of them.
