[00:00:04.932 --> 00:00:09.754]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.754 --> 00:00:11.355]  You want answers?
[00:00:11.355 --> 00:00:12.896]  Well, so does he.
[00:00:12.896 --> 00:00:17.098]  He's Alex Jones on the GCN Radio Network.
[00:00:17.098 --> 00:00:21.140]  And now, live from Austin, Texas, Alex Jones.
[00:00:28.089 --> 00:00:30.251]  Ladies and gentlemen, I'm your host Alex Jones.
[00:00:30.251 --> 00:00:32.754]  It is Thursday, March 10th, 2016.
[00:00:32.754 --> 00:00:37.719]  We're going to be live here for the next four hours.
[00:00:37.719 --> 00:00:47.369]  Ladies and gentlemen, there is so much happening obviously, but what I want to dive into first is the fact that Ted Cruz
[00:00:48.752 --> 00:01:01.116]  In the last few days has had multiple members of the Bush family and more importantly, the Bush apparatus joined his national finance team to get him money.
[00:01:01.116 --> 00:01:18.062]  Now, it was known that he came out of the Bush power structure, George W. Bush, and that his wife, Et Goldman Sachs, was a key operator helping get the TPP set up years before it was even publicly known that it was being developed.
[00:01:19.909 --> 00:01:26.674]  The fact that Goldman Sachs helped finance some of his early campaigning in Texas now becomes very, very clear that the Bush's know that their name...
[00:01:27.836 --> 00:01:43.269]  is mud and so they have been deploying slick political operatives like Ted Cruz into the system to place this sleeper cell or sleeper operator in government and in the U.S.
[00:01:43.269 --> 00:01:50.855]  Senate so that he can then activate at a later date and carry out their operations which we now see trying to knock out
[00:01:51.616 --> 00:01:55.018]  The dark horse, populist candidate, Donald Trump.
[00:01:55.018 --> 00:01:57.440]  Now, I personally want to believe in Ted Cruz.
[00:01:57.440 --> 00:01:58.721]  He's said a lot of great things.
[00:01:58.721 --> 00:02:03.104]  He's done a lot of great things in the Senate, defending the Second Amendment, you name it.
[00:02:03.104 --> 00:02:05.245]  But I've been weighing the evidence.
[00:02:05.245 --> 00:02:09.188]  And before, I was, you know, leaning towards him and giving him the benefit of the doubt.
[00:02:09.188 --> 00:02:17.734]  A lot of folks got mad at me about that, saying, hey, he's got a CFR background with his wife, Goldman Sachs, you know, working inside the Bush operation.
[00:02:17.734 --> 00:02:20.195]  And I said, well, maybe he's broken away from them.
[00:02:20.195 --> 00:02:21.076]  Let's see what happens.
[00:02:21.869 --> 00:02:31.293]  We've even seen the new land commissioner here in Texas, who is a Bush grandson of Herbert Walker, saying, I don't like the CFR.
[00:02:31.293 --> 00:02:33.514]  I don't like the Trilateral Commission.
[00:02:33.514 --> 00:02:35.815]  I don't like the New World Order.
[00:02:35.815 --> 00:02:37.416]  I want to be against that.
[00:02:37.416 --> 00:02:39.197]  And they're getting elected on the back of that.
[00:02:39.197 --> 00:02:42.038]  So we see them coming out with rhetoric that
[00:02:43.018 --> 00:02:48.602]  We know isn't true when it's the case of George P. Bush or whatever his name is.
[00:02:48.602 --> 00:02:51.924]  This is how they are operating and they think we're stupid.
[00:02:51.924 --> 00:02:59.429]  And now the weight is going towards Cruz being a clear Manchurian candidate of the Bush crime family.
[00:03:00.273 --> 00:03:06.216]  I don't think we can convict him of it, but there's enough question there that I'm done with Ted Cruz at this time.
[00:03:06.216 --> 00:03:10.258]  If he stays in the Senate and does good things down the road, I will support him.
[00:03:10.258 --> 00:03:18.863]  But he's done a lot of things that are really, really bad, and he's done some flip-flopping and some support of some of these globalist operations.
[00:03:18.863 --> 00:03:21.624]  He was early on part of the plan to bring in amnesty.
[00:03:21.624 --> 00:03:23.285]  This is very, very serious.
[00:03:23.285 --> 00:03:25.026]  We're going to be discussing this today with callers.
[00:03:26.115 --> 00:03:27.339]  And more.
[00:03:27.339 --> 00:03:28.743]  You can tweet your points.
[00:03:28.743 --> 00:03:30.648]  We'll read some of them on air.
[00:03:30.648 --> 00:03:33.356]  To real Alex Jones today, let me know what you think.
[00:03:34.741 --> 00:03:38.143]  Now, separately from that, we've got Trump continuing to dominate.
[00:03:38.143 --> 00:03:39.764]  We've got the media attacks heating up.
[00:03:39.764 --> 00:03:42.365]  They're still asking him, why won't you disavow the Ku Klux Klan?
[00:03:42.365 --> 00:03:51.310]  Whether it's 18 times or 25 times or 39 times or 47 times, you know, that it's up to, they just keep saying, why won't you deny it?
[00:03:51.310 --> 00:03:55.452]  It's an attempt to, again, target those that aren't paying attention out there.
[00:03:55.452 --> 00:03:56.612]  We're gonna be breaking that down.
[00:03:56.612 --> 00:03:59.694]  But the really big news is the fact that they can't defeat liberty.
[00:04:00.865 --> 00:04:03.174]  They can't defeat free speech.
[00:04:03.174 --> 00:04:05.402]  Because it's so popular, the truth is coming out.
[00:04:05.402 --> 00:04:06.606]  They can't defeat sunshine.
[00:04:07.571 --> 00:04:13.834]  They run like roaches from it, so they're openly trying to adopt the European globalist models of censorship.
[00:04:13.834 --> 00:04:20.257]  They are already arresting people in areas of Europe that deny man-made global warming or climate change, period.
[00:04:20.257 --> 00:04:26.039]  They're already trying to go after professors, doctorates, and their tenure.
[00:04:26.039 --> 00:04:32.042]  Now that's starting here, and we have chilling testimony coming up after the break from a congressional committee
[00:04:33.098 --> 00:04:35.859]  With Loretta Lynch, who I just said the word Lynch.
[00:04:35.859 --> 00:04:37.620]  Sorry, they actually want to ban that word.
[00:04:37.620 --> 00:04:38.621]  I'm not kidding.
[00:04:38.621 --> 00:04:40.542]  Actually, they are banning it at some campuses.
[00:04:40.542 --> 00:04:42.743]  And the word master, because that's hurtful.
[00:04:42.743 --> 00:04:54.808]  This cult now is talking about the FBI is looking into prosecuting people that deny that any climate change isn't man-made.
[00:04:54.808 --> 00:04:55.749]  We're going to go to break.
[00:04:55.749 --> 00:04:56.549]  We'll be right back.
[00:04:56.549 --> 00:04:57.550]  I'm Alex Jones.
[00:04:57.550 --> 00:04:58.010]  Stay with us.
[00:04:58.775 --> 00:05:01.937]  Military drone technology is back in the headlines.
[00:05:01.937 --> 00:05:11.683]  Recently, SCO, a subdivision of the US military with ties to DARPA, released a video of micro drones being launched from an F-16 fighter at 430 miles per hour.
[00:05:11.683 --> 00:05:19.108]  The Washington Post article titled, Veil of secrecy lifted on Pentagon office planning avatar fighter and drone swarms.
[00:05:19.108 --> 00:05:23.071]  The announcement also represents another step toward total autonomous military robotics.
[00:05:23.331 --> 00:05:29.333]  A technology that top experts such as Elon Musk and Max Tegmark have been warning scientists to think twice about.
[00:05:29.333 --> 00:05:34.835]  SEO also said in the same announcement they have successfully developed and tested Avatar flight technology.
[00:05:34.835 --> 00:05:45.519]  Our new project, not previously reported, is called Avatar and calls for the Pentagon to pair high-tech fifth-generation fighter jets with unmanned versions of older jets which would be flown without a pilot for the first time.
[00:05:46.059 --> 00:05:54.508]  Imagine this technology in the hands of the same government that was also forced to admit this week that it had been using domestic drones for domestic surveillance operations.
[00:05:54.508 --> 00:05:57.632]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[00:05:58.547 --> 00:06:05.491]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[00:06:05.491 --> 00:06:08.673]  I basically had my gallbladder out within the last nine months.
[00:06:08.673 --> 00:06:14.896]  I needed to get my digestive system working correctly again, so I stumbled on the X2.
[00:06:14.896 --> 00:06:22.521]  When you look at a product like Survival Shield Nascent Iodine X2, it's something that really has been hiding in plain view for over a hundred years.
[00:06:22.521 --> 00:06:24.242]  I needed a detox basically.
[00:06:26.170 --> 00:06:27.272]  We're good to go.
[00:06:43.252 --> 00:06:46.917]  I noticed significant change in my digestive flow.
[00:06:46.917 --> 00:06:48.879]  I was like really more natural.
[00:06:48.879 --> 00:06:53.906]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[00:06:58.513 --> 00:07:01.716]  A clean, toxic-free body is the foundation of true health.
[00:07:01.716 --> 00:07:04.057]  Deep Cleanse by InfoWarsLife.com.
[00:07:04.057 --> 00:07:11.083]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:07:11.083 --> 00:07:16.387]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:07:16.387 --> 00:07:25.394]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[00:07:25.814 --> 00:07:34.702]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:07:34.702 --> 00:07:41.788]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[00:07:41.788 --> 00:07:47.153]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you the best.
[00:07:47.273 --> 00:07:48.474]  We are on the march.
[00:07:48.474 --> 00:07:50.174]  The Empire is on the run.
[00:07:50.174 --> 00:07:52.095]  Alex Jones and the GCN Radio Network.
[00:08:37.796 --> 00:08:39.497]  There is a war.
[00:08:39.497 --> 00:08:41.178]  It's happening now.
[00:08:41.178 --> 00:08:43.720]  It will decide the fate of humanity.
[00:08:43.720 --> 00:08:46.322]  The time to choose sides has come.
[00:08:46.322 --> 00:08:48.223]  We are the resistance.
[00:08:48.223 --> 00:08:49.805]  We are the Infowar.
[00:08:55.765 --> 00:08:59.768]  Ladies and gentlemen, Alex Jones here as we broadcast worldwide.
[00:08:59.768 --> 00:09:05.392]  Coming up, Paul Watson will be hosting for much of the show from London, England today.
[00:09:05.392 --> 00:09:08.275]  I'll also be popping in live as well.
[00:09:08.275 --> 00:09:11.377]  It is Thursday, the 10th day of March, 2016.
[00:09:11.377 --> 00:09:13.499]  I am your host, Alex Jones.
[00:09:13.499 --> 00:09:16.561]  I come to you with grave news.
[00:09:16.561 --> 00:09:20.824]  Some of the gravest news I have ever covered, period.
[00:09:20.824 --> 00:09:24.367]  Not just when it comes to free speech, but to every other basic fundamental freedom.
[00:09:25.455 --> 00:09:37.346]  They are using models in Europe that they're testing to ban free speech, to bring in civil emergencies, and to even ban the name mother and father, to ban crosses, to ban churches.
[00:09:37.346 --> 00:09:42.871]  But the Muslims can do whatever they want and the government actually takes over churches, you can pull up the articles and turns them into mosques.
[00:09:42.871 --> 00:09:49.077]  So they can mutilate their daughters, put hoods on their heads, beehive suits, everything, but the word mother and father is not allowed.
[00:09:49.867 --> 00:09:57.609]  Now, you've heard Al Gore, you've heard others say they need a leftist spring in America and Europe to ban our free speech.
[00:09:57.609 --> 00:09:59.749]  To come at us with the torches.
[00:09:59.749 --> 00:10:18.294]  Now the Attorney General, in testimony, I'm about to play, he's so chilling, has come out and said they have the FBI looking and investigating free speech in America and they're looking at arresting people that deny anthropogenic climate change.
[00:10:18.294 --> 00:10:18.874]  The UN.
[00:10:20.112 --> 00:10:22.294]  Is calling for Lord Monckton's arrest.
[00:10:22.294 --> 00:10:30.802]  Now they've been caught in their internal emails, worldwide, in Climategate, admitting they're fixing the numbers to hide the decline in temperature.
[00:10:30.802 --> 00:10:34.385]  This is all about global government and worldwide taxation.
[00:10:34.385 --> 00:10:45.396]  But regardless of what you think about this scheme, to have a congressperson from Rhode Island openly coming out
[00:10:46.539 --> 00:10:49.420]  And asking her, hey, can't we ban free speech?
[00:10:49.420 --> 00:10:50.540]  Can't we do this?
[00:10:50.540 --> 00:10:53.680]  And she says, yes, we have the FBI looking at it.
[00:10:53.680 --> 00:11:01.542]  Senator Sheldon Whitehouse, Democrat of Rhode Island, in the Congress, in the Senate hearing, having this meeting.
[00:11:01.542 --> 00:11:02.442]  Now, think about that.
[00:11:02.442 --> 00:11:03.703]  We're going to play the clip in a moment.
[00:11:03.703 --> 00:11:04.723]  And they do it so calmly.
[00:11:04.723 --> 00:11:10.624]  They go, well, you know, the tobacco companies got caught lying about cigarettes giving you cancer.
[00:11:11.687 --> 00:11:13.968]  Can't we prosecute people?
[00:11:13.968 --> 00:11:19.269]  And in New York State, they're already trying to prosecute the Attorney General there.
[00:11:19.269 --> 00:11:24.470]  Scientific papers and professors that have written papers about the sun being the main driver of climate.
[00:11:24.470 --> 00:11:24.930]  No kidding.
[00:11:24.930 --> 00:11:27.711]  When you're tipped away from the sun, you have winter.
[00:11:27.711 --> 00:11:29.651]  When you're tipped towards it, you have summer.
[00:11:29.651 --> 00:11:31.432]  Duh!
[00:11:31.432 --> 00:11:34.033]  And she says, yes, we're looking at prosecuting them.
[00:11:34.033 --> 00:11:35.153]  They mean business.
[00:11:36.092 --> 00:11:41.826]  And that's why they're bullying everyone's free speech to try to make everybody basically submit to all of this.
[00:11:41.826 --> 00:11:44.793]  So let's go ahead and go to this clip.
[00:11:46.636 --> 00:12:08.984]  Madam Attorney General, the similarities between the mischief of the tobacco industry pretending that the science of tobacco's dangers was unsettled and the fossil fuel industry pretending that the science of carbon emissions dangers is unsettled has been remarked on widely, particularly by those who study the
[00:12:09.984 --> 00:12:15.178]  Climate denial apparatus that the fossil fuel industry has erected.
[00:12:15.178 --> 00:12:18.587]  Under President Clinton, the Department of Justice brought and won a civil
[00:12:19.861 --> 00:12:25.604]  Rico action against the tobacco industry for its fraud under President Obama.
[00:12:25.604 --> 00:12:32.308]  The Department of Justice has done nothing so far about the climate denial scheme.
[00:12:32.308 --> 00:12:39.712]  A request for action by the Department of Justice has been referred by you to the FBI.
[00:12:40.832 --> 00:12:56.237]  My question to you is, other than civil forfeitures and matters attendant to a criminal case, are there other circumstances in which a civil matter under the authority of the Department of Justice has been referred to the FBI?
[00:12:56.237 --> 00:13:00.538]  Senator, thank you for raising that issue and thank you for your work in this area.
[00:13:00.538 --> 00:13:02.679]  I know your commitment is deep.
