[00:00.000 --> 00:27.200]  Infowars, tomorrow's news, today.
[00:27.200 --> 00:35.600]  It was decided by the WHO in early 2021 to use the Greek alphabet as a means of naming
[00:35.600 --> 00:41.800]  the many COVID-19 variants that they somehow knew were coming down the pike.
[00:41.800 --> 00:46.680]  Delta wasn't the first alleged variant of COVID, and there have supposedly been eight
[00:46.680 --> 00:48.840]  new variants since.
[00:48.840 --> 00:55.040]  Omicron is merely the next one chosen to stir up fear via the corporate-run media.
[00:55.040 --> 01:00.640]  Delta and Omicron may be the result of India and South Africa vying for independence over
[01:00.640 --> 01:05.120]  their own health protocols in October of 2020.
[01:05.120 --> 01:11.160]  But either way, they skipped two letters of the Greek alphabet, new and ji.
[01:11.160 --> 01:12.960]  The reason seems likely.
[01:12.960 --> 01:20.160]  They skipped new because saying the new variant sounds exactly like saying the new variant.
[01:20.160 --> 01:26.960]  And the ji variant sounds as if we are naming it after ji jing ping, which would be fitting,
[01:26.960 --> 01:31.080]  but the WHO obviously isn't going to do that.
[01:31.080 --> 01:36.280]  So it ended up as Omicron, which is also interesting.
[01:36.280 --> 01:39.920]  Omicron is symbolized by the eye.
[01:39.920 --> 01:46.040]  Anagrams of Omicron are moronic, which you would have to be if you were still going along
[01:46.040 --> 01:47.960]  with any of this.
[01:47.960 --> 01:55.720]  Oncomers are small, endogenous RNAs that regulate gene expression post-transcriptionally.
[01:55.720 --> 02:02.640]  They are part of the body's natural reaction to splicing and gene editing, and are specifically
[02:02.640 --> 02:06.000]  associated with cancer.
[02:06.000 --> 02:13.400]  In 1963, the Italian film Omicron was released, about an alien taking over a person's body
[02:13.400 --> 02:20.360]  to recon the planet for a future invasion, produced by Lux Films, which translates to
[02:20.360 --> 02:23.280]  Lucifer, the lightbearer.
[02:23.280 --> 02:30.120]  In 2013, the film The Visitor from Planet Omicron was released, about a corrupt government
[02:30.120 --> 02:34.960]  that sends an alien to Earth to deliver a virus.
[02:34.960 --> 02:40.200]  If you add the word delta, as in the other big media hyped variant, then you have the
[02:40.200 --> 02:43.800]  anagram media control.
[02:43.800 --> 02:57.640]  This all reminds me of reverse speech, such as the famous Obama slogan, Yes We Can.
[02:57.640 --> 03:09.000]  That when played in reverse, sounds like Thank You Satan.
[03:09.000 --> 03:13.960]  And when you play Omicron backwards, you get what some people are claiming sounds like,
[03:13.960 --> 03:20.280]  Lock Him Up.
[03:20.280 --> 03:24.720]  As if referring to their psychopathic patsy, Anthony Fauci.
[03:24.720 --> 03:25.720]  Weird coincidence?
[03:25.720 --> 03:27.920]  Are we living in the Matrix?
[03:27.920 --> 03:31.400]  Or is it simply Syop Voodoo Trickery?
[03:31.400 --> 03:36.160]  Whatever it is, there is no escape from any of this madness, until enough people wake
[03:36.160 --> 03:38.720]  up and say no.
[03:38.720 --> 04:04.960]  Thanks to you kids, we now know the virus is a hoax.
[04:04.960 --> 04:09.400]  They include flu, pneumonia, and other infections to boost the numbers.
[04:09.400 --> 04:11.120]  Let's find out who is really behind it all.
[04:11.120 --> 04:14.600]  Like, President Trump is definitely behind one of these phantoms.
[04:14.600 --> 04:15.600]  She's pink?
[04:15.600 --> 04:16.600]  Dr. Fauci?
[04:16.600 --> 04:26.320]  Like, I thought doctors were supposed to help people, not scare them.
[04:26.320 --> 04:28.320]  Microsoft's new gates?
[04:28.320 --> 04:33.560]  Not only a computer guy, he's a notorious vaccine pusher who wants to reduce the world's
[04:33.560 --> 04:34.560]  population.
[04:34.560 --> 04:39.120]  I get it, so Bill Gates wanted to vaccinate everyone after Fauci convinced them there was
[04:39.120 --> 04:40.840]  a deadly disease outbreak.
[04:40.840 --> 04:41.840]  That's diabolical.
[04:41.840 --> 04:43.880]  Yeah, that sounds pretty bad.
[04:43.880 --> 04:48.520]  Don't worry kids, these globalists won't get away with their pandemic hoax this time,
[04:48.520 --> 04:53.200]  where they're going, they'll be locked up for a long good while, in the big house.
[04:53.200 --> 04:54.200]  Yeah!
[04:54.200 --> 05:00.680]  Better than a rock round at home.
[05:00.680 --> 05:06.080]  We have launched the most important sale of the year, because now we've got a bunch
[05:06.080 --> 05:09.200]  of great products that have been sold out for months and months and months back in
[05:09.200 --> 05:10.200]  stock.
[05:10.200 --> 05:16.880]  So, right now, the real Black Friday sale is beginning, and it's only going to run
[05:16.880 --> 05:22.080]  until the end of the month, and that's now only six, seven days.
[05:22.080 --> 05:26.840]  Info War Store official Black Friday special has arrived.
[05:26.840 --> 05:28.280]  Ladies and gentlemen, people love it.
[05:28.280 --> 05:33.720]  It's our best seller, vitamin mineral fusion, all the vitamins, all the minerals, all the
[05:33.720 --> 05:37.760]  T-amino acids, everything you need for your immune system and your body, and it tastes
[05:37.760 --> 05:40.520]  great and it funds the Info War.
[05:40.520 --> 05:46.160]  It is back in stock 40% off with free shipping and double-patria points, and so much more
[05:46.160 --> 05:48.160]  at InfoWarStore.com.
[05:48.160 --> 05:53.000]  It's only six, seven days left in the biggest sale of 2021.
[05:53.000 --> 05:56.200]  Bet on freedom, bet on Info Wars, bet on yourself, and get great products.
[05:56.200 --> 06:00.800]  The only way you fail is not taking action at InfoWarStore.com.
[06:00.800 --> 06:18.800]  Live from the InfoWars.com studios, you're listening to the Alex Jones show.
