[00:00:04.963 --> 00:00:09.804]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.804 --> 00:00:11.385]  You want answers?
[00:00:11.385 --> 00:00:12.925]  Well, so does he.
[00:00:12.925 --> 00:00:17.126]  He's Alex Jones on the GCN Radio Network.
[00:00:17.126 --> 00:00:28.309]  And now, live from Austin, Texas, Alex Jones.
[00:00:28.309 --> 00:00:30.810]  Hello, welcome to the Alex Jones Show.
[00:00:32.120 --> 00:00:34.083]  I am not Alex Jones.
[00:00:34.083 --> 00:00:39.330]  I am the guest host today, Friday, July 27th, in the year 2012.
[00:00:39.330 --> 00:00:42.895]  I am Holland van den Nieuwenhoff.
[00:00:42.895 --> 00:00:47.962]  I am joined also by my fellow guest co-host, Chris Emery.
[00:00:49.363 --> 00:00:50.404]  Thanks for having us.
[00:00:50.404 --> 00:00:53.487]  I want to thank the staff with AJ Productions.
[00:00:53.487 --> 00:00:56.789]  This is actually quite an honor to be here, and it's awesome.
[00:00:56.789 --> 00:00:57.570]  It's a great opportunity.
[00:00:57.570 --> 00:01:01.714]  We're going to have a lot of good information for you folks, so stay with us through 2 o'clock.
[00:01:01.714 --> 00:01:02.634]  Yeah, exactly.
[00:01:02.634 --> 00:01:04.296]  We were on the show earlier in the week.
[00:01:04.996 --> 00:01:10.218]  And afterwards Alex asked us to guest host and it is our honor and pleasure to fill in for him.
[00:01:10.218 --> 00:01:13.799]  This is actually, you know, somewhat of a dream of mine.
[00:01:13.799 --> 00:01:23.623]  I've been listening to Alex Jones since 1999 when I first got out of the Marine Corps here in Austin when I lived here listening on the old KLBJ.
[00:01:23.623 --> 00:01:31.406]  And now here I am several years later guest hosting One Day for Alex Jones and I can take this off the bucket list.
[00:01:31.406 --> 00:01:31.766]  I've done it.
[00:01:32.898 --> 00:01:33.918]  But we are here.
[00:01:33.918 --> 00:01:45.864]  We are, if you don't know, we are the producers and of the movie A Noble Lie, Oklahoma City 1995, which is the deconstruction of the official story of the Oklahoma City bombing.
[00:01:45.864 --> 00:01:54.388]  And it's the culmination of 16 years of active resistance to the official story by the truth seekers in Oklahoma City and around the country and the globe.
[00:01:54.388 --> 00:01:56.649]  People who have been involved in the story from the beginning.
[00:01:58.084 --> 00:02:06.226]  Fighting the Info War, the agenda that was tried to push down the throats of the American people following the Oklahoma City bombing.
[00:02:06.226 --> 00:02:10.208]  And of course, A Noble Lie is available at the Info Shop.
[00:02:10.208 --> 00:02:11.488]  Highly advise you pick it up.
[00:02:11.488 --> 00:02:20.370]  It's, as I have been told time and time again, the best expose of the Oklahoma City bombing produced thus far.
[00:02:20.370 --> 00:02:26.032]  And Chris Emery is the narrator and producer, but he's the voice of A Noble Lie.
[00:02:26.032 --> 00:02:26.252]  Chris?
[00:02:27.088 --> 00:02:34.432]  It was basically 12 years in the making, and we used a lot of the information in the Bombing Investigation Committee.
[00:02:34.432 --> 00:02:42.757]  Folks, if you really want a good review, at least what they call a primer of the case, please go ahead and get a copy of this.
[00:02:42.757 --> 00:02:45.198]  You will be amazed at the information on there.
[00:02:45.198 --> 00:02:53.202]  We're looking at doing a follow-up for the next anniversary in 2013 to add more clips, extended interviews.
[00:02:53.202 --> 00:02:56.104]  So next year is even going to be, we're taking the next step.
[00:02:56.864 --> 00:03:00.588]  And this thing is sold absolutely amazing.
[00:03:00.588 --> 00:03:04.131]  21 different countries, foreign countries, very well here in the U.S.
[00:03:04.131 --> 00:03:07.294]  Thanks, of course, in large part to Alex Jones and his staff.
[00:03:07.294 --> 00:03:10.938]  It was a huge jump start on it.
[00:03:10.938 --> 00:03:20.948]  And we were very honored to be accepted at four different film festivals in a five-month period of capturing the best picture feature documentary honor at the Bare Bones Film Festival in Oklahoma.
[00:03:21.728 --> 00:03:24.371]  And so it's just taken off like great guns.
[00:03:24.371 --> 00:03:28.276]  And the information I guess is what really speaks for itself.
[00:03:28.276 --> 00:03:29.937]  And I was very honored to work with the film crew.
[00:03:30.649 --> 00:03:35.291]  Yes, it was very pleasing to see the reception by the like-minded community.
[00:03:35.291 --> 00:03:42.095]  That was very pleasing to see that they approved our efforts, and they appreciated the information that we had to show them about the bombing.
[00:03:42.095 --> 00:03:56.782]  But we've also experienced some recognition from the filmmaking industry itself, which is pleasing to know that we did produce a very good product, and it's been recognized in several film festivals and won awards.
[00:03:56.782 --> 00:03:59.164]  And so I think that
[00:04:00.124 --> 00:04:14.802]  One of the primary reasons that we tried to get the documentary out in this time, right before the year 2012, was not just to expose the lie that is the official story of Oklahoma City, but to expose the methodology of the false flag attack.
[00:04:15.422 --> 00:04:23.772]  That because people who are guilty, perpetrators who are still walking around, are not held accountable, by definition it will happen again.
[00:04:23.772 --> 00:04:25.333]  It has happened again.
[00:04:25.333 --> 00:04:31.060]  And recently, in recent days, we may be looking at its manifestation.
[00:04:31.640 --> 00:04:44.506]  And we'll be having our guest on, Andrew Griffin of Red Dirt Report, Stephanie Sledge of thegovernmentofrag.com, to be talking about the Colorado shooting, the Tucson shooting, and the implications for tomorrow.
[00:04:44.506 --> 00:04:46.107]  So thank you for joining us on the Alex Jones Show.
[00:05:00.163 --> 00:05:05.684]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:05:05.684 --> 00:05:08.085]  Start purifying your water with ProPure.
[00:05:08.085 --> 00:05:17.187]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:05:17.187 --> 00:05:20.627]  Its filters are silver impregnated to prevent bacterial growth.
[00:05:20.627 --> 00:05:22.328]  There's no priming required.
[00:05:22.328 --> 00:05:24.588]  It's NSF 42 certified.
[00:05:24.588 --> 00:05:27.089]  Optional fluoride filters can reduce fluoride up to 95%.
[00:05:28.169 --> 00:05:29.690]  Easy to set up and use.
[00:05:29.690 --> 00:05:31.111]  Doesn't require electricity.
[00:05:31.111 --> 00:05:34.273]  Purify water from lakes, streams, ponds, and wells.
[00:05:34.273 --> 00:05:37.656]  This filter system leaves in beneficial minerals, which is key.
[00:05:37.656 --> 00:05:41.799]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:05:41.799 --> 00:05:44.541]  ProPure is the best gravity-fed filter out there.
[00:05:44.541 --> 00:05:46.102]  It's what my family uses.
[00:05:46.102 --> 00:05:49.424]  Infowars.com already has the lowest price on ProPure.
[00:05:49.424 --> 00:05:54.688]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:05:55.248 --> 00:05:59.972]  You can also call to order 888-253-3139.
[00:05:59.972 --> 00:06:02.975]  Alex Jones here with a message to fellow freedom lovers.
[00:06:02.975 --> 00:06:07.999]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:06:07.999 --> 00:06:15.185]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:06:15.305 --> 00:06:20.950]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:06:20.950 --> 00:06:24.974]  These are items that I did research on, that I personally use.
[00:06:24.974 --> 00:06:29.698]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:06:29.698 --> 00:06:34.923]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:06:35.143 --> 00:06:38.386]  Strategic Relocation, 3rd Edition by Joel Skousen.
[00:06:38.386 --> 00:06:40.888]  When Disaster Strikes by Matthew Stein.
[00:06:40.888 --> 00:06:45.652]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:06:45.652 --> 00:06:48.534]  Hand-cranked shortwave AM FM radios.
[00:06:48.534 --> 00:06:55.761]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:06:55.761 --> 00:06:57.022]  We're getting prepared.
[00:06:57.022 --> 00:06:57.682]  Are you?
[00:06:57.682 --> 00:06:58.483]  Infowarshop.com
[00:07:01.974 --> 00:07:10.080]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:07:10.080 --> 00:07:14.163]  Alex and his staff have used these pure soap products for years.
[00:07:14.163 --> 00:07:21.449]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:07:21.449 --> 00:07:24.271]  See them on the web at 5starsoap.com.
[00:07:24.471 --> 00:07:29.314]  Or call 800-340-7091 for a free catalog.
[00:07:29.314 --> 00:07:35.258]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:07:35.258 --> 00:07:40.662]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:07:40.662 --> 00:07:42.643]  This is an amazing deal.
[00:07:42.643 --> 00:07:47.887]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:07:47.887 --> 00:07:51.029]  See them on the web at 5starsoap.com or call
[00:07:51.209 --> 00:07:51.950]  We're good to go.
[00:08:22.481 --> 00:08:24.863]  Welcome back to the Alex Jones Show!
[00:08:24.863 --> 00:08:28.427]  I am not Alex Jones, I am Holland Vanden Heuwenhoff.
[00:08:28.427 --> 00:08:31.449]  Guest hosting today, Friday, July 27th.
[00:08:31.449 --> 00:08:35.413]  Joined by Chris Emery, my fellow producer on A Noble Lie.
[00:08:35.413 --> 00:08:42.680]  It is our pleasure, like I said, to be in Alex's studio here in Austin, Texas, and being able to present this information
[00:08:44.001 --> 00:08:53.246]  From this pulpit, not the ballot box or the cartridge box, but the preacher's box, talking about the issues that are very important.
[00:08:53.246 --> 00:08:58.849]  And like I said, it's been a pleasure and an honor to be here.
[00:08:58.849 --> 00:09:02.211]  Chris introduced me to the tangy tangerine this morning.
[00:09:02.211 --> 00:09:05.833]  I said, I really need something to keep me on ball today.
[00:09:05.833 --> 00:09:09.015]  I really don't want to lose my train of thought.
[00:09:09.015 --> 00:09:12.397]  And I'm always reluctant to jump on the bandwagon of anything.
[00:09:12.937 --> 00:09:20.700]  And I've heard a lot about Tangy Tangerine and the longevity products, but I must say that I can feel it, and this is the first time I've tried it.
[00:09:20.700 --> 00:09:23.601]  And Chris, you actually went jogging around town like this morning.
[00:09:23.601 --> 00:09:28.022]  I went jogging, got up extra early, and I basically have a daily regimen.
[00:09:28.022 --> 00:09:30.163]  I'll go jogging at least five days a week.
[00:09:30.823 --> 00:09:31.123]  I don't
[00:09:45.990 --> 00:09:47.431]  You know, trying to market different products.
[00:09:47.431 --> 00:09:50.192]  This is the first one that I really locked into.
[00:09:50.192 --> 00:10:02.338]  And the reason being is not only because Alex and his staff are carrying it, and I believe in the product, that I actually contacted, um, a lot of folks may not be aware of this, but I actually was a photographer with NCAA football in the NFL for nine and a half years.
[00:10:03.418 --> 00:10:07.863]  Two weeks ago, I got on the phone with two of the guys, trainers that I kept in touch with over the years.
[00:10:07.863 --> 00:10:11.046]  They went on to basically work in the pro ranks.
[00:10:11.046 --> 00:10:13.629]  And I says, what about this longevity product?
[00:10:13.629 --> 00:10:19.494]  And no sooner than I got the word longevity out of my mouth, this is if you have a chance to market this product, please do so.
[00:10:19.494 --> 00:10:22.197]  And they said, the main reason is it is a plant-based supplement.
[00:10:22.197 --> 00:10:24.800]  This is what the trainers are saying, the professional trainers.
[00:10:25.200 --> 00:10:31.967]  And both of them, one owns a very successful chain of workout clubs in Chicago and Milwaukee, and the other one in Atlanta.
[00:10:31.967 --> 00:10:33.589]  They don't even talk to each other anymore.
[00:10:33.589 --> 00:10:38.254]  And I got the same summary from both of them within a matter of about 20 minutes, talking to them on the phone.
[00:10:38.254 --> 00:10:39.436]  And I said, that's it.
[00:10:39.436 --> 00:10:41.077]  I'm locking and loading on this.
[00:10:41.077 --> 00:10:43.740]  And I tell you what, folks, I reached a threshold.
[00:10:43.740 --> 00:10:45.622]  I was losing weight when I came back from Australia.
[00:10:45.622 --> 00:10:47.164]  I was about 25 pounds overweight.
[00:10:47.304 --> 00:10:53.590]  I got to a threshold and I couldn't get below that threshold and I lost another seven pounds getting on longevity.
[00:10:53.590 --> 00:10:55.572]  My food bill has been cut in half.
[00:10:55.572 --> 00:10:56.353]  I'm eating better.
[00:10:56.353 --> 00:10:56.993]  I'm feeling better.
[00:10:56.993 --> 00:10:58.755]  I have a lot more energy during the day.
[00:10:58.755 --> 00:11:00.577]  And folks, this is the real deal.
[00:11:00.577 --> 00:11:05.361]  You have got to lock on to this and Infowarsteam.com has all the information.
[00:11:05.361 --> 00:11:06.903]  So I encourage you to do it.
[00:11:06.903 --> 00:11:09.305]  And I'm a perfect example of what's going on.
[00:11:09.465 --> 00:11:10.566]  Yeah, yeah.
[00:11:10.566 --> 00:11:24.038]  And given the huge amount of products on the market, I mean, there's probably a million different supplements that promise a million different things, which is one reason that it's hard for me to jump on board with anything because it's so hard to discern what is genuine and what is not.
[00:11:24.038 --> 00:11:31.525]  So we're hearing this feedback from professional trainers, guys who have no dog in the hunt except they're in the market, so they must actually
[00:11:32.926 --> 00:11:36.947]  Advocate the products that actually work and produce results.
[00:11:36.947 --> 00:11:37.548]  Exactly.
[00:11:37.548 --> 00:11:39.668]  And apparently they are top of the line.
[00:11:39.668 --> 00:11:41.749]  So I'm a believer now.
[00:11:41.749 --> 00:11:46.110]  And not only because of the testimony, because I had some this morning for the first time, just a little.
[00:11:46.110 --> 00:11:48.551]  I don't want to overdo it and be bouncing off the walls.
[00:11:49.251 --> 00:11:59.417]  But I am a believer and given these days where we are under constant environmental and chemical assault.
[00:11:59.417 --> 00:12:02.939]  We are being bombarded by toxins left and right.
[00:12:02.939 --> 00:12:05.040]  Our food is not nurturing.
[00:12:05.040 --> 00:12:08.042]  It's not giving us the nutrients that our bodies need.
[00:12:09.423 --> 00:12:20.430]  We need something to overcome not just trying to watch our eating habits because it's hard just to go to the grocery store and pick out the right foods even if they're organic and pesticide-free.
[00:12:20.430 --> 00:12:25.994]  You're still dealing with a lot of problems with the environment and the toxins that you deal with on a daily basis from the light bulbs
[00:12:26.514 --> 00:12:26.614]  Yeah.
[00:12:57.112 --> 00:13:06.754]  There is no way that most of the stuff that is basically the products and the food that we ingest, not all, it cannot be an accident.
[00:13:06.754 --> 00:13:08.255]  This is the 21st century.
[00:13:08.255 --> 00:13:15.896]  It's not like they can't figure out that the curlicue light bulbs emit mercury at a constant basis, poisonous gases.
[00:13:15.896 --> 00:13:23.998]  I mean, the one thing they chose to replace the incandescent light bulb is also one of the most poisonous devices ever put on the market.
[00:13:24.358 --> 00:13:30.141]  One of the key things that people have to remember is that right now, a lot of folks are not eating actual food.
[00:13:30.141 --> 00:13:33.663]  They're eating food products that are imitations of food.
[00:13:33.663 --> 00:13:39.187]  So what Yongevita does, it breaks it down to the basic building blocks of the nutrition that's coming from the plants.
[00:13:40.041 --> 00:13:43.987]  And I was turned on to good nutrition about 25 years ago.
[00:13:43.987 --> 00:13:45.970]  This is taking it to a whole new level.
[00:13:45.970 --> 00:13:48.694]  And like I said, I got to know a lot of those trainers.
[00:13:48.694 --> 00:13:52.560]  And I was on my way to actually becoming an overweight person.
[00:13:52.560 --> 00:13:55.404]  And you know, at my age now, I would have been probably beyond the point of return.
[00:13:56.638 --> 00:14:03.366]  What I encourage you folks to do is get on the Infowarsteam.com website, get on to the longevity button and just see what they have.
