[00:00.000 --> 00:23.200]  It's also what happens when you listen to the radio host, Alex Jones.
[00:23.200 --> 00:24.200]  Move, bitch!
[00:24.200 --> 00:28.200]  Get out of the way!
[00:28.200 --> 00:34.200]  We pledge allegiance to one flag, and that flag is the American flag.
[00:34.200 --> 00:38.200]  Info wars help to rule the rumor that President Obama is an ISIS supporter.
[00:38.200 --> 00:42.200]  It's been a cozy relationship from the beginning.
[00:42.200 --> 00:43.200]  I will not let you down.
[00:43.200 --> 00:48.200]  You'll be very, very impressed, I hope, and I think we'll be speaking a lot.
[00:48.200 --> 00:50.200]  Donald Trump and Alex Jones.
[00:50.200 --> 00:56.200]  This means that Donald Trump will be the 45th President of the United States.
[00:56.200 --> 00:59.200]  Waging war on corruption.
[00:59.200 --> 01:02.200]  It's Alex Jones.
[01:02.200 --> 01:07.200]  Ladies and gentlemen, I'm here live in studio.
[01:07.200 --> 01:11.200]  It is Sunday, the 22nd day of January 2017.
[01:11.200 --> 01:13.200]  We're going to be here for the next two hours.
[01:13.200 --> 01:19.200]  And Lord willing, I'll return tomorrow with the weekday transmission, 11am to 3pm central as well.
[01:19.200 --> 01:23.200]  That's 12 noon to 4pm Eastern.
[01:23.200 --> 01:25.200]  Donald Trump is over delivering.
[01:25.200 --> 01:34.200]  Even CNN and others basically came out and said he doubled down, quadrupled down on his populist America first rhetoric.
[01:34.200 --> 01:38.200]  He signed an executive order that begins the repeal of Obamacare.
[01:38.200 --> 01:47.200]  He's got the votes of the House and Senate to gut the entire thing and give women off time to take care of their children and free healthcare to poor people.
[01:47.200 --> 01:49.200]  That cost about a third as much.
[01:49.200 --> 01:51.200]  This is not a big banker ripoff.
[01:51.200 --> 01:56.200]  He's already gotten billions and billions and billions, hundreds of billions of jobs back.
[01:56.200 --> 02:02.200]  He's already gotten a trillion, 200 billion in more money in the stock market.
[02:02.200 --> 02:13.200]  Everything from carrier to Ford to Chrysler's coming back to Detroit and back to places like Texas and of course, Kentucky.
[02:13.200 --> 02:15.200]  I did a lot of interviews on the ground while I was there.
[02:15.200 --> 02:19.200]  We're going to have to go through these this week and kind of do a compilation of the more important moments.
[02:19.200 --> 02:24.200]  There's a bunch of videos, you saw them live on Facebook mentions down here on the radio and TV.
[02:24.200 --> 02:29.200]  When one would say, what has Trump done for jobs?
[02:29.200 --> 02:32.200]  And I'd say, well, I would do the litany.
[02:32.200 --> 02:34.200]  She'd say, oh, you're making that up.
[02:34.200 --> 02:40.200]  And I'd say, no, I mean, I started showing them on my phone that Chrysler was coming back in Ford.
[02:40.200 --> 02:45.200]  They'd go, well, well, I'm just not going to comment on that.
[02:45.200 --> 02:50.200]  She'd say, he's a billionaire. He's rich.
[02:50.200 --> 02:55.200]  He doesn't care about little people as if there aren't good billionaires and bad billionaires.
[02:55.200 --> 03:03.200]  Zuckerberg's that calls his users dumb efforts and openly wants to enslave the planet versus a Donald Trump that wants to empower people.
[03:03.200 --> 03:06.200]  And that's the difference here.
[03:06.200 --> 03:08.200]  Total class warfare, total class envy.
[03:08.200 --> 03:10.200]  We got Lee and Mac to do coming in the next hour.
[03:10.200 --> 03:21.200]  I'm going to show you exclusive proof that the entire operation was funded by the CIA and George Soros and Gloria Steinem admitting it was a CIA operation to basically break up the family.
[03:21.200 --> 03:24.200]  Oh, we've got footage of it.
[03:24.200 --> 03:26.200]  Yeah, nobody's really ever seen this.
[03:26.200 --> 03:27.200]  Get ready.
[03:27.200 --> 03:28.200]  It's coming up.
[03:28.200 --> 03:32.200]  I mean, I guess they saw it back on 60 minutes in the 1960s.
[03:32.200 --> 03:36.200]  So it's all coming up, not in my opinion, but what's behind it.
[03:36.200 --> 03:38.200]  But let me just stop here.
[03:38.200 --> 03:46.200]  I'm going to reveal the secrets of Donald Trump and the secrets of the relaunch of America.
[03:46.200 --> 04:01.200]  I've been revealing to you for years and saying what the leader up to and what we should really do and the type of true planetary 1776 that we need a way to take over globalism and use it to empower humanity.
[04:01.200 --> 04:02.200]  Well, guess what?
[04:02.200 --> 04:04.200]  Trump made good in the speech.
[04:04.200 --> 04:12.200]  The whole 23 minutes speech, including the Star Spangled Banner that I know made Obama and Hillary just absolutely curl their toes.
[04:12.200 --> 04:13.200]  We're going to lay it out.
[04:13.200 --> 04:17.200]  But there were a few little tidbits in there you might want to pay attention to.
[04:17.200 --> 04:22.200]  You might want your friends and family to tune in right now because I've talked a lot about this.
[04:22.200 --> 04:25.200]  I've talked a lot about what they call disruptive technologies.
[04:25.200 --> 04:29.200]  I'm not too concerned about the disruptive technologies, you know, that are 200 miles a gallon for gas.
[04:29.200 --> 04:31.200]  Sure, it's bad to suppress that.
[04:31.200 --> 04:34.200]  What about the cures for cancer?
[04:34.200 --> 04:37.200]  Diabetes.
[04:37.200 --> 04:46.200]  Oh, Trump's now in a position where he's being briefed on what they've really got.
[04:46.200 --> 04:53.200]  That's why he said we're about to discover the end of disease and his eyes gleam.
[04:53.200 --> 04:56.200]  They are about to not hoard all the technology and deliver to the people folks.
[04:56.200 --> 05:00.200]  This is a magic moment.
[05:00.200 --> 05:10.200]  You're investing in your health and supporting the Info War when you visit InfoWarsLife.com and purchase your supply of Survival Shield X2 nascent iodine and all the great products at InfoWarsLife.com.
[05:10.200 --> 05:16.200]  As you know, we've talked to pharmacists, chemists, doctors, researchers, scientists, and the answer is clear.
[05:16.200 --> 05:23.200]  Iodine is key, is paramount, and there's still so much new information coming out that we simply can't even keep up with it.
[05:23.200 --> 05:32.200]  In our quest for the purest iodine, we drill down more than 7,000 feet to gather these purple-blue crystals to extract the ultra-pure iodine.
[05:32.200 --> 05:36.200]  On top of that, we also screen our iodine for radiation before bottling.
[05:36.200 --> 05:39.200]  It is the purest, cleanest, strongest out there.
[05:39.200 --> 05:52.200]  Quite frankly, I'm flattered that with the launch of Survival Shield nascent iodine that major brands and major companies have been knocking down our doors to get our formula and that they have been unable to come up with anything even close to what we have.
[05:52.200 --> 06:00.200]  It is exclusive to InfoWarsLife.com and the InfoWarsLife family of incredible products.
[06:22.200 --> 06:39.200]  Nobody is untouchable. No one is invincible. No one is untouchable by other men, much less God.
[06:39.200 --> 06:54.200]  And God is beginning to cut down the globalists like rats, the corrupt evil communist pope, the communist Chinese, the biggest mass murders in history, Saudi Arabians that oppress women and murder people worldwide.
[06:54.200 --> 07:01.200]  They are all panicking against our new president, Donald John Trump.
[07:01.200 --> 07:06.200]  My gut told me two years ago to get behind Trump, but Ted Cruz had better rhetoric.
[07:06.200 --> 07:11.200]  So I was for him the first few months, but then I saw some things I didn't like.
[07:11.200 --> 07:16.200]  And even before the dirty tricks in Iowa and places, I went for Trump.
[07:16.200 --> 07:22.200]  And I said, my gut's never wrong. And as I get older, I learned to always follow. When I was young, I wouldn't prove me right.
[07:22.200 --> 07:38.200]  And man, I am humbled by President Trump. I am humbled by his discernment, his knowledge, his piercing discernment and analysis.
[07:38.200 --> 07:44.200]  Now, in this first hour, I'm going to air 20 plus minutes of the entire inaugural speech.
[07:44.200 --> 07:50.200]  Some of it is him thanking the Clintons and other presidents, but it's all backhanded because then he says,
