[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[00:10.000 --> 00:11.000]  You want answers?
[00:11.000 --> 00:13.000]  Well, so does he.
[00:13.000 --> 00:35.000]  He's Alex Jones on the GCN Radio Network, and now, live from Austin, Texas, Alex Jones.
[00:35.000 --> 00:39.000]  Well, this is experimental what we're doing here today.
[00:39.000 --> 00:44.000]  Great job to the crew in Austin. Great job to Richard Reeves driving and getting all this set up.
[00:44.000 --> 00:46.000]  Obviously, not at the same time.
[00:46.000 --> 00:50.000]  We are live and back in Texas, back in the Promised Land.
[00:50.000 --> 00:51.000]  Thank you so much.
[00:51.000 --> 01:01.000]  We've just left Waukesahatchee, Texas, and we are about three hours ETA away from the InfoWars.com headquarters.
[01:01.000 --> 01:06.000]  We're on the rotting Texas roads because the globalists steal all the money from the surplus that builds roads.
[01:06.000 --> 01:08.000]  I want to turn them all into toll roads.
[01:08.000 --> 01:12.000]  So we are just banging across road warrior-level roads here.
[01:12.000 --> 01:13.000]  You travel around the country.
[01:13.000 --> 01:18.000]  You just, you know how bad Texas roads are, even though we have more money than any other state for highways.
[01:18.000 --> 01:20.000]  It's all stolen by the Global Crime Syndicate.
[01:20.000 --> 01:23.000]  On record, you can check that out for yourself.
[01:23.000 --> 01:27.000]  Well, we have got a huge transmission lined up for you today.
[01:27.000 --> 01:31.000]  I am doing the show live, driving down I-35.
[01:31.000 --> 01:34.000]  That was going to be the NAFTA Super Highway until we shot that down.
[01:34.000 --> 01:39.000]  First, it didn't exist, then the documents came out out of the Bilderberg Group meeting and others.
[01:39.000 --> 01:49.000]  And, well, now the whole program is in trouble, and Rick Perry is entering the ash heap, the ash heap of political history.
[01:49.000 --> 01:57.000]  And again, ladies and gentlemen, we have some big news lined up for you here today.
[01:57.000 --> 02:01.000]  Obviously, there are Bilderberg leaks.
[02:01.000 --> 02:06.000]  We got documents the second day at Bilderberg on Friday.
[02:06.000 --> 02:15.000]  And I was too busy talking to other sources, people inside the hotel that worked there, bullhorning while, quite frankly,
[02:15.000 --> 02:19.000]  just being completely dead in the water, signing autographs to shake people's hands, which was great,
[02:19.000 --> 02:21.000]  but it just kept me from doing a lot of things I wanted to do.
[02:21.000 --> 02:28.000]  But it was just so great to see all the liberty lovers that came out and pushed the mainstream corporate dinosaur media into covering it.
[02:28.000 --> 02:31.000]  But in the last two days, we had time to read all of these documents.
[02:31.000 --> 02:32.000]  Aaron's run them all.
[02:32.000 --> 02:34.000]  I've scanned over several hundred pages of them.
[02:34.000 --> 02:39.000]  This is from the private government archives of a U.S. senator.
[02:39.000 --> 02:45.000]  And coming up, we're going to have Aaron in a few minutes co-hosting with me, breaking this down.
[02:45.000 --> 02:47.000]  So this is Bilderberg leaks.
[02:47.000 --> 02:54.000]  The only other documents in whole that have leaked are from meetings, the first and second meeting in 54 and 55.
[02:54.000 --> 03:01.000]  Bilderberg themselves let selective amounts of it, what about five, six years ago, leaked to the BBC,
[03:01.000 --> 03:04.000]  so they could brag at the Undavenian and others.
[03:04.000 --> 03:12.000]  Yes, we helped set up the European Union out of the Coal and Steel Deal and the Treaty of Rome.
[03:12.000 --> 03:16.000]  Yes, we helped set up NATO as this world government.
[03:16.000 --> 03:17.000]  That's from the mid-fifties.
[03:17.000 --> 03:25.000]  We have the 1966 meeting notes from an Oklahoma senator who was there being vetted and groveling
[03:25.000 --> 03:33.000]  and groveling and writing notes as the Bilderberg group is talking, along with the Bilderberg inviting list,
[03:33.000 --> 03:37.000]  letters from the Prince who founded it, Prince Bernhard of the Netherlands,
[03:37.000 --> 03:42.000]  the husband of the Queen of the Netherlands, the cousins of the House of Windsor of the Saxonburg of us,
[03:42.000 --> 03:43.000]  all of this.
[03:43.000 --> 03:45.000]  We've got it all.
[03:45.000 --> 03:53.000]  We tried to do a Ustream last night, but the roads were so bad coming back into North Texas that the bus was flying all over the road.
[03:53.000 --> 03:55.000]  This is a lot better.
[03:55.000 --> 03:57.000]  But those choppy Ustreams are up there.
[03:57.000 --> 03:59.000]  That's going to be added to an article.
[03:59.000 --> 04:05.000]  Paul Watson is doing right now on the Bilderberg information coming out.
[04:05.000 --> 04:06.000]  So this is going to be big.
[04:06.000 --> 04:12.000]  It's going to be out in the next few hours at infowars.com.
[04:12.000 --> 04:17.000]  Also, we're going to have Charlie Skelton on in one hour.
[04:17.000 --> 04:20.000]  And again, he didn't leave till last night.
[04:20.000 --> 04:25.000]  He just got back in England and worked all the hotel sources because they didn't know who he was.
[04:25.000 --> 04:28.000]  He was able to stay in the hotel till Thursday morning.
[04:28.000 --> 04:31.000]  And he was able to hand out his card to the staff.
[04:31.000 --> 04:32.000]  They gave none of them tips.
[04:32.000 --> 04:34.000]  They were rude and mean to him as they always are.
[04:34.000 --> 04:35.000]  Don't let me in the I.U.
[04:35.000 --> 04:36.000]  The cockroach.
[04:36.000 --> 04:38.000]  So the staff gave him everything.
[04:38.000 --> 04:41.000]  Our sources have confirmed much of what Skelton said.
[04:41.000 --> 04:47.000]  Skelton confirmed Jim Tucker's thing about them being mad at the protesters calling us cockroaches.
[04:47.000 --> 04:52.000]  But Skelton has the data from four staff that Mitt Romney was there.
[04:52.000 --> 04:57.000]  Not over the weekend, but on Thursday.
[04:57.000 --> 05:00.000]  This is Big Stay With Us.
[05:00.000 --> 05:05.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[05:05.000 --> 05:09.000]  Number one, new climate legislation could easily double or triple your electric bill.
[05:09.000 --> 05:15.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[05:15.000 --> 05:16.000]  It's true.
[05:16.000 --> 05:20.000]  Total government control of electricity in the name of smart grid technology is coming.
[05:20.000 --> 05:25.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[05:25.000 --> 05:29.000]  And now, new socialist legislation is only compounding the problem.
[05:29.000 --> 05:32.000]  Number four, dangerous weather is always a threat to local grids.
[05:32.000 --> 05:36.000]  Every year, thousands of families lose their power from weather-related onages.
[05:36.000 --> 05:41.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[05:41.000 --> 05:46.000]  Folks, I really believe in the solar power generators offered by Solutions From Science, one of my oldest sponsors.
[05:46.000 --> 05:50.000]  You can get more information at www.mysolarbackup.com.
[05:50.000 --> 05:52.000]  That's mysolarbackup.com.
