[00:00:05.001 --> 00:00:06.302]  Big Brother.
[00:00:06.302 --> 00:00:08.083]  Mainstream media.
[00:00:08.083 --> 00:00:09.823]  Government cover-ups.
[00:00:09.823 --> 00:00:11.424]  You want answers?
[00:00:11.424 --> 00:00:12.965]  Well, so does he.
[00:00:12.965 --> 00:00:17.147]  He's Alex Jones on the GCN Radio Network.
[00:00:17.147 --> 00:00:21.229]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.581 --> 00:00:41.389]  Well, in the last 24 hours or so, it looks like Muammar Gaddafi has fled Tripoli.
[00:00:41.389 --> 00:00:44.131]  Libya falling in the dark of night.
[00:00:44.131 --> 00:00:49.096]  The parliament building for his puppet parliament has been set alight.
[00:00:49.096 --> 00:00:52.439]  Foreign news services are reporting.
[00:00:52.439 --> 00:00:56.923]  And the rebellions are spreading over many different areas of North Africa and the Middle East.
[00:00:58.016 --> 00:01:05.504]  There have also been a lot of protests and people being snatched off the streets in Communist China.
[00:01:05.504 --> 00:01:10.310]  And what's happened during this economic turmoil and tumult?
[00:01:10.310 --> 00:01:13.453]  Oil jumps to two-year high.
[00:01:13.453 --> 00:01:15.776]  Gold reaches $1,400 on Middle East stocks decline.
[00:01:19.332 --> 00:01:25.074]  Gold is at $1,407.30 right now.
[00:01:25.074 --> 00:01:29.175]  Silver is surging as well.
[00:01:29.175 --> 00:01:34.097]  We'll give you some of those silver numbers coming up.
[00:01:34.097 --> 00:01:37.138]  In fact, I had my silver numbers here.
[00:01:37.138 --> 00:01:39.639]  What is it, 35 bucks right now?
[00:01:39.639 --> 00:01:40.579]  That's not in my stack.
[00:01:40.579 --> 00:01:42.920]  Here, let me just check it right now.
[00:01:42.920 --> 00:01:44.360]  Boom!
[00:01:44.360 --> 00:01:46.961]  We'll check the silver, how much?
[00:01:48.353 --> 00:01:49.081]  34 and change.
[00:01:51.789 --> 00:01:53.530]  Yep, 34 and change right now.
[00:01:53.530 --> 00:01:59.213]  So we're going to continue to track that as it unfolds.
[00:01:59.213 --> 00:02:06.396]  And why not just open the phones up for a free-for-all for people that want to discuss these huge events that are taking place.
[00:02:06.396 --> 00:02:07.917]  The toll-free number to join us is 800-259-9231.
[00:02:07.917 --> 00:02:09.558]  800-259-9231 on any issue you wish to discuss.
[00:02:09.558 --> 00:02:11.799]  But I do want to get your view on what's happening in North Africa.
