[00:00:07.421 --> 00:00:11.802]  Waging war on corruption.
[00:00:11.802 --> 00:00:19.424]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:19.424 --> 00:00:24.186]  Every progressive show, as we progress into the future,
[00:00:29.582 --> 00:00:39.505]  Each passing broadcast is just getting more and more hardcore, more and more jam-packed with absolutely off-the-charts news and information.
[00:00:39.505 --> 00:00:44.447]  It is fortunate that you tuned in to this Sunday, the sixth day
[00:00:45.695 --> 00:00:52.460]  of January 2013 broadcast because it's going to be a very important transmission to say the least.
[00:00:52.460 --> 00:01:02.188]  Coming up in 30 minutes, Police Chief Mark Kessler is going to be joining us with state-level nullification at the town council level.
[00:01:03.593 --> 00:01:13.700]  In Pennsylvania, they are moving to get a law passed to mobilize their town against the globalists and violations of the Bill of Rights and Constitution.
[00:01:13.700 --> 00:01:16.843]  And the Declaration of Independence gives them that power.
[00:01:16.843 --> 00:01:18.404]  And he is coming on the show.
[00:01:18.404 --> 00:01:20.605]  We found out he's a listener as well.
[00:01:20.605 --> 00:01:21.966]  That's good.
[00:01:21.966 --> 00:01:26.169]  It's good to know there's a fellow liberty lovers out there across the nation and the world.
[00:01:26.169 --> 00:01:31.013]  And that's what my plan, and Ron Paul's plan as well, has been nullification.
[00:01:31.793 --> 00:01:34.555]  At the county, city, state level.
[00:01:34.555 --> 00:01:36.497]  Nullification short of secession.
[00:01:36.497 --> 00:01:40.160]  But if we have secession, it's not from the United States.
[00:01:40.160 --> 00:01:47.586]  It's to have the states pull out of the federally occupied New World Order system and to re-upload the Republic.
[00:01:47.586 --> 00:01:48.928]  And people are hearing that message.
[00:01:48.928 --> 00:01:50.889]  There's a bunch of states moving in that direction.
[00:01:50.889 --> 00:01:53.471]  A lot of towns and counties and cities on different fronts.
[00:01:53.471 --> 00:01:54.012]  And here's the deal.
[00:01:55.866 --> 00:02:06.378]  If 800 plus cities and more than 30 states do not arrest illegal aliens for having no insurance, being drunk, being here illegally, they're above the law.
[00:02:06.378 --> 00:02:08.700]  Because the police can't arrest them for other crimes.
[00:02:08.700 --> 00:02:11.844]  They don't arrest them basically for anything except aggravated assault.
[00:02:11.844 --> 00:02:14.326]  And then they're not even deported once they get out of prison.
[00:02:14.326 --> 00:02:16.348]  And you can obviously see that in the news everywhere.
[00:02:16.348 --> 00:02:17.169]  That's an admitted fact.
[00:02:17.910 --> 00:02:19.793]  I'm not picking on the illegal aliens here.
[00:02:19.793 --> 00:02:26.223]  It's that it's a fraud that they're above the law because the system wants an incentive to have them here to drive down wages.
[00:02:26.223 --> 00:02:28.106]  You want to know why America is losing its standard of living?
[00:02:28.106 --> 00:02:29.328]  That's a big part of it.
[00:02:29.328 --> 00:02:30.830]  Prison labor is displacing us.
[00:02:32.924 --> 00:02:42.929]  Obviously, dollar devaluation, too high of taxes, make it prohibitive for companies to manufacture and develop things in R&D here in this country.
[00:02:42.929 --> 00:02:52.093]  But my issue is if 800, last time I saw it was like 880 something, it's almost 900 cities and towns, every big city in the country.
[00:02:52.093 --> 00:02:59.737]  Almost every small city and many of the towns, medium-sized cities, you name it, are sanctuary cities.
[00:03:00.965 --> 00:03:16.050]  And if the cities and counties are getting away, and the states are getting away, with ignoring constitutional federal law, they're getting away with crime.
[00:03:16.050 --> 00:03:18.771]  We can get away with something that's constitutional.
[00:03:18.771 --> 00:03:22.653]  You know, the feds are like, oh no, you can't have nullification.
[00:03:22.653 --> 00:03:23.753]  Civil War decided that.
[00:03:23.753 --> 00:03:26.334]  There's no such thing as the states or counties or cities.
[00:03:26.334 --> 00:03:27.494]  Baloney.
[00:03:27.494 --> 00:03:28.655]  And it's all about our will.
[00:03:29.710 --> 00:03:31.933]  We control our local towns and cities.
[00:03:31.933 --> 00:03:35.257]  We get people in there that say, you know what?
[00:03:35.257 --> 00:03:38.180]  We're not going to enforce unconstitutional gun laws.
[00:03:38.180 --> 00:03:41.324]  We catch somebody in the commission of a crime with an illegal gun, we'll throw the book at them.
[00:03:41.324 --> 00:03:46.110]  But we're not going to pull over farmers and find a shotgun in the vehicle and take them to jail.
[00:03:46.110 --> 00:03:46.771]  It isn't happening!
[00:03:47.748 --> 00:03:49.028]  Okay, it's real simple.
[00:03:49.028 --> 00:03:51.669]  So we're going to be talking about that today.
[00:03:51.669 --> 00:04:00.791]  That's not even the top story, but it's very important because it ties into a lot of other ways we can resist this globalist takeover by realizing we do have power and we can say no.
[00:04:00.791 --> 00:04:06.933]  There were federal laws saying black people weren't human, but the Constitution and the Bill of Rights said they were.
[00:04:06.933 --> 00:04:12.514]  And so it took a hundred years, but down the road, or a little less than a hundred, down the road,
[00:04:13.905 --> 00:04:15.086]  Those rights were claimed.
[00:04:15.086 --> 00:04:16.327]  Those rights are there.
[00:04:16.327 --> 00:04:18.729]  Not given by the Bill of Rights and Constitution.
[00:04:18.729 --> 00:04:20.471]  Pointed out by it.
[00:04:20.471 --> 00:04:21.772]  They're simply signposts.
[00:04:21.772 --> 00:04:25.555]  Like, there's Mount Rainier in Washington State.
[00:04:25.555 --> 00:04:28.017]  The sign doesn't make Mount Rainier.
[00:04:28.017 --> 00:04:28.918]  It points at it.
[00:04:28.918 --> 00:04:32.861]  And the Constitution Bill of Rights points at what is already there.
[00:04:32.861 --> 00:04:33.902]  Now, here's the deal.
[00:04:33.902 --> 00:04:35.804]  Washington Post talked to the White House.
[00:04:35.804 --> 00:04:37.325]  They're talking about executive orders.
[00:04:38.274 --> 00:04:42.856]  And they're talking about extrajudicial activity to shut down the Second Amendment.
[00:04:42.856 --> 00:04:46.277]  Right here where I live, the city's moving to just outlaw gun shows, period.
[00:04:46.277 --> 00:04:48.578]  That's deep in the heart of Texas.
[00:04:48.578 --> 00:04:52.780]  We've got a bunch of other really important news as well.
[00:04:52.780 --> 00:04:57.582]  They're talking about repealing the 22nd Amendment so Obama can be president for life, basically.
[00:04:57.582 --> 00:04:58.002]  Stay with us.
