[00:00:01.906 --> 00:00:07.930]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:00:07.930 --> 00:00:14.175]  You're listening to the Alex Jones Show.
[00:00:14.175 --> 00:00:23.041]  It's a holiday, it's a holiday, welcome to your holiday.
[00:00:23.041 --> 00:00:26.443]  Yes, that is a bad imitation of the great Gerald Cilente.
[00:00:27.844 --> 00:00:29.826]  And he talks about holidays.
[00:00:29.826 --> 00:00:32.509]  They have the bank holidays where they steal all your money.
[00:00:32.509 --> 00:00:36.673]  In some cases, all your money out of your bank account after taxes.
[00:00:36.673 --> 00:00:40.117]  The loving EU to pay it directly to private bankers.
[00:00:40.117 --> 00:00:41.939]  But this holiday is Ishtar Day.
[00:00:41.939 --> 00:00:42.739]  Easter Day.
[00:00:44.912 --> 00:00:54.703]  You know, Playboy Day, the day when the rabbits fornicate, and so you then have them lay eggs to Ishtar.
[00:00:54.703 --> 00:01:02.832]  It is the day of spring, or regeneration, or the day that Christ was risen from the dead.
[00:01:03.871 --> 00:01:17.504]  But you notice that every major religious holiday Christians have has been overwritten by the pagans that have been basically overriding the Christian faith for 2,000 years.
[00:01:17.504 --> 00:01:18.985]  That's what's been going on.
[00:01:18.985 --> 00:01:21.267]  So I thought I would just talk about that gospel
[00:01:22.398 --> 00:01:23.779]  Mystery a little bit.
[00:01:23.779 --> 00:01:25.460]  It is no mystery.
[00:01:25.460 --> 00:01:28.961]  Christmas is supposedly the time of the birth of Christ.
[00:01:28.961 --> 00:01:37.465]  Now it's about a big drunk guy in a red outfit that comes down your chimney and, well, acts like Freddy Krueger chopping up your family in little pieces.
[00:01:37.465 --> 00:01:39.546]  That's what Santa Claus was 200 years ago in England.
[00:01:39.546 --> 00:01:40.607]  It was a night of rioting.
[00:01:40.607 --> 00:01:41.507]  Christmas was banned.
[00:01:41.507 --> 00:01:43.228]  You actually look that up.
[00:01:43.228 --> 00:01:48.010]  I know it's all supposedly about Saint Nick and the guy that handed out presents to sick children.
[00:01:50.333 --> 00:01:53.881]  Over there in the Dutch areas of the realm.
[00:01:53.881 --> 00:01:56.567]  But my point is, what are fables?
[00:01:56.567 --> 00:01:57.449]  What are legends?
[00:01:58.462 --> 00:02:00.383]  If they're not archetypal images.
[00:02:00.383 --> 00:02:08.129]  And so I just thought, on this Easter Bunny Day, that I would point out that they're overriding everything.
[00:02:08.129 --> 00:02:10.631]  I mean, what was liberty this country was founded on?
[00:02:10.631 --> 00:02:12.172]  The Bill of Rights Constitution.
[00:02:12.172 --> 00:02:21.079]  Now liberty means TSA putting their hand in the cookie jar to make sure, not Al Qaeda, that Al Qaeda's the good guys, but to make sure white Al Qaeda
[00:02:22.096 --> 00:02:27.161]  The evil White Owl kinda is not hiding under there.
[00:02:27.161 --> 00:02:30.404]  So that is just some of what we're going to be breaking down here today.
[00:02:30.404 --> 00:02:33.187]  Oh, look at this article up at InfoWars.com.
[00:02:33.187 --> 00:02:35.789]  I didn't get to this on Friday, but I wish I... I wish...
[00:02:37.031 --> 00:02:37.731]  I wish I may.
[00:02:37.731 --> 00:02:44.056]  I wish I might cover this piece of news tonight, here on this 31st day of March 2013.
[00:02:44.056 --> 00:02:49.459]  It's a little story here up on the side.
[00:02:49.459 --> 00:02:51.080]  I'm trying to find it.
[00:02:51.080 --> 00:02:53.582]  I had it printed out in front of me.
[00:02:53.582 --> 00:02:54.482]  Fox Drama.
[00:02:54.482 --> 00:02:57.825]  Constitutionalist work for terrorist serial murderers.
[00:02:57.825 --> 00:03:00.706]  Well, actually they are serial terrorist murderers.
[00:03:01.867 --> 00:03:06.971]  Who are very impressed that they're constitutionalists because that's the dirtiest, nastiest thing on earth you can be.
[00:03:06.971 --> 00:03:12.494]  It brings a big smile to the chief killer's face.
[00:03:12.494 --> 00:03:17.458]  And so everything is now Southern Poverty Law Center, ADL script, brainwashing the poor, hapless public.
[00:03:17.458 --> 00:03:25.123]  And I just hope to point out to people that a free society does not have this type of full metal jacketed tyranny being sprayed out by the globalist media.
[00:03:25.123 --> 00:03:30.286]  I mean, you could have like messages, you know, back in the 60s about equality and stuff in Planet and Shows.
[00:03:32.127 --> 00:03:58.659]  Feminism and Mary Tyler Moore all seems reasonable, but then now you see it sets the precedent today to just absolutely have a war on reality, which the new magazine, InfoWars Magazine, Welcome to Planet Hoax, you can sign up at InfoWars.com forward slash newsletter, InfoWars.com forward slash newsletter, and always about four or five days, six days or so after the physical comes out, we then send the digital
[00:04:00.039 --> 00:04:05.644]  Out to everyone who subscribes there to the email blast and update alerts and things.
[00:04:05.644 --> 00:04:06.325]  We don't send out a lot.
[00:04:06.325 --> 00:04:07.346]  A couple things a week.
[00:04:07.346 --> 00:04:09.788]  It's always really important videos or information.
[00:04:09.788 --> 00:04:11.910]  And once a month, we send it out a few times.
[00:04:11.910 --> 00:04:13.311]  People always miss it.
[00:04:13.311 --> 00:04:19.517]  The digital copy of InfoWars Magazine with a lot of exclusive material and also the top stories of the few weeks before we publish it.
[00:04:20.077 --> 00:04:27.802]  from Infowars.com and prisonplotter.com and I'd say it supports us, but we sell it at cost, the subscription and the bulk.
[00:04:27.802 --> 00:04:28.983]  You can buy them in bulk.
[00:04:28.983 --> 00:04:33.266]  So it's really about supporting your own future and being part of the Infowar and resisting.
[00:04:33.266 --> 00:04:39.090]  So Infowars Magazine available at Infowarsstore.com.
[00:04:39.090 --> 00:04:42.512]  Infowarsstore.com.
[00:04:42.512 --> 00:04:43.052]  Get it.
[00:04:43.052 --> 00:04:43.333]  Order it.
[00:04:44.033 --> 00:04:45.815]  Big color, glossy.
[00:04:45.815 --> 00:04:48.357]  Follow in the footsteps of our founders and wake people up.
[00:04:48.357 --> 00:04:55.124]  It will certainly shake them out of their days because in a world of universal deceit, telling the truth is a revolutionary act.
[00:04:55.124 --> 00:04:58.667]  More of that with our special guest, straight ahead.
