[00:00:04.966 --> 00:00:09.789]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.789 --> 00:00:11.390]  You want answers?
[00:00:11.390 --> 00:00:12.931]  Well, so does he.
[00:00:12.931 --> 00:00:17.113]  He's Alex Jones on the GCN Radio Network.
[00:00:17.113 --> 00:00:21.176]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.529 --> 00:00:27.671]  Well, the Bilderberg Group meets in secret to push world government.
[00:00:27.671 --> 00:00:37.414]  But Davos is basically made up of the exact same people, and over a thousand members of the media, and jetliners landing full of prostitutes.
[00:00:37.414 --> 00:00:45.677]  They're high atop a mountain right now in Davos, Switzerland, and they are scheming on how to basically further enslave the middle class.
[00:00:45.677 --> 00:00:46.697]  Here's a special report.
[00:00:47.887 --> 00:00:56.953]  The meeting to terminate the American middle class is underway atop a mountain of greed located in the highest town in the Alps, Davos, Switzerland.
[00:00:56.953 --> 00:01:10.283]  From January 20th to January 23rd, the invitation-only annual globalist event of 2,500 attendees includes 40 heads of state, a smattering of celebrities, and 14 Nobel laureates.
[00:01:10.563 --> 00:01:17.026]  The average ticket to the male-dominated assemblage costs $27,000 to attend.
[00:01:17.026 --> 00:01:29.573]  Reuters reports anti-poverty charity Oxfam announced that just 62 people, 53 of them men, own as much wealth as the poorest half of the entire world population.
[00:01:29.573 --> 00:01:35.956]  And the richest 1% of those own more than the other 99% put together.
[00:01:35.956 --> 00:01:39.598]  The wealth gap is widening faster than anyone anticipated.
[00:01:39.798 --> 00:01:46.803]  With the 1% overtaking the rest one year earlier than Oxfam had predicted only a year ago.
[00:01:46.803 --> 00:01:49.885]  Among the key figures in Davos will be U.S.
[00:01:49.885 --> 00:02:00.273]  Vice President Joe Biden, Secretary of State John Kerry, Israeli Prime Minister Benjamin Netanyahu, and the foreign ministers of both Iran and Saudi Arabia.
[00:02:00.273 --> 00:02:07.738]  As the global economy slows, populism grows, and the daily possibility of a derivative inflated bubble bursting
[00:02:07.958 --> 00:02:23.451]  Has world leaders and their mega corporate banking counterparts racing to close the diminishing gap on the American middle class as a hasty bid to reduce the United States to a third world nation dominated by surveillance technology?
[00:02:23.451 --> 00:02:30.838]  SIDICI Innovation CEO Rob Leslie, an agenda contributor for the 2016 World Economic Annual Meeting in Davos,
[00:02:31.078 --> 00:02:39.846]  Says the availability and resolution of imaging from satellites, drones, self-driving cars, and more will continue to increase exponentially.
[00:02:39.846 --> 00:02:45.852]  This will drive the creation of ever more sophisticated analysis algorithms, products, and companies.
[00:02:46.292 --> 00:02:50.414]  Basically trapping the American population like rats in a cage.
[00:02:50.414 --> 00:03:05.741]  Among the 250 closed-door meetings and elbow-rubbing parties will be discussions about the status of job-stealing robots, the current invasion of Europe and the United States by the engineered migration crisis, the shocking populism of Donald Trump,
[00:03:06.241 --> 00:03:12.645]  Bragging of hidden redoubts and a growing interest in fleeing Earth altogether for Mars.
[00:03:12.645 --> 00:03:21.890]  As the Gini coefficient, an indicator of the level of inequality Americans now live under, is now higher than the Philippines and Vietnam.
[00:03:21.890 --> 00:03:24.692]  Family debt levels continue to increase.
[00:03:24.692 --> 00:03:27.354]  The middle class has shrunken by over 11% since 1971.
[00:03:29.995 --> 00:03:40.440]  While President Obama and others continue to lie about job growth, which has stayed relatively flat in comparison to the skyrocketing corporate profit growth.
[00:03:40.440 --> 00:03:47.143]  So it would only make sense that the richer the very few get, the more paranoid they become.
[00:03:47.143 --> 00:03:53.847]  Basically we're destabilizing the world, we're creating massive amounts of fear, and we're spending all of our money.
[00:03:54.961 --> 00:03:58.163]  On surveillance and control.
[00:03:58.163 --> 00:04:15.677]  And I have a slide from Medard Gabel on how much we spend on war and how if we spent a third of that on peace, we could give every single person on the planet a two-story cinder block home with running water, electricity, and even a swimming pool.
[00:04:15.677 --> 00:04:23.923]  The injustice that is being perpetuated right now, we now know that 62 people on the planet have as much wealth as the lower three billion.
[00:04:25.004 --> 00:04:26.385]  This is insane!
[00:04:26.385 --> 00:04:32.811]  Concentration of wealth and I have my, you've showed it on your show before, my preconditions of revolution chart.
[00:04:32.811 --> 00:04:38.496]  The preconditions of revolution all exist in the United States of America today.
[00:04:38.496 --> 00:04:46.464]  We are like a house that has been soaked in gasoline with ammunition put in every room and we're just waiting for the first match to blow by.
[00:04:46.464 --> 00:04:48.266]  John Bowne for InfoWars.com
[00:04:50.473 --> 00:04:55.381]  I tell you, John Brown does incredible reports every day for Infowars.com.
[00:04:55.381 --> 00:04:56.563]  We salute his work.
[00:04:56.563 --> 00:04:58.245]  We'll be back with the big transmission.
[00:04:59.983 --> 00:05:13.389]  The Intelligence Community's Inspector General has just revealed to lawmakers that Hillary Clinton had classified documents above Top Secret on her private email server, in addition to over 1,300 other classified emails.
[00:05:13.389 --> 00:05:22.373]  Access to information in the Special Access Program is more highly restricted, more sensitive than Top Secret, because it would likely reveal the source, putting lives at risk.
[00:05:22.913 --> 00:05:30.156]  We're constantly told that our money, our rule of law, our liberties must all be sacrificed on the altar of national security.
[00:05:30.156 --> 00:05:35.639]  Hillary has violated the surveillance state's religion, and she needs to be burned at the stake.
[00:05:35.639 --> 00:05:37.719]  Orange is the new pantsuit, Hillary.
[00:05:37.719 --> 00:05:44.862]  But she's being investigated by Obama's Justice Department, and she has about as much chance of going to jail as a Chicago cop.
