[00:00:00.540 --> 00:00:03.842]  Waging war on corruption.
[00:00:03.842 --> 00:00:05.363]  It's Alex Jones.
[00:00:30.645 --> 00:00:35.166]  Ladies and gentlemen, welcome to another original live global transmission.
[00:00:35.166 --> 00:00:37.386]  We'll be here for the next two hours.
[00:00:37.386 --> 00:00:40.607]  It is Sunday, the 27th day of September 2015.
[00:00:40.607 --> 00:00:43.648]  I am your host, Alex Jones.
[00:00:43.648 --> 00:00:54.110]  David Knight and Jakari Jackson are both in Philadelphia, where a foreign leader of state, a religious leader, is calling for open borders.
[00:00:55.123 --> 00:00:58.970]  ...and engage in domestic political operations inside the United States.
[00:00:58.970 --> 00:01:01.415]  We're told we have separation of church and state in this country.
[00:01:01.415 --> 00:01:06.985]  That's been twisted to where the government controls and issues licenses to religion.
[00:01:08.049 --> 00:01:21.859]  to churches and turns them into charitable organizations and then tells them that they can't have any views, whether it's abortion, open borders, gun control, you name it, if those ideas are conservative or libertarian.
[00:01:21.859 --> 00:01:30.266]  But if you are the Marxist Pope Francis and a foreign head of state, you can come here as a sovereign and pontificate
[00:01:31.750 --> 00:01:44.178]  Endlessly to the public manipulating our internal politics and universally from Fox News to CNN we're told there can be no criticism of Francis and that he's not being political.
[00:01:44.178 --> 00:01:45.219]  That's the talking point.
[00:01:45.219 --> 00:01:46.119]  He's not being political.
[00:01:46.119 --> 00:01:47.300]  He's not being political.
[00:01:47.300 --> 00:01:52.524]  He just wants carbon taxes and world government and open borders and higher taxes on the middle class.
[00:01:52.524 --> 00:01:53.664]  He's not being political.
[00:01:53.664 --> 00:01:54.745]  He's not being political.
[00:01:54.745 --> 00:01:57.267]  Did we tell you he's not being political?
[00:01:57.267 --> 00:01:58.347]  Let me tell you one more time.
[00:01:58.347 --> 00:01:59.228]  He's not being political.
[00:02:01.690 --> 00:02:09.395]  So David Knight and Jakari Jackson with their final report from the road covering the Pope and his entire U.S.
[00:02:09.395 --> 00:02:14.939]  whirlwind tour of the East Coast, D.C., New York and now Pennsylvania.
