[00:00:00.928 --> 00:00:02.210]  We've got it.
[00:00:02.210 --> 00:00:08.037]  This transmission is coming to you.
[00:00:08.037 --> 00:00:12.462]  Waging war on corruption.
[00:00:12.462 --> 00:00:18.109]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:24.409 --> 00:00:26.010]  Welcome to the Alex Jones Show!
[00:00:26.010 --> 00:00:31.213]  I'm David Knight, I'm joined here with Jakari Jackson, and Alex is going to be with us at the bottom of the hour.
[00:00:31.213 --> 00:00:34.295]  We've got some big breaking news coming up.
[00:00:34.295 --> 00:00:38.397]  People are waking up, and things that have been hidden for decades are coming out.
[00:00:39.196 --> 00:00:41.377]  And we've also got the fight accelerating.
[00:00:41.377 --> 00:00:42.778]  What do you think about this?
[00:00:42.778 --> 00:00:44.558]  Yeah, the fight is definitely accelerating.
[00:00:44.558 --> 00:00:49.341]  Like I said, Alex will be with us at the bottom of the hour to talk about how the mainstream keeps attacking Alex.
[00:00:49.341 --> 00:00:52.842]  Not just people like Alex, but your ordinary citizens.
[00:00:52.842 --> 00:00:56.284]  You know, people who are interested in learning this information.
[00:00:56.284 --> 00:00:58.165]  You know, we heard Maddow talk about how
[00:00:59.125 --> 00:00:59.986]  People on our site.
[00:00:59.986 --> 00:01:01.047]  It's not a dating site.
[00:01:01.047 --> 00:01:04.270]  A dating site is something like Match.com.
[00:01:04.270 --> 00:01:11.977]  Our site is a public comment where people can share ideas and dating is just a very small section of Planet Info Wars.
[00:01:11.977 --> 00:01:13.218]  But Alex will talk about all that.
[00:01:13.218 --> 00:01:15.821]  Well, ridicule is a very effective weapon.
[00:01:16.581 --> 00:01:18.142]  And speaking of ignoring, we've got some sad news.
[00:01:18.142 --> 00:01:18.902]  Jim Tucker
[00:01:38.372 --> 00:01:46.079]  Who was someone who really kind of stayed on the trail of the Bilderberg conference for decades by himself pretty much at the beginning.
[00:01:46.079 --> 00:01:47.140]  Oh yeah, definitely.
[00:01:47.140 --> 00:01:50.763]  And was totally ridiculed throughout the, for decades.
[00:01:50.763 --> 00:01:56.048]  And now it's become, it's come out in the light and people are seeing what's happening with this.
[00:01:56.048 --> 00:01:57.869]  It's being exposed and people are fighting it.
[00:01:57.869 --> 00:02:00.652]  And so you've got mainstream newspaper
[00:02:01.252 --> 00:02:09.919]  People covering it but as he said at the very beginning he has a famous quote that he said if a hundred of the world's biggest sports
[00:02:10.726 --> 00:02:11.206]  I don't know.
[00:02:33.420 --> 00:02:35.683]  The establishment press never said a word.
[00:02:35.683 --> 00:02:36.603]  And that's exactly true.
[00:02:36.603 --> 00:02:41.388]  We saw that this past weekend, just using that comparison to athletes with the NFL draft.
[00:02:41.388 --> 00:02:54.041]  I mean, these guys, you know, some people may know them, they may be future superstars, but you know, these guys who are mostly unknown, you know, went to the draft, got drafted into the NFL and it's this big media blitz, you know, it's all over the news networks.
[00:02:54.041 --> 00:02:55.183]  Look at how much attention the press
[00:02:57.265 --> 00:03:02.849]  Credentials party you had and all the celebrities that were there you know with Obama's press conference party that they had this last week.
[00:03:02.849 --> 00:03:08.193]  I mean whenever you get politicians and you get celebrities together the media goes into a feeding frenzy.
[00:03:08.193 --> 00:03:08.633]  Oh yeah.
[00:03:08.633 --> 00:03:12.796]  Except that at the Bilderberg conference they don't want anybody to know about it.
[00:03:12.796 --> 00:03:20.142]  They keep it quiet and until just the last couple of years nobody in the mainstream press started showed up at all.
[00:03:20.142 --> 00:03:20.502]  Right.
[00:03:20.502 --> 00:03:23.484]  Now you're starting to get a little bit of coverage about it but nobody ever heard.
[00:03:23.484 --> 00:03:25.206]  If you even mentioned the word Bilderberg
[00:03:25.646 --> 00:03:28.188]  You were laughed at as a conspiracy theorist.
[00:03:41.218 --> 00:03:53.003]  Well, it actually raises ethical and even legal questions when you've got political leaders meeting secretly with people who are from other countries, other political leaders, as well as corporations.
[00:03:53.003 --> 00:03:57.926]  You know, you have restrictions on that for ethical reasons and for legal reasons.
[00:03:57.926 --> 00:04:01.807]  And so that's another reason, I think, that you have these politicians slipping in and out.
[00:04:01.807 --> 00:04:09.771]  But you've got a lot of seated politicians, some people who are chancellors of the Exchequer in England, and it's all different countries.
[00:04:10.151 --> 00:04:10.351]  Right.
[00:04:10.351 --> 00:04:11.893]  Meeting with these bankers.
[00:04:11.893 --> 00:04:14.055]  And that's what Jim Tucker was talking about.
[00:04:14.055 --> 00:04:20.522]  And unfortunately, he's now, he passed away on April 26th.
[00:04:20.522 --> 00:04:25.887]  But you know, a day before he passed away, Rolling Stones came up with an article.
[00:04:25.887 --> 00:04:27.769]  And listen to the title of this article.
[00:04:27.769 --> 00:04:29.050]  Everything is rigged.
[00:04:29.050 --> 00:04:31.213]  The biggest price-fixing scandal ever.
[00:04:31.213 --> 00:04:32.033]  And here's the subtitle.
[00:04:32.614 --> 00:04:34.536]  The Illuminati were amateurs.
[00:04:34.536 --> 00:04:41.181]  The second huge scandal of the year reveals the real international conspiracy that there's no price big banks can't fix.
[00:04:41.181 --> 00:04:43.403]  And we'll talk about that a little bit more right after the break.
[00:04:43.403 --> 00:04:46.466]  David Knight here with Jakari Jackson and Alex is joining us at the bottom of the hour.
[00:04:59.835 --> 00:05:07.059]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:05:07.059 --> 00:05:24.930]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:05:24.930 --> 00:05:29.052]  I then searched out the best vitamin and mineral company out there.
[00:05:29.332 --> 00:05:31.093]  And discovered Young-Jevity.
[00:05:31.093 --> 00:05:39.259]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:05:39.259 --> 00:05:45.583]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:05:45.583 --> 00:05:46.864]  Check it out for yourself.
[00:05:46.864 --> 00:05:47.724]  It's incredible.
[00:05:47.724 --> 00:05:56.951]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:05:56.951 --> 00:05:58.792]  That's Infowarsteam.com.
[00:06:03.394 --> 00:06:06.955]  Crashing through the lies and disinformation.
[00:06:06.955 --> 00:06:16.418]  It's Alex Jones on the GCN Radio Network.
[00:06:16.418 --> 00:06:18.339]  This is David Knight here with Jakari Jackson.
[00:06:18.339 --> 00:06:28.343]  This is the Alex Jones Show and Alex is going to be joining us in a half hour and we're just talking about some of the events that have happened in the last couple of days, particularly the passing of Jim Tucker.
[00:06:29.005 --> 00:06:31.909]  We're sorry to see that happen, and our condolences go out to his family.
[00:06:31.909 --> 00:06:34.352]  He's survived by two sons.
[00:06:34.352 --> 00:06:45.226]  But in 2005, they released his book, The Bilderberg Diary, and it was subtitled, One Reporter's 25-Year Battle to Shine Light on the World's Shadow Government.
[00:06:45.646 --> 00:06:47.947]  That pretty much sums up his work, doesn't it?
[00:06:47.947 --> 00:06:51.607]  Oh yeah, he's been a very influential person at exposing Bilderberg.
[00:06:51.607 --> 00:06:55.488]  He's in some of our videos, I believe he's in Endgame as well as others.
[00:06:55.488 --> 00:06:57.389]  And he's just, he was the spearhead.
[00:06:57.389 --> 00:07:06.451]  You know, we always talk about Alex being the spearhead, Ron Paul being the spearhead of, you know, various movements and organizations, but Jim was the guy spearheading, exposing Bilderberg.
[00:07:06.451 --> 00:07:06.811]  That's right.
[00:07:06.811 --> 00:07:12.572]  That nobody wanted to admit existed, and when they did admit that it existed, well it's not a big deal, they just get together and
[00:07:13.152 --> 00:07:18.793]  I'm not sure what the excuse is going to be this year, but the guys just get there and they hang out, according to the mainstream.
[00:07:18.793 --> 00:07:19.314]  Absolutely.
[00:07:19.314 --> 00:07:31.156]  Yeah, not a big deal, except that when we found out in 2009, we saw a leaked 1955 Bilderberg document that outlined plans for a single European currency, the Euro.
[00:07:31.156 --> 00:07:31.817]  Right.
[00:07:31.817 --> 00:07:37.098]  And it's interesting, I think, that we look at the Euro and we see some of the same hallmarks that we saw with
[00:07:39.187 --> 00:07:44.991]  With the creation of the Federal Reserve here in the United States, many people have made a case that J.P.
[00:07:44.991 --> 00:07:59.619]  Morgan actually instigated the crash of 1907, the panic and crash, and then presented himself as a rescuer and came in to mop things up and to give it a new structure, which turned out to be the Federal Reserve.
[00:07:59.619 --> 00:08:02.101]  We see the same sort of thing happening now in Europe with the
[00:08:02.801 --> 00:08:07.365]  Goldman Sachs, essentially you're seeing a liquidity crisis that's going on there.
[00:08:07.365 --> 00:08:10.407]  And listen to this, because we talked about this just briefly.
[00:08:10.407 --> 00:08:19.514]  The day before Jim Tucker died, after working decades in the wilderness, Rolling Stones comes out and they have an article, everything is rigged, the biggest price fixing scandal ever.
[00:08:19.514 --> 00:08:23.237]  They said that there's no price that the big banks can't fix.
[00:08:23.237 --> 00:08:24.578]  Here's the opening paragraph here.
[00:08:25.078 --> 00:08:32.342]  Conspiracy theorists of the world, believers in the hidden hands of the Rothschilds and the Masons and the Illuminati, we skeptics owe you an apology.
[00:08:32.342 --> 00:08:33.303]  You were right.
[00:08:33.303 --> 00:08:36.724]  The players may be a little different, but your basic premise is correct.
[00:08:36.724 --> 00:08:38.245]  The world is a rigged game.
[00:08:38.245 --> 00:08:40.587]  And they talk about the LIBOR scandal.
[00:08:40.587 --> 00:08:48.511]  They said three, perhaps as many as 16 banks, according to this article, and we know this is true, of the too-big-to-fail banks
[00:08:49.131 --> 00:08:51.051]  Basically, manipulated global interest rates.
[00:08:51.051 --> 00:08:55.472]  You know, when you get a variable rate loan, LIBOR is what they key it to, right?
[00:08:55.472 --> 00:09:01.193]  And that's supposed to be an honest market-based interest rate.
[00:09:01.193 --> 00:09:10.155]  So, but, you know, when you've got these banks have so much power, and there's so few of the large banks now, it's consolidated into so few hands, it's very easy for them to manipulate it.
[00:09:10.155 --> 00:09:11.595]  You don't really have a free market.
[00:09:11.595 --> 00:09:13.276]  It's not a failure of the free market.
[00:09:13.276 --> 00:09:15.056]  What we're seeing here is crony capitalism.
[00:09:15.516 --> 00:09:19.581]  We're seeing a system that is even beyond crony capitalism.
[00:09:19.581 --> 00:09:23.265]  It's not like these guys are buying favors from the government.
[00:09:23.265 --> 00:09:25.688]  They are the government, okay?
[00:09:25.688 --> 00:09:27.810]  They don't want to acknowledge that.
[00:09:27.810 --> 00:09:30.073]  I was about to say they don't want to admit that.
[00:09:30.073 --> 00:09:34.478]  I mean, they understand that something's going on, but they don't want to think that it's that bad.
[00:09:35.138 --> 00:09:39.142]  And the magnitude of it is just astonishing.
[00:09:39.142 --> 00:09:43.666]  Far, far bigger than what happened with the bank bailouts here.
[00:09:43.666 --> 00:09:48.890]  This is, just the LIBOR scandal, is $500 trillion, with a T.
[00:09:48.890 --> 00:09:49.931]  $500 trillion.
[00:09:49.931 --> 00:09:56.137]  So, you know, we were talking about something that was about $14 trillion, you know, with the bank, with TARP and that sort of thing.
[00:09:56.517 --> 00:09:59.718]  But now this is 500 trillion and that's not it.
[00:09:59.718 --> 00:10:01.039]  It's not stopping there.
[00:10:01.039 --> 00:10:14.183]  Now there's another one that is essentially the same way that has to do with London-based firm ICAP, the world's largest broker of interest rate swaps, is being investigated by American authorities for behavior that sounds eerily reminiscent of a LIBOR mess.
[00:10:14.183 --> 00:10:15.484]  That's what Rolling Stone says.
[00:10:16.599 --> 00:10:16.979]  I think so.
[00:10:33.844 --> 00:10:43.346]  They use that as a way to consolidate both their wealth and their power, and to fundamentally alter our financial system, our political system.
[00:10:43.346 --> 00:10:46.467]  And you see this is going on throughout Europe.
[00:10:46.467 --> 00:10:47.187]  Cyprus.
[00:10:47.187 --> 00:10:48.688]  Exactly.
[00:10:48.688 --> 00:10:54.489]  As Nigel Farage said, you know, to the European technocrats, he said, who are you?
[00:10:55.265 --> 00:10:57.886]  You know, you're unelected bureaucrats coming in here.
[00:10:57.886 --> 00:11:08.368]  They call these bankers technocrats to give them some panache or whatever, but they're basically just bankers coming in and taking over and throwing out politicians who've been elected.
[00:11:08.368 --> 00:11:14.870]  And I just don't get why people can't understand that this is going on when you see situations like Cyprus where they just take money out of your account.
[00:11:14.870 --> 00:11:22.371]  MF Global here, you know, Gerald Cilente has been on the show several times talking about his quarrels with them, but people just don't want to acknowledge it.
[00:11:22.371 --> 00:11:24.652]  Even the thing recently with Chase Bank.
[00:11:25.332 --> 00:11:29.973]  I believe it was right after Cyprus and you know everybody had a zero balance in their account for a little bit.
[00:11:29.973 --> 00:11:34.434]  Some people noticed, some people didn't and then they got their money back I guess you would say.
