[00:00:16.223 --> 00:00:17.324]  InfoWars.
[00:00:17.324 --> 00:00:18.525]  Tomorrow's news.
[00:00:18.525 --> 00:00:18.866]  Today.
[00:00:21.089 --> 00:00:22.471]  We don't make this stuff up.
[00:00:22.471 --> 00:00:23.853]  Believe me, I wish we were.
[00:00:23.853 --> 00:00:24.694]  Believe me.
[00:00:24.694 --> 00:00:25.795]  Believe me!
[00:00:25.795 --> 00:00:26.416]  Believe it!
[00:00:26.416 --> 00:00:33.044]  But when I get this info, I'm gonna tell ya, no matter what happens, you can be guaranteed of that!
[00:00:33.044 --> 00:00:37.069]  No matter what happens, I will go 100%, period!
[00:00:37.069 --> 00:00:38.171]  And that's it!
[00:00:38.171 --> 00:00:38.591]  Excuse me.
[00:00:39.412 --> 00:00:42.774]  The reason I start yelling, folks, is this is life and death stuff, okay?
[00:00:42.774 --> 00:00:48.838]  And my adrenaline just goes crazy, because at a subconscious level, I realize this is combat, ladies and gentlemen.
[00:00:48.838 --> 00:00:52.261]  This is, this is, this is not a joke, this is not a game.
[00:00:52.261 --> 00:00:54.382]  It's not good to serve evil.
[00:00:54.382 --> 00:01:07.731]  All these globalists look like reanimated corpses, and they all just get off on destruction and power, and their empire's collapsing, sucking America down with it, and they're not gonna let it collapse without starting World War III!
[00:01:07.731 --> 00:01:08.872]  That's what all this is about!
[00:01:09.772 --> 00:01:16.394]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[00:01:16.394 --> 00:01:22.495]  Visit InfoWars.com forward slash show and share the link today.
[00:01:22.495 --> 00:01:23.895]  We see you on stairwell.
[00:01:23.895 --> 00:01:26.836]  Eagle has wings.
[00:01:26.836 --> 00:01:27.556]  Roger.
[00:01:27.556 --> 00:01:29.517]  How's it look?
[00:01:29.517 --> 00:01:30.717]  Let's proceed.
[00:01:30.717 --> 00:01:31.017]  Roger.
[00:01:40.760 --> 00:01:45.126]  Eagle was landed.
