[00:00.000 --> 00:10.000]  Hello, this is Hank Hill and I'm telling you what you need to listen to Alex Jones.
[00:10.000 --> 00:12.000]  In 4Worth.com.
[00:12.000 --> 00:30.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:30.000 --> 00:38.000]  Okay, I tend to start the broadcast a couple days a week like this, but today it is particularly true.
[00:38.000 --> 00:45.000]  The news, the amount of it and how over-the-top important it is, is simply mind-blowing.
[00:45.000 --> 00:51.000]  So I will do the very best job I can to cover all of this as best I can.
[00:51.000 --> 01:04.000]  Saturday morning, I started getting phone calls, text messages, emails congratulating me from syndicated talk show host, authors, researchers.
[01:04.000 --> 01:07.000]  And I just didn't get it quite frankly.
[01:07.000 --> 01:16.000]  It was like, I used to think you were crazy and now they admit the Queen of England's a Nazi and they've released the photo.
[01:16.000 --> 01:25.000]  It's been in the history books, just not pop history, that her father was to be made the King of Europe.
[01:25.000 --> 01:35.000]  Not just the King of England, over an EU that Hitler was obsessed with royals.
[01:35.000 --> 01:44.000]  Edward VIII was a German prince and a German king from Germany.
[01:44.000 --> 01:56.000]  His cousin was Prince Bernhard, the consort to the Queen of the Netherlands, who founded the Bilderberg group.
[01:56.000 --> 02:04.000]  And the media has now spun this like, Queen's very angry, somebody's going to get arrested for releasing this.
[02:04.000 --> 02:08.000]  Now you could say, hey, she's a little girl, Highling Hitler with the Queen and the King.
[02:08.000 --> 02:10.000]  That's not the issue.
[02:10.000 --> 02:20.000]  Everything we're under today, the eugenics, the fluoride in the water, all of it, the EU was a Nazi project.
[02:20.000 --> 02:22.000]  NASA was founded by Nazis.
[02:22.000 --> 02:26.000]  Planned Parenthood basically founded the Nazis.
[02:26.000 --> 02:30.000]  And I want to explain this, this is not a Nazi conspiracy.
[02:30.000 --> 02:36.000]  The Nazis are just a German model of what we're under today.
[02:36.000 --> 02:38.000]  We are not under the German model.
[02:38.000 --> 02:42.000]  But the model that it's modeled after, we are under.
[02:42.000 --> 02:51.000]  So please, everybody's just freaking out, going, you said Prince Bernhard and Prince Philip and Queen Elizabeth II are Nazis.
[02:51.000 --> 02:57.000]  And we thought, I made a film about it, martial law.
[02:57.000 --> 03:02.000]  An hour of the three hour film is about that.
[03:02.000 --> 03:04.000]  It's a known fact.
[03:04.000 --> 03:19.000]  And they just said, oh, he stepped down as king because at the end of World War II because of an American woman he wanted to marry.
[03:19.000 --> 03:24.000]  And of course, he was the uncle to Queen Elizabeth.
[03:24.000 --> 03:27.000]  Her brother was then installed when he stepped down.
[03:27.000 --> 03:30.000]  It all just gives me a complete headache.
[03:30.000 --> 03:32.000]  People say, why, it's all coming out.
[03:32.000 --> 03:34.000]  No, it's not.
[03:34.000 --> 03:35.000]  No, it's not.
[03:35.000 --> 03:38.000]  Prince Philip, in fact, I forgot to have you guys do this.
[03:38.000 --> 03:40.000]  It was in the news Monday, Kurt Nimmer wrote about it.
[03:40.000 --> 03:44.000]  I think the headline was Prince Philip yet again shows us to stain for humanity.
[03:44.000 --> 03:47.000]  He's constantly out giving speeches saying, I want to kill everybody.
[03:47.000 --> 03:50.000]  And we're getting the bio weapons ready to wipe everyone out.
[03:50.000 --> 03:53.000]  They're not playing games.
[03:53.000 --> 04:01.000]  The Royal Commission on Population from 1949, Queen Elizabeth's father, who was also a hyper fascist eugenicist,
[04:01.000 --> 04:06.000]  brother to Edward VIII,
[04:06.000 --> 04:09.000]  put out a commission report that I've actually read.
[04:09.000 --> 04:12.000]  It's about 400 pages long.
[04:12.000 --> 04:14.000]  Got a copy of it around here somewhere.
[04:14.000 --> 04:17.000]  Got it from the University of Texas 20 years ago.
[04:17.000 --> 04:21.000]  And in it, they lay out the whole globalist plan.
[04:21.000 --> 04:25.000]  So in a way, I'm cursed because I have the blueprint.
[04:25.000 --> 04:26.000]  I have the attack profile.
[04:26.000 --> 04:28.000]  I know everything they're going to do.
[04:28.000 --> 04:30.000]  I'm here just warning people.
[04:30.000 --> 04:36.000]  Still, folks will not believe me about how much trouble we're in.
[04:36.000 --> 04:40.000]  So that's one article out of no exaggeration.
[04:40.000 --> 04:45.000]  200 or more, all of them over the top.
[04:45.000 --> 04:47.000]  All of them insane.
[04:47.000 --> 04:50.000]  All of them very revealing.
[04:50.000 --> 04:53.000]  Tell your friends and family to tune in right now on your local AM and FM stations
[04:53.000 --> 04:56.000]  or the free streams at infowars.com forward slash show.
[04:56.000 --> 04:58.000]  You are the resistance.
[04:58.000 --> 05:03.000]  Do you want to know why the Greeks voted no in an overwhelming majority to get out of the European Union?
[05:03.000 --> 05:07.000]  Well, it goes back to the Troika swindle as Kurt Nemo writes in June.
[05:07.000 --> 05:10.000]  The truth committee on public debt established by the speaker of the Greek parliament
[05:10.000 --> 05:13.000]  came to the conclusion that Greece should not pay this debt
[05:13.000 --> 05:16.000]  because it is illegal, illegitimate, and odious.
[05:16.000 --> 05:19.000]  The establishment media has hidden from view the facts behind the debt
[05:19.000 --> 05:22.000]  and it sided with the banks in declaring the population of Greece deserves austerity.
[05:22.000 --> 05:26.000]  And it's attended poverty and misery because of the Greek government's refusal
[05:26.000 --> 05:28.000]  to accept the harsh conditions of the Troika,
[05:28.000 --> 05:31.000]  consisting of the IMF, European Commission, and European Central Bank.
[05:31.000 --> 05:34.000]  Left unsaid is the fact that a large portion of the debt
[05:34.000 --> 05:38.000]  totaling 245 billion euros was fraudulently dumped on the country
[05:38.000 --> 05:41.000]  in the course of huge bailouts in 2010 and 2012.
[05:41.000 --> 05:44.000]  The current Greek debt swindle is being compared to TARP,
[05:44.000 --> 05:47.000]  the scam hoisted on the American people following the subprime fiasco,
[05:47.000 --> 05:50.000]  and a move by the Federal Reserve to print 4 trillion in new money
[05:50.000 --> 05:53.000]  to cover the gambling debt of the financial class.
[05:53.000 --> 05:57.000]  This is Bob Dew reporting for Infowars.com and Infowars Nightly News.
[06:24.000 --> 06:30.000]  So it came out over the weekend in British newspapers
[06:30.000 --> 06:35.000]  that the Queen of England was photographed Highling Hitler
[06:35.000 --> 06:40.000]  and her grandsons have been caught in Nazi uniforms.
[06:40.000 --> 06:45.000]  And the media is now obsessing over this
[06:45.000 --> 06:48.000]  and saying they should arrest whoever released the photos.
[06:48.000 --> 06:53.000]  Is one thing addressed up in a Nazi uniform in Halloween?
[06:53.000 --> 06:54.000]  That's not what they're doing.
[06:54.000 --> 06:58.000]  They are Romanian slash German royalty.
[06:58.000 --> 07:00.000]  There's nothing British about the House of Windsor.
[07:00.000 --> 07:02.000]  That's a PR name.
[07:02.000 --> 07:08.000]  And the entire current world system is based on a proto-Nazi science
[07:08.000 --> 07:10.000]  called eugenics.
[07:10.000 --> 07:14.000]  And it is the governing force on the planet today.
[07:14.000 --> 07:20.000]  So it's not a Nazi conspiracy, it is a eugenics scientific
[07:20.000 --> 07:23.000]  technological elite that we're facing that have a plan.
[07:23.000 --> 07:27.000]  And everyone on the planet might want to get informed
[07:27.000 --> 07:32.000]  about what the global rulers are into.
[07:32.000 --> 07:34.000]  Now I'm not going to cover that until the next hour
[07:34.000 --> 07:37.000]  and I'm going to spend 10, 15 minutes on it.
[07:37.000 --> 07:40.000]  But the palace has scolded the Sun newspaper
[07:40.000 --> 07:44.000]  for publishing the Queen's childhood Nazi salute image
[07:44.000 --> 07:51.000]  with the King of England, her uncle Edward VIII.
[07:51.000 --> 07:56.000]  So they're turning the story around acting like, you know,
[07:56.000 --> 07:58.000]  it's terrible this has been released.
[07:58.000 --> 08:00.000]  The London Guardian has the headline,
[08:00.000 --> 08:05.000]  Royals told open archives on family ties to Nazi regime.
[08:05.000 --> 08:07.000]  Well, you know who else worked with the Nazis
[08:07.000 --> 08:10.000]  and that was the Saudis.
[08:10.000 --> 08:15.000]  In fact, the father of the current Saudi king was a big Nazi.
[08:15.000 --> 08:18.000]  But that's okay because he's got billions of dollars.
