[00:00:07.600 --> 00:00:11.983]  Waging war on corruption.
[00:00:11.983 --> 00:00:20.248]  It's Alex Jones coming to you live from the front lines of the Infowar.
[00:00:20.248 --> 00:00:26.072]  Ladies and gentlemen, it is the 14th day of April.
[00:00:35.342 --> 00:00:52.657]  2013, tomorrow, those of you that actually work out there, about half the population of the country, no matter how poor you are, will be paying money to the private run-for-profit Federal Reserve that has hijacked this country and controls the Treasury Department.
[00:00:52.657 --> 00:00:58.903]  I personally, because I'm what you call middle class, upper middle class, I personally pay 40% federally now.
[00:01:01.147 --> 00:01:13.773]  And then if you count it all together, my accountant has done the math, 64% of the quote, money I make, that stuff I can't put back in the operation, any of it, because that ends up getting taxes paid on it as well.
[00:01:16.440 --> 00:01:18.161]  64 plus percent.
[00:01:18.161 --> 00:01:20.461]  If that isn't slavery, I don't know what is.
[00:01:20.461 --> 00:01:23.542]  In ancient feudal Europe, it was 10 to 30 percent.
[00:01:23.542 --> 00:01:25.422]  Same thing in Japan.
[00:01:25.422 --> 00:01:27.082]  Same thing in ancient China.
[00:01:27.082 --> 00:01:30.743]  Same thing in Mesoamerica, if you study that.
[00:01:30.743 --> 00:01:33.464]  Because peasants would never put up more than 30 percent being taken.
[00:01:33.464 --> 00:01:38.585]  So literal slaves paid 30 percent max, on average about 10 percent.
[00:01:40.057 --> 00:01:45.863]  And then you've got people out there that are on welfare or have government jobs that they're like, this is great, I'm doing wonderful.
[00:01:45.863 --> 00:01:54.331]  They have no idea the actual standard of living is going down now and that it's all built on debt by design that the globalists have loaned to us out of nothing.
[00:01:54.331 --> 00:02:00.477]  And the Wall Street Journal is reporting Obama has an effective tax rate of 18.4% and mine is almost 65%.
[00:02:05.851 --> 00:02:11.202]  And this is a guy that has made something like $10 million off his book and all the rest is garbage.
[00:02:11.202 --> 00:02:13.647]  And of course, all the big money guys end up never really paying taxes.
[00:02:13.647 --> 00:02:15.250]  Now, here's what we've done today.
[00:02:16.078 --> 00:02:26.163]  Bill Maher, who calls himself a libertarian, I guess Glenn Beck calls himself that too, I guess Joseph Stalin's a libertarian if you believe that Bill Maher is.
[00:02:26.163 --> 00:02:40.349]  We'd play larger clips of it, the full clip's up on InfoWars.com, but it's so expletive-ladened that we're just going to air about 20 seconds of it here where he looks over to Bob Costas and says, look, why won't somebody just say it?
[00:02:40.349 --> 00:02:42.370]  The Second Amendment is a bunch of BS.
[00:02:43.846 --> 00:02:47.388]  And Bob Costas gets very, very excited.
