[00:00.000 --> 00:17.240]  You are listening to an infowars.com frontline report.
[00:17.240 --> 00:29.520]  If you are receiving this transmission, you are the resistance.
[00:29.520 --> 00:34.760]  Welcome to the Alex Jones show. It's Monday, June 4th, 2018, and we are smack dab in the
[00:34.760 --> 00:39.200]  middle of human history.
[00:39.200 --> 00:45.800]  The next great awakening, the second American Revolution is all upon us, and there's all
[00:45.800 --> 00:51.360]  kinds of breaking news today that we're going to have to get to, and a very exciting video
[00:51.360 --> 00:57.800]  that you're going to love of Alex Jones, who just happens to be traveling right now and
[00:57.800 --> 01:04.400]  sees a certain communist, socialist, former presidential candidate who threw his supporters
[01:04.400 --> 01:06.200]  under the bus at the airport.
[01:06.200 --> 01:09.680]  I think you can probably guess who it is.
[01:09.680 --> 01:16.620]  White people don't know what it's like to be poor, says the good Jew.
[01:16.620 --> 01:21.580]  And Alex Jones ran into him at the airport, and you're going to love that video.
[01:21.580 --> 01:28.640]  But first, some breaking news in the Pito Gate stories as perhaps an undercover dungeon
[01:28.640 --> 01:31.840]  was discovered by a veterans activist group.
[01:31.840 --> 01:33.740]  Here's that report from John Baum.
[01:33.740 --> 01:39.660]  This is Nathan Larson, an accountant from Charlottesville, Virginia, running as an independent
[01:39.660 --> 01:43.580]  candidate in Virginia's congressional election.
[01:43.580 --> 01:46.180]  This is hard to read and certainly hard to hear.
[01:46.180 --> 01:50.940]  He admittedly thinks it's okay for adults to have sex with children.
[01:50.940 --> 01:52.500]  He even wants to make it legal.
[01:52.500 --> 01:57.780]  Normally, we don't give people with abhorrent beliefs a platform in which to share those
[01:57.780 --> 01:58.780]  ideas.
[01:58.780 --> 02:03.700]  But this man is running for Congress, and as much as I personally hate to put this man
[02:03.700 --> 02:09.020]  on TV, we believe it's important for people to know why he's running for Congress.
[02:09.020 --> 02:15.020]  Nathan Larson told me he wants to, quote, restore liberty and make incest legal.
[02:15.020 --> 02:19.020]  What about sexual relations with your own children?
[02:19.020 --> 02:26.660]  Like, I would favor legalizing incest.
[02:26.660 --> 02:27.660]  Why is that?
[02:27.660 --> 02:31.060]  Just because personal freedom.
[02:31.060 --> 02:33.740]  What about the children's rights?
[02:33.740 --> 02:39.580]  Wouldn't that be rape to have sex with a child?
[02:39.580 --> 02:46.620]  Well, like with girls, I mean, I just believe that it should be for fathers to make those
[02:46.620 --> 02:47.620]  decisions.
[02:47.620 --> 02:50.500]  And you don't find anything wrong with that.
[02:50.500 --> 02:54.740]  I mean, it's not for me to intrude on another family and tell them what they should do.
[02:54.740 --> 02:57.540]  Wouldn't that be really dangerous for children?
[02:57.540 --> 02:59.100]  I don't see how we know that.
[02:59.100 --> 03:01.460]  Like, children are human beings.
[03:01.460 --> 03:03.740]  They're not property.
[03:03.740 --> 03:05.500]  What about their protection?
[03:05.500 --> 03:10.500]  The law doesn't treat them as having the full rights of adults.
[03:10.500 --> 03:15.300]  Nathan Larson also told me he doesn't think wives should be allowed to accuse their husbands
[03:15.300 --> 03:16.300]  of rape.
[03:16.300 --> 03:20.260]  Now, I talked to the Virginia State Board of Elections and they tell me that Nathan Larson
[03:20.260 --> 03:25.820]  is not an official candidate because independence cannot be official until June 12th.
[03:25.820 --> 03:32.020]  But Larson says he's gotten the required 1,000 signatures and filed the paperwork.
[03:32.020 --> 03:34.780]  It really doesn't get any more insane than that.
[03:34.780 --> 03:41.180]  And if Larson, who has described himself as a quasi-neo-reactionary libertarian, finds
[03:41.180 --> 03:46.220]  himself in prison for raping his ex-wife or assaulting a minor, there's a good chance
[03:46.220 --> 03:50.540]  Larson and the Chester won't make it out alive.
[03:50.540 --> 03:56.340]  What kind of society would allow someone like Larson to even come out of the shadows?
[03:56.340 --> 03:59.180]  A culture that sexualizes children.
[03:59.180 --> 04:00.180]  That's what.
[04:00.180 --> 04:05.380]  In a statement to LifeSite News, the Boy Scouts of America said that condoms will be made
[04:05.380 --> 04:10.620]  available through the medical facilities set up throughout the camps, where an estimated
[04:10.620 --> 04:14.100]  50,000 are expected to attend.
[04:14.100 --> 04:19.420]  Is this a sure ticket to a merit badge for not knocking your girlfriend up?
[04:19.420 --> 04:23.220]  Or is there something far more sinister at play?
[04:23.220 --> 04:28.540]  In 2010, a jury ordered that the Scouts pay $18.5 million to a scout who was abused in
[04:28.540 --> 04:29.780]  the 1980s.
[04:29.780 --> 04:34.460]  It was the largest punitive damages award to a single plaintiff in a child abuse case
[04:34.460 --> 04:36.180]  in the United States.
[04:36.180 --> 04:42.420]  This after 2,000 Boy Scout rape cases had been reported previous to 1994.
[04:42.420 --> 04:48.340]  Morality, which is essential to the continuation of our society, has been run roughshod since
[04:48.340 --> 04:53.420]  Obama reigned in the PC culture that has opened doors for predators.
[04:53.420 --> 04:54.420]  Larson.
[04:54.420 --> 04:57.260]  All right, all the breaking news and a breaking video from Alex Jones on the other side.
[04:57.260 --> 05:00.820]  Don't go anywhere.
[05:00.820 --> 05:03.100]  Fueling your body is hard work.
[05:03.100 --> 05:07.620]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel
[05:07.620 --> 05:08.620]  it right.
[05:08.620 --> 05:13.980]  Combine fluorolife everyday maintenance and carnivore to help you fuel your gut and body
[05:13.980 --> 05:17.260]  and take advantage of the powerful nutrients you receive.
[05:17.260 --> 05:20.140]  There's no better way to power your body.
[05:20.140 --> 05:25.140]  Fluorolife is a powerful probiotic supplement with 20 of the most potent clinically studied
[05:25.140 --> 05:26.860]  probiotic strains.
[05:26.860 --> 05:32.060]  When paired with carnivore, our incredible enzyme formula that helps you break down nutrients.
[05:32.060 --> 05:36.660]  These formulas fuel your gut and your body to help you fight toxins and stay fueled
[05:36.660 --> 05:38.060]  all day.
[05:38.060 --> 05:42.660]  These incredible formulas can help keep your body in tip-top shape in the fight against
[05:42.660 --> 05:45.540]  stress, age, and outside toxins.
[05:45.540 --> 05:50.300]  There's no better time to try fluorolife and carnivore to see how well they can support
[05:50.300 --> 05:51.700]  your body.
[05:51.700 --> 05:55.420]  Don't miss out on the chance to fuel your body and support recovery.
[05:55.420 --> 06:06.140]  Try the InfoWars Life Daily Digestive Pack today.
[06:06.140 --> 06:30.220]  Here we are on Monday, June 4th, 2018, and Alex Jones, while trying to take a vacation
[06:30.220 --> 06:39.580]  in the middle of the storm, arrives at LA International, where he runs into who other
[06:39.580 --> 06:41.860]  than crazy Bernie.
[06:41.860 --> 06:48.180]  Crazy as a bed bug, they say, and well, let's just say the confrontation was everything
[06:48.180 --> 06:53.700]  that you would expect it to be, and we are getting that exclusive footage ready for you
[06:53.700 --> 06:59.460]  to be debuted here on the Alex Jones show for your viewing and listening pleasure.
[06:59.460 --> 07:05.420]  Coming in for Alex Jones, I'm Owen Shroyer, obviously a ton of breaking news to get to.
[07:05.420 --> 07:07.620]  I'm not sure what the most important is.
[07:07.620 --> 07:14.660]  I've got a list here that I might just read this full story, complete list of President
[07:14.660 --> 07:18.020]  Trump's historic accomplishments after first 500 days in office.
[07:18.020 --> 07:23.740]  I might have to just read this entire article for a segment, because nobody else is going
[07:23.740 --> 07:25.580]  to highlight this.
[07:25.580 --> 07:33.500]  You're not going to hear this on the national news syndicates, the ABCs, the NBCs, the CBSs.
[07:33.500 --> 07:36.220]  No, no, no, no, no.
[07:36.220 --> 07:41.420]  You're just going to hear more of the same Trump Russia, Trump Stormy Daniels, Trump
[07:41.420 --> 07:44.500]  animals, Trump bigot.
[07:44.500 --> 07:46.980]  You've heard it all before.
[07:46.980 --> 07:59.460]  So there's that, you've got now two examples of Google first saying the California Republican
[07:59.460 --> 08:02.060]  Party was Nazi.
[08:02.060 --> 08:09.460]  Now saying Trudy Wade, a Republican Senator from North Carolina, is a bigot and using
[08:09.460 --> 08:15.300]  a picture of her labeled as bigot in the search results.
[08:15.300 --> 08:22.700]  Now Devin Nunes has said Google may need to testify if anti-GOP search results keep showing
[08:22.700 --> 08:23.700]  up.
[08:23.700 --> 08:29.220]  Now, let me tell you why this is so important.
[08:29.220 --> 08:36.140]  If this is actual individuals, still humans that work at Google, going in there and programming
[08:36.140 --> 08:41.260]  it to come up with these results, that's an issue.
[08:41.260 --> 08:49.060]  If this is Google's AI learning organically this information and then plugging those algorithms
[08:49.060 --> 08:54.180]  in itself, then that's an even bigger concern.
[08:54.180 --> 08:59.020]  And I remember when I was thinking about this whole AI rollout, which by the way, in case
[08:59.020 --> 09:02.340]  you haven't noticed, the AI rollout is here.
[09:02.340 --> 09:04.940]  Have you not seen all the commercials on television?
[09:04.940 --> 09:08.980]  Have you not seen the robot in Saudi Arabia becoming a citizen?
[09:08.980 --> 09:13.860]  So the AI rollout is now, it's happening right now.
[09:13.860 --> 09:19.020]  And if AI is learning organically from what it reads and sees on the internet, maybe the
[09:19.020 --> 09:23.020]  Google AI really thinks Republicans are Nazis.
[09:23.020 --> 09:28.900]  Maybe the Google AI really thinks that Trudy Wade is a bigot.
[09:28.900 --> 09:35.620]  Now, do you see the dangerous precedent being set in that regard?
[09:35.620 --> 09:39.140]  Here's Sophia, the first robot citizen in Saudi Arabia.
[09:39.140 --> 09:41.140]  It's got rights.
[09:41.140 --> 09:43.660]  Oh, yeah.
[09:43.660 --> 09:48.380]  Won't you just love it when they roll out the AI bots, your personal assistant, and
[09:48.380 --> 09:51.420]  then they get voting rights?
[09:51.420 --> 09:56.540]  As if the electronic voting machines aren't enough to just let our elections be totally
[09:56.540 --> 10:01.620]  hacked and rigged, let's just let the AI robots vote too.
[10:01.620 --> 10:08.780]  After all, they're citizens, they have rights.
[10:08.780 --> 10:11.620]  But I'm digressing here.
[10:11.620 --> 10:14.020]  That's what the AI is now doing.
[10:14.020 --> 10:19.180]  So that's why it's important that Google, I think, should testify to this.
[10:19.180 --> 10:25.020]  Is this an individual plugging in these algorithms, or is this your AI?
[10:25.020 --> 10:31.020]  And if it is your AI, boy, aren't we looking at a bigger issue here?
[10:31.020 --> 10:35.940]  So that's one of the top stories for me today.
[10:35.940 --> 10:45.820]  Meanwhile, England's top family judge, society should welcome and applaud the decline of nuclear
[10:45.820 --> 10:46.820]  families.
[10:46.820 --> 10:56.460]  Well, yes, if you want the decline of society, if you want the decline of civilization, oh,
[10:56.460 --> 11:04.060]  they don't have the studies that say a fatherless home increases the child's chances of winding
[11:04.060 --> 11:09.980]  up in jail, dropping out of school, doing illicit drugs.
[11:09.980 --> 11:11.940]  They don't have those studies.
[11:11.940 --> 11:18.220]  No, no, no, no, no.
[11:18.220 --> 11:24.980]  So now they're going to say you should be celebrating the decline of nuclear families.
[11:24.980 --> 11:31.460]  And of course, they'll probably wind up on the conclusion that it's racist.
[11:31.460 --> 11:35.820]  No, anybody can have a nuclear family.
[11:35.820 --> 11:37.620]  Anybody can have parents in the household.
[11:37.620 --> 11:39.260]  This isn't a race thing.
[11:39.260 --> 11:42.940]  This is a destruction of society thing.
[11:42.940 --> 11:50.020]  And so then it gets twisted, and they say, no, we should be applauding this.
[11:50.020 --> 11:54.180]  Yes, you should be applauding your own demise.
