[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[00:10.000 --> 00:11.000]  You want answers?
[00:11.000 --> 00:13.000]  Well, so does he.
[00:13.000 --> 00:17.000]  He's Alex Jones on the GCN Radio Network.
[00:17.000 --> 00:29.000]  And now, live from Austin, Texas, Alex Jones.
[00:29.000 --> 00:44.000]  We are live, ladies and gentlemen, Thursday, the 22nd day of April, 2010.
[00:44.000 --> 00:46.000]  Important broadcast lined up for you.
[00:46.000 --> 00:54.000]  We have Bill Murphy joining us, who heads up GATA, the Gold Antitrust Action Committee.
[00:54.000 --> 01:01.000]  A few weeks ago, they testified in Congress about clear, red-handed evidence of JPMorgan Chase
[01:01.000 --> 01:06.000]  and others manipulating and suppressing the gold and silver market.
[01:06.000 --> 01:10.000]  He will be joining us coming up in the third hour today.
[01:10.000 --> 01:14.000]  We're going to have open phones on a host of issues coming up in the next segment
[01:14.000 --> 01:17.000]  after I go over some of the news.
[01:17.000 --> 01:28.000]  The toll-free number to join us on air is 1-800-259-9231.
[01:28.000 --> 01:32.000]  It is Earth Day, ladies and gentlemen.
[01:32.000 --> 01:34.000]  That doesn't mean taking care of the Earth.
[01:34.000 --> 01:42.000]  It means learning to shut down our standard of living and become feudal slave serfs.
[01:42.000 --> 01:48.000]  It is Earth Day, my friends, and without even searching around looking for Earth Day news,
[01:48.000 --> 01:52.000]  I saw it on ABC, I saw it on CNN, you name it.
[01:52.000 --> 01:58.000]  There was an article, it was the headline story at CNN.com, just an hour or so ago,
[01:58.000 --> 02:07.000]  I don't know, but still the top story, that said, green sex, how to be green about your sex.
[02:07.000 --> 02:12.000]  And I knew what I was going to read as soon as I saw the headline, and sure enough,
[02:12.000 --> 02:16.000]  buried in the middle it said, a one-child policy in America.
[02:16.000 --> 02:19.000]  And then I started looking around on some other big news sites, and guess what?
[02:19.000 --> 02:21.000]  I saw it everywhere I looked.
[02:21.000 --> 02:22.000]  That's right.
[02:22.000 --> 02:28.000]  Have a hybrid car, have mercury-filled light bulbs, let the government raise taxes on you.
[02:28.000 --> 02:29.000]  That will save the planet.
[02:29.000 --> 02:37.000]  And yes, one-child policy, just incredibly draconian, amazing police state promotion,
[02:37.000 --> 02:43.000]  but it's put out there all fluffy and touchy-feely and sweet for everyone.
[02:43.000 --> 02:47.000]  So we're going to be breaking down what the real environmental movement is and what it's pushing
[02:47.000 --> 02:52.000]  and what it stands for and how it dupes a lot of well-meaning fools.
[02:52.000 --> 02:57.000]  Also, the big central banks are pushing the global carbon taxes as one leg of their funding system
[02:57.000 --> 03:00.000]  to shut down the real economy in their own words.
[03:00.000 --> 03:10.000]  A key article up on prisonplanet.com, bankers prepare to assault Americans with VAT transaction tax.
[03:10.000 --> 03:17.000]  And this is being simultaneously announced around the world by every major nation that is under globalist control.
[03:17.000 --> 03:26.000]  Meanwhile, Obama denies link to timing of SEC case, and he doesn't intend to give back the Goldman Sachs campaign donations.
[03:26.000 --> 03:30.000]  Also, millions face tax increases under DIM's budget plan.
[03:30.000 --> 03:35.000]  The AP is now admitting all these other hidden taxes where Obama breaks his pledge.
[03:35.000 --> 03:41.000]  Of course, a value added affects everyone at every level, and he's saying it's definitely needed.
[03:41.000 --> 03:47.000]  A financial VAT and a manufacturing VAT, a overall retail sales VAT.
[03:47.000 --> 03:50.000]  And they've announced today the new $100 bill.
[03:50.000 --> 03:51.000]  Looks like the euro.
[03:51.000 --> 03:52.000]  That's not me saying that.
[03:52.000 --> 03:56.000]  That's Vanity Fair, America's new $100 bill, might as well be the euro.
[03:56.000 --> 03:57.000]  That's coming up.
[03:57.000 --> 04:01.000]  Also, Goldman and the White House connections raise eyebrows.
[04:01.000 --> 04:06.000]  Turns out they have been secretly and quietly communicating with each other.
[04:06.000 --> 04:10.000]  No kidding, they're Obama's biggest campaign donor.
[04:10.000 --> 04:14.000]  In other financial news, wholesale prices rise and marches.
[04:14.000 --> 04:16.000]  Food costs jump.
[04:16.000 --> 04:22.000]  The great recovery, and we will continue with the financial news after the break.
[04:22.000 --> 04:27.000]  Greek debt crisis gets worse as EU revises figures.
[04:27.000 --> 04:32.000]  And then I'm going to shift gears into groups ask DHS to suspend full-body imagers.
[04:32.000 --> 04:39.000]  I'll tell you about that contest that we've been having when I'm going to announce the winners of that and a lot more today.
[04:39.000 --> 04:41.000]  I haven't even scratched the tip of the iceberg.
[04:41.000 --> 04:48.000]  Dick Morris last night on Fox said, Bill Clinton personally orchestrated 93 Waco, Texas, tragedy.
[04:48.000 --> 04:55.000]  Well, actually, we knew that from the congressional hearings back at the time, but this is sending shock waves to the media.
[04:55.000 --> 04:58.000]  He said that Janet Reno was blackmailing him.
[04:58.000 --> 05:22.000]  And that's coming up as well.
[05:28.000 --> 05:29.000]  You can't feed yourself.
[05:29.000 --> 05:32.000]  Will you go to the gathering center and be immunized?
[05:32.000 --> 05:35.000]  You wipe out all these problems if you have a good food supply.
[05:35.000 --> 05:39.000]  Food is your ammunition to fight for your freedom and your life.
[05:39.000 --> 05:40.000]  How much will you need?
[05:40.000 --> 05:41.000]  We don't know.
[05:41.000 --> 05:42.000]  How much do you want?
[05:42.000 --> 05:43.000]  All you can get.
[05:43.000 --> 05:44.000]  I'm Alex Jones.
[05:44.000 --> 05:47.000]  I want all of you good guys to live to fight another day.
[05:47.000 --> 05:55.000]  Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[05:55.000 --> 06:01.000]  Again, that number, 1-800-409-5633.
[06:01.000 --> 06:05.000]  You may be arrested and or subject to other police action.
[06:05.000 --> 06:06.000]  Tyranny is here.
[06:06.000 --> 06:10.000]  The grim future foretold in 1984 has become reality.
[06:10.000 --> 06:13.000]  It really says that the state is God.
[06:13.000 --> 06:18.000]  The United States is now recognized globally as one of the most impressive police states on Earth.
[06:18.000 --> 06:25.000]  This film conclusively proves the existence of a secret network of FEMA cameras, now being expanded nationwide.
[06:25.000 --> 06:31.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[06:31.000 --> 06:35.000]  Police state 4 chronicles the sickening depths to which our republic has fallen.
[06:35.000 --> 06:39.000]  Prepare to enter the secret of world of emergency dictatorship.
[06:39.000 --> 06:45.000]  Body scanners, sound cameras, citizen spies, staged terror and cameras on every street corner.
[06:45.000 --> 06:49.000]  It's only the beginning of the new world order's hellish plan.
