[00:00:04.898 --> 00:00:06.199]  Big Brother.
[00:00:06.199 --> 00:00:07.981]  Mainstream media.
[00:00:07.981 --> 00:00:09.723]  Government cover-ups.
[00:00:09.723 --> 00:00:11.325]  You want answers?
[00:00:11.325 --> 00:00:12.866]  Well, so does he.
[00:00:12.866 --> 00:00:17.051]  He's Alex Jones on the GCN Radio Network.
[00:00:17.051 --> 00:00:21.115]  And now, live from Austin, Texas, Alex Jones.
[00:00:30.982 --> 00:00:33.464]  Ladies and gentlemen, thank you very much for joining us.
[00:00:33.464 --> 00:00:37.087]  It is Monday, the 25th day of January 2016.
[00:00:37.087 --> 00:00:38.948]  I'm your host, Alex Jones.
[00:00:38.948 --> 00:00:47.135]  We're going to be live here for the next four hours with Jakari Jackson, Leigh-Anne McAdoo, and others hosting the fourth hour today.
[00:00:47.135 --> 00:00:51.178]  I'll be here for the first three hours.
[00:00:51.178 --> 00:00:53.660]  Where to begin?
[00:00:53.660 --> 00:00:56.923]  Obviously, our job gets harder and harder as
[00:00:59.537 --> 00:01:07.739]  The entire planet, the entire media system struggles with the fact that world government's real.
[00:01:07.739 --> 00:01:13.820]  They are growing genetically engineered humanoid clones in animals.
[00:01:13.820 --> 00:01:17.401]  Poison is putting our water and food by design.
[00:01:17.401 --> 00:01:25.542]  There's a breakaway civilization under national security that's above the law and tax-exempt and we don't even know what it's doing.
[00:01:25.542 --> 00:01:28.303]  The small percentage we know is beyond science fiction.
[00:01:31.733 --> 00:01:40.216]  Our government is trying to start a war with Russia, one of the last holdouts not being part of the world government.
[00:01:40.216 --> 00:01:49.939]  Our so-called government is funding radical jihadists, islamicists all over the world and turning them loose to murder Christians and non-radical Muslims.
[00:01:49.939 --> 00:01:58.962]  I have so many videos today of Germans being raped and attacked at bus stations and in public pools.
[00:02:00.680 --> 00:02:03.661]  That I can't even watch them myself.
[00:02:03.661 --> 00:02:04.981]  There's too many.
[00:02:04.981 --> 00:02:09.703]  Much less even play them all.
[00:02:09.703 --> 00:02:15.505]  And they've got a civil emergency banning people's free speech in Germany and France.
[00:02:15.505 --> 00:02:18.906]  It's now become an economic emergency where they're taking people's money.
[00:02:20.362 --> 00:02:22.664]  Major banks are announcing a war on cash.
[00:02:22.664 --> 00:02:23.685]  The beast system is here.
[00:02:23.685 --> 00:02:25.106]  That's the headline.
[00:02:25.106 --> 00:02:27.028]  The beast system arises.
[00:02:27.028 --> 00:02:29.510]  Largest bank in Norway calls for elimination of cash.
[00:02:29.510 --> 00:02:34.754]  Joining all these other big banks.
[00:02:34.754 --> 00:02:44.242]  And when I was out taking care of business this morning, running into people, all they would do, even people that knew who I am, would say, boy, how about those games last night?
[00:02:46.209 --> 00:02:47.310]  That is the culture.
[00:02:47.310 --> 00:02:48.631]  Okay, we'll cover it then.
[00:02:48.631 --> 00:02:53.714]  Panthers open up four-point favorites in Vegas over Broncos.
[00:02:53.714 --> 00:02:54.995]  Okay, Associated Press.
[00:02:54.995 --> 00:02:56.936]  There you go, folks.
[00:02:56.936 --> 00:02:57.837]  There you go.
[00:02:57.837 --> 00:02:58.717]  Go gamble.
[00:02:58.717 --> 00:03:02.640]  Go buy some Powerball tickets.
[00:03:02.640 --> 00:03:05.622]  Here, we've got some other red meat distractionary issues.
[00:03:05.622 --> 00:03:06.402]  Clint Eastwood.
[00:03:06.402 --> 00:03:08.343]  Hey, liberals, most people don't win.
[00:03:08.343 --> 00:03:12.366]  It's up on InfoWars.com.
[00:03:12.366 --> 00:03:13.947]  There's a thousand people in the Academy.
[00:03:16.872 --> 00:03:31.018]  And only, what, 15 or so, I guess, are gonna win, and... You know, my question is... Why aren't there any white winners over at the BET Awards?
[00:03:31.018 --> 00:03:33.519]  By the way, I'm all for people being able to have black entertainment television.
[00:03:33.519 --> 00:03:40.942]  I think you should be able to have Irish television if somebody wants to put it together and do it, or Scottish, or German, or Chinese, whatever.
[00:03:40.942 --> 00:03:45.804]  But you do know, under political correctness, everybody can have their own ethnic channel, but white people.
[00:03:47.008 --> 00:03:54.771]  But separately from that, you talk about Hollywood, it is the most elitist, insular group I've ever seen.
[00:03:54.771 --> 00:03:58.792]  You know, you got that Clippers owner, remember?
[00:03:58.792 --> 00:04:03.273]  Who was, you know, telling his girlfriend, hey, don't date black people, baby.
[00:04:03.273 --> 00:04:07.275]  You can go out with whoever you want, but don't be seen with black people.
[00:04:07.275 --> 00:04:08.275]  You just don't do that.
[00:04:09.761 --> 00:04:11.901]  And he's a Jewish guy, an old Jewish guy.
[00:04:11.901 --> 00:04:14.542]  And let me just give you a little newsflash, folks.
[00:04:14.542 --> 00:04:21.663]  I know in the politically correct world there's this idea that only people that are racist are folks with WASP last names.
[00:04:21.663 --> 00:04:30.685]  You get around some old Jews, you get around some old black people, you get around some old whatever, you get around some old Mexicans, you're gonna hear some racist talk.
[00:04:30.685 --> 00:04:32.285]  That's just the way it is.
[00:04:32.285 --> 00:04:34.925]  But the point is, I think there's a mix of both.
[00:04:34.925 --> 00:04:38.446]  I mean, I find it hard to believe that year after year there are no Black Academy Award winners.
[00:04:39.918 --> 00:04:43.860]  And so, are they pushing all of this to create more racial division?
[00:04:43.860 --> 00:04:44.680]  I don't know.
[00:04:44.680 --> 00:04:48.522]  No, it's a bunch of academy people that give awards to their friends.
[00:04:48.522 --> 00:04:52.203]  And the old Hollywood system's run by a bunch of old white people.
[00:04:52.203 --> 00:04:53.284]  That's what's going on here.
[00:04:59.372 --> 00:05:06.160]  Russia and Turkey are headed for a military confrontation along Syria's border with Turkey, as reported by Kurt Nimmo of Infowars.com.
[00:05:06.160 --> 00:05:12.987]  According to intelligence sources in the United States, Russia has dispatched engineers to the northeastern city of Qamishli on the border.
