[00:00.000 --> 00:12.200]  We're live, ladies and gentlemen, broadcasting worldwide.
[00:12.200 --> 00:13.200]  I'm your host, Alex Jones.
[00:13.200 --> 00:15.800]  This is going to be a very important transmission.
[00:15.800 --> 00:16.800]  Stay with us.
[00:16.800 --> 00:20.240]  Here's John Bowne's report on last night's historic speech.
[00:20.240 --> 00:24.040]  We are one people with one destiny.
[00:24.040 --> 00:26.800]  We all bleed the same blood.
[00:26.800 --> 00:39.800]  We all salute the same great American flag, and we all are made by the same God.
[00:39.800 --> 00:44.640]  An epic speech to the joint session of Congress and the American people that Ivanka Trump
[00:44.640 --> 00:50.200]  had a hand in writing, President Donald J. Trump straddled party lines and solidified
[00:50.200 --> 00:54.120]  his position as the nation's bold commander-in-chief.
[00:54.120 --> 01:01.240]  When we fulfill this vision, when we celebrate our 250 years of glorious freedom, we will
[01:01.240 --> 01:09.120]  look back on tonight as when this new chapter of American greatness began.
[01:09.120 --> 01:12.680]  The time for small thinking is over.
[01:12.680 --> 01:16.720]  The time for trivial fights is behind us.
[01:16.720 --> 01:22.680]  The crybullies on the left were shaken as they watched their globalist dream turn into
[01:22.680 --> 01:25.240]  new ash before their very eyes.
[01:25.240 --> 01:31.240]  Intel, Walmart, and many others have announced that they will invest billions and billions
[01:31.240 --> 01:38.440]  of dollars in the United States and will create tens of thousands of new American jobs.
[01:38.440 --> 01:46.520]  You didn't feel one thing that you can stand behind this morning?
[01:46.520 --> 01:53.160]  I was touched by the mention of the widow of the brave soldier who died in Yemen and
[01:53.160 --> 02:00.280]  things like that, but no, it's hard to see any place where the president actually has
[02:00.280 --> 02:02.400]  done something for working people.
[02:02.400 --> 02:08.960]  Ordered the Department of Homeland Security to create an office to serve American victims.
[02:08.960 --> 02:15.000]  The office is called Voice, Victims of Immigration Crime Engagement.
[02:15.000 --> 02:19.400]  We are providing a voice to those who have been ignored by our media.
[02:19.400 --> 02:22.880]  In its conclusion, I thought it was a very unrealistic speech.
[02:22.880 --> 02:28.040]  I thought it was very divisive, and I was saddened by the direction that it went.
[02:28.040 --> 02:33.840]  He came with no ideas or an agenda for the American people tonight.
[02:33.840 --> 02:43.160]  We are watching this president take people and dehumanize them in terms of immigration
[02:43.160 --> 02:48.920]  and those types of things, in terms of the inner cities when he constantly harps on Chicago.
[02:48.920 --> 02:58.120]  We know there are issues in this country, but to dehumanize people in certain communities
[02:58.120 --> 03:02.400]  is not the way to be Commander-in-Chief, the leader of this nation.
[03:02.400 --> 03:07.480]  He talked about bringing it together, but all we see is a constant division by this
[03:07.480 --> 03:08.480]  president.
[03:08.480 --> 03:17.160]  Where's the meat, where's the money, or Congressman Engel, who earlier today indicated that he
[03:17.160 --> 03:22.440]  would not shake President Trump's hand, a tradition that goes back in many, many decades
[03:22.440 --> 03:27.800]  for you here in the State of the Union speeches, speeches to joint sessions.
[03:27.800 --> 03:30.760]  Tell us about some of your thinking on that, Congressman Engel.
[03:30.760 --> 03:37.000]  Well, I've been appalled at a lot of the things that the president and his administration
[03:37.000 --> 03:39.880]  has been doing for the past 40 days.
[03:39.880 --> 03:46.880]  And I just felt that to go there as I have for the past 28 years and pretend its business
[03:46.880 --> 03:53.120]  as usual would just be untrue and unfair and wrong for me to do it.
[03:53.120 --> 03:57.880]  We are supposed to have a free and independent press and Freedom of Speech First Amendment
[03:57.880 --> 03:58.880]  rights.
[03:58.880 --> 04:01.600]  He bars the press from his press conferences.
[04:01.600 --> 04:06.720]  He singles out stations and newspapers that he doesn't like.
[04:06.720 --> 04:11.520]  When you're president of the United States, you know, you are there for the papers to
[04:11.520 --> 04:12.520]  write whatever they want.
[04:12.520 --> 04:13.520]  No, don't just get first in line.
[04:13.520 --> 04:14.520]  Nobody reads them.
[04:14.520 --> 04:15.520]  He wants you to sign them or nobody reads them.
[04:15.520 --> 04:16.520]  Care acted.
[04:16.520 --> 04:20.520]  The questions about his ties to Russia and to Putin, these are all very troubling things.
[04:20.520 --> 04:21.520]  The intelligence committee says it's bull.
[04:21.520 --> 04:27.600]  He just felt that I had to in some way show my protest, and that was the way I showed him.
[04:27.600 --> 04:31.520]  In terms of the president's speech, it was very disappointing that the only time he
[04:31.520 --> 04:38.720]  mentioned Muslims was to relate to Islamic terrorism or Islamic radicals.
[04:38.720 --> 04:39.920]  So that was disappointing.
[04:39.920 --> 04:46.760]  No less than 23 Democratic Senate seats are up for re-election in 2018, along with two
[04:46.760 --> 04:48.320]  independent seats.
[04:48.320 --> 04:54.280]  If the Democrats continue to flap their elitist jaws, the Democratic Party may begin to border
[04:54.280 --> 04:55.400]  on extinction.
[04:55.400 --> 05:07.280]  Just when you thought the progressive left couldn't sink any lower, last night's Trump
[05:07.280 --> 05:13.160]  speech to Congress gave liberals yet another opportunity to showcase their ignorance and
[05:13.160 --> 05:15.640]  lack of respect for the country.
[05:15.640 --> 05:21.080]  Right after President Trump finished his historic address to Congress, the usual suspects like
[05:21.080 --> 05:27.640]  Michael Moore appeared on television to bash Donald Trump, this time for honoring, wait
[05:27.640 --> 05:29.640]  for it, veterans.
[05:29.640 --> 05:31.680]  I'm going to get an Emmy for this.
[05:31.680 --> 05:35.480]  Most applause for a dead soldier on my watch.
[05:35.480 --> 05:38.400]  I mean, this is the sickness of this man.
[05:38.400 --> 05:43.760]  Meanwhile, other liberals like Hillary Clinton volunteer Dan Grillo posted vulgar remarks
