[00:00.000 --> 00:25.000]  Crashing through the lies and disinformation, it's Alex Jones.
[00:25.000 --> 00:33.000]  It was just two weeks ago that I got Paul Watson and Mike Adams on the phone, two really smart guys.
[00:33.000 --> 00:39.000]  And I said, the President needs our help.
[00:39.000 --> 00:42.000]  And America and the world needs our help.
[00:42.000 --> 00:44.000]  It falls to us.
[00:44.000 --> 00:50.000]  No one else has written a report on the full spectrum of the strangulation of free speech, not just here in the U.S.
[00:50.000 --> 00:56.000]  but in Europe that's being used to bring in this global tyranny.
[00:56.000 --> 00:59.000]  We have history on our side. We have the facts.
[00:59.000 --> 01:10.000]  And we can get this report directly into the President's hands, which within one day of it being published, the President was still in Europe
[01:10.000 --> 01:14.000]  and it was delivered to him on Air Force One.
[01:14.000 --> 01:17.000]  And the President did read the report.
[01:17.000 --> 01:24.000]  Now, the report was also given to Congressman Gates directly to him.
[01:24.000 --> 01:36.000]  And we asked him to expose the fact that I did not say anybody, I did not die at Parkland and that they were shadow banning everybody, including members of Congress.
[01:36.000 --> 01:45.000]  He responded by throwing me under the bus and saying that I did say nobody died and that companies have a right to ban and restrict whoever they want.
[01:45.000 --> 01:51.000]  Just don't promote killing congressmen.
[01:51.000 --> 01:53.000]  Remember those hearings last Tuesday.
[01:53.000 --> 01:56.000]  And then they shadow banned him.
[01:56.000 --> 02:08.000]  They took that as a green light and every other Republican in Congress other than John McCain.
[02:08.000 --> 02:18.000]  The President and Congress were all watching that hearing where the Republicans and Democrats made fools of themselves and had circles run around them by the heads of the tech companies.
[02:18.000 --> 02:27.000]  But there were other people watching and they were reading our report that was all bibliographed and they're taking action on our report.
[02:27.000 --> 02:34.000]  So, censor me, shut me down, whatever you're going to try, we just blew another death star.
[02:34.000 --> 02:38.000]  Let me tell you, the Domino's are going down on this now.
[02:38.000 --> 02:45.000]  Everybody knows I'm always on to the next battle and I don't get euphoria over winds, I don't get dopamine injections mentally.
[02:45.000 --> 02:48.000]  But I'm feeling really good right now.
[02:48.000 --> 02:56.000]  I was sitting there going over all this this morning and it just hit me that we fired torpedoes down the reactor shaft.
[02:56.000 --> 02:58.000]  You did it again.
[02:58.000 --> 02:59.000]  Paul Watson did it.
[02:59.000 --> 03:00.000]  Mike Adams did it.
[03:00.000 --> 03:01.000]  This whole crew did it.
[03:01.000 --> 03:03.000]  God did it.
[03:03.000 --> 03:11.000]  And I am just so happy because I can look at the tea leaves here.
[03:11.000 --> 03:13.000]  Yeah, yeah.
[03:13.000 --> 03:15.000]  And you're in a war.
[03:15.000 --> 03:18.000]  Use a naval Coral Sea analogy.
[03:18.000 --> 03:22.000]  And you've been looking for the Japanese for days and they've been finding you and attacking you.
[03:22.000 --> 03:30.000]  And finally, it's getting dark, but your planes find the Japanese task force and you just start blowing their ships up politically.
