[00:00:14.722 --> 00:00:16.423]  InfoWars.
[00:00:16.423 --> 00:00:17.625]  Tomorrow's news.
[00:00:17.625 --> 00:00:18.025]  Today.
[00:00:26.374 --> 00:00:31.356]  I didn't do an April Fool's joke on April 1st.
[00:00:31.356 --> 00:00:36.517]  But on April 20th, I made a point with a headline that's going live here in just a few minutes.
[00:00:36.517 --> 00:00:41.959]  And it's that verdict reached in the Chauvin trial.
[00:00:41.959 --> 00:00:43.540]  Because the verdict's already been reached.
[00:00:43.540 --> 00:00:47.541]  The Democrats, the Deep State, the Globalists have this country primed to blow.
[00:00:49.281 --> 00:00:59.008]  And to hold America hostage, so there's so much violence, so much shooting, so much killing, so much burning, that when the mainstream media says somebody needs to be convicted, they will be convicted.
[00:00:59.008 --> 00:01:02.210]  And when the media decides to not cover something, they can get away with murder.
[00:01:02.210 --> 00:01:04.993]  They want control of the local police.
[00:01:04.993 --> 00:01:07.454]  That's what Soros and the Deep State lust after.
[00:01:07.454 --> 00:01:10.316]  They're Bolsheviks 2.0.
[00:01:10.316 --> 00:01:12.218]  Soros admits he's a Bolshevik.
[00:01:12.218 --> 00:01:15.200]  Studied the Bolsheviks a hundred years ago, 104 years ago.
[00:01:17.975 --> 00:01:20.176]  And you'll know everything you need to know.
[00:01:20.176 --> 00:01:22.037]  They admit they're Bolsheviks.
[00:01:22.037 --> 00:01:24.798]  They admit their plan is Bolshevik.
[00:01:24.798 --> 00:01:30.341]  And it's updated with a malice operation.
[00:01:30.341 --> 00:01:31.641]  The cop didn't want to go to jail.
[00:01:31.641 --> 00:01:32.982]  The cop didn't want to kill him.
[00:01:32.982 --> 00:01:34.542]  It was an out of control situation.
[00:01:34.542 --> 00:01:37.464]  Should the cop get in trouble for negligence of problem?
[00:01:37.464 --> 00:01:38.744]  Sure.
[00:01:38.744 --> 00:01:39.785]  But that isn't the issue.
[00:01:39.785 --> 00:01:41.165]  We're being held hostage.
[00:01:41.165 --> 00:01:44.447]  So, no matter whether he gets convicted or not,
[00:01:46.112 --> 00:01:55.396]  This country's now being held hostage, and here's some of the locals frothing after Maxine Waters came and basically told them to go out and be violent, saying, we're in control now.
[00:01:55.396 --> 00:01:58.778]  This is the Bolshevik model, the French Revolution model, here it is.
[00:01:58.778 --> 00:01:59.998]  They'll find them guilty, man.
[00:01:59.998 --> 00:02:01.359]  They're gonna tear this town up.
[00:02:01.359 --> 00:02:02.579]  We're gonna say it just like that.
[00:02:02.579 --> 00:02:03.600]  We're gonna tear this town up.
[00:02:06.443 --> 00:02:08.004]  Hey, I'm Lisa with The Daily Caller.
[00:02:08.004 --> 00:02:13.246]  Today we are in Brooklyn Center, Minnesota, where Daunte Wright was fatally shot.
[00:02:13.246 --> 00:02:19.789]  And we're asking people what they expect the city to look like if Derek Chauvin is found not guilty of murder.
[00:02:19.789 --> 00:02:20.389]  Let's see what they say.
[00:02:20.389 --> 00:02:25.111]  I think the city's gonna look like if Chauvin is found not guilty of... Aw, y'all, we gonna be f***ed up.
[00:02:25.111 --> 00:02:29.173]  If those cops get off, not only will they burn downtown down, they're gonna burn all of downtown down.
[00:02:29.173 --> 00:02:29.974]  I think it'll burn.
[00:02:29.974 --> 00:02:32.015]  Businesses are gonna burn again, a lot are gonna get broken into.
[00:02:32.015 --> 00:02:32.815]  It look like it did before.
[00:02:33.929 --> 00:02:37.312]  I think it'll probably be worse than it was the past couple nights for sure.
[00:02:56.381 --> 00:02:58.123]  Yeah, go up on the hill.
[00:02:58.123 --> 00:03:01.145]  Probably the exact same as it was last summer.
[00:03:01.145 --> 00:03:04.068]  We shouldn't be standing right here having no f***ing conversation.
[00:03:04.068 --> 00:03:09.172]  Because if they use their training and the s*** that they supposed to do, this s*** wouldn't constantly be happening.
[00:03:09.172 --> 00:03:10.353]  But they don't give a f***.
[00:03:10.353 --> 00:03:11.554]  Look, look at their training.
[00:03:11.554 --> 00:03:12.755]  Oh, it's the taser and you shot him.
[00:03:13.436 --> 00:03:14.037]  Look at their training.
[00:03:14.037 --> 00:03:16.178]  You put a knee on a motherf***ing neck and you kill somebody.
[00:03:16.178 --> 00:03:17.039]  You know what I'm saying?
[00:03:17.039 --> 00:03:19.581]  Like, what kind of f***ing training is this?
[00:03:19.581 --> 00:03:21.062]  You know this ain't training?
[00:03:21.062 --> 00:03:22.343]  This ain't no f***ing training.
[00:03:22.343 --> 00:03:31.171]  I would not feel at rest just if those charges, you know, he was found guilty.
[00:03:31.171 --> 00:03:33.673]  I wouldn't expect anybody to feel at ease with that.
[00:03:33.673 --> 00:03:34.894]  They killed their own son!
[00:03:35.889 --> 00:03:38.934]  No, he's just trying to get away so he don't get killed.
[00:03:38.934 --> 00:03:39.996]  He shot him in the car.
[00:03:39.996 --> 00:03:41.218]  I can't watch anymore of this.
[00:03:41.218 --> 00:03:42.520]  It goes on and on.
[00:03:42.520 --> 00:03:44.943]  And this is just the tip of the iceberg.
[00:03:44.943 --> 00:03:47.447]  And all these liberal women, double, triple, masked.
[00:03:47.447 --> 00:03:48.388]  Got another big study out.
[00:03:49.517 --> 00:03:51.598]  Kills you wearing a mask, but they don't care.
[00:03:51.598 --> 00:03:52.798]  They love the ignorance.
[00:03:52.798 --> 00:04:00.860]  And these black guys don't care about 2,000 dead black people in Chicago at the hands of black people, and like 20 people dead at the hands of white people, black people.
[00:04:00.860 --> 00:04:11.183]  No, it's all about feeling good because the media tells you so, and going out there and acting like idiots, when meanwhile thousands of people are dying a day of fentanyl overdose, just like George Floyd did.
[00:04:12.478 --> 00:04:15.099]  But the media tells you when to get upset.
[00:04:15.099 --> 00:04:18.720]  They don't tell you to get upset about all the black people dying from the vaccine that's poisoned.
[00:04:18.720 --> 00:04:24.082]  They don't tell you to worry about the tens of millions starving to death all over the third world, most of them Africa, from the Great Reset.
[00:04:24.082 --> 00:04:26.082]  No, because you don't care about that.
[00:04:26.082 --> 00:04:28.583]  You like to feel like you're part of the establishment.
[00:04:28.943 --> 00:04:42.666]  And part of the media when the big banks, and the universities, and CNN, MSNBC, and a rich congresswoman, tell you to go out and burn stuff down when she's on the payroll of the communist Chinese that run giant death camps, killing millions of people.
[00:04:42.666 --> 00:04:44.526]  But you don't care about that!
[00:04:44.526 --> 00:04:51.288]  You just care about feeling good all day, and buying into leftist race war, because you're dumbasses!
[00:04:51.288 --> 00:04:52.008]  We'll be right back.
[00:04:52.008 --> 00:04:52.788]  I'm Alex Jones.
[00:04:52.788 --> 00:04:53.868]  This is the InfoWar.
[00:04:53.868 --> 00:04:55.569]  You've already got the verdict.
[00:04:55.569 --> 00:04:56.489]  America's a joke.
[00:04:58.101 --> 00:05:00.642]  The globalists are purposely collapsing our world.
[00:05:00.642 --> 00:05:04.343]  They are creating insecurity, crime, war, and famine.
[00:05:04.343 --> 00:05:11.506]  All of us should do everything we can to get prepared and get ready for ourselves and our families' sakes, but also our community.
[00:05:11.506 --> 00:05:18.449]  And citizenstronghold.com is the best place to go to get high-quality body armor at the lowest price you're going to find.
[00:05:18.449 --> 00:05:22.230]  Again, this is high-quality body armor at the lowest price you're going to find.
[00:05:22.230 --> 00:05:25.891]  We've worked with them for years, but they can never supply enough to our audience.
[00:05:25.891 --> 00:05:27.672]  They have massively expanded their factories.
[00:05:27.992 --> 00:05:32.035]  It's made right here in America and they're ready to ship it to you right now.
[00:05:32.035 --> 00:05:33.876]  CitizenStronghold.com.
[00:05:33.876 --> 00:05:38.200]  When you go there, put in promo code ALEX and get 10% off on your purchases.
[00:05:38.200 --> 00:05:40.601]  They have it for children, they have it for women, they have it for men.
[00:05:40.601 --> 00:05:44.504]  They have backpacks that then unfold and are full top body armor.
[00:05:44.504 --> 00:05:47.446]  They've got it all right now ready to ship to you.
[00:05:47.446 --> 00:05:47.987]  10% off.
[00:05:47.987 --> 00:05:51.890]  And the globalists are coming to try to stop the sale of it soon.
[00:05:51.890 --> 00:05:54.632]  That's why you need to get it now at CitizenStronghold.com.
[00:05:54.632 --> 00:05:55.893]  Promo code ALEX and get 10% off.
[00:06:09.978 --> 00:06:11.099]  Big Brother.
[00:06:11.099 --> 00:06:12.901]  Mainstream media.
[00:06:12.901 --> 00:06:14.763]  Government cover-ups.
[00:06:14.763 --> 00:06:16.484]  You want to stop tyranny?
[00:06:16.484 --> 00:06:18.146]  Well, so does he.
[00:06:18.146 --> 00:06:22.851]  Live from the InfoWars.com studios, it's Alex Jones.
[00:06:27.668 --> 00:06:30.190]  Well, I didn't do an April Fool's on April Fool's.
[00:06:30.190 --> 00:06:30.811]  I never do it.
[00:06:30.811 --> 00:06:32.412]  But I did one today.
[00:06:32.412 --> 00:06:34.173]  Watch live.
[00:06:34.173 --> 00:06:36.935]  Verdict reached in Chauvin trial.
[00:06:36.935 --> 00:06:39.337]  America is being divided and conquered.
[00:06:39.337 --> 00:06:40.958]  That's the verdict.
[00:06:40.958 --> 00:06:42.359]  But really, it's not even tongue-in-cheek.
[00:06:42.359 --> 00:06:43.620]  It's a straightforward thing.
[00:06:43.620 --> 00:06:50.186]  It doesn't matter in the scheme of things about George Floyd or about Chauvin.
[00:06:50.186 --> 00:06:50.966]  They're both humans.
[00:06:50.966 --> 00:06:51.987]  They both have red blood.
[00:06:51.987 --> 00:06:52.908]  God made them both.
[00:06:52.908 --> 00:06:54.569]  I mean, they matter to God.
[00:06:54.569 --> 00:06:55.850]  But to the globalists, they don't matter.
[00:06:56.764 --> 00:06:59.146]  They're just pawns in this game.
[00:06:59.146 --> 00:07:06.230]  I guarantee you George Floyd didn't want to get addicted to methamphetamine and to fentanyl.
[00:07:06.230 --> 00:07:13.294]  And I guarantee you the cop that turned out was friends with him and worked at the same club with him didn't want to kill him.
[00:07:13.294 --> 00:07:15.416]  But they're humans.
[00:07:15.416 --> 00:07:19.158]  And so we're flawed and things go wrong and bad things happen.
[00:07:19.158 --> 00:07:23.821]  But now the media can sit there and divide and conquer us and control us.
[00:07:23.821 --> 00:07:25.642]  Turns out they've gone to the former home
[00:07:26.664 --> 00:07:32.165]  I'll cover it next segment.
[00:07:32.165 --> 00:07:44.768]  One of the defense witnesses went to his home, hadn't lived there in two years, threw a dead pig head on his property, on the former property, and spread blood all over it.
[00:07:44.768 --> 00:07:47.509]  We'll show you all that coming up next segment.
[00:07:47.509 --> 00:07:51.550]  There's some of it right there.
[00:07:51.550 --> 00:07:53.110]  Barry Broad's former residence.
[00:07:56.235 --> 00:08:00.998]  And they went to the other jurors' homes, because CBS doxed them yesterday.
[00:08:00.998 --> 00:08:06.002]  CBS said, here's who they are, so you can go harass them.
