[00:00.000 --> 00:20.400]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:20.400 --> 00:27.880]  Welcome to the Alex Jones Show and this February the 8th, 2015, I'm David Knight.
[00:27.880 --> 00:31.960]  I'll be your host today, Paul Joseph Watson will be joining me in the second hour.
[00:31.960 --> 00:36.800]  We have a lot of news to go over. You know, there's been a lot of talk about Brian Williams and
[00:36.800 --> 00:42.000]  the news about how he lied about his personal experiences, how he essentially made himself
[00:42.000 --> 00:48.560]  kind of a Anchorman superhero, but you know there's some real substantive things that he lied to us
[00:48.560 --> 00:54.760]  about. We're going to talk about that, but it's part of a much larger issue of credibility from
[00:54.760 --> 01:00.120]  our government from the media. We're being told that we need to just shut up and take the vaccine.
[01:00.120 --> 01:05.920]  We don't need to ask questions about the kind of global regimes they want to enact in the name of
[01:05.920 --> 01:12.240]  climate change. We should just shut up all those climate deniers, all those vaccine deniers. Yeah,
[01:12.240 --> 01:16.040]  that's why they're calling people now who question the numbers that are coming out from the CDC,
[01:16.040 --> 01:19.760]  that are questioning the numbers that are coming out from the pharmaceutical companies. We're going
[01:19.760 --> 01:25.240]  to look at the history of some of these measles outbreaks. We're going to look at the swine flu
[01:25.240 --> 01:31.480]  epidemic from 1976. We've got some amazing clips from 60 Minutes back when there was some real
[01:31.480 --> 01:37.640]  journalism back when the pharmaceutical companies didn't own the media companies lock, stock and
[01:37.640 --> 01:43.760]  barrel. You can't turn on the television set and see anything other than one pharmaceutical
[01:43.760 --> 01:47.760]  commercial after the other. They basically own these media companies. It doesn't matter if it's
[01:47.760 --> 01:55.160]  Fox News or MSNBC or CNN, they are owned by the pharmaceutical companies. People can't get past
[01:55.160 --> 02:00.840]  this cognitive dissonance of seeing puppy dogs romping in the sunshine and the high grass as
[02:00.840 --> 02:07.680]  they go through a very rapid litany of all the serious side effects of these medicines that
[02:07.680 --> 02:12.000]  they're trying to sell you're going to create. If people can't get past that cognitive dissonance,
[02:12.000 --> 02:18.240]  if they can't get past the understanding that these vaccines have some real safety issues,
[02:18.240 --> 02:22.440]  there's some real issues with what goes into the vaccines. There's some real issues with the fact
[02:22.440 --> 02:27.520]  that they're giving people multiple vaccines instead of spacing these things out. When they
[02:27.520 --> 02:31.920]  give them to people, all of those things are significant. Nevertheless, the slate is just
[02:31.920 --> 02:35.920]  wiped clean and if anybody complains about this, they say, well, you just don't understand how
[02:35.920 --> 02:41.560]  vaccines work. I understand perfectly well the theory of vaccines and I understand that we're
[02:41.560 --> 02:46.200]  not getting clean vaccines. And as we pointed out last week, it's like saying that you're
[02:46.200 --> 02:50.560]  getting potatoes when you buy fast food fries. There's a lot of stuff that's added to those
[02:50.560 --> 02:55.760]  fast food fries that makes it more than just potatoes and that's also the case of the vaccines.
[02:55.760 --> 03:00.600]  We're also going to be talking about how Alan Greenspan is predicting that there's going to
[03:00.600 --> 03:06.440]  be an exit from the euro that's inevitable. This is all something that I think is paving the way,
[03:06.440 --> 03:11.160]  just as we see with all these trade agreements, it's paving the way again for world government
[03:11.160 --> 03:17.400]  because what he says is this is not going to be fixed unless we go to a politically integrated
[03:17.400 --> 03:22.960]  euro zone. See, that's the end game. They want to go to a full political integration. If they
[03:22.960 --> 03:26.680]  don't do that, they're not going to get their world government and that is what this secret
[03:26.680 --> 03:32.600]  trade treaties that are being negotiated and secretly by corporate lobbyists, the Transpacific
[03:32.600 --> 03:36.440]  Partnership, the Transatlantic Partnership, we're not allowed to see what those are. Our
[03:36.440 --> 03:39.920]  elected representatives are not allowed to see what those are. They're going to bring in these
[03:39.920 --> 03:45.320]  quote-unquote free trade agreements. Ron Paul said a long time ago, you don't need thousands of
[03:45.320 --> 03:51.600]  pages to have free trade. It is a managed trade agreement and it's far more than that. NAFTA was
[03:51.600 --> 03:58.160]  far more than that. These are all steps toward global governance just as this myth of manmade
[03:58.160 --> 04:01.920]  climate change. And I say a myth. We have an article that we're going to talk about with Paul
[04:01.920 --> 04:06.120]  Joseph Watson that's up on the Drudge Report. It's a headline on the Drudge Report. Essentially,
[04:06.120 --> 04:11.040]  fiddling with temperature data is the biggest science scandal ever. That's from the London
[04:11.040 --> 04:14.800]  Telegraph. I'm going to talk about that. And of course, that's something that goes back years
[04:14.800 --> 04:21.360]  as well. That goes back to, I think it was 2009 when they first did the climate gate dump. They
[04:21.360 --> 04:26.040]  got thousands of emails and a couple of years later, they did climate gate two. They got 5,000
[04:26.040 --> 04:32.080]  emails. It just turned up on a Russian server after years of getting stonewalled on FOIA
[04:32.080 --> 04:38.120]  requests wanting to see the data from the scientists who are trying to reorganize everything in our
[04:38.120 --> 04:44.080]  society and bring other things to the table. But yet, they wouldn't allow the data out. So
[04:44.080 --> 04:47.760]  somebody leaked it. We saw the same kind of fudging going on back then. Stay with us,
[04:47.760 --> 05:16.760]  we're just going to be right back. You won't want to miss this report about vaccines. When cells become toxic, they die early and aging sets in. No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time. Just one of the key compounds. BIO PQQ is backed by major clinical studies. You want the best of the best.
[05:17.760 --> 05:40.760]  The average person's life is filled with unexpected challenges. Unlock the energy it takes to defeat these daily beasts with super-male or super-female vitality, specifically designed to assist the body in regulating proper hormone balance to create superior vitality.
[05:40.760 --> 05:58.760]  In males and females, supercharge and conquer your world at EnforceLife.com or call 188-253-3139.
[06:11.760 --> 06:26.760]  You are listening to an Infowars.com frontline report. It's Alex Jones.
[06:26.760 --> 06:44.760]  Welcome to the Alex Jones Show on the Sunday, February 8, 2015. I'm David Knight. I'll be your host today. Paul Joseph Watson will be joining us from the UK in the second hour. Of course, there's a big story that's up on the Drudge Report right now. The fiddling with temperature data is the biggest science scandal ever.
