[00:00.000 --> 00:17.760]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:42.240]  The answer to 1984 is 1776. The answer to the ongoing lockdowns being announced worldwide
[00:42.240 --> 00:45.240]  is people to speak up and say no and to tell the truth.
[00:45.240 --> 00:51.960]  If you're back and they should be begging you to do the right thing, you're about to
[00:51.960 --> 00:59.960]  open a pit of hell. You do not get a vaccine passport put on us. You know, as the population
[00:59.960 --> 01:05.960]  who's in control, you know that the people or the politicians, once you get a power,
[01:05.960 --> 01:11.960]  you will never relinquish it. Do you think that the four feet of marble that holds you
[01:11.960 --> 01:20.960]  above, high in this chamber, will help you from the fate of humanity, which you are unleashing?
[01:20.960 --> 01:29.960]  No! It won't! Your children and your children's children will be subjugated.
[01:29.960 --> 01:36.960]  They will be asked how many vaccines have you had? Have you been a good little Nazi?
[01:36.960 --> 01:47.960]  Hail Fauci! Hail Fauci! Hail Fauci! Hail Fauci! There's been a lot of talk about the Nuremberg Code.
[01:47.960 --> 01:57.960]  Well, I brought you a copy. You are all in violation of Section 1. Yes, you, Dr. Wotan,
[01:57.960 --> 02:07.960]  you are in violation of the Nuremberg Code, which is international law. And the definition is...
[02:07.960 --> 02:09.960]  Sir, your time has expired.
[02:09.960 --> 02:12.960]  The definition we shall not be.
[02:12.960 --> 02:17.960]  Well, that's definitely my brother from another mother. I want to get that gentleman on the show.
[02:17.960 --> 02:21.960]  This is from the San Diego board meeting there. And there are a lot of other great clubs
[02:21.960 --> 02:26.960]  who are going to be playing from that meeting coming up here. In fact, let's just get to one right now.
[02:26.960 --> 02:33.960]  Here's a gym owner saying, I will never submit. People understand, the chains are going on. Here it is.
[02:33.960 --> 02:40.960]  My name is Lou Yardell. I'm the owner of MetroFlex Gym and Oceanside.
[02:40.960 --> 02:46.960]  It's been 18 months since people have been so scared of dying that they gave up on living.
[02:46.960 --> 02:52.960]  I'm here today to talk about recent recommendations to ask employers to do your dirty work.
[02:52.960 --> 02:59.960]  Asking them to mandate vaccines is another misstep in a parade of failures of our government.
[02:59.960 --> 03:05.960]  You want to know why there's so much kickback on this? We simply don't trust you.
[03:05.960 --> 03:12.960]  And why would we? It's gone from two weeks to flatten the curve to show me your papers if you want to work here.
[03:12.960 --> 03:19.960]  It went from stemming the flow of the ICU overflow to eradicating a virus that will never go away.
[03:19.960 --> 03:25.960]  The proof is in Israel with the highest rates of vaccines and many more breakthrough cases than ever seen.
[03:25.960 --> 03:34.960]  Masks didn't work, stay-at-home orders didn't work, and lockdowns will go down in history as one of the greatest blunders of our time.
[03:34.960 --> 03:38.960]  We talk about personal responsibility in getting the vaccine.
[03:38.960 --> 03:50.960]  Dr. Wilma Wooten, not once have I heard you or any other health officer talk about the importance of the fact that 78% of the people admitted to the ICU will overweight or obese.
[03:50.960 --> 04:00.960]  You, nor our elected officials, minus Jim Desmond, have ever mentioned the effectiveness of maintaining healthy weight, exercise, proper nutrition, vitamin supplementation, not a peep.
[04:00.960 --> 04:04.960]  We are talking about health? We talking about health?
[04:04.960 --> 04:11.960]  Instead we get wear a mask, stay home, close your business and take this shot, none of which boosts your immune system.
[04:11.960 --> 04:18.960]  Don't talk to me about personal responsibility until every employer is held responsible for injury resulting from this shot when they require it.
[04:18.960 --> 04:23.960]  Or big pharma companies are held liable. I'm going to make this real simple for y'all.
[04:23.960 --> 04:30.960]  I will never, and I mean ever, submit to any requested requirement to wear a mask or vaccine mandates.
[04:30.960 --> 04:38.960]  I will never submit to rules that segregate or dismantle people and put them against each other. Thank you.
[04:38.960 --> 04:44.960]  Well, once folks get it, they understand and see all.
[04:44.960 --> 04:48.960]  The reason I found that is I was on Twitter and people said, oh, these are the new Alex Joneses.
[04:48.960 --> 04:53.960]  No, they're not. They're humans that see the same takeover and recognize the lies that are going to fight back.
[04:53.960 --> 05:19.960]  We're going to win, but it's going to be rough, folks. Stay with us. The main broadcast starts now.
[05:24.960 --> 05:31.960]  If you haven't tried it, it's back in stock at infowarstore.com, discounted because of the COVID lockdown,
[05:31.960 --> 05:35.960]  because of the globalist siege on small businesses and companies in America.
[05:35.960 --> 05:41.960]  It's not been available for over six months, but now it's back in stock and it's available in only two places.
[05:41.960 --> 05:54.960]  At infowarstore.com and Dr. Jones naturals.com. It is our activated charcoal toothpaste and mouthwash, so get your activated charcoal toothpaste, activated charcoal mouthwash with central oils and more.
[05:54.960 --> 06:01.960]  At infowarstore.com and funding info war, a true 360 win.
[06:01.960 --> 06:15.960]  We shall go on to the end. We shall fight in France. We shall fight on the seas and oceans. We shall fight with growing confidence and growing strength in the air.
