[00:00.000 --> 00:24.760]  Well, there isn't just evil in this world and yours being the sleeping giant that is
[00:24.760 --> 00:29.580]  the American Republic rising again like the mythical phoenix from the ashes.
[00:29.580 --> 00:32.300]  This will be a day long remembered.
[00:32.300 --> 00:38.460]  We are sending the collapse of the globalist program all over the planet.
[00:38.460 --> 00:43.800]  Here we are live from Washington, D.C. We're right out the window from our humble studios
[00:43.800 --> 00:44.800]  here.
[00:44.800 --> 00:50.280]  I can see the Washington Monument and in fact it'll be tomorrow that Donald Trump is
[00:50.280 --> 00:56.960]  going to come right down the road and go to the nation's capital to be sworn in as the
[00:56.960 --> 01:01.040]  45th president of the United States.
[01:01.040 --> 01:04.400]  Now I don't want to sit here on the show every segment and say see I told you so over and
[01:04.400 --> 01:08.880]  over again but I've warned everybody if they were going to try to take the president out
[01:08.880 --> 01:16.600]  they would use COG and when we come back from break we have CNN reports and others licking
[01:16.600 --> 01:22.560]  their lips, promoting the idea, normalizing the idea that if Trump gets assassinated or
[01:22.560 --> 01:28.880]  if Trump gets removed because he's a Ruski agent, Obama will appoint the new president.
[01:28.880 --> 01:33.760]  So they're selling that idea right now and it's very interesting that you're seeing
[01:33.760 --> 01:38.720]  a bunch of Democrats not show up to this and you're seeing John Kerry not show up.
[01:38.720 --> 01:44.800]  If a nuclear weapon goes off, big one, small one, so-called improvised, one cooked up by
[01:44.800 --> 01:52.480]  jihadis, if a nuke goes off you can 100% know it was the criminal elements that have
[01:52.480 --> 01:55.520]  infiltrated the deep state, the shadow government.
[01:55.520 --> 02:02.960]  We set up a shadow government after the atomic bomb was created under mutually assured destruction
[02:02.960 --> 02:08.240]  or under really the Mexican standoff the nuclear weapons created where that if the government
[02:08.240 --> 02:13.480]  got knocked out in a sneak attack there would be a backup emergency government to reconstitute
[02:13.480 --> 02:14.480]  the republic.
[02:14.480 --> 02:18.640]  The problem is anything like that can always be used to take the government over.
[02:18.640 --> 02:24.360]  An example is Operation Valkyrie using the Valkyrie system that Hitler set up for COG.
[02:24.360 --> 02:27.440]  They tried to use it against him and I'm not saying Hitler's good.
[02:27.440 --> 02:31.840]  The point is you can see how this can be used here either for good or bad.
[02:31.840 --> 02:33.200]  This is how they will go at him.
