[00:00:05.133 --> 00:00:06.434]  Big Brother.
[00:00:06.434 --> 00:00:08.196]  Mainstream media.
[00:00:08.196 --> 00:00:09.957]  Government cover-ups.
[00:00:09.957 --> 00:00:11.559]  You want answers?
[00:00:11.559 --> 00:00:13.100]  Well, so does he.
[00:00:13.100 --> 00:00:17.284]  He's Alex Jones on the GCN Radio Network.
[00:00:17.284 --> 00:00:21.387]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.877 --> 00:00:30.820]  My friends, a few weeks ago I told you that I believed history was in the making.
[00:00:30.820 --> 00:00:43.328]  A total collapse, a rout in confidence that the people have in the ruling establishment of kleptocratic, control freak, monopoly men.
[00:00:43.328 --> 00:00:45.409]  And that is indeed happening right now.
[00:00:45.409 --> 00:00:49.992]  In fact, even more accelerated than I said it perhaps could be.
[00:00:49.992 --> 00:00:55.476]  Just a few days ago it was 50-50 if the House of Representatives would vote to authorize the war.
[00:00:55.476 --> 00:00:56.217]  I have multiple
[00:00:57.128 --> 00:00:58.969]  Political breakdowns here.
[00:00:58.969 --> 00:01:06.672]  It looks like it's going to be an absolute rout that Obama won't lose the vote by 20 votes, as they were saying yesterday.
[00:01:06.672 --> 00:01:07.352]  It may be 50.
[00:01:07.352 --> 00:01:11.133]  It may be 100.
[00:01:11.133 --> 00:01:23.838]  Bipartisan coming together against the madness of fighting on the side of Al Qaeda, jihadi rebels who are blowing up churches and beheading Christian Orthodox priests.
[00:01:25.376 --> 00:01:38.724]  And now, finally, the mainstream media is showing soldier executions from months ago, going, well, it is soldiers, and, oh, it's only one warlord.
[00:01:38.724 --> 00:01:50.811]  Instead of showing the churches being blown up, the children being killed, the people being forced to be suicide bombers, they're trying to address it because they've acted like it hasn't been going on, and they know the alternative media and the real press has been covering it.
[00:01:51.630 --> 00:01:56.352]  And you have got all these Democrats coming out now saying we shouldn't be on the side of Al Qaeda.
[00:01:56.352 --> 00:02:02.495]  Not just Republicans, you've got Lloyd Doggett in Texas, literally an Obama minion coming out against it.
[00:02:02.495 --> 00:02:09.298]  You've got Pelosi saying she doesn't know if there's the votes in the House.
[00:02:09.298 --> 00:02:11.739]  This is a big deal.
[00:02:11.739 --> 00:02:14.060]  Now Obama says he's going to go ahead with it anyways.
[00:02:17.796 --> 00:02:23.360]  Now, you notice they said this Saturday, in fact, we need to put a compilation of these lies together.
[00:02:23.360 --> 00:02:27.522]  Last year, in August, saying red line, any chemical use.
[00:02:27.522 --> 00:02:30.824]  Now, yesterday, saying he never said that.
[00:02:30.824 --> 00:02:34.067]  Last Saturday, saying there will never be any boots on the ground.
[00:02:34.067 --> 00:02:38.409]  Tailored, specific, surgical.
[00:02:38.409 --> 00:02:41.932]  Now, it's of course we gotta have boots on the ground.
[00:02:41.932 --> 00:02:43.773]  Unbelievable.
[00:02:45.874 --> 00:02:48.995]  And there is now just a rout of this president.
[00:02:48.995 --> 00:02:53.256]  But here is the $64 trillion question.
[00:02:53.256 --> 00:02:58.016]  Will they allow the complete implosion of Obama and the globalist agenda?
[00:02:58.016 --> 00:03:03.718]  Because this big a loss of confidence in the establishment is going to affect Republican establishment as well.
[00:03:03.718 --> 00:03:10.479]  The Republican bluebloods have circled the wagons, disgustingly, around Obama
[00:03:11.755 --> 00:03:17.900]  But you've also got even people like Mitch McConnell saying he doesn't know if he'll support it, who is definitely an insider.
[00:03:17.900 --> 00:03:20.142]  So, this is unbelievable.
[00:03:20.142 --> 00:03:24.826]  This is beyond Nixonian collapse.
[00:03:24.826 --> 00:03:36.296]  And I'm telling you right now, we better be wargaming this collectively on the radio together, listeners, other pundits, other smart people out there.
[00:03:39.315 --> 00:03:44.077]  I'd like to see what Drudge, who always seems to have the finger on the pulse, what does Drudge think they're going to pull?
[00:03:44.077 --> 00:03:47.118]  Via his Twitter, maybe he'll tell us.
[00:03:47.118 --> 00:04:01.083]  I need to come to an understanding myself, I've got a lot of ideas, and put it out on my Twitter, Real Alex Jones, and do articles about it, and move one step ahead of, okay, total collapse in confidence for these criminals.
[00:04:01.083 --> 00:04:02.444]  That's a really positive thing.
[00:04:03.826 --> 00:04:05.128]  Little man behind the curtain.
[00:04:05.128 --> 00:04:06.869]  Toto pulls the curtain back.
[00:04:06.869 --> 00:04:08.351]  That's now happened.
[00:04:08.351 --> 00:04:13.777]  Now they're standing there butt naked with their hand in the cookie jar.
[00:04:13.777 --> 00:04:15.519]  Pants down around their ankles.
[00:04:15.519 --> 00:04:17.902]  Caught doing the deed.
[00:04:17.902 --> 00:04:20.204]  The question is, what are they gonna do now?
[00:04:21.374 --> 00:04:32.281]  Because it's not like you just pull the curtain back and, you know, there's Jeffrey Dahmer, Barack Obama, New World Order, you know, John McCain, these sicko, lying, freak, corrupt bastards.
[00:04:32.281 --> 00:04:34.542]  Now the curtain has literally fallen.
[00:04:34.542 --> 00:04:43.948]  I mean, this morning I was jogging and I had to actually stop and actually sit down.
[00:04:45.134 --> 00:04:51.646]  Because it was hitting me that history is happening and I'm not even responding to it correctly.
[00:04:51.646 --> 00:04:54.831]  I mean, this is the time that tries men's souls.
[00:04:54.831 --> 00:04:56.314]  This is the best of times.
[00:04:56.314 --> 00:04:57.696]  This is the worst of times.
[00:04:57.696 --> 00:04:58.157]  We'll be back.
[00:05:00.379 --> 00:05:02.260]  Introducing Pro-1.
[00:05:02.260 --> 00:05:05.923]  All of your filtration in one system, portable, on-the-go.
[00:05:05.923 --> 00:05:10.446]  No more do you have two or three filters to just reduce sodium fluoride.
[00:05:10.446 --> 00:05:16.570]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:05:16.570 --> 00:05:27.577]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:05:27.577 --> 00:05:30.199]  It is the only one that does it and out of the gate.
[00:05:30.419 --> 00:05:34.041]  We have it discounted at 10% off with promo code water.
[00:05:34.041 --> 00:05:51.368]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:05:51.368 --> 00:05:56.670]  Get your ProPure with a new Pro1 filter today at InfoWarsTore.com or by calling 888-253-3139.
[00:06:00.151 --> 00:06:11.941]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[00:06:11.941 --> 00:06:23.390]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[00:06:23.390 --> 00:06:29.615]  Order the sampler, a one to two month supply or get a one to two year supply of soaps for all your cleaning needs.
[00:06:30.055 --> 00:06:33.596]  You're getting soap products twice as good as what you're using now.
[00:06:33.596 --> 00:06:38.257]  This is an amazing deal and you will love the way real soap makes your skin feel.
[00:06:38.257 --> 00:06:45.618]  Call 1-800-340-7091 or visit www.5starsoap.com.
[00:06:45.618 --> 00:06:50.259]  Alex and his staff have used these earth-friendly pure soaps for years.
[00:06:50.259 --> 00:06:55.120]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[00:07:00.509 --> 00:07:03.491]  Protecting your home with a security system is a must.
[00:07:03.491 --> 00:07:09.875]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:07:09.875 --> 00:07:16.259]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:07:16.659 --> 00:07:18.961]  Not with SimpliSafe Home Security.
[00:07:18.961 --> 00:07:20.302]  They're the good guys.
[00:07:20.302 --> 00:07:23.384]  You can trust SimpliSafe to protect your family.
[00:07:23.384 --> 00:07:27.887]  SimpliSafe was created by a Harvard Business School engineer and it's revolutionary.
[00:07:27.887 --> 00:07:31.429]  You'll get 24-hour protection for just $14.99 a month.
[00:07:31.429 --> 00:07:34.351]  There are no hidden fees and no contracts.
[00:07:34.351 --> 00:07:35.572]  You'll save thousands.
[00:07:35.572 --> 00:07:38.974]  Plus, you're protected by their 100% money-back guarantee.
[00:07:38.974 --> 00:07:42.416]  Protect yourself against home invasions and break-ins.
[00:07:42.416 --> 00:07:46.339]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:07:46.599 --> 00:07:48.941]  A $25 gift, free.
[00:07:48.941 --> 00:07:51.923]  So don't waste your time dealing with scum.
[00:07:51.923 --> 00:07:58.608]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[00:08:10.430 --> 00:08:14.534]  Resistance to tyrants is obedience to God.
[00:08:14.534 --> 00:08:19.138]  It's Alex Jones.
[00:08:19.138 --> 00:08:27.086]  We have communicated in no uncertain terms with every player in the region that that's a red line for us.
[00:08:27.086 --> 00:08:29.388]  I didn't set a red line.
[00:08:29.388 --> 00:08:30.309]  The world set a red line.
[00:08:33.484 --> 00:08:39.787]  Ladies and gentlemen, I have just a lot of trouble dealing with the level of lying I'm seeing.
[00:08:39.787 --> 00:08:48.532]  Where Obama said on Saturday that there would be no boots on the ground, when there's already boots on the ground, for two and a half years.
[00:08:48.532 --> 00:09:02.259]  Western commandos and contractors lazing targets and basically giving insight and tutelage to the Al Qaeda forces that have started the war.
[00:09:03.376 --> 00:09:04.237]  With Syria.
[00:09:04.237 --> 00:09:10.085]  And then they have the nerve to call the rebels activists and protesters.
[00:09:11.311 --> 00:09:34.036]  The activists and protesters blew up some more churches yesterday, and shelled Christian villages, and chopped off more Christians' heads, and what is it, over 2 million people fled Syria already the last year, that's AP numbers, mainly Christians and Muslim minorities, knowing that the jihadis are going to chop their heads off.
[00:09:34.696 --> 00:09:45.402]  And then we get to have Obama up there saying, we will share in the moral responsibility for anyone who's hurt in this crisis when they're the ones that started it.
[00:09:45.402 --> 00:09:54.647]  And then Secretary of State Kerry, rubber face or whatever you want to call him, Frankenstein, he gets up there and says,
[00:09:55.848 --> 00:10:11.375]  We said quote, anyone against this intervention will be responsible for further atrocities when they are the authors of the entire thing that's happened over there, the disaster.
[00:10:11.375 --> 00:10:19.819]  Now you heard Obama on Saturday, we played the clip on Monday, I shot a video about it on Saturday, where he said
[00:10:21.052 --> 00:10:22.773]  There will be no boots on the ground.
[00:10:22.773 --> 00:10:24.655]  This will be limited and surgical.
[00:10:24.655 --> 00:10:27.216]  Now they're saying, oh, the resolution's unlimited.
[00:10:27.216 --> 00:10:29.398]  We can attack anybody in the world we want.
[00:10:29.398 --> 00:10:32.640]  We need 75,000 troops on the ground.
[00:10:32.640 --> 00:10:36.663]  The Pentagon comes out and says, we were told to have 75,000 troops ready.
[00:10:36.663 --> 00:10:42.587]  What do you think they have amphibious Marine Corps groups off the coast for?
[00:10:42.587 --> 00:10:45.709]  They have amphibious delivery ships.
[00:10:45.709 --> 00:10:49.652]  The big ships that just gorge the amphibious landing craft.
[00:10:50.865 --> 00:11:02.533]  The propeller-driven, the hovercraft, all of it, the attack helicopters, the tanks, the armored vehicles, they're all waiting with now six missile cruisers and aircraft carriers arriving, all there.
[00:11:02.533 --> 00:11:05.775]  Of course they plan to invade the place!
[00:11:05.775 --> 00:11:19.025]  You hear Kerry go, well, if the country implodes, then, we don't want that to happen, of course, we're only trying as hard as we can, but if it implodes, because the plan is to break it in three parts at least, well, two, they'll take, but three, three's their goal.
[00:11:20.242 --> 00:11:23.424]  And the Council on Foreign Relations puts out the battle plan.
[00:11:23.424 --> 00:11:25.245]  Wesley Clark's talked about it repeatedly.
[00:11:25.245 --> 00:11:29.888]  This is all on record for over a decade, the plan for Syria.
[00:11:29.888 --> 00:11:36.692]  And then they sit there acting like, oh jeepers, creepers, Jiminy Crickets, Alice.
[00:11:36.692 --> 00:11:42.555]  You know, we are really concerned about the children and the nerve gas.
[00:11:42.555 --> 00:11:44.436]  And we reported on this back in March.
[00:11:44.436 --> 00:11:46.137]  We reported on it yesterday.
[00:11:46.137 --> 00:11:47.578]  It's now McClatchy news.
[00:11:49.585 --> 00:11:59.833]  Today, Russia says it's compiled a 100-page report blaming Syrian rebels for chemical weapons attack.
[00:11:59.833 --> 00:12:06.117]  Ladies and gentlemen, this is what we're dealing with.
[00:12:06.117 --> 00:12:09.120]  This article right here from McClatchy.
[00:12:10.796 --> 00:12:18.042]  Russia says it has compiled a 100-page report blaming Syrian rebels for chemical weapons attack.
[00:12:18.042 --> 00:12:33.814]  Russia says it has compiled a 100-page report detailing what it says is evidence Syrian rebels, not forces loyal to President Bashar Assad, were behind a deadly sarin gas in the suburb of Aleppo earlier this year.
[00:12:33.814 --> 00:12:36.376]  Yeah, that's the big one we've been reporting on.
[00:12:37.711 --> 00:12:57.006]  In a statement posted on the Russian Foreign Ministry website Wednesday, yes we covered it yesterday, Russia said the report had been delivered to the United States in July, yes we covered it then as well, and includes a detailed scientific analysis of samples that Russian technicians collected at the site of the alleged attack.
[00:12:58.217 --> 00:13:06.043]  Well folks, the Turks caught them last year and this year with nerve gas, sneaking back and forth across the border, the Al-Qaeda forces.
[00:13:06.043 --> 00:13:06.924]  So there's that.
[00:13:06.924 --> 00:13:20.655]  Russia warns of nuclear disaster in Syria if it is attacked and admit, what the Israelis have said for a long time, Russian designed and built mini research reactors.
[00:13:22.256 --> 00:13:22.936]  At least one.
[00:13:22.936 --> 00:13:25.337]  There are a lot of these research reactors, folks.
[00:13:25.337 --> 00:13:28.158]  They've got two in Austin, Texas.
[00:13:28.158 --> 00:13:30.539]  We're supposedly not on the map of nuclear sites.
[00:13:30.539 --> 00:13:35.561]  We have two of the things, one at the Pickles Center and one under the UT Tower.
[00:13:35.561 --> 00:13:40.803]  By the way, it's leaking, according to my information.
[00:13:40.803 --> 00:13:44.064]  Whatever, it's good for you, Ann Coulter said.
[00:13:44.064 --> 00:13:45.185]  If a warhead
[00:13:46.431 --> 00:13:53.733]  By designer, by chance, were to hit the miniature neutron source reactor near Damascus, the consequences could be catastrophic.
[00:13:53.733 --> 00:14:00.395]  Russian Foreign Minister spokesman Alexander Lukashev stated, according to Russia Today, so there you go.
[00:14:00.395 --> 00:14:02.836]  That's CBS News reporting on that.
[00:14:02.836 --> 00:14:12.279]  Brutality of Syrian rebels posing dilemma in the West, the New York Times says, and they're finally showing videos.
[00:14:13.419 --> 00:14:18.685]  We have up on Infowars.com of soldiers being shot, soldiers being beheaded, but that's nothing, folks.
[00:14:18.685 --> 00:14:25.872]  They're throwing kids off roofs, beheading a priest, a Christian priest.
[00:14:25.872 --> 00:14:28.635]  It just goes on and on.
[00:14:28.635 --> 00:14:32.419]  By the way, I tweeted last night at Real Alex Jones a Breitbart story.
[00:14:34.369 --> 00:14:39.554]  Where they were shelling from a monastery, a Christian village, and burning it to the ground.
[00:14:39.554 --> 00:14:41.636]  And there's videos and photos of this.
[00:14:41.636 --> 00:14:55.788]  And I saw on Twitter, Obama supporters, I followed back to their Twitter sites last night, they were all big Democrats, and they said, aha, Breitbart, you mean BS, you right-wingers, you're scum.
[00:14:57.369 --> 00:15:00.350]  You can go read the tweet, you know, telling me that I'm a big liar and stuff.
[00:15:00.350 --> 00:15:01.951]  But I'm just a liberty lover.
[00:15:01.951 --> 00:15:04.452]  As I've always said, it's not about left and right, it's about right and wrong.
[00:15:04.452 --> 00:15:06.753]  It's about freedom versus tyranny.
[00:15:06.753 --> 00:15:10.374]  It's about libertarian versus authoritarian.
[00:15:10.374 --> 00:15:16.037]  And I go to these Democrats' Twitter sites and
[00:15:17.560 --> 00:15:22.502]  They're on my site saying I'm wrong, nobody's killing Christians.
