[00:00.000 --> 00:14.640]  Discover trends and global developments years before they happen right here on the Alex Jones
[00:14.640 --> 00:19.120]  show.
[00:19.120 --> 00:21.400]  This is the Alex Jones show.
[00:21.400 --> 00:26.480]  Sitting in for Alex, I'm Owen Schroyer, but Alex is reporting from the road with all of
[00:26.480 --> 00:28.560]  the breaking news we have.
[00:28.560 --> 00:33.120]  Trump is working double time right now and accomplishing a lot of things they said were
[00:33.120 --> 00:34.120]  impossible.
[00:34.120 --> 00:38.160]  Alex, it's pretty amazing when Trump came on your show, he said, give me a year, I think
[00:38.160 --> 00:39.640]  you'll be impressed.
[00:39.640 --> 00:42.640]  Here we are just over a year into it and I think we're more than impressed.
[00:42.640 --> 00:46.160]  Well, that's what real victory is, is delivering.
[00:46.160 --> 00:49.960]  And after decades of betrayal, people just can't believe we've got somebody actually
[00:49.960 --> 00:50.960]  trying to deliver.
[00:50.960 --> 00:51.960]  Doesn't mean he's perfect.
[00:51.960 --> 00:53.800]  None of us are, but think about this.
[00:53.800 --> 00:56.000]  The clips come out in the next segment.
[00:56.000 --> 01:05.240]  MSNBC, CNBC, ABC News, CNN contributors, anchors are all saying, if Trump can do this in North
[01:05.240 --> 01:10.040]  Korea, when no other president could, since the 1950s when we had the Korean War, he will
[01:10.040 --> 01:12.560]  be the greatest president in history.
[01:12.560 --> 01:19.120]  We're facing nuclear war, we're facing this trigger being the number one threat by humans
[01:19.120 --> 01:24.160]  against humans, of course, as asteroids or things like that, that are controlled by us.
[01:24.160 --> 01:30.000]  Meanwhile, though, even though real analysts, having a moment of honesty, because imagine
[01:30.000 --> 01:34.280]  they want to tell the truth on these stations, they want to actually give their information,
[01:34.280 --> 01:37.920]  they want to give their real knowledge, but they have to sit there and twist it and lie
[01:37.920 --> 01:41.760]  instead, but at this moment they admit, okay, this is really important, this is really a
[01:41.760 --> 01:47.040]  big victory, making North Korea come to the table, making Kim Jong-un do this with all
[01:47.040 --> 01:49.800]  the pressure we put on.
[01:49.800 --> 01:54.480]  This has worked so far, this is huge, the fact that he wants to come to the table, met
[01:54.480 --> 01:58.360]  for four hours with the South Korean intelligence chief and others, but reportedly they've already
[01:58.360 --> 02:03.520]  got a deal ready to green light, to modernize North Korea, to start freeing their people,
[02:03.520 --> 02:07.720]  just like Crohn-Medidale of Saudi Arabia six months ago, you're going to let women go
[02:07.720 --> 02:11.600]  to college, you're going to let them drive cars, you're going to let them be in the military,
[02:11.600 --> 02:16.200]  and you're going to phase out, you're going to phase out making women wear burkas and
[02:16.200 --> 02:20.000]  chop people's heads off, and they signed on the dotted line.
[02:20.000 --> 02:23.840]  Did he get praised by the feminists, did he get praised by the modern liberals?
[02:23.840 --> 02:24.840]  No.
[02:24.840 --> 02:29.080]  This is real American modernization, this is real Eisenhower-style policies that we
[02:29.080 --> 02:32.760]  haven't had since 1960, 1961 when he left office.
[02:32.760 --> 02:35.480]  It was still nation building, but it was real nation building.
[02:35.480 --> 02:39.600]  Then the corruption came in after that, if a Kennedy was killed, and it became purely
[02:39.600 --> 02:43.400]  about domination and control, a girl quickly wrote his internal book for the CIA and the
[02:43.400 --> 02:47.000]  State Department admitting they were going to fund fascist communist socialists, as long
[02:47.000 --> 02:51.360]  as it was authoritarian oligarchs, you name it, to imagine.
[02:51.360 --> 02:55.200]  They're admitting that Trump is doing something that nobody else has done, and we're having
[02:55.200 --> 03:01.840]  victory and success, maverick success on every front, and the globalists get more panicked
[03:01.840 --> 03:05.440]  as Trump becomes successful, and so what's the other big story?
[03:05.440 --> 03:13.080]  Stormy Daniels from a decade ago, and this is the issue, not trying to stop nuclear
[03:13.080 --> 03:17.760]  war, not bringing the economy back, not taking care of the veterans, not securing our borders,
[03:17.760 --> 03:21.600]  not deporting people that are multiple felons, none of that's important.
[03:21.600 --> 03:24.360]  It's all what a man supposedly did.
[03:24.360 --> 03:30.360]  This shows you how these people are endangering the whole planet's future with their obsession
[03:30.360 --> 03:33.320]  with disinformation, and then of course coming up in the next segment, we'll also get into
