[00:00:15.305 --> 00:00:16.426]  InfoWars.
[00:00:16.426 --> 00:00:17.606]  Tomorrow's news.
[00:00:17.606 --> 00:00:27.792]  Today.
[00:00:27.792 --> 00:00:31.033]  Well, Trump spoke to a crowd of around 50,000 people yesterday.
[00:00:31.033 --> 00:00:32.334]  The corporate media said 25,000.
[00:00:32.334 --> 00:00:33.594]  I've seen the numbers.
[00:00:33.594 --> 00:00:35.475]  It was at least 50,000.
[00:00:35.475 --> 00:00:38.717]  We had some crew there covering it.
[00:00:38.717 --> 00:00:40.078]  And he did a great job.
[00:00:41.769 --> 00:00:49.734]  He also, on Friday, after we criticized him for his death and destruction comment, tweeting a picture of a baseball bat, and we don't need that, he deleted it.
[00:00:49.734 --> 00:00:51.255]  So that's a good thing.
[00:00:51.255 --> 00:00:52.536]  We're winning this nonviolently.
[00:00:52.536 --> 00:00:56.078]  We don't need to step into the provocateur actions.
[00:00:56.078 --> 00:01:09.026]  And speaking of that, before we play a few of these clips, there is a new video that's been released of the Metro Police behaving just like Ray Epps, telling people, break in, go over the barriers, go into the building.
[00:01:09.912 --> 00:01:11.613]  So we have the new videos coming out of that.
[00:01:11.613 --> 00:01:14.394]  I mean, this was a total and complete setup.
[00:01:14.394 --> 00:01:15.155]  We've got that tonight.
[00:01:15.155 --> 00:01:20.537]  But here's a few clips of Trump in Central Texas last night in Waco.
[00:01:20.537 --> 00:01:23.299]  He said either the deep state destroys America or we destroy the deep state.
[00:01:23.299 --> 00:01:24.859]  Totally true.
[00:01:24.859 --> 00:01:26.060]  Says this is the final battle.
[00:01:26.060 --> 00:01:30.082]  Here's the clips.
[00:01:30.082 --> 00:01:36.665]  Either the deep state destroys America or we destroy the deep state.
[00:01:36.665 --> 00:01:37.706]  That's the way it's gotta be.
[00:01:39.568 --> 00:01:42.489]  We're at a very pivotal point in our country.
[00:01:42.489 --> 00:02:04.373]  Either we descend into a lawless abyss of open borders, rampant killings, super hyperinflation, which is what we have right now, and not coming down, and festering corruption, or we evict Joe Biden and the Democrats from the White House and we make America great again.
[00:02:04.373 --> 00:02:06.174]  2024 is the final battle.
[00:02:06.174 --> 00:02:07.294]  That's going to be the big one.
[00:02:08.814 --> 00:02:22.684]  If you put me back in the White House, their reign will be over, and America will be a free nation once again.
[00:02:22.684 --> 00:02:28.568]  Well, he could have done a lot better job when he first got in, but I think he's awake to what's happening and going on now.
[00:02:28.568 --> 00:02:31.089]  I definitely like everything I'm hearing from Trump.
[00:02:31.089 --> 00:02:36.033]  Now, mainstream news is reporting that the Santas donors are telling him, drop out before he ever announces.
[00:02:37.435 --> 00:02:41.818]  Trump comes out and says it's very unlikely that Sanders will be his running mate.
[00:02:41.818 --> 00:02:49.023]  This attempt to have him arrested has really blown up in their face and shows how disconnected the establishment is.
[00:02:49.023 --> 00:02:52.285]  But Trump does look like he's lost about 40 pounds.
[00:02:52.285 --> 00:02:54.626]  I like to look without the red tie.
[00:02:54.626 --> 00:02:57.828]  But I really like the things he's saying, the things he's doing.
[00:02:57.828 --> 00:03:04.933]  Jack Posobiec said, born too late to explore the earth, born too early to explore the galaxy, born just in time to make America great again.
[00:03:06.499 --> 00:03:07.299]  Wow.
[00:03:07.299 --> 00:03:12.321]  Trump describes the 2024 election as the final battle from podium in Waco.
[00:03:12.321 --> 00:03:13.682]  The windshield against me is dead.
[00:03:13.682 --> 00:03:15.042]  Trump says Manhattan D.A.
[00:03:15.042 --> 00:03:16.483]  tricked by fraud.
[00:03:16.483 --> 00:03:20.204]  Star Witness wasn't into horse-face storming.
[00:03:22.401 --> 00:03:24.443]  And it just goes on from there.
[00:03:24.443 --> 00:03:27.525]  But I do have to say Trump looked really good yesterday.
[00:03:27.525 --> 00:03:31.007]  He looked younger than when he ran seven years ago.
[00:03:31.007 --> 00:03:33.109]  Weird stuff going on.
[00:03:33.109 --> 00:03:33.489]  Huge.
[00:03:33.489 --> 00:03:35.350]  Trump says he thinks Manhattan D.A.
[00:03:35.350 --> 00:03:39.694]  Alvin Bragg has dropped the case against him.
[00:03:39.694 --> 00:03:42.716]  Trump deletes post that threatens D.A.
[00:03:42.716 --> 00:03:43.777]  Alvin Bragg.
[00:03:43.777 --> 00:03:45.078]  Why'd he do that?
[00:03:45.078 --> 00:03:46.779]  With an image of himself with a baseball bat.
[00:03:48.680 --> 00:03:50.521]  Like he's in that movie, The Untouchables or something.
[00:03:50.521 --> 00:03:52.121]  We just don't need that, folks.
[00:03:52.121 --> 00:03:53.542]  So I'm very glad Trump deleted that.
[00:03:53.542 --> 00:03:57.063]  I mean, we can not walk right into their trap and call for violence.
[00:03:57.063 --> 00:04:00.544]  That would be really... And he's like, well, they do it all the time.
[00:04:00.544 --> 00:04:02.805]  I understand that.
[00:04:02.805 --> 00:04:05.966]  I mean, the Democrats do a lot of horrible things.
[00:04:05.966 --> 00:04:07.786]  It doesn't mean we have to act like them.
[00:04:07.786 --> 00:04:11.728]  So that's some of what we've got here tonight.
[00:04:11.728 --> 00:04:15.089]  I want to open the phones up, coming up specifically on Trump.
[00:04:15.919 --> 00:04:20.000]  And what you think of him obviously being the massive frontrunner.
[00:04:20.000 --> 00:04:20.940]  And the media is spinning it.
[00:04:20.940 --> 00:04:24.421]  Well, he'll just lose again like two years ago in two years.
[00:04:24.421 --> 00:04:26.441]  Oh, because he stole the election?
[00:04:26.441 --> 00:04:27.141]  I mean, we all know that.
[00:04:27.141 --> 00:04:29.621]  I mean, sure, you say it's not the case.
[00:04:29.621 --> 00:04:31.322]  The evidence is overwhelming.
[00:04:31.322 --> 00:04:34.462]  But can they beat a massive super tsunami?
[00:04:34.462 --> 00:04:43.024]  Because you see, so many Republicans stayed home because they believed the background noise that trust the plan, Trump's invincible, he will win, no problem.
[00:04:43.843 --> 00:04:44.724]  Just trust the plan.
[00:04:44.724 --> 00:04:45.685]  Stay home.
[00:04:45.685 --> 00:04:46.345]  Suck your thumb.
[00:04:46.345 --> 00:04:49.388]  But people now realize that's not the case.
[00:04:49.388 --> 00:04:51.330]  We're covering this and so much more today.
[00:04:51.330 --> 00:04:54.572]  It's a big live Sunday, March 26th transmission.
[00:04:54.572 --> 00:04:54.993]  Stay with us.
[00:05:07.424 --> 00:05:12.268]  Big Brother, mainstream media, government cover-ups.
[00:05:12.268 --> 00:05:13.950]  You want to stop tyranny?
[00:05:13.950 --> 00:05:15.631]  Well, so does he.
[00:05:15.631 --> 00:05:22.678]  Live from the InfoWars.com studios, it's Alex Jones.
[00:05:22.678 --> 00:05:28.283]  I want to be 100% clear with everybody on this live Sunday, March 26th, 2023 broadcast.
[00:05:31.641 --> 00:05:39.343]  Whether Trump is for real or not, the deep state hates his guts and is scared of him, because they see him as a power rival.
[00:05:39.343 --> 00:05:59.908]  And whether he's 100% real or not, when he gets up and says, we have a world corporate government destroying our borders, our families, our culture that's criminal, and the corporate media is your enemy, and they're trying to devalue the dollar and destabilize our country, and it's us or them, and we either take them out or they take us out politically.
[00:06:01.940 --> 00:06:03.801]  That's all completely true.
[00:06:03.801 --> 00:06:08.662]  And saying that energizes the awakening to levels never before seen.
[00:06:08.662 --> 00:06:15.984]  Because like I told you in the last six months, Houston was not popular to talk about world government, the new world order, even though it was all true.
[00:06:15.984 --> 00:06:22.546]  Now everybody from Russell Brand to Elon Musk to Joe Rogan's on board, to Tucker Carlson.
[00:06:22.546 --> 00:06:23.666]  Tucker's been doing it for a long time.
[00:06:24.554 --> 00:06:26.976]  He's certainly not a Johnny come lately.
[00:06:26.976 --> 00:06:29.998]  But everybody else is starting to be a Johnny come lately, which is fine.
[00:06:29.998 --> 00:06:33.901]  We're really winning right now.
[00:06:33.901 --> 00:06:38.364]  On so many fronts when it comes to hearts and minds, so that's a big deal.
[00:06:38.364 --> 00:06:41.906]  Trump was on fire yesterday in Waco.
[00:06:41.906 --> 00:06:43.027]  And so was Matt Gage.
[00:06:43.027 --> 00:06:45.129]  So was Marjorie Taylor Greene.
[00:06:45.129 --> 00:06:45.729]  I didn't go.
[00:06:45.729 --> 00:06:50.132]  We had some crew there covering it, but I gotta tell you, it was amazing.
[00:06:50.132 --> 00:06:52.134]  More hardcore stuff set at that rally.
[00:06:53.285 --> 00:06:57.895]  That have been said in the last six, seven years of Trump combined.
[00:06:57.895 --> 00:07:02.064]  So Trump is definitely born again hard as they call it.
[00:07:02.064 --> 00:07:02.144]  And.
[00:07:04.833 --> 00:07:06.894]  I think they'll probably try to assassinate him or something.
[00:07:06.894 --> 00:07:08.275]  This is just insane.
[00:07:08.275 --> 00:07:12.678]  I'm mad at him about the poison shots and don't trust him.
[00:07:12.678 --> 00:07:17.040]  But even Jared and his daughter said they're not involved with Trump now to business themselves.
[00:07:17.040 --> 00:07:17.501]  That's good.
[00:07:17.501 --> 00:07:23.264]  It looks like he's got all the Hollywood wannabe scum away from him and is doing a lot better.
[00:07:23.264 --> 00:07:27.387]  Now, I certainly am not delusional, but again, I'm going to say it one more time.
[00:07:27.387 --> 00:07:29.068]  You don't say things like this.
[00:07:31.567 --> 00:07:36.774]  You don't speak truths like this and it not have a huge effect against the enemy.
[00:07:36.774 --> 00:07:41.300]  Somebody that is working for the New World Order does not say stuff like this.
[00:07:41.300 --> 00:07:46.727]  I think all of his kind of reckless statements about death and destruction, we're going to overthrow you and all this.
[00:07:48.376 --> 00:07:49.296]  It's not a good thing.
[00:07:49.296 --> 00:07:55.158]  It could have been better thought out, but it's a good thing when it comes to showing that it's not a good thing in action.
[00:07:55.158 --> 00:08:00.861]  But it's in a way a good thing showing he is completely out of control, meaning they do not control him at all.
[00:08:00.861 --> 00:08:04.782]  I think it's very easy to gauge that and to see that, and that's why they hate him.
[00:08:04.782 --> 00:08:10.164]  Not that he wasn't aligned with them on some issues, but in the main, in general,
[00:08:12.827 --> 00:08:15.268]  This is an amazing time to be alive right now.
[00:08:15.268 --> 00:08:16.649]  This is not just Trump.
[00:08:16.649 --> 00:08:23.212]  Populism, nationalism, anti-globalism, pro-free market, pro-God, pro-family.
[00:08:23.212 --> 00:08:27.013]  Information is paramount now all over the world.
[00:08:27.013 --> 00:08:36.498]  People really get, there's a choice between nationalism and populism and freedom and the tyranny of the Great Reset and the New World Order and the UN and all the rest of it.
[00:08:37.941 --> 00:08:39.182]  Simply incredible.
[00:08:39.182 --> 00:08:40.482]  I got a bunch of these clips.
[00:08:40.482 --> 00:08:42.784]  I already played these once in the first little segment.
[00:08:42.784 --> 00:08:43.504]  I'm going to air them again.
[00:08:43.504 --> 00:08:50.468]  I'm just going to air them again because they're powerful and I'll air the MTG clip and then the other Trump clip I didn't get to.
[00:08:50.468 --> 00:08:53.330]  But let's air the MTG clip first.
[00:08:53.330 --> 00:08:54.270]  Then let's play Trump.
[00:08:54.270 --> 00:08:57.732]  Either the Deep State destroys America or we destroy the Deep State, which is true.
[00:08:57.732 --> 00:08:59.573]  Trump for the final battle.
[00:08:59.573 --> 00:09:01.434]  And then Trump for the public schools.
[00:09:01.434 --> 00:09:06.257]  And we'll come back from break and hit all the rest of the news and open the phones up and take your calls and so much more tonight.
[00:09:06.257 --> 00:09:06.597]  Stay with us.
[00:09:07.608 --> 00:09:12.030]  Biden and the Democrats have created one dumpster fire after another.
[00:09:12.030 --> 00:09:18.634]  But the most terrifying is the two-tiered injustice system.
[00:09:18.634 --> 00:09:23.436]  Just yesterday, I led an Oversight Committee delegation into the D.C.
[00:09:23.436 --> 00:09:25.077]  jail.
[00:09:25.077 --> 00:09:36.143]  And again, I witnessed the devastating effects on the pretrial January 6th detainees, who were the true political prisoners and are at the mercy of the Biden regime.
[00:09:37.316 --> 00:09:44.699]  Meanwhile, Antifa and BLM domestic terrorists are still out free roaming the streets.
[00:09:44.699 --> 00:09:53.223]  Biden and Merrick Garland are even trying to throw a man in jail for making memes during the 2016 election.
[00:09:53.223 --> 00:09:58.626]  The case of Douglas Mackey should scare every single American.
[00:09:58.626 --> 00:10:02.708]  Without free speech, we can never win the information war.
[00:10:04.278 --> 00:10:20.143]  But the most terrifying thing of all is how the Democrats have weaponized the government against President Trump, all for the crime of beating Hillary Clinton and winning the 2016 presidential election.
[00:10:20.143 --> 00:10:23.604]  We don't consider that a crime, do we?
[00:10:23.604 --> 00:10:25.784]  No, we elected him.
[00:10:25.784 --> 00:10:29.045]  We elected him in 2016 and we also elected him in 2020, didn't we?
[00:10:35.546 --> 00:10:45.650]  But now the radical New York District Attorney Alvin Bragg has initiated yet another phony witch hunt against President Trump.
[00:10:45.650 --> 00:10:46.471]  That's right.
[00:10:46.471 --> 00:10:48.171]  Boo.
[00:10:48.171 --> 00:10:57.675]  This attack is an egregious weaponization of our justice system designed to influence the 2024 presidential race.
[00:10:57.675 --> 00:11:04.478]  Since before President Trump was sworn in, radical left Democrats, or should we say communist Democrats,
[00:11:06.243 --> 00:11:25.652]  Have attacked him with Russia, Russia, Russia, the Mueller hoax, Ukraine, Ukraine, Ukraine, impeachment hoax number one, impeachment hoax number two, the illegal and unconstitutional Mar-a-Lago raid, and now this from the Manhattan DA?
[00:11:25.652 --> 00:11:32.055]  This is nothing but a witch hunt against President Trump, and he is completely innocent.
[00:11:37.910 --> 00:11:44.104]  This is election interference and we refuse to look at it any other way.
[00:11:45.689 --> 00:12:04.692]  Radical left communist democrats in the New York District Attorney's Office are politicizing our justice system to influence the 2024 presidential race, but they're really hijacking our freedoms and destroying what it means to be an American.
[00:12:04.692 --> 00:12:06.853]  This is unprecedented.
[00:12:06.853 --> 00:12:10.494]  Never before has a former president been charged.
[00:12:10.494 --> 00:12:12.754]  A former innocent president.
[00:12:14.713 --> 00:12:22.696]  America's enemies are desperate to stop President Trump because he is the only one who can stop them.
[00:12:22.696 --> 00:12:28.978]  He is the only one who can defeat the radical Communist Democrats.
[00:12:32.955 --> 00:12:47.320]  You know, I want you to know, as hard as we work in the House of Representatives, where it's the only place we have Republican control, we cannot accomplish the America First agenda without President Trump in the White House.
[00:12:47.320 --> 00:12:52.541]  We have to take back the Department of Justice.
[00:12:52.541 --> 00:12:58.243]  You have to understand, they're not just coming after President Trump.
[00:12:58.243 --> 00:13:00.104]  They're coming after you.
[00:13:01.630 --> 00:13:08.296]  And President Trump is just the only one standing in their way.
[00:13:08.296 --> 00:13:14.882]  Either the deep state destroys America, or we destroy the deep state.
[00:13:14.882 --> 00:13:17.824]  That's the way it's gotta be.
[00:13:17.824 --> 00:13:20.747]  We're at a very pivotal point in our country.
[00:13:20.747 --> 00:13:25.351]  Either we descend into a lawless abyss of open borders, rampant killings,
[00:13:26.656 --> 00:13:39.990]  Super hyperinflation, which is what we have right now, and not coming down, and festering corruption, or we evict Joe Biden and the Democrats from the White House and we make America great again.
[00:13:41.144 --> 00:13:42.745]  Well, I've called for this for decades.
[00:13:42.745 --> 00:13:45.028]  The rest of the clips will come back after the break.
[00:13:45.028 --> 00:13:47.910]  But you cannot argue with the rhetoric.
[00:13:47.910 --> 00:13:51.073]  The rhetoric itself changes the playing field forever.
[00:13:51.073 --> 00:13:55.517]  It's the one thing the enemy can't stand is being identified, as I've told you 5,000 times.
[00:13:55.517 --> 00:13:57.199]  I'm getting chills right now.
[00:13:57.199 --> 00:13:57.419]  So...
[00:13:59.161 --> 00:14:03.223]  When Trump came out against nuclear war, I still had issues with him, but I said he was better than the Santas.
[00:14:03.223 --> 00:14:06.245]  He just went way ahead of the Santas.
[00:14:06.245 --> 00:14:07.185]  And we'll open the phones up.
