[00:00:00.009 --> 00:00:01.130]  We're good.
[00:00:32.347 --> 00:00:33.648]  Welcome, ladies and gentlemen.
[00:00:33.648 --> 00:00:36.649]  Welcome and thank you so much for joining us today.
[00:00:36.649 --> 00:00:39.010]  It is the 27th day of May, 2008.
[00:00:39.010 --> 00:00:43.931]  We're going to be live here for the next four hours.
[00:00:43.931 --> 00:00:51.074]  We have the individual who prosecuted Charlie Manson and many other famous mass murderers and criminals.
[00:00:51.074 --> 00:01:01.318]  He has written a book exposing the fact that we have a criminal presidency, and he will be joining us coming up in the third hour today.
[00:01:02.333 --> 00:01:04.175]  Vincent Bugliosi.
[00:01:04.175 --> 00:01:17.044]  We also have Joe Rogan coming on, and that's going to be in the second hour of the radio show today as well.
[00:01:17.044 --> 00:01:24.390]  So you will definitely want to stay tuned throughout the broadcast.
[00:01:24.390 --> 00:01:27.692]  A lot of other important news I have here in front of me.
[00:01:27.692 --> 00:01:30.935]  Spooks promised terror attack for new president.
[00:01:31.741 --> 00:01:45.029]  They like to have inaugural bombings to pose as saviors, and spooks are promising and telegraphing to the public that our government, the criminals that own and run us, will be staging terror attacks for whoever comes in.
[00:01:45.029 --> 00:01:48.791]  McCain, Hillary, it doesn't matter, Barack Obama.
[00:01:48.791 --> 00:01:56.356]  Fox commentator apologizes for Osama, and then switching to Obama comment, she said,
[00:01:57.975 --> 00:02:05.138]  And then she said Obama, and then she said assassination, as if she Freudian-slipped both of those.
[00:02:05.138 --> 00:02:08.419]  And if you believe that, I got a bridge I'll be happy to sell you.
[00:02:08.419 --> 00:02:11.080]  Also, Jim Tucker, Bilderberg Ruse, exposed.
[00:02:11.080 --> 00:02:12.960]  More details on their ruse.
[00:02:12.960 --> 00:02:22.123]  Trying to plant disinfo, and that's what I thought it was here on air a few weeks ago when it was reported by different publications that they'd already met in Greece.
[00:02:22.123 --> 00:02:26.285]  That'd be the first time in 35 years that we missed the boat on exposing them.
[00:02:27.478 --> 00:02:34.425]  Uh, in the nanny state category, every adult in Britain should be forced to carry carbon ration cards, says members of parliament.
[00:02:34.425 --> 00:02:36.768]  Government set to pass laws on that.
[00:02:36.768 --> 00:02:40.772]  Health and safety zealots tell, uh, youngster, her
[00:02:41.812 --> 00:02:45.296]  Two-foot paddling pool needs a lifeguard.
[00:02:45.296 --> 00:02:46.958]  Tiny baby pools need lifeguards.
[00:02:46.958 --> 00:02:48.600]  You'll be arrested if you don't have them.
[00:02:48.600 --> 00:02:49.522]  This is the nanny state.
[00:02:49.522 --> 00:02:50.863]  Total micromanagement.
[00:02:50.863 --> 00:02:51.864]  Total control.
[00:02:51.864 --> 00:02:54.528]  Schools revolt over under-fives curriculum.
[00:02:54.528 --> 00:02:58.452]  As federal government from England to the United States micromanages every way the children are educated.
[00:03:01.027 --> 00:03:03.229]  Tories plan boot camps for jobless.
[00:03:03.229 --> 00:03:07.752]  That's right, in England you'll go to labor camps if you don't have a job for three months.
[00:03:07.752 --> 00:03:09.134]  We told you that was coming back.
[00:03:09.134 --> 00:03:10.295]  It's going to happen here in the U.S.
[00:03:10.295 --> 00:03:11.215]  as well.
[00:03:11.215 --> 00:03:18.161]  Corporations steal billions from United Nations climate change programs.
[00:03:18.161 --> 00:03:30.611]  Also, the FBI is recruiting tattletale squads all over the nation, but they say you only get money if you, quote, report and that results in a conviction.
[00:03:31.989 --> 00:03:37.409]  And so people are saying this will have an incentive for these informants to be provocateurs.
[00:03:37.409 --> 00:03:38.332]  Well, that's the whole point.
[00:03:39.381 --> 00:03:43.784]  Also, teachers vote out of class an autistic child.
[00:03:43.784 --> 00:03:52.411]  They have the students, kind of in a Soviet-style group think, vote him out of the class, saying, we don't like you, as he cried and was kicked out.
[00:03:52.411 --> 00:04:02.238]  Then the school district looked at criminal charges for, quote, emotional abuse, which there shouldn't be criminal charges for that, see how what they did was wrong, and then, quote, their solution is wrong.
[00:04:02.238 --> 00:04:03.839]  This is the total control grid.
[00:04:05.257 --> 00:04:08.058]  Big propaganda piece on the cover of Time Magazine.
[00:04:08.058 --> 00:04:10.179]  How safe are vaccines?
[00:04:10.179 --> 00:04:13.200]  Putting out more disinfo, more lies, more deception.
[00:04:13.200 --> 00:04:16.461]  That's why the mainstream media's circulation is plunging.
[00:04:16.461 --> 00:04:17.701]  Credibility is plunging.
[00:04:17.701 --> 00:04:20.442]  Do they try to put a tourniquet around it and tell the truth?
[00:04:20.442 --> 00:04:22.302]  No, they just increase the blading.
[00:04:22.302 --> 00:04:22.722]  Good.
[00:04:22.722 --> 00:04:24.503]  Continue your lying.
[00:04:24.503 --> 00:04:29.825]  And this article says that those of us that don't vaccinate and vaccinate our children endanger everyone else.
[00:04:29.825 --> 00:04:30.485]  Hey, punks!
[00:04:31.767 --> 00:04:35.529]  If you've taken the vaccine, it doesn't affect you, right?
[00:04:35.529 --> 00:04:40.671]  If the vaccine really was protecting you, then why should we take it?
[00:04:40.671 --> 00:04:44.192]  And if you're protected, why does it matter what we do?
[00:04:44.192 --> 00:04:46.133]  But of course, that's not really the case.
[00:04:46.133 --> 00:04:50.775]  It's the vaccines that are spreading most of these diseases, and that's been proven.
[00:04:50.775 --> 00:04:51.516]  We'll be right back.
[00:04:51.516 --> 00:04:51.916]  Stay with me.
[00:04:54.659 --> 00:04:57.341]  Do you know the truth about cancer treatments?
