[00:00.000 --> 00:29.960]  Waging war on corruption, it's Alex Jones.
[00:29.960 --> 00:33.960]  Coming to you live from the front lines of the Info War.
[00:33.960 --> 00:42.960]  Now you'll know the FBI a month and a half ago gave immunity to everybody that had covered up for Hillary Clinton with her criminal activities.
[00:42.960 --> 00:47.960]  Shelling US secrets, selling out US sovereignty, selling out favors.
[00:47.960 --> 00:50.960]  Everybody from Saudi Arabia to the communist, Chinese to the Russians.
[00:50.960 --> 00:52.960]  And so what does Hillary do?
[00:52.960 --> 00:58.960]  She has a massive problem selling out for $35 million, one-fifth of US weapons grade plutonium.
[00:58.960 --> 01:01.960]  That's in the Wall Street Journal. That's even in the New York Times.
[01:01.960 --> 01:05.960]  She accuses Donald Trump of being a Russian agent.
[01:05.960 --> 01:08.960]  They've accused me of that. I mean, this is really getting crazy.
[01:08.960 --> 01:12.960]  It's like accusing me of being Santa Claus or a keyboard elf.
[01:12.960 --> 01:19.960]  Well, what do you do when you've got the same FBI a couple of years ago with Jeffrey Epstein,
[01:19.960 --> 01:29.960]  where the Lolita Express with Bill Clinton on at least 16 round-trip flights to the pedophile island, he got convicted of running.
[01:29.960 --> 01:35.960]  And then you've got Clinton flying out to hang out with sultans that have admitted harems of little boys and little girls.
[01:35.960 --> 01:37.960]  This is mainstream news.
[01:37.960 --> 01:39.960]  Well, the FBI, quote, gave them all immunity.
[01:39.960 --> 01:41.960]  Magic wand, you're above the law.
[01:41.960 --> 01:44.960]  But they know Trump is holding this back.
[01:44.960 --> 01:50.960]  I've known this has been a Trump-October surprise for six months.
[01:50.960 --> 01:52.960]  And so what happens?
[01:52.960 --> 01:54.960]  They hit Trump with it.
[01:54.960 --> 02:01.960]  Now, in 30 minutes, I'm going to break down an internal Democratic Party dossier.
[02:01.960 --> 02:09.960]  And we have the actual next 29 days till the election, the actual data dump on their battle plans and how they're going to hit Trump.
[02:09.960 --> 02:18.960]  We even know what she and Anderson Cooper are going to be hitting him first with in the debate at 8 o'clock Central, 9 o'clock Eastern tonight.
[02:18.960 --> 02:23.960]  So that is all coming up today.
[02:23.960 --> 02:28.960]  At the bottom of the hour, I will break all of this down.
[02:28.960 --> 02:30.960]  This is so surreal.
[02:30.960 --> 02:38.960]  Now, obviously, they've released an 11-year-old tape of him on a TV show when they were deceptively recording him on a bus.
[02:38.960 --> 02:40.960]  It's highly edited.
[02:40.960 --> 02:44.960]  You hear him kind of end with, well, she was married, so I backed off.
[02:44.960 --> 02:46.960]  Locker Room talk.
[02:46.960 --> 02:49.960]  I guarantee you most Republicans and Democrats too far worse.
[02:49.960 --> 02:52.960]  But my issue is Trump never acted like he was some perfect angel.
[02:52.960 --> 02:55.960]  He never held that out.
[02:55.960 --> 02:57.960]  He's got the same scent as King David.
[02:57.960 --> 02:59.960]  He likes women or King Solomon.
[02:59.960 --> 03:00.960]  The point is he's a nationalist.
[03:00.960 --> 03:07.960]  He's got the globalists that have occupied and captured this country absolutely hating his guts and throwing everything they've got at him.
[03:07.960 --> 03:11.960]  It's not like he was some televangelist that said, if you kiss your girlfriend on a wedlock, you're going to hell.
[03:11.960 --> 03:13.960]  And then he got caught, you know, with a prostitute.
[03:13.960 --> 03:15.960]  The guy's never been a hypocrite.
[03:15.960 --> 03:16.960]  We knew this was all coming up.
[03:16.960 --> 03:18.960]  Those Howard Stern interviews are old.
[03:18.960 --> 03:22.960]  They hit him with those a year ago.
[03:22.960 --> 03:27.960]  So this is all about manipulating his evangelical support base.
[03:27.960 --> 03:30.960]  What you need to know is Pence is anti-abortion.
[03:30.960 --> 03:31.960]  So is Trump.
[03:31.960 --> 03:32.960]  That's all you need to know.
[03:32.960 --> 03:34.960]  He's the guy, hypocrite, absolutely not.
[03:34.960 --> 03:38.960]  He was a goody-to-shoot and said that he was the cleanest whistle around.
[03:38.960 --> 03:40.960]  And then he got caught shooting his mouth off like this.
[03:40.960 --> 03:41.960]  I'd say this guy's a hypocrite.
[03:41.960 --> 03:43.960]  I don't like him.
[03:43.960 --> 03:46.960]  Quite frankly, I like Trump more because of this.
[03:46.960 --> 03:51.960]  And it's not that I'm some gruff guy that shoots my mouth off like this.
[03:51.960 --> 03:53.960]  It's that it's so real.
[03:53.960 --> 03:55.960]  That's why they're so scared of him.
[03:55.960 --> 03:57.960]  And they cannot stand him.
[03:57.960 --> 03:59.960]  And they've got more of this stuff coming out.
[03:59.960 --> 04:05.960]  And the Clintons literally fund radical jihadis that mutilate women's genitals.
[04:05.960 --> 04:09.960]  Killery stays in the same bedroom with Uma Abadi whose mother's the top general mutilation.
[04:09.960 --> 04:10.960]  Maven that pushes it.
[04:10.960 --> 04:13.960]  They fund jihadis to take over to hundreds of thousands of Christians.
[04:13.960 --> 04:17.960]  Benghazi, whatever it is to make, you know, the ordering, the stand down and he caught lying about it.
[04:17.960 --> 04:19.960]  It goes on and on and on.
[04:19.960 --> 04:23.960]  The abortion pushing they're doing, the baby part selling that Trump says is horrible.
[04:23.960 --> 04:27.960]  So killing three, four million babies, selling their body parts a year.
[04:27.960 --> 04:28.960]  Is that bad?
[04:28.960 --> 04:29.960]  No.
[04:29.960 --> 04:34.960]  The average fake Christian wants to bitch about him saying, oh my goodness, this woman was so hot till she was married.
[04:34.960 --> 04:41.960]  This is really a referendum on whether we really want to be with the establishment that's screwing us over or we want to make America great again.
[04:41.960 --> 04:43.960]  All right, it's a big broadcast.
[04:43.960 --> 04:45.960]  We've got huge breaking news.
[04:45.960 --> 04:47.960]  I've got my Democratic Party source.
[04:47.960 --> 04:48.960]  Roger Stone is going to be joining us.
[04:48.960 --> 04:50.960]  He's got a huge intel on the debate.
[04:50.960 --> 04:52.960]  This is going to be a big broadcast, one of the biggest ever.
[04:52.960 --> 04:57.960]  Stay with us for two hours out from our expanded coverage and then four hours out.
[04:57.960 --> 05:07.960]  We're selling a product DNA force that is the very best nutraceutical that we can produce about a group you took years for you to develop DNA force for us.
