[00:00:00.009 --> 00:00:00.369]  We're good to go.
[00:00:16.349 --> 00:00:17.651]  We're slow but on leakage.
[00:00:17.651 --> 00:00:28.182]  Government troops are conducting sweeps through neighborhoods trying to find illegal weapons and ammunition and actually hunting for active criminals who have taken refuge in Basra.
[00:00:28.182 --> 00:00:38.093]  And the International Monetary Fund and World Bank are wrapping up their spring meetings by looking at the effect the unfolding financial crisis is having on food and energy prices in developing countries.
[00:00:38.683 --> 00:00:49.173]  The President of the World Bank says it needs to respond to what he calls an immediate emergency by helping those countries improve health care, reduce malnutrition, and lower infant mortality.
[00:00:49.173 --> 00:00:52.756]  This is IRN USA Radio News.
[00:00:52.756 --> 00:00:53.677]  Psoriasis.
[00:00:53.677 --> 00:00:57.841]  The itching, flaking, and irritation is painful, but the emotional suffering can be eased.
[00:00:59.155 --> 00:01:00.156]  My body was so sore.
[00:01:00.156 --> 00:01:01.358]  My mind was so worn out.
[00:01:01.358 --> 00:01:02.639]  I could not sleep at night.
[00:01:02.639 --> 00:01:03.680]  I felt self-conscious.
[00:01:03.680 --> 00:01:05.162]  Nobody knows what that plaguing is.
[00:01:05.162 --> 00:01:07.605]  And people say, ew, it just made me feel like you're dirty.
[00:01:07.605 --> 00:01:08.666]  I don't want people knowing I have this.
[00:01:08.666 --> 00:01:09.247]  It's embarrassing.
[00:01:09.247 --> 00:01:10.609]  Of course I felt self-conscious.
[00:01:10.609 --> 00:01:12.010]  Not very attractive to look at.
[00:01:12.010 --> 00:01:17.477]  The solution is new and improved SkinZinc Advanced, the number one OTC treatment for psoriasis.
[00:01:17.677 --> 00:01:19.759]  SkinZinc turned out to be the perfect answer.
[00:01:19.759 --> 00:01:21.720]  SkinZinc has changed my life.
[00:01:21.720 --> 00:01:24.323]  The third day, I thought my psoriasis was disappearing.
[00:01:24.323 --> 00:01:27.385]  In one week, I noticed that the rashes on my arms were going away.
[00:01:27.385 --> 00:01:29.427]  My elbows are completely cleared up.
[00:01:29.427 --> 00:01:30.308]  You have to try it.
[00:01:30.308 --> 00:01:32.389]  SkinZinc will make your psoriasis go away.
[00:01:32.389 --> 00:01:34.331]  I think we're a SkinZinc family for life.
[00:01:34.471 --> 00:01:37.993]  Call right now for your 30-day risk-free trial of SkinZinc with Hydronize.
[00:01:37.993 --> 00:01:38.113]  1-800-626-5198.
[00:01:38.113 --> 00:01:38.493]  That's 1-800-626-5198.
[00:01:38.493 --> 00:01:39.714]  Eliminate psoriasis symptoms fast.
[00:01:39.714 --> 00:01:40.034]  Call 1-800-626-5198.
[00:01:40.034 --> 00:01:40.255]  Call now.
[00:01:40.255 --> 00:01:40.555]  Get relief.
[00:01:40.555 --> 00:01:40.615]  1-800-626-5198.
[00:01:53.041 --> 00:01:58.523]  Zimbabwean authorities say they will recount the votes from nearly two dozen recent parliamentary races.
[00:01:58.523 --> 00:02:07.625]  A state-run newspaper reports that the Zimbabwe Electoral Commission will conduct a full recount of the presidential and parliamentary ballots cast in 23 constituencies.
[00:02:07.625 --> 00:02:09.786]  All but one of them were won by the opposition.
[00:02:10.246 --> 00:02:12.209]  This is British Prime Minister Gordon Brown.
[00:02:12.209 --> 00:02:12.789]  They have voted.
[00:02:12.789 --> 00:02:15.573]  The presidential election results have not been announced.
[00:02:15.573 --> 00:02:18.677]  We cannot wait any longer for the announcement of these results.
[00:02:18.677 --> 00:02:21.500]  A power-sharing deal is being implemented in Kenya.
[00:02:21.500 --> 00:02:24.965]  President Mwakibake has named his rival to be Prime Minister.
[00:02:25.525 --> 00:02:32.451]  The two men agreed in February to share power after weeks of deadly violence followed the country's disputed presidential election in December.
[00:02:32.451 --> 00:02:37.195]  And President Bush's National Security Advisor says the kind of quiet diplomacy that the U.S.
[00:02:37.195 --> 00:02:40.718]  is practicing is a better way to send a message to China's leaders.
[00:02:40.718 --> 00:02:47.824]  Stephen Hadley, appearing on the Sunday news show, says it would be a cop-out for countries to skip the opening ceremonies of the Beijing Olympics.
[00:02:47.824 --> 00:02:50.987]  For more news and analysis, log on to IRNnews.com.
[00:02:52.699 --> 00:02:54.621]  The Cadillac Escalade.
[00:02:54.621 --> 00:02:55.321]  Cupholders.
[00:02:55.321 --> 00:02:59.504]  Researchers say that's one of the top reasons women buy one car over another.
[00:02:59.504 --> 00:03:06.429]  Not 403 horsepower, or black leather trim, not chrome accents, or even one year OnStar service.
[00:03:06.429 --> 00:03:06.970]  Nope.
[00:03:06.970 --> 00:03:08.131]  Cupholders.
[00:03:08.131 --> 00:03:12.694]  Maybe those researchers need a little quality time with a different kind of woman.
[00:03:12.694 --> 00:03:14.075]  The Cadillac Escalade.
[00:03:14.075 --> 00:03:15.296]  Experience once today.
[00:03:15.296 --> 00:03:15.897]  Cadiz.
[00:03:15.897 --> 00:03:16.857]  Lion.
[00:03:16.857 --> 00:03:17.598]  Liberty.
[00:03:17.598 --> 00:03:18.739]  And the Fursuit.
[00:03:18.739 --> 00:03:21.301]  Visit OnStar.com for system limitations and details.
[00:03:23.106 --> 00:03:26.903]  Former President Jimmy Carter is getting a cold reception in Israel.
[00:03:27.617 --> 00:03:28.978]  Here's Mark Levy.
[00:03:28.978 --> 00:03:32.841]  As president, Jimmy Carter brokered the peace treaty between Israel and Egypt.
[00:03:32.841 --> 00:03:36.583]  But in the 30 years since then, Carter's worn out his welcome in Israel.
[00:03:36.583 --> 00:03:46.790]  The cap was his recent book called Palestine, Peace, Not A Party, charging that Israel's using the tactics of the old racist South African regime in dealing with the Palestinians.
[00:03:46.790 --> 00:03:50.332]  So Carter won't be meeting Israel's leaders while he's here this week.
[00:03:50.332 --> 00:03:55.696]  He will see Israel's ceremonial president, Shimon Peres, who's a Nobel Peace Prize laureate, like Carter.
[00:03:56.451 --> 00:03:57.672]  Mark Levy, Jerusalem.
[00:03:57.672 --> 00:04:02.415]  Pope Benedict is asking the faithful to pray for his upcoming visit to the United States.
[00:04:02.415 --> 00:04:12.361]  I ask you all to pray for the success of my visit, so that there may be a time of spiritual renewal for all Americans.
[00:04:12.361 --> 00:04:13.661]  His first trip to the U.S.
[00:04:13.661 --> 00:04:15.463]  is Pope against Tuesday.
[00:04:15.463 --> 00:04:20.886]  He's scheduled to spend five days in Washington and New York, and will give a speech at the United Nations.
[00:04:21.661 --> 00:04:31.109]  And Tiger Woods is starting the day six shots behind Trevor Emelman, who says he's excited about the chance to join Gary Player as a South African winner of the Masters.
[00:04:31.109 --> 00:04:33.831]  Gary's won this tournament three times.
[00:04:33.831 --> 00:04:36.533]  And, you know, Ernie and Goose have come close so many times.
[00:04:36.533 --> 00:04:39.856]  And Tim Clark has come close and Rory came close last year.
[00:04:39.856 --> 00:04:42.057]  So, you know, there's a few guys that have had a shot.
[00:04:42.057 --> 00:04:43.899]  So, you know, I count myself fortunate.
[00:04:44.611 --> 00:04:47.812]  To be in this position, and, uh, you know, I'm gonna just go and give it my best shot.
[00:04:47.812 --> 00:04:53.255]  I'm Jody Jordan, and that's news from the Information Radio Network.
[00:04:53.255 --> 00:04:56.116]  Terror Storm, a history of government-sponsored terror.
[00:04:56.116 --> 00:04:57.677]  Loose Change Final Cut.
