[00:00.000 --> 00:08.000]  We now take you live to the Central Texas Command Center, in the heart of the Resistance.
[00:08.000 --> 00:11.000]  You're listening to the Alex Jones Show.
[00:21.000 --> 00:27.000]  Ladies and gentlemen, it is Sunday, the 24th day of March 2013.
[00:27.000 --> 00:31.000]  Pretty soon, 2013 will be in the rearview mirror as well.
[00:31.000 --> 00:35.000]  Pretty soon our lives will be over, but there will be a new generation.
[00:35.000 --> 00:42.000]  What matters is the continuity of the human species, and that we get more liberty, more enlightenment, more freedom, not less.
[00:42.000 --> 00:48.000]  My voice is a bit shot as I tape this on Friday evening.
[00:48.000 --> 00:50.000]  You're listening to this on the 24th.
[00:50.000 --> 00:55.000]  That's why I'm doing a rebroadcast Sunday to rest the old vocal chords.
[00:55.000 --> 00:59.000]  We have an extremely important retransmission that many of you probably missed coming up.
[00:59.000 --> 01:03.000]  George Norie, I talked to him a few weeks ago, that's coming up.
[01:03.000 --> 01:12.000]  And then one of the most important interviews I've done in a long time with Rosa Corey, breaking down the blueprint of how to defeat Agenda 21.
[01:12.000 --> 01:15.000]  She was here in Central Texas speaking out in Bastrop.
[01:15.000 --> 01:32.000]  So that is coming up. First hour, George Norie, and then in the second hour, or the end of the first hour and all of the second hour, we will have Rosa Corey for you breaking this down.
[01:32.000 --> 01:40.000]  And again, even if you know all about Agenda 21, call some friends, call some family, and tell them to tune into the radio show so that they can become educated.
[01:40.000 --> 01:41.000]  And it's a win-win.
[01:41.000 --> 01:46.000]  Then there's more listeners, the radio show gets stronger, we're able to expand the news gathering operation.
[01:46.000 --> 01:48.000]  It's just a win-win-win-win-win.
[01:48.000 --> 01:57.000]  So whether you're listening on the AM and FM dial or whether you're listening on the internet or to the free podcast later, pass the information on.
[01:57.000 --> 02:00.000]  The people power together is unstoppable.
[02:00.000 --> 02:06.000]  That's why the globalists have come out with all this social networking and things so they can try to harness it and focus it for their tyranny.
[02:06.000 --> 02:15.000]  And you notice they try to block you on Facebook and stuff when you promote pro-second amendment things or Liberty issues or Infowars.com or the other great sites that are out there.
[02:15.000 --> 02:22.000]  You'll see all sorts of gaming it because they fear you and they know that you have the power.
[02:22.000 --> 02:32.000]  And mainstream media, but also one of the big neocon hosts that tries to basically become a chameleon and imitate what I do, which would be great if he actually was a patriot.
[02:32.000 --> 02:36.000]  All he talks about, I was hearing it last week was, you can trust me.
[02:36.000 --> 02:41.000]  It's about who you can trust and trust me, be with me, be with me.
[02:41.000 --> 02:43.000]  That's what it's all about.
[02:43.000 --> 02:50.000]  Obama wants you to trust him and think he's Jesus reincarnated or something, you know, four years ago.
[02:50.000 --> 02:56.000]  And now it's just believe he's better than Mitt Romney because they know they've lost your trust.
[02:56.000 --> 03:00.000]  And so they're trying to rope you back into that.
[03:00.000 --> 03:02.000]  See, I don't want you to trust me.
[03:02.000 --> 03:06.000]  They just want you to mindlessly buy into their brand and say, hey, I'm going with that.
[03:06.000 --> 03:07.000]  They want you to be a follower.
[03:07.000 --> 03:08.000]  I want you to be a leader.
[03:08.000 --> 03:10.000]  And being a leader is about survival.
[03:10.000 --> 03:11.000]  It's also empowering.
[03:11.000 --> 03:12.000]  It's invigorating.
[03:12.000 --> 03:17.000]  It'll take all of our intellect to the next level to get into this paradigm shift.
[03:17.000 --> 03:21.000]  You know, we ought to air some of the Billy Corrigan now that I think about it.
[03:21.000 --> 03:26.000]  Amazing Billy Corrigan up on Infowars.com and on PrisonPlanet.tv.
[03:26.000 --> 03:31.000]  Next week I'll air some of it. I heard about 20 minutes of it, but it's really powerful end to end.
[03:31.000 --> 03:36.000]  Basically unedited, except for a few audio things that happened up at Infowars.com.
[03:36.000 --> 03:39.000]  It's called Best Billy Corrigan Interview Ever.
[03:39.000 --> 03:48.000]  And I think he really talks about some real things greater than fear, to use his words, and also talks about total paradigm shift.
[03:48.000 --> 03:51.000]  He also talks about the Death Star paradigm.
[03:51.000 --> 03:52.000]  Pretty interesting interview.
