[00:00.000 --> 00:22.000]  Infowars, tomorrow's news, today.
[00:22.000 --> 00:33.720]  We do have some breaking news.
[00:33.720 --> 00:38.600]  There are satellite images and what they appear to show is rapid construction at several
[00:38.600 --> 00:43.800]  suspected silo fields in China that could eventually launch nuclear weapons.
[00:43.800 --> 00:48.000]  All of this as the country is also significantly bolstering its military capabilities.
[00:48.000 --> 00:54.080]  CNN has learned that the U.S. is developing contingency plans for possible Russian escalation
[00:54.080 --> 00:59.720]  in its war in Ukraine, including the potential use of tactical nuclear weapons.
[00:59.720 --> 01:06.680]  The prospect of nuclear conflict, once unthinkable, is now back within the realm of possibility.
[01:06.680 --> 01:12.360]  U.S. Coast Guard spots Chinese guided missile cruiser and Russian naval ships off the Alaskan
[01:12.360 --> 01:17.400]  coast, a patrol boat found 86 miles off the coast of Alaska.
[01:17.400 --> 01:22.000]  Three Chinese naval ships, including a guided missile cruiser, as well as four Russian naval
[01:22.000 --> 01:26.320]  vessels, including a destroyer, spotted in a single battle formation.
[01:26.320 --> 01:31.360]  I think that Russia and China are working on things behind the scenes, and our leaders
[01:31.360 --> 01:37.760]  are so behind the ball, and our media is so behind that they don't see what's going
[01:37.760 --> 01:38.760]  on.
[01:38.760 --> 01:48.400]  They seem to be deliberately provoking Russia.
[01:48.400 --> 01:52.880]  They all believe that defending Ukraine is worth risking Armageddon.
[01:52.880 --> 02:19.720]  It means the end of the world.
[02:19.720 --> 02:32.440]  The U.S.
[02:32.440 --> 02:42.440]  That's what I'm saying to you.
[03:32.440 --> 03:52.440]  That's what I'm saying to you.
[03:52.440 --> 04:12.440]  That's what I'm saying to you.
[04:12.440 --> 04:38.440]  That's what I'm saying to you.
[04:38.440 --> 04:58.440]  That's what I'm saying to you.
[04:58.440 --> 05:24.440]  That's what I'm saying to you.
[05:24.440 --> 05:52.440]  That's what I'm saying to you.
[05:52.440 --> 06:18.440]  That's what I'm saying to you.
[06:18.440 --> 06:46.440]  That's what I'm saying to you.
[06:46.440 --> 07:14.440]  That's what I'm saying to you.
[07:14.440 --> 07:38.440]  That's what I'm saying to you.
[07:38.440 --> 07:46.440]  Now, I'm calling on my fellow common sense independent-minded Democrats to join me in leaving the Democratic Party.
[07:46.440 --> 07:53.440]  If you can no longer stomach the direction that the so-called woke Democratic Party ideologues are taking our country,
[07:53.440 --> 07:56.440]  and I invite you to join me.
[07:56.440 --> 08:04.440]  The Democratic Party is 100% a weaponized criminal globalist operation against America.
[08:04.440 --> 08:08.440]  Trump and our Liberty Movement got a major beachhead in the controlled neocon Republicans,
[08:08.440 --> 08:11.440]  and we are very close to taking over the Republican Party.
[08:11.440 --> 08:18.440]  That's why the globalists are starting wars, imploding borders, annihilating the economy, because they know they're on the way out.
[08:18.440 --> 08:26.440]  All right, we took a lot of calls yesterday. I thought they were really informative on World War III, on the economy, on the assaults on humanity.
[08:26.440 --> 08:30.440]  We're going to cover a lot of critical news as well today, but I want to give the number out.
[08:30.440 --> 08:35.440]  In fact, I'm going to give the number out at the start of the next segment.
[08:35.440 --> 08:38.440]  We're going to take calls throughout the broadcast.
[08:38.440 --> 08:48.440]  We also have several big guests joining us, like Stephen K. Bannon, Mike Adams, and others in the second and fourth hour today.
[08:48.440 --> 08:53.440]  But Bannon's only over 30 minutes, so we'll take calls this hour, we'll take calls after Bannon leaves,
[08:53.440 --> 08:59.440]  and then we have a whole hour before Mike Adams comes on, one to two, then Michael Always, as usual, knocking out of the park.
[08:59.440 --> 09:07.440]  So big broadcasts lined up today as we attempt and have a lot of success igniting brush fires in the minds of men and women of Liberty.
[09:07.440 --> 09:12.440]  Okay. Wow.
[09:12.440 --> 09:20.440]  You talk about exhausted. I am extremely exhausted. I look exhausted. I am exhausted. I know you're exhausted.
[09:20.440 --> 09:26.440]  But evil is even more tired than we are, and it's being worn out right now, and it's losing on every front.
[09:26.440 --> 09:29.440]  So we've just got to fight, fight, fight, fight, fight.
[09:29.440 --> 09:34.440]  Because if we give up now, and if we don't go all in now,
[09:34.440 --> 09:44.440]  if you think things are bad today, woo-hoo, baby, we have not seen the tip of this iceberg yet.
[09:44.440 --> 09:50.440]  So we're going to take your phone calls, first-time callers, long-time callers, people that agree, people that disagree.
[09:50.440 --> 09:57.440]  You've got a serious beef with me all debate you on it. If it's some made-up talking point, I'm not going to sit there and spin my wheels.
