[00:00.000 --> 00:06.840]  Today's world, abortion supporters routinely attend pro-life rallies and attempt to bully
[00:06.840 --> 00:08.340]  activists.
[00:08.340 --> 00:14.840]  If you have a problem and need a smelly group of commie devil worshipers, maybe you can
[00:14.840 --> 00:15.840]  call the A-team.
[00:15.840 --> 00:16.840]  How many did I adopt?
[00:16.840 --> 00:17.840]  I killed my kids.
[00:17.840 --> 00:18.840]  I killed my kids.
[00:18.840 --> 00:36.000]  Hey, we saw your Facebook with your communist hammer and sickle, that's pretty cool man.
[00:36.000 --> 00:39.800]  Is that you on the Facebook?
[00:39.800 --> 00:42.800]  Is there a Facebook page of you with a hammer and sickle?
[00:42.800 --> 00:43.800]  I don't think so.
[00:43.800 --> 00:53.800]  How do you get your abortions paid for?
[00:53.800 --> 00:54.800]  I paid for them.
[00:54.800 --> 00:55.800]  I thought you said three.
[00:55.800 --> 00:56.800]  I paid for them.
[00:56.800 --> 00:57.800]  Upwards of 50.
[00:57.800 --> 00:58.800]  Really?
[00:58.800 --> 00:59.800]  Oh yeah.
[00:59.800 --> 01:00.800]  You piece of shit.
[01:00.800 --> 01:01.800]  Bunch of misogynists, motherf***ers.
[01:01.800 --> 01:02.800]  Take your mail privilege somewhere else.
[01:02.800 --> 01:03.800]  Sorry about you being aggressive.
[01:03.800 --> 01:04.800]  I'm being aggressive.
[01:04.800 --> 01:05.800]  Come on now.
[01:05.800 --> 01:06.800]  Get out of here.
[01:06.800 --> 01:13.800]  Wow.
[01:13.800 --> 01:28.880]  These are the guys that attack Alex Jones.
[01:28.880 --> 01:46.360]  From the front lines of the information war, it's Alex Jones.
[01:46.360 --> 01:47.360]  It's Thursday, May 5th.
[01:47.360 --> 01:48.360]  The year is 2022.
[01:48.360 --> 01:49.360]  Strap yourselves in and get ready.
[01:49.360 --> 02:05.960]  Info wars, tomorrow's news, today.
[02:05.960 --> 02:14.840]  I literally have hours of clips, current and past, of leftist, we're not cherry picking
[02:14.840 --> 02:20.160]  these, all over the United States, all over Europe, all over the UK, all over Canada,
[02:20.160 --> 02:25.320]  all over everywhere where you have abortion, saying it's about Satanism, I love killing
[02:25.320 --> 02:29.360]  children, I hate those little bastards, I hope they hurt.
[02:29.360 --> 02:33.280]  And then mainline feminists saying, yeah, it's a baby and I killed it and I'm going
[02:33.280 --> 02:35.480]  to kill more.
