[00:00:07.296 --> 00:00:11.199]  Waging war on corruption.
[00:00:11.199 --> 00:00:21.249]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:21.249 --> 00:00:27.175]  It is Sunday, the 16th day of February 2014.
[00:00:29.838 --> 00:00:32.204]  And we're going to be here as we are every Sunday, 4 to 6 p.m.
[00:00:32.204 --> 00:00:33.908]  Central Standard Time.
[00:00:33.908 --> 00:00:36.474]  I don't tell this story up front in the broadcast, do you?
[00:00:37.426 --> 00:00:42.409]  Make it some type of hypochondrial announcement, just sometimes when the show is affected.
[00:00:42.409 --> 00:00:51.015]  A lot of times when I'm sick, which is rare, maybe once a year or so, I have better broadcast, because then it makes me settle down and be more thoughtful.
[00:00:51.015 --> 00:00:59.241]  But I have about a 102 fever right now, and I did go and get a chest x-ray and some other stuff today, and I do have pneumonia in both lungs, but the good news is it's only on the tops.
[00:01:00.236 --> 00:01:04.521]  But I tell you, I had my cousin die of this this year, late last year.
[00:01:04.521 --> 00:01:06.463]  My uncle died early this year of this.
[00:01:06.463 --> 00:01:09.106]  And it's been called the mystery illness all over the United States.
[00:01:09.106 --> 00:01:10.908]  But they're doing a swab test of it.
[00:01:10.908 --> 00:01:13.150]  They say it looks like bacteria.
[00:01:13.150 --> 00:01:16.814]  And I don't go to the doctor unless I am in serious pain, coughing up blood.
[00:01:17.625 --> 00:01:22.248]  These little buggers are in there having an absolute field day chewing on my lungs.
[00:01:22.248 --> 00:01:28.231]  But the reason I'm here is because wild horses couldn't drag me away.
[00:01:28.231 --> 00:01:29.612]  Quite frankly, I could hardly stand up earlier.
[00:01:29.612 --> 00:01:30.553]  I was in there laying on the couch.
[00:01:30.553 --> 00:01:33.114]  But as soon as we go on air, I'm ready.
[00:01:33.114 --> 00:01:38.737]  Because the part of my brain that is aware of the threat to society shifts into gear.
[00:01:38.737 --> 00:01:45.722]  I think that's why when I'm tired or been out of town or had no sleep or done whatever, I tend to come in and do the show because it's a crutch.
[00:01:46.698 --> 00:01:50.859]  It's actually very, very relaxing until you get off air and then you're totally exhausted.
[00:01:50.859 --> 00:02:01.623]  But David Knight, who filled in last week, and I don't want to say filled in because David is such a joy to listen to because he's so informed and has such a wide breadth and width of knowledge.
[00:02:01.623 --> 00:02:06.985]  He did last Sunday's broadcast when I took my son and daughters out shooting with one of our friends.
[00:02:09.926 --> 00:02:14.811]  But I invited him back this Sunday with us yet again, because I just enjoy having his company.
[00:02:14.811 --> 00:02:16.433]  And if I need to lean on somebody, he's here.
[00:02:16.433 --> 00:02:17.074]  You know how I am.
[00:02:17.074 --> 00:02:18.015]  I'll probably never go to the calls.
[00:02:18.015 --> 00:02:18.696]  I'll never let him talk.
[00:02:18.696 --> 00:02:23.281]  But he's sitting over there, and we have a lot to talk about.
[00:02:23.281 --> 00:02:25.824]  When we come back from break,
[00:02:28.103 --> 00:02:29.704]  I just want to be clear.
[00:02:29.704 --> 00:02:31.486]  I believe in medical science.
[00:02:31.486 --> 00:02:36.970]  I believe in Western medicine, except the fact that it's been hijacked by the Rockefellers on record.
[00:02:36.970 --> 00:02:37.451]  Look it up.
[00:02:37.451 --> 00:02:38.872]  Rockefeller Medicine.
[00:02:38.872 --> 00:02:42.535]  And that they are trying to suppress the good parts of it and expand the bad ones.
[00:02:42.535 --> 00:02:44.417]  And here's Time Magazine that came out
[00:02:45.566 --> 00:02:57.414]  Yesterday, I guess on Saturday, children exposed to more brain-harming chemicals than ever before, and it goes on to admit, US studies, Chinese studies, you name it, that fluoride is one of the main ones.
[00:02:57.414 --> 00:03:01.117]  They admit it's brain-damaging children.
[00:03:01.117 --> 00:03:06.340]  Not the naturally occurring fluoride that you need a little bit of, the calcium fluoride, but the hydrofluorosilicic acid.
[00:03:06.340 --> 00:03:06.701]  It's added.
[00:03:07.406 --> 00:03:09.487]  They admit it's brain damaging to children.
[00:03:09.487 --> 00:03:10.607]  So that's going to be coming up.
[00:03:10.607 --> 00:03:12.707]  And that's my issue and my point.
[00:03:12.707 --> 00:03:19.929]  The reason the globalists can get away with stuff like this is it's so diabolical, the average person goes, there's no way they're putting that in the water to brain damage you.
[00:03:19.929 --> 00:03:21.669]  No, the Soviets did it in the 30s.
[00:03:21.669 --> 00:03:22.990]  Lenin did.
[00:03:22.990 --> 00:03:25.690]  That's it, not one, but two Pulitzer Prize winning books about World War II.
[00:03:25.690 --> 00:03:28.291]  Because then the Germans, we've got to dig those books back out.
[00:03:28.291 --> 00:03:30.432]  I've gone and gotten the citations and read it on air.
[00:03:30.432 --> 00:03:31.752]  It came out in the Nuremberg trials.
