[00:00:00.189 --> 00:00:01.950]  Government cover-ups.
[00:00:01.950 --> 00:00:03.530]  You want answers?
[00:00:03.530 --> 00:00:05.091]  Well, so does he.
[00:00:05.091 --> 00:00:09.272]  He's Alex Jones on the GCN Radio Network.
[00:00:09.272 --> 00:00:13.394]  And now, live from Austin, Texas, Alex Jones.
[00:00:28.968 --> 00:00:29.149]  Yeah.
[00:00:57.196 --> 00:01:02.858]  Wake up, boys, there's a light at the window.
[00:01:02.858 --> 00:01:08.021]  I can hear someone knocking on the door.
[00:01:08.021 --> 00:01:13.383]  There are voices in the street and the sound of running feet.
[00:01:13.383 --> 00:01:18.545]  And they whisper the word, revolution.
[00:01:18.545 --> 00:01:22.587]  There are men coming down from the valleys.
[00:01:24.312 --> 00:01:41.403]  There are tall ships flying off the coast And they carry the light in the dark of the night Like a whisper in the wind Revolution!
[00:01:41.403 --> 00:01:50.829]  Bring my gun and a handful of silver By the sea we will gather for the fight
[00:01:53.237 --> 00:02:08.561]  It's been so many years So many tears We have lost once before Now we'll settle the score When our cannons will roar Revolution!
[00:02:29.435 --> 00:02:34.138]  Ladies and gentlemen, thank you for joining us today.
[00:02:34.138 --> 00:02:36.400]  It is already the 11th day of April 2008.
[00:02:45.046 --> 00:03:00.289]  Christina Ebersole, the award-winning actress who went public about a year ago for 9-11 Truth and also marched with us on the sixth anniversary last year in New York City, will be joining us to talk about the dam breaking on 9-11 Truth.
[00:03:00.289 --> 00:03:11.671]  Italian former presidents, high-level Japanese members of parliament, Jesse Ventura, the former governor of Minnesota, Willie Nelson,
[00:03:13.507 --> 00:03:18.150]  Top, other top musicians, other top comedians.
[00:03:18.150 --> 00:03:22.693]  George Carlin, the list goes on and on and on.
[00:03:22.693 --> 00:03:27.597]  Now a high-level United Nations official.
[00:03:27.597 --> 00:03:34.381]  Just, just more and more people are going public, people are speaking out, people are waking up.
[00:03:34.381 --> 00:03:42.647]  Bob Chapman is going to be joining us from International Forecaster as well to give you an in-depth economic analysis on what's happening as the economic crises
[00:03:43.442 --> 00:04:05.074]  deepens all of this and a lot more will be covered today here on the GCN radio network and don't forget we will also have our fourth hour of overdrive news and information today and Bob Chapman will hold over into that fourth hour with us here as well.
[00:04:05.074 --> 00:04:11.057]  The websites are InfoWars.com, InfoWars.net, PrisonPlanet.tv.
[00:04:11.057 --> 00:04:12.678]  Just amazing, yesterday
[00:04:14.253 --> 00:04:29.342]  Mainstream news publications reported that the army has declassified that the government is attempting to manipulate the weather, spraying barium salts, aluminum oxide into the air.
[00:04:29.342 --> 00:04:36.566]  Now, we've known the government program went nationwide, then worldwide in 1996.
[00:04:36.566 --> 00:04:38.187]  They are terraforming the earth.
[00:04:38.187 --> 00:04:39.948]  We aren't sure what they're doing.
[00:04:41.016 --> 00:04:43.617]  Now, there's several major programs going on.
[00:04:43.617 --> 00:04:46.637]  We're going to cover this in full when we get back.
[00:04:46.637 --> 00:04:49.978]  They have now announced it, ladies and gentlemen, enemy operations are public.
[00:04:49.978 --> 00:04:53.318]  We'll be right back.
[00:04:53.318 --> 00:04:54.739]  It is a big idea.
[00:04:54.739 --> 00:04:57.559]  A new world order.
[00:04:57.559 --> 00:05:02.460]  In the near future, Earth is dominated by a powerful world government.
[00:05:02.460 --> 00:05:05.281]  It's known as the Bilderberg Group.
[00:05:05.281 --> 00:05:07.461]  Both their objective being world domination.
[00:05:08.066 --> 00:05:11.248]  For thousands of years, their dark order grew.
[00:05:11.248 --> 00:05:21.596]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:21.596 --> 00:05:26.560]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.040 --> 00:05:30.904]  You will learn the secret that drives the entire New World Order agenda.
[00:05:30.904 --> 00:05:33.486]  Bill Burgess is making great progress toward a world government.
[00:05:33.486 --> 00:05:34.647]  Most people have no idea.
[00:05:34.647 --> 00:05:35.428]  They're not after money.
[00:05:35.428 --> 00:05:36.709]  They have all the money they need.
[00:05:36.709 --> 00:05:37.410]  They're after power.
[00:05:37.410 --> 00:05:38.832]  That's what they're after these years.
[00:05:38.832 --> 00:05:43.596]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:43.596 --> 00:05:47.560]  Or watch it online right now at PrisonPlanet.tv.
[00:05:47.560 --> 00:05:50.363]  Endgame, blueprint for global enslavement.
[00:05:50.363 --> 00:05:51.504]  You have been warned.
[00:05:52.907 --> 00:05:54.188]  I'm Dr. Bill Deagle, M.D.
[00:05:54.188 --> 00:05:56.608]  of the Nutramedical Report here on Genesis.
[00:05:56.608 --> 00:05:59.650]  Allicin, a natural antibiotic from Allomax Nutraceuticals U.S.
[00:05:59.650 --> 00:06:00.390]  is a real thing.
[00:06:00.390 --> 00:06:07.393]  This amazing molecule is a stabilized antimicrobial antipathogenic killer from fresh, never before available garlic.
[00:06:07.393 --> 00:06:18.417]  Allicin molecule is biologically active against all bacterial pathogens, viruses, fungi, parasites, TB, and it kills fleshy bacteria, MRSA, Acinetobacter infections that ravage our everyday health.
[00:06:18.417 --> 00:06:21.598]  Taken daily, it removes these stealth pathogens, clearing our bodies
[00:06:21.838 --> 00:06:27.262]  Disease activators that cause chronic health issues and means a much higher level of wellness for you and your family.
[00:06:27.262 --> 00:06:39.670]  Order today for fighting disease, turning on your immune system, activating infection-fighting properties against sinus, lung, bowel, skin, Lyme disease, nail fungus, colds, flu, ringworm, gum disease, diarrhea, athlete's foot and cholesterol.
[00:06:39.670 --> 00:06:44.673]  Secure online ordering is available at NutraMedical.com or call 888-212-8871.
[00:06:44.673 --> 00:06:51.378]  That number again, 888-212-8871 for the most powerful natural antimicrobial available.
[00:06:52.598 --> 00:06:55.959]  Hello, this is Tom with HempUSA.org.
[00:06:55.959 --> 00:07:03.682]  Most of you have been hearing my ads for the past few months, and it's no secret that the economy is failing and prices are rising in all sectors.
[00:07:03.682 --> 00:07:11.525]  If you've been thinking of a nutrient-dense daily food source and a storable food for yourself and family, the time to act is now.
[00:07:11.525 --> 00:07:17.807]  At HempUSA.org, we still believe that food will be your greatest asset in these trying times ahead.
[00:07:18.427 --> 00:07:25.209]  Please call 1-908-691-2608 and see what our powder, seeds, and oil can do for you.
[00:07:25.209 --> 00:07:28.010]  Beware, be smart, and be ready!
[00:07:28.010 --> 00:07:30.091]  Call 908-691-2608 or visit us at hempusa.org.
[00:07:34.372 --> 00:07:40.715]  Families need this high-quality natural food source for its low price and long storage shelf life.
