[00:00:06.533 --> 00:00:11.471]  From the front lines of the Information War, it's Alex Jones!
[00:00:15.445 --> 00:00:17.005]  Good evening, ladies and gentlemen.
[00:00:17.005 --> 00:00:18.226]  Welcome to the Alex Jones Show.
[00:00:18.226 --> 00:00:19.706]  I'm your host, Harrison Smith.
[00:00:19.706 --> 00:00:28.068]  I will be taking your calls over the next two hours, as well as getting into all of the just massive bombshell news across the entire world.
[00:00:28.068 --> 00:00:32.409]  Of course, the Ukraine war, some very interesting developments there.
[00:00:32.409 --> 00:00:35.850]  And still, the fallout from the Durham report continues to spiral.
[00:00:35.850 --> 00:00:38.211]  But first, here's the latest from Greg Reese.
[00:00:38.211 --> 00:00:39.411]  You can find it at band.video.
[00:00:46.417 --> 00:00:54.583]  The Cloward-Piven Strategy was developed by Richard Cloward and Francis Piven in the 1960s.
[00:00:54.583 --> 00:01:01.849]  It outlines a strategy for radical social change by way of abusing the system to the point of destruction.
[00:01:01.849 --> 00:01:10.055]  You know, we were associated with the social work tradition, which said that the programs worked as they were supposed to work.
[00:01:10.055 --> 00:01:12.597]  But they didn't work as they were supposed to work.
[00:01:13.487 --> 00:01:31.510]  And it was out of that realization, that insight, that we developed the strategy to end poverty, which called for a massive mobilization of social workers and lawyers and organizers to get people the benefits to which they were entitled.
[00:01:31.710 --> 00:01:44.535]  We were proposing a kind of movement that demanded what people were already entitled to by law, by regulation, by propaganda.
[00:01:45.273 --> 00:01:59.727]  The primary goal of the Cloward-Piven strategy is to create a political and economic crisis that would destroy capitalism and lead to the implementation of a socialist system with a guaranteed income.
[00:01:59.727 --> 00:02:04.913]  The strategy involves enrolling large numbers of people into the welfare system.
[00:02:05.533 --> 00:02:10.937]  As many people as it takes to overwhelm and strain the system until it collapses.
[00:02:10.937 --> 00:02:18.563]  Everyone enrolled into the welfare system is also used as an army to carry out the destruction of the current system.
[00:02:18.563 --> 00:02:21.925]  They are registered to vote and instructed on how to vote.
[00:02:21.925 --> 00:02:29.431]  They are organized and mobilized and made to appear as grassroots organizations demanding more from the system.
[00:02:30.251 --> 00:02:35.995]  The ideal outcome of the Cloward-Piven strategy is to collapse the current system.
[00:02:35.995 --> 00:02:44.039]  According to their theory, this will compel the government to implement a universal basic income, which would then shift the U.S.
[00:02:44.039 --> 00:02:49.643]  towards a more socialist system with increased government control over the economy.
[00:02:50.323 --> 00:02:52.965]  Everyone is being encouraged to do it.
[00:02:52.965 --> 00:02:56.467]  Burn it down is the new sexy ring.
[00:02:56.467 --> 00:02:59.389]  In high school, they compare it to the American Revolution.
[00:02:59.389 --> 00:03:09.935]  The Cloward-Piven strategy is a political gambit designed to overwhelm the American government by placing so many demands on the bureaucratic structure that it collapses.
[00:03:09.935 --> 00:03:18.741]  It's sort of a shock and awe campaign, a surprise attack on entrenched systems meant to force major changes to the ways that things are handled by the government.
[00:03:19.401 --> 00:03:25.585]  It may be messy, but it does harken back to a fundamental ideology of the American Republic.
[00:03:25.585 --> 00:03:27.826]  If it ain't fixed, break it.
[00:03:27.826 --> 00:03:32.129]  All of this explains the likes of AOC.
[00:03:32.129 --> 00:03:39.054]  What people like AOC are doing, what the squad is doing, is really very important.
[00:03:39.054 --> 00:03:40.294]  Very important.
[00:03:40.294 --> 00:03:43.356]  But at the same time, there is this
[00:03:45.603 --> 00:03:49.084]  Movement, which is so big.
[00:03:49.084 --> 00:03:51.945]  Some people say it's the biggest movement in American history.
[00:03:51.945 --> 00:03:56.467]  It's hard to know because it's hard to measure a movement.
[00:03:56.467 --> 00:04:03.349]  But it is big and it is interracial and it penetrates into every small town.
[00:04:03.349 --> 00:04:06.491]  I now am in upstate New York.
[00:04:06.491 --> 00:04:09.232]  The town I'm closest to has maybe 2,000 people.
[00:04:11.052 --> 00:04:20.455]  You know, we have little demonstrations in front of the post office for Black Lives Matter.
[00:04:20.455 --> 00:04:22.656]  And this is Trump country.
[00:04:22.656 --> 00:04:27.218]  Nevertheless, there is a Black Lives Matter demonstration.
[00:04:27.218 --> 00:04:33.980]  So it's a very potent and important moment in American political development.
[00:04:33.980 --> 00:04:39.942]  And we have to make the most of it because if we don't,
[00:04:41.192 --> 00:04:46.138]  We don't know what's going to happen, but it's not going to be good.
[00:04:46.138 --> 00:04:49.322]  Reporting for InfoWars, this is Greg Reese.
[00:04:49.322 --> 00:04:51.324]  Alright folks, that is the latest from Greg Reese.
[00:04:51.324 --> 00:04:52.906]  You can find it on Band.Video.
[00:04:52.906 --> 00:04:57.792]  The Cloward-Piven strategy, just one of many strategies being wielded against American citizens.
