[00:00:04.251 --> 00:00:08.713]  They just tell us what they think we ought to know.
[00:00:08.713 --> 00:00:09.873]  You found it.
[00:00:09.873 --> 00:00:11.454]  The tip of the spear.
[00:00:11.454 --> 00:00:20.598]  It is the Alex Jones Show with David Knight.
[00:00:20.598 --> 00:00:22.799]  Welcome on this December the 23rd, 2018.
[00:00:22.799 --> 00:00:24.859]  I'm David Knight, your host.
[00:00:24.859 --> 00:00:29.421]  Well, we've had some updates, the big stories that started hitting at the end of the week.
[00:00:29.421 --> 00:00:31.122]  And of course, it's at this time of year.
[00:00:32.014 --> 00:00:34.095]  But a lot of very important things can happen.
[00:00:34.095 --> 00:00:39.576]  It was 105 years ago on Friday, as I covered on Friday, that the Federal Reserve was created.
[00:00:39.576 --> 00:00:47.758]  And now we have President Trump saying many reports that he wanted to fire the Chair of the Fed.
[00:00:47.758 --> 00:00:54.820]  Now you've got Steve Mnuchin, the Goldman Sachs banker, who's his Treasury Secretary, coming back and saying, no, no, no, he didn't say anything like that.
[00:00:54.820 --> 00:00:57.461]  No, no, no, we respect the Federal Reserve.
[00:00:57.461 --> 00:00:58.581]  They cannot be touched.
[00:00:58.581 --> 00:00:59.282]  Well, they can.
[00:00:59.282 --> 00:01:00.522]  And I'm going to tell you why.
[00:01:01.540 --> 00:01:06.842]  President Trump is getting into some very important areas here.
[00:01:06.842 --> 00:01:25.208]  When he starts to do things like bring the troops home from an unconstitutional war that we should not be involved in, when he starts talking about the actions of the Fed and criticizing the Fed and talking about changing the Fed, it's starting to look a lot like JFK, isn't it?
[00:01:25.208 --> 00:01:28.429]  Maybe that's why President Trump is also talking about the fact that we've got an armed citizenry
[00:01:29.187 --> 00:01:33.968]  And if they take him out, coup or otherwise, there will be a pushback against what they're doing.
[00:01:33.968 --> 00:01:37.109]  He certainly understands that he's in dangerous territory.
[00:01:37.109 --> 00:01:43.771]  And we're going to talk about why he should move against the Fed, should not wait, how he might do it.
[00:01:43.771 --> 00:01:51.893]  As a matter of fact, this is something that goes back to the very beginning of the Trump presidency, right after he was elected.
[00:01:51.893 --> 00:01:58.375]  It was the middle of December then, that you had then-chair Janet Yellen increase interest rates.
[00:01:59.125 --> 00:02:06.528]  Now, the entire Obama administration, they had only increased interest rates slightly, and done it once.
[00:02:06.528 --> 00:02:07.408]  One interest rate.
[00:02:07.408 --> 00:02:10.429]  The entire eight years of Obama.
[00:02:10.429 --> 00:02:18.992]  And then, right after President Trump was elected, about six weeks later, they raised interest rates a quarter.
[00:02:18.992 --> 00:02:24.274]  And I said at the time, and I said it for the entire week, I said, they're going to do the same thing that Greenspan did.
[00:02:24.274 --> 00:02:27.835]  Greenspan, of course, you remember, he created the real estate and stock market bubble.
[00:02:28.553 --> 00:02:34.778]  With the Federal Reserve, by lowering interest rates and keeping them at essentially zero for a very long period of time.
[00:02:34.778 --> 00:02:40.182]  And then he began raising interest rates one quarter of a percent every calendar quarter.
[00:02:40.182 --> 00:02:46.046]  It looks, if you look at the chart of the Fed rates, it looks like a little stair step case going straight up.
[00:02:46.046 --> 00:02:49.288]  And then if that wasn't enough, he started talking about irrational exuberance.
[00:02:49.288 --> 00:02:52.911]  And of course, he had some comments this last week talking about run for the exits.
[00:02:54.073 --> 00:02:56.814]  So they do everything they can to manipulate, to undermine this economy.
[00:02:56.814 --> 00:03:01.115]  And of course that has been the design of the Federal Reserve since its creation.
[00:03:01.115 --> 00:03:02.135]  It was designed to do that.
[00:03:02.135 --> 00:03:04.516]  So I ran the report that I did.
[00:03:04.516 --> 00:03:11.918]  It was 100 years, 100 year anniversary of the creation of the Federal Reserve on a December the 21st.
[00:03:11.918 --> 00:03:13.298]  That's back in 1913.
[00:03:13.298 --> 00:03:15.159]  So I did the report five years ago.
[00:03:15.159 --> 00:03:17.320]  It's now 105 years old.
[00:03:17.320 --> 00:03:21.981]  I tied it to the movie that came out 33 years later on December the 20th, It's a Wonderful Life.
[00:03:22.685 --> 00:03:25.266]  We'll play that clip for you later in the broadcast.
[00:03:25.266 --> 00:03:27.607]  But you can see how they engineered bank runs.
[00:03:27.607 --> 00:03:28.827]  They did everything that they could.
[00:03:28.827 --> 00:03:30.468]  They conspired with foreign bankers.
[00:03:30.468 --> 00:03:36.310]  The same kind of foreign bankers who are putting the Bolsheviks in power in Germany.
[00:03:36.310 --> 00:03:44.613]  Max Warburg in Germany and then his brother Paul Warburg was working with JP Morgan who is the classic.
[00:03:44.613 --> 00:03:48.435]  Whether they were trying to imitate this guy or if it was just subconscious
