[00:00.000 --> 00:29.000]  Infowars, tomorrow's news, today.
[00:29.000 --> 00:45.000]  From the front lines of the information war, it's Alex Jones.
[00:59.000 --> 01:10.000]  Okay, listen. I'm going to tell you something I'm not supposed to talk about. Nobody is, but...
[01:10.000 --> 01:12.000]  The what?
[01:12.000 --> 01:16.000]  But they took a lot of people away. People that they thought were going to make trouble for them.
[01:16.000 --> 01:19.000]  People that had guns and things they wanted. They just took them away.
[01:19.000 --> 01:21.000]  Where?
[01:21.000 --> 01:23.000]  We education camps. That's what they call it.
[01:23.000 --> 01:34.000]  I have decided we really need camps for adults. And we need the kind of camps that you all run. I mean, really.
[01:34.000 --> 01:43.000]  There are millions of Americans, almost all white, almost all Republicans, who somehow need to be deprogrammed.
[01:43.000 --> 01:51.000]  And the question is, how are we going to really almost deprogram these people who have signed up for the cult of Trump?
[01:51.000 --> 01:56.000]  There are millions of people who believe that the election was rigged.
[01:56.000 --> 01:59.000]  How do you begin to deprogram them?
[01:59.000 --> 02:06.000]  Once we educate them, we coach them on how to interact and empower the person to start thinking for themselves.
[02:06.000 --> 02:12.000]  They are members of a cult. The Trumpist cult. And we have to be deprogrammed.
[02:12.000 --> 02:19.000]  Because they've been brainwashed, Joy. I really believe that they have been brainwashed by this misinformation campaign.
[02:19.000 --> 02:22.000]  How do you de-radicalize these people?
[02:22.000 --> 02:30.000]  We probably need to double, triple, quadruple, or increase funding for these de-radicalization programs.
[02:30.000 --> 02:36.000]  It's 11.59 a radio free America, and this is Uncle Sam with Music and the Truth Until Dawn.
[02:36.000 --> 02:40.000]  Right now, I've got a few words for some of our brothers and sisters in the occupied zone.
[02:40.000 --> 02:45.000]  The chair is against the wall. The chair is against the wall.
[02:45.000 --> 02:50.000]  John has a long mustache. John has a long mustache. It's 12 o'clock American.
[02:50.000 --> 02:56.000]  It's another day closer to victory. And for all of you out there on or behind the lines, this is your song.
[02:56.000 --> 03:11.000]  The FBI has arrested hundreds of people in connection with the January 6th insurrection at the U.S. Capitol, and more could be on the way.
[03:11.000 --> 03:18.000]  Approximately 800 people have been arrested. Joseph Biggs was indicted earlier this week by a federal grand jury,
[03:18.000 --> 03:22.000]  along with four other members of the group, with conspiracy to commit sedition.
[03:22.000 --> 03:29.000]  Joseph Biggs facilitated political violence, even if they weren't armed and didn't assault anybody at the Capitol on January 6th.
[03:29.000 --> 03:41.000]  A couple hours ago, I was informed by my attorney that there is a warrant out for my arrest with allegations involving January 6th.
[03:41.000 --> 03:46.000]  I will have to turn myself in Monday morning.
[03:46.000 --> 03:52.000]  The DOJ, the Biden administration announced, is charging a host at Info Wars, a man called Owen Shroyer,
[03:52.000 --> 03:58.000]  with several federal crimes, including, quote, entering a restricted area on January 6th.
[03:58.000 --> 04:02.000]  That sounds bad. What did Owen Shroyer do? He didn't go inside the Capitol building on January 6th.
[04:02.000 --> 04:06.000]  He stood on the Capitol steps with hundreds of other people.
[04:06.000 --> 04:12.000]  Enrique Tario pleaded guilty to two misdemeanor charges, including the burning of a Black Lives Matter banner.
[04:12.000 --> 04:22.000]  As for those text messages, the January 6th committee is now planning to subpoena them as it looks into Jones' role in the Capitol attack.
[04:22.000 --> 04:30.000]  The American people are not buying the whole fraud. The January 6th was the new Pearl Harbor, worse than 9-11, all these preposterous ass-ine tanks that were set and done.
[04:30.000 --> 04:36.000]  January 6th was a false flag. Everybody knows it at this point, from Ray Epps to the Pipe Bomber. I mean, it's obvious.
[04:36.000 --> 04:40.000]  It's all coming out. It's all being exposed.
[04:40.000 --> 04:48.000]  We're not going to be the ones on trial anymore. No, globalist, we're coming after you. Nuremberg 2.0 begins now.
[04:48.000 --> 04:54.000]  Wolverines!
[04:54.000 --> 05:20.000]  We'll be back with this live Tuesday, December 20th transmission.
[05:20.000 --> 05:32.000]  We have Payne MD, the number one national bestseller under another name. We got it discounted for 40% off InfoWarsTour.com under the label, InfoWars Platinum.
