[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[00:08.000 --> 00:12.000]  It's Alex Jones and the GCN Radio Network.
[00:18.000 --> 00:20.000]  We're live, thank you for joining us.
[00:20.000 --> 00:29.000]  It is the 12th day of the 12th month of 2010 on this live Sunday broadcast.
[00:29.000 --> 00:36.000]  We're going to be here for the next two hours and we're going to open the phones up coming up at the bottom of the hour.
[00:36.000 --> 00:40.000]  The total free number to join us is 888-201-2244.
[00:40.000 --> 00:47.000]  But again, we'll open the phone system coming up at the bottom of the hour a few minutes before 888-201-2244.
[00:47.000 --> 00:53.000]  But I want to fire out all the topics and issues that I want to discuss so we can get your take on them.
[00:53.000 --> 00:57.000]  You're always welcome to call in with your question, your comment, your view.
[00:57.000 --> 01:03.000]  If you agree, if you disagree, as long as it's civil, we'd love to hear from you.
[01:03.000 --> 01:07.000]  I talk about having a lot of frustration because I study how the world really works.
[01:07.000 --> 01:15.000]  I study what the Trilateral Commission, the United Nations, the Council on Foreign Relations, the RAND Corporation state.
[01:15.000 --> 01:17.000]  And these are the groups that run our planet.
[01:17.000 --> 01:29.000]  And they talk about their disgust and how they detest us, how they want a planetary regime to cut off our resources to make us dependent on government so we can be exterminated in an orderly fashion.
[01:29.000 --> 01:44.000]  And then I attempt to come and just get the public to even admit that there is a global elite who are undemocratic and who have taken control via fraud and who socialize the grassroots wealth to consolidate power under their own hands.
[01:44.000 --> 01:47.000]  And I get told that doesn't exist.
[01:47.000 --> 01:53.000]  Well, I thought I would go over some source documents and some mainstream media admissions today dealing with that.
[01:53.000 --> 01:55.000]  Here's the New York Times.
[01:55.000 --> 01:59.000]  A secretive banking elite rules trading in derivatives.
[01:59.000 --> 02:01.000]  And that's out of the New York Times.
[02:01.000 --> 02:10.000]  Now, this is nothing new for our audience, but it's the shift where now they just throw it in your face and say, yeah, a secret group runs it.
[02:10.000 --> 02:14.000]  There's a world government, but it's for your own good.
[02:14.000 --> 02:15.000]  That's coming up.
[02:15.000 --> 02:18.000]  Bernie Madoff, son, Mark commits suicide.
[02:18.000 --> 02:23.000]  If you believe he committed suicide, you probably believe a lone gunman killed JFK.
