[00:00:04.827 --> 00:00:09.674]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.674 --> 00:00:11.256]  You want answers?
[00:00:11.256 --> 00:00:12.798]  Well, so does he.
[00:00:12.798 --> 00:00:17.004]  He's Alex Jones on the GCN Radio Network.
[00:00:17.004 --> 00:00:21.069]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.318 --> 00:00:27.039]  It's May 5th, 2011.
[00:00:27.039 --> 00:00:29.121]  It's the Alex Jones Show live.
[00:00:29.121 --> 00:00:36.284]  I'm your host, Paul Joseph Watson, editor and writer for PrisonPlanet.com, filling in for Alex today.
[00:00:36.284 --> 00:00:52.953]  And we've got two huge guests coming up over the course of the next 90 minutes to discuss this unravelling Osama Bin Laden fable, both of whom held highly influential positions within the US government and both of whom have
[00:00:53.513 --> 00:01:03.241]  vocally savaged this Bin Laden narrative that has been put out by the White House for the fairytale that it is.
[00:01:03.241 --> 00:01:21.415]  The guests are former Assistant Treasury Secretary under Reagan, Paul Craig Roberts, and of course the third installment of our interview with Steve R. Pachenik, who worked as a top spymaster in no less than five US administrations.
[00:01:22.136 --> 00:01:29.860]  Cannot be called a black helicopter conspiracy fantasist, as the Time Magazine article yesterday would have it.
[00:01:29.860 --> 00:01:38.065]  Of course, they're afraid to address any of the issues that Pajenek has raised over the course of the last two days on the Alex Jones Show.
[00:01:39.065 --> 00:01:58.563]  We've got InfoWars video guru Rob Jacobson coming up live reporting from Ground Zero later on in this, actually in the next segment, as Obama gets ready to pull off his contrived photo op, mimicking how George W. Bush stood on the rubble of the Twin Towers shortly after 9-11.
[00:02:00.244 --> 00:02:12.655]  And what amounts to basically a desperate PR stunt to contrive a political turnaround for his ailing aspirations to get a second term in the Oval Office.
[00:02:12.655 --> 00:02:26.207]  Second half of the show will be hosted by Steve Watson and Aaron Dykes and then Alex Jones himself will be calling in from the road to give his take on the unfolding, collapsing, crumbling Bin Laden fable.
[00:02:27.816 --> 00:02:37.967]  And the Bin Laden hoax really is collapsing now, whether you believe he was killed recently or, you know, he was killed nine years ago as Pchenik has asserted.
[00:02:37.967 --> 00:02:47.117]  The fact is that this whole narrative they've manufactured around the alleged raid and assassination of Bin Laden at his compound there in Pakistan,
[00:02:48.158 --> 00:02:50.460]  It's totally crumbling to the ground.
[00:02:50.460 --> 00:02:58.348]  It's beginning to resemble more and more a Jerry Bruckheimer-style Jessica Lynch fable.
