[00:00:07.644 --> 00:00:11.990]  Waging war on corruption.
[00:00:11.990 --> 00:00:17.637]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:25.034 --> 00:00:28.537]  It is Sunday, August 19, 2012.
[00:00:28.537 --> 00:00:33.000]  This is Mike Adams, the health ranger, sitting in for Alex Jones today.
[00:00:33.000 --> 00:00:36.382]  Thank you for joining us and welcome to the show.
[00:00:36.382 --> 00:00:38.584]  Wow, we have a huge amount of information.
[00:00:38.584 --> 00:00:41.286]  The globalists are getting desperate.
[00:00:41.286 --> 00:00:46.730]  Today, to be covered here on the Alex Jones Show, we've got FOIA documents that have been
[00:00:48.546 --> 00:00:56.315]  Uncovered by InfoWars investigators and this is a big breaking article up on InfoWars.com right now by Paul Joseph Watson.
[00:00:56.315 --> 00:01:01.201]  Hundreds of pages of once secret documents released under the Freedom of Information Act.
[00:01:02.512 --> 00:01:15.539]  Indicate that the Department of Homeland Security has been surveilling InfoWars and its messages, its articles, when bumper stickers get placed at various locations around the country.
[00:01:15.539 --> 00:01:21.202]  DHS is called in and it's being reported as an act of terrorism.
[00:01:21.202 --> 00:01:31.508]  We've got, oh man, this whole attack that was underway to try to suppress whistleblowers, to try to criminalize journalism.
[00:01:32.458 --> 00:01:33.224]  Infowars.com is under attack.
[00:01:36.795 --> 00:01:45.319]  By the DHS, by what is becoming really a sort of a Stasi-style secret police investigative branch of the federal government.
[00:01:45.319 --> 00:01:56.703]  And at the same time that this is going on, of course, this morning in big breaking news, we had Julian Assange of WikiLeaks fame giving his speech at the Ecuadorian embassy in London.
[00:01:56.703 --> 00:02:01.045]  And that speech calls for respecting the free speech rights of journalists.
[00:02:01.045 --> 00:02:03.366]  It calls for the freeing of Bradley Manning.
[00:02:03.906 --> 00:02:08.529]  And the dropping of all charges against WikiLeaks and of course Julian Assange as well.
[00:02:08.529 --> 00:02:10.871]  That's a huge story we're going to be covering here.
[00:02:10.871 --> 00:02:13.673]  But look at what these two things have in common, folks.
[00:02:13.673 --> 00:02:18.777]  Both InfoWars and WikiLeaks are being threatened in a huge way, surveilled.
[00:02:19.437 --> 00:02:19.837]  I don't know.
[00:02:40.157 --> 00:02:50.721]  WikiLeaks is under attack, InfoWars is under attack, being tracked, being surveilled, being described as almost a right-wing terrorist organization by the DHS.
[00:02:50.721 --> 00:02:52.722]  This is what it has come to, folks.
[00:02:52.722 --> 00:02:59.385]  This is journalism in America today, and we're going to get into this in the next two hours here on the Alex Jones Show.
[00:02:59.385 --> 00:03:00.526]  Again, my name is Mike Adams.
[00:03:00.526 --> 00:03:08.049]  We're going to be joined in roughly 30 minutes by John B. Wells, the Saturday night host of Coast to Coast AM.
[00:03:08.869 --> 00:03:16.294]  And we're going to get deep into these issues, plus a lot of talk about the coming financial collapse and how to prepare for it.
[00:03:16.294 --> 00:03:24.780]  So expect a rockin' good show on preparedness and a lot of other truth-telling information that continues to be under attack.
[00:03:26.058 --> 00:03:37.101]  By the way, earlier in the week here on the Alex Jones Show, Max Keiser predicted that the financial collapse would happen before April, or by April of 2013.
[00:03:37.101 --> 00:03:47.583]  Now that prediction is not agreed by everybody, that that timetable is exactly what's going to happen, but Keiser went on the record and said that's when it's going to happen.
[00:03:48.183 --> 00:04:04.296]  Because, or before then, I should say between now and April 2013, he says the financial fraud, the house of cards, the monopolistic currency controllers and their derivatives debt pyramid just can't last that long.
[00:04:04.296 --> 00:04:06.598]  Something's going to break between now and then.
[00:04:06.598 --> 00:04:14.444]  So we are going to talk today with John B. Wells, our featured guest today on the show, about how we can prepare and what we think might be coming down.
[00:04:15.225 --> 00:04:39.354]  Now all of this is tied together because the government itself, the federal government, and I'm not saying all people in the government are bad, I mean, I know FBI agents, I know people who work for the feds, most of them are good people, but there are rogue elements within the government that are running their own show now, they're off the reservation, they're loose cannons, and they are a danger to us all, and they're a danger to our republic.
[00:04:40.134 --> 00:04:48.519]  And we've got to find a way to restore the Republic, restore law and order, and restore basic human rights and the Bill of Rights in America.
[00:04:48.519 --> 00:04:52.221]  So all of that discussion and much more straight ahead right here on the Alex Jones Show.
[00:04:52.221 --> 00:04:53.121]  Stay with us.
[00:04:53.121 --> 00:04:54.322]  We'll be right back after this break.
[00:04:59.361 --> 00:05:04.863]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:05:04.863 --> 00:05:07.264]  Start purifying your water with ProPure.
[00:05:07.264 --> 00:05:16.367]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:05:16.367 --> 00:05:19.808]  Its filters are silver impregnated to prevent bacterial growth.
[00:05:19.808 --> 00:05:21.488]  There's no priming required.
[00:05:21.488 --> 00:05:23.769]  It's NSF-42 certified.
[00:05:23.769 --> 00:05:26.270]  Optional fluoride filters can reduce fluoride up to 95%.
[00:05:27.330 --> 00:05:28.871]  Easy to set up and use.
[00:05:28.871 --> 00:05:30.292]  Doesn't require electricity.
[00:05:30.292 --> 00:05:33.454]  Purify water from lakes, streams, ponds, and wells.
[00:05:33.454 --> 00:05:36.837]  This filter system leaves in beneficial minerals, which is key.
[00:05:36.837 --> 00:05:40.980]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:05:40.980 --> 00:05:43.722]  ProPure is the best gravity-fed filter out there.
[00:05:43.722 --> 00:05:45.283]  It's what my family uses.
[00:05:45.283 --> 00:05:48.605]  Infowars.com already has the lowest price on ProPure.
[00:05:48.605 --> 00:05:54.149]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:05:54.429 --> 00:06:03.416]  You can also call to order 888-253-3139.
[00:06:03.416 --> 00:06:10.001]  You are listening to an InfoWars.com frontline report.
[00:06:10.001 --> 00:06:13.924]  If you are receiving this transmission, you are the resistance.
[00:06:21.508 --> 00:06:29.995]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:35.325 --> 00:06:46.052]  We are live here on this Sunday, August 19, 2012 at the Alex Jones Show in the Alex Jones Studios, I should say the InfoWars Studios here in Austin, Texas.
[00:06:46.052 --> 00:06:51.015]  This is Mike Adams, the health ranger, filling in for Alex today and thank you for joining us.
[00:06:51.015 --> 00:06:54.978]  We've got a lot of breaking news today, some truly shocking news.
[00:06:54.978 --> 00:06:57.779]  This article now just posted on InfoWars.com.
[00:06:59.244 --> 00:07:13.749]  Freedom of Information Act documents reveal that the Department of Homeland Security monitored InfoWars.com, monitored the user posts on the website, and monitored opposition to its so-called See Something Say Something program.
[00:07:14.793 --> 00:07:15.733]  Which is really interesting.
[00:07:15.733 --> 00:07:23.755]  I mean, if you think about it, they want you to, if you see something that might be a terrorist, then you should say something.
[00:07:23.755 --> 00:07:24.835]  But, oh, wait a minute.
[00:07:24.835 --> 00:07:29.236]  What if you're a member of the free press and you see the government doing something fishy?
[00:07:29.236 --> 00:07:30.877]  Then you're going to be censored.
[00:07:30.877 --> 00:07:31.837]  Then you're going to be shut down.
[00:07:31.837 --> 00:07:32.777]  Then you're going to be tracked.
[00:07:32.777 --> 00:07:34.198]  You're going to be surveilled.
[00:07:34.198 --> 00:07:35.878]  That's what's happening.
[00:07:35.878 --> 00:07:39.739]  So, oh, so it's really a selective, if you see something, say something.
[00:07:40.479 --> 00:07:43.761]  If you see the government doing something, keep your mouth shut.
[00:07:43.761 --> 00:07:45.843]  That is the message from DHS.
[00:07:45.843 --> 00:07:48.384]  But I'm going to go through this story in some details with you.
[00:07:48.384 --> 00:07:51.847]  And by the way, for just joining us, we've got a lot of great information coming up today.
