[00:00.000 --> 00:10.640]  Ladies and gentlemen, we're live, it's Wednesday, February 8, 2017.
[00:10.640 --> 00:15.240]  The Democrats are melting down like a bunch of mentally ill children.
[00:15.240 --> 00:17.320]  What are we going to do?
[00:17.320 --> 00:24.080]  How can a president who is acting in the manner that he's acting, whether he's talking about
[00:24.080 --> 00:29.920]  the travel ban, the way that he's targeting Muslims, or whether he's talking about his
[00:29.920 --> 00:37.520]  relationship to Putin and the Kremlin, and knowing that they have hacked our DCCC and
[00:37.520 --> 00:46.720]  DNC, and knowing that he is responsible for supplying the bombs that killed innocent
[00:46.720 --> 00:51.400]  children and families in, in...
[00:51.400 --> 00:52.400]  What is Aleppo?
[00:52.400 --> 00:53.400]  Yeah, in Aleppo.
[00:53.400 --> 00:54.400]  You are correct.
[00:54.400 --> 00:55.400]  Way to go.
[00:55.400 --> 00:56.400]  Thank you.
[00:56.400 --> 01:11.080]  The fact that he is wrapping his arms around Putin while Putin is continuing to advance
[01:11.080 --> 01:12.080]  into Korea...
[01:12.080 --> 01:30.040]  The pathetic and delusional Democrats were at it again, their stomachs growling with
[01:30.040 --> 01:32.920]  an insatiable hunger for hubris and lunacy.
[01:32.920 --> 01:37.840]  They scurried to a microphone that actually worked this time as they tried to sell the
[01:37.840 --> 01:41.680]  American voters a belly full of fiction yet again.
[01:41.680 --> 01:43.720]  What are we going to do?
[01:43.720 --> 01:50.280]  How can a president who is acting in the manner that he's acting, whether he's talking about
[01:50.280 --> 01:55.960]  the travel ban, the way that he's targeting Muslims, or whether he's talking about his
[01:55.960 --> 02:03.280]  relationship to Putin and the Kremlin, and knowing that they have hacked our DCCC and
[02:03.280 --> 02:12.280]  DNC, and knowing that he is responsible for supplying the bombs that killed innocent
[02:12.280 --> 02:19.080]  children and families in Aleppo.
[02:19.080 --> 02:27.320]  And the fact that he is wrapping his arms around Putin while Putin is continuing to advance
[02:27.320 --> 02:30.280]  into Korea.
[02:30.280 --> 02:37.560]  I think that he is leading himself into that kind of position where folks will begin to
[02:37.560 --> 02:42.200]  ask what are we going to do and the answer is going to be, eventually we've got to do
[02:42.200 --> 02:43.440]  something about him.
[02:43.440 --> 02:47.960]  We cannot continue to have a president who's acting in this manner.
[02:47.960 --> 02:50.480]  It is dangerous to the United States of America.
[02:50.480 --> 02:53.880]  Leader Pelosi, do you agree?
[02:53.880 --> 02:58.880]  Minority leader Nancy Pelosi only served to reassure the voters that her mind is not
[02:58.880 --> 03:00.600]  firing on all cylinders.
[03:00.600 --> 03:05.840]  Yes, we've seen nothing that we can work, but I can work with President Bush on it.
[03:05.840 --> 03:10.400]  Chicago Mayor Rahm Emanuel told the flustered Democrats to take a chill pill.
[03:10.400 --> 03:15.680]  Of course, when you are being criticized by Rahm Emanuel, who has overseen more homicides
[03:15.680 --> 03:21.480]  in Chicago than the wars in Iraq and Afghanistan combined, it may be time to hang up the desperate
[03:21.480 --> 03:26.840]  daily dismantling of President Donald Trump's agenda before the Democratic Party is finally
[03:26.840 --> 03:32.560]  hauled into court over the millions of dollars it has received from Captain Subversion, a.k.a.
[03:32.560 --> 03:36.960]  Hedge Fund Billionaire and former Nazi collaborator George Soros.
[03:36.960 --> 03:42.000]  But it appears that President Donald Trump's adversaries have lined up on both sides of
[03:42.000 --> 03:47.800]  the aisle thanks to donations by the billion dollar Soros machine, sediciously ceding chaos
[03:47.800 --> 03:49.240]  in the United States.
[03:49.240 --> 03:54.440]  Breitbart reported perhaps even more significant as the type of Republican they aimed to prop
[03:54.440 --> 03:55.440]  up.
[03:55.440 --> 04:01.000]  In 2016, pro-open borders on trade and generally speaking anti-Trump, a pattern emerges when
[04:01.000 --> 04:05.840]  looking at the policies of the Republicans that these Soros fund management executives
[04:05.840 --> 04:07.280]  support financially.
[04:07.280 --> 04:12.520]  The biggest recipient of Soros connected cash in the GOP was none other than House Speaker
[04:12.520 --> 04:17.520]  Paul Ryan, who repeatedly attempted to undermine Trump over the course of the election.
[04:17.520 --> 04:23.040]  According to the records available online, the Soros firms' workers gave $10,800 to Ryan
[04:23.040 --> 04:28.480]  while Senator Lindsey Graham received $3,500 from the firm's employees.
[04:28.480 --> 04:33.680]  According to the Center for Responsive Politics Data, that includes a $1,500 donation from
[04:33.680 --> 04:36.840]  Soros fund management executive Scott Besin.
[04:36.840 --> 04:43.320]  Senator Marco Rubio raked in $2,700 while other failed GOP presidential candidates Ohio Governor
[04:43.320 --> 04:50.800]  John Kasich and former Florida Governor Jeb Bush also received $2,700 apiece from employees
[04:50.800 --> 04:52.360]  of the Soros firm.
[04:52.360 --> 04:56.160]  The national conversation needs to rid itself of the ongoing...
[04:56.160 --> 04:59.280]  Look who's being discriminated against now, Republicans.
[04:59.280 --> 05:02.960]  That's right, a new leftist fight club has started at the University of Central Florida
[05:02.960 --> 05:08.440]  where the Knights for Socialism have organized to teach left-wingers how to bash the fasc.
[05:08.440 --> 05:10.800]  No Republicans or Trump supporters allowed.
[05:10.800 --> 05:13.800]  Donning the Antifa logo, you can find them on Facebook.
[05:13.800 --> 05:16.000]  So I guess the first rule doesn't apply to these guys.
[05:16.000 --> 05:19.880]  They want to show off the fact they're getting together to train to beat down Trump supporters
[05:19.880 --> 05:24.720]  because the previous incidents of beating, pepper spraying, kidnapping, lighting on fire,
[05:24.720 --> 05:25.720]  wasn't enough.
[05:25.720 --> 05:29.520]  Of course, the irony is they cite the rise in hate crimes against Latinos, immigrants,
[05:29.520 --> 05:35.360]  Muslims, women, the LGBTQIA, whatever that is, community, Jews, African Americans, since
[05:35.360 --> 05:40.280]  the rise of Trump and other alt-right neo-Nazis, even though all evidence points to a rise
[05:40.280 --> 05:42.840]  in hate crimes against Trump supporters.
[05:42.840 --> 05:47.560]  So I guess if this isn't a terrorist group, no longer will we see the cheap shot and run
[05:47.560 --> 05:51.400]  technique now leftists are just going to toe up on the streets.
[05:51.400 --> 06:20.440]  This is Owen Schreuer from the Information Fight Club.
[06:20.440 --> 06:45.680]  Get
[06:45.680 --> 06:52.680]  This is Alex Jones. I want to tell you about a way to save a lot of money on one of the best new off-the-grid products of 2017.
[06:52.680 --> 06:55.680]  And seriously, I really think everyone should have one of these.
[06:55.680 --> 07:00.680]  I'm talking about the PPX Solar Generator System from our friends at Solutions from Science, one of our oldest sponsors.
[07:00.680 --> 07:03.680]  The PPX is so small, you can put it in your pocket.
[07:03.680 --> 07:05.680]  But so powerful, you can run.
[07:05.680 --> 07:25.680]  Some 110 appliances at your house, like a small refrigerator so you can keep food from spoiling. Plus, you can take it with you to jumpstart cars, trucks, buses, 18-wheelers, heavy equipment, even airplanes.
[07:25.680 --> 07:32.680]  The system provides an endless supply of off-the-grid electricity, allowing you to create your own private power grid, literally anywhere in the world.
[07:32.680 --> 07:37.680]  Perfect for cabins, remote locations, anytime you need to get off the grid for a while.
