[00:00:00.569 --> 00:00:02.311]  Government cover-ups.
[00:00:02.311 --> 00:00:03.912]  You want answers?
[00:00:03.912 --> 00:00:05.453]  Well, so does he.
[00:00:05.453 --> 00:00:09.655]  He's Alex Jones, on the GCN Radio Network.
[00:00:09.655 --> 00:00:19.122]  And now, live from Austin, Texas, Alex Jones.
[00:00:19.122 --> 00:00:27.948]  It is Wednesday, the sixth day of August, 2008, and for the next four hours,
[00:00:29.204 --> 00:00:34.186]  We are going to have wide open phones.
[00:00:34.186 --> 00:00:38.747]  Wide open phones for the next four hours.
[00:00:38.747 --> 00:00:53.732]  It is bizarre being here in my office with the moving trucks here this morning as 90% of the office has now been moved out of here just this morning and it's just a little old me sitting here in my tiny little studio.
[00:00:54.600 --> 00:01:01.068]  Which will still be here for the next few months as we finish building the new radio studio and the TV studio.
[00:01:01.747 --> 00:01:09.329]  We are busy little bees over at the new 7,800 square foot office, which is big for us.
[00:01:09.329 --> 00:01:16.150]  This one's about 2,400 square feet, and we have another even smaller office.
[00:01:16.150 --> 00:01:17.210]  We've had two offices.
[00:01:17.210 --> 00:01:20.571]  It's been confusing and caused problems over the last few years.
[00:01:20.571 --> 00:01:23.812]  Well, we are now moving into one big office.
[00:01:23.812 --> 00:01:28.813]  Thanks to you, the listeners, supporting us with the InfoWars Money Bump.
[00:01:30.032 --> 00:01:34.735]  Everything we do, everything we've been able to accomplish is because of you.
[00:01:34.735 --> 00:01:36.115]  Yes, we work long hours.
[00:01:36.115 --> 00:01:37.936]  Yes, we make good films.
[00:01:37.936 --> 00:01:40.398]  And we travel to dangerous hot spots to cover things.
[00:01:40.398 --> 00:01:41.958]  We bring you the best guest.
[00:01:41.958 --> 00:01:46.641]  But it's a team effort, all of us together, in this fight against the New World Order.
[00:01:46.641 --> 00:01:55.025]  You have our continued commitment to work as hard as we can to do the best job we can to bring you the most accurate and up-to-date information.
[00:01:55.025 --> 00:01:56.306]  Does that mean we're perfect?
[00:01:56.306 --> 00:01:56.526]  No.
[00:01:56.526 --> 00:01:58.107]  Does it mean we don't drop the ball?
[00:01:58.107 --> 00:01:58.247]  No.
[00:01:59.188 --> 00:02:01.569]  Does it mean that we never make mistakes?
[00:02:01.569 --> 00:02:04.510]  No, but we're doing the best job we can.
[00:02:04.510 --> 00:02:15.974]  And I want to thank every one of you in the United States, Canada, Europe, Mexico, Latin America, Asia, all of our supporters, all the PrisonPlanet.TV members.
[00:02:15.974 --> 00:02:21.296]  We just make that better and better for you now four plus years into having PrisonPlanet.TV.
[00:02:21.296 --> 00:02:24.317]  All of you that get the books and videos and DVDs off of the website.
[00:02:24.941 --> 00:02:34.909]  And then we also bring on all these other guests and try to support their outreaches and what they're doing and building this as a platform for everyone who are team players against the New World Order.
[00:02:34.909 --> 00:02:44.878]  We are Team Liberty, Team Freedom, Team Humanity, Team Anti-Dehumanization and it's great to work with all of you.
[00:02:44.878 --> 00:02:51.223]  But it takes me back to three plus years ago when we moved into this office from my tiny
[00:02:52.600 --> 00:02:53.600]  700 square foot office.
[00:02:53.600 --> 00:02:56.661]  Yes, 700 square foot office that had three people in it.
[00:02:56.661 --> 00:02:58.362]  Well, four, counting me.
[00:02:58.362 --> 00:03:00.282]  Then I would broadcast out of my house.
[00:03:00.282 --> 00:03:03.463]  I mean, that's the type of growth that we've been seeing here.
[00:03:03.463 --> 00:03:05.043]  And I should have tried to grow earlier.
[00:03:05.043 --> 00:03:06.924]  I tried to really keep it small.
[00:03:06.924 --> 00:03:09.084]  I tried to never raise funds.
[00:03:09.084 --> 00:03:11.765]  I refused almost all advertising.
[00:03:11.765 --> 00:03:14.506]  I didn't even really have advertising, except for a few web banners.
[00:03:14.506 --> 00:03:17.906]  If somebody emailed me, we'd sell them a $500 ad banner.
[00:03:17.906 --> 00:03:20.127]  And we didn't have the funds to expand or do anything.
[00:03:21.061 --> 00:03:23.962]  And then I realized about three years ago, I said, we better grow!
[00:03:23.962 --> 00:03:31.284]  I mean, we're already the tip of the spear, the biggest thing in media, in the fight against the New World Order, and that wasn't saying much.
[00:03:31.284 --> 00:03:37.785]  And so we have expanded, we're now about to expand even more, and yes, your support is needed more than ever.
[00:03:37.785 --> 00:03:44.147]  Spread the word about InfoWars.com and PrisonPlanet.com on the message boards and MySpace and YouTube.
[00:03:44.147 --> 00:03:45.887]  To buy the books and videos.
[00:03:45.887 --> 00:03:48.128]  To support the sponsors.
[00:03:48.128 --> 00:03:49.168]  You know, people complain,
[00:03:50.026 --> 00:03:51.227]  And we're not perfect.
[00:03:51.227 --> 00:03:56.490]  Every day, Kurt Nemo's in there banning different ads on InfoWars.com.
[00:03:56.490 --> 00:04:01.173]  He's banned it, I think, eight different times the last week, these anti-Barack Obama ads.
[00:04:01.173 --> 00:04:07.237]  I'm not for Barack Obama, but I don't want to have anti-Barack Obama, pro-John McCain ads on.
[00:04:07.237 --> 00:04:13.261]  And Google continues to change the URL address that that advertiser wants to be on our site.
[00:04:13.261 --> 00:04:16.063]  And so I'm at the point I'm about to have to dump Google Advertising.
[00:04:16.063 --> 00:04:16.703]  Well, that's $6,000 a month!
[00:04:18.416 --> 00:04:21.681]  That pays for almost two employees.
[00:04:21.681 --> 00:04:23.704]  We won't be able to operate without that.
[00:04:23.704 --> 00:04:24.866]  So what will I have to do?
[00:04:24.866 --> 00:04:26.568]  I'm about to dump Google Ads.
[00:04:26.568 --> 00:04:28.251]  I mean, I'm thinking about it.
[00:04:28.251 --> 00:04:30.073]  I'll have to get other sponsors.
[00:04:30.073 --> 00:04:33.739]  I'll have to beg for you to buy my videos, which I don't like doing.
[00:04:34.682 --> 00:04:39.988]  So, support us, and we'll be able to have less ads and less commercialism and all of it.
[00:04:39.988 --> 00:04:43.772]  But, hey, I gotta get the money to fund this operation somewhere, ladies and gentlemen.
[00:04:43.772 --> 00:04:44.633]  So, support us.
[00:04:44.633 --> 00:04:45.193]  Alright.
[00:04:45.193 --> 00:04:48.657]  Ton of news, wide open phones for the next four hours.
[00:04:48.657 --> 00:04:50.459]  I am going to take hundreds of calls today.
[00:04:50.459 --> 00:04:50.519]  1-800-259-9231.
[00:04:53.462 --> 00:05:06.608]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:05:06.608 --> 00:05:17.673]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:05:17.673 --> 00:05:20.595]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:05:21.075 --> 00:05:22.836]  From hijackers being trained at U.S.
[00:05:22.836 --> 00:05:28.958]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:05:28.958 --> 00:05:34.381]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[00:05:34.381 --> 00:05:44.165]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:05:44.605 --> 00:05:47.225]  We're in a no-holds-bar information war.
[00:05:47.225 --> 00:05:53.887]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:05:53.887 --> 00:05:56.227]  Gas prices are out of control!
[00:05:56.227 --> 00:06:00.108]  Fight back by doing what thousands of listeners to the Alex Jones Show have done.
[00:06:00.108 --> 00:06:03.148]  Developed by a major oil company, a product that really works.
[00:06:03.148 --> 00:06:06.909]  Introducing SFR's Protect-to-Complete fuel system and engine treatment.
[00:06:06.909 --> 00:06:09.669]  Just one bottle increases mileage for up to six months.
[00:06:09.669 --> 00:06:13.190]  Fleet-tested by major oil companies showing improvements in every car tested.
[00:06:13.450 --> 00:06:17.132]  Stop paying mechanics your hard-earned money to have your injection system cleaned.
[00:06:17.132 --> 00:06:23.015]  Protector cleans up to 95% of new injector condition in just one tankful and is safe for all cars.
[00:06:23.015 --> 00:06:30.478]  Tests conducted by General Motors conclude fuel injectors can partially plug in as little as 5,000 miles due to poor gasoline quality.
[00:06:30.478 --> 00:06:37.301]  Fight high fuel prices by purchasing a Protector fuel system treatment for only $9.95 and receive an engine treatment free at $12.95 value.
[00:06:38.502 --> 00:06:45.087]  Satisfaction guaranteed or your money back, go to oilcompanysecret.com, that's oilcompanysecret.com, or call 888-USE-SFR1.
[00:06:45.087 --> 00:06:45.367]  That's 888-873-7371.
[00:06:54.514 --> 00:07:01.959]  Even terrible gas prices don't come close to the disaster of food costs from shortages already destroying millions of American families.
[00:07:01.959 --> 00:07:06.002]  Wheat for flour is already four times more expensive than it was about a year ago.
[00:07:06.002 --> 00:07:10.045]  Food costs continue to double because there's no food worldwide.
[00:07:10.045 --> 00:07:19.372]  The only solution is to use now and store for later great flavored super bulk foods that cost half as much as your groceries cost last year.
[00:07:19.972 --> 00:07:24.514]  Get on the web at efoodsdirect.com and find a two-month grab-and-go kit.
[00:07:24.514 --> 00:07:29.357]  This easy fix supply gives you two months worth of three great meals a day.
[00:07:29.357 --> 00:07:30.097]  The cost?
[00:07:30.097 --> 00:07:31.758]  About five dollars a day.
