[00:00:03.189 --> 00:00:05.837]  Waging war on corruption.
[00:00:05.837 --> 00:00:10.972]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:45.911 --> 00:00:46.993]  They're demons.
[00:00:46.993 --> 00:00:49.296]  They're frickin' interdimensional invaders, okay?
[00:00:49.296 --> 00:00:51.319]  But everyone already innately knows this.
[00:00:51.319 --> 00:00:53.341]  I hate the truth!
[00:00:53.341 --> 00:00:55.244]  I hate the truth!
[00:00:55.244 --> 00:00:56.846]  I hate the truth!
[00:00:56.846 --> 00:00:57.848]  Now, let's be clear.
[00:00:58.840 --> 00:01:00.341]  This is nuts.
[00:01:00.341 --> 00:01:03.383]  For which I am solely and completely responsible.
[00:01:03.383 --> 00:01:05.043]  That dude!
[00:01:05.043 --> 00:01:06.284]  That dude!
[00:01:06.284 --> 00:01:08.205]  Dude, what's your problem?
[00:01:08.205 --> 00:01:11.907]  Anti-Semitism, misogyny, and homophobia!
[00:01:11.907 --> 00:01:13.528]  We came, we saw, we died.
[00:01:13.528 --> 00:01:15.589]  Just kill any man that you see.
[00:01:15.589 --> 00:01:17.370]  Like, just kill any man that you see.
[00:01:17.370 --> 00:01:18.851]  It's like any swinging d***.
[00:01:18.851 --> 00:01:19.632]  Just kill him.
[00:01:19.632 --> 00:01:20.052]  Just kill him.
[00:01:37.428 --> 00:01:38.610]  This is their plan, people.
[00:01:38.610 --> 00:01:40.511]  These are demons.
[00:01:40.511 --> 00:01:42.814]  You're a f***ing white male!
[00:01:42.814 --> 00:01:44.716]  No, you're a white man!
[00:01:44.716 --> 00:01:48.760]  I hate that girl!
[00:01:48.760 --> 00:01:49.520]  I hate that girl!
[00:01:49.520 --> 00:01:51.903]  I hate that girl!
[00:01:51.903 --> 00:01:55.026]  You know for a fact that that is a Arana.
[00:01:55.026 --> 00:01:57.869]  That is a demon-possessed creature.
[00:02:00.461 --> 00:02:02.102]  Now, we missed the Antifa rally.
[00:02:02.102 --> 00:02:05.863]  Sadly, that's not the only low light, because there are no highlights from this.
[00:02:05.863 --> 00:02:08.444]  That's not the only low light from it.
[00:02:08.444 --> 00:02:18.848]  They also engaged in a rather interesting little chant, which again, I'm going to tell you, embraces a large swath of the Democrat Party, even though these are radicals themselves.
[00:02:18.848 --> 00:02:27.752]  I don't want to conflate the two too much, but the message here, although it may seem like it's coming from radicals, is really a larger message that's encompassing the Democrat Party in general.
[00:02:28.212 --> 00:02:29.793]  Play the chant about immigration.
[00:02:29.793 --> 00:02:31.834]  This one's even more disturbing.
[00:02:46.610 --> 00:02:49.691]  No border, no wall, no USA at all.
[00:02:49.691 --> 00:02:53.033]  Folks, again, I don't want to conflate the two on the violence side.
[00:02:53.033 --> 00:02:56.574]  The violence is definitely not epidemic within the Democrat Party.
[00:02:56.574 --> 00:02:58.055]  I want to be clear on that.
[00:02:58.055 --> 00:02:59.155]  And we should.
[00:02:59.155 --> 00:03:01.116]  We shouldn't stereotype like they do to us.
[00:03:01.116 --> 00:03:04.217]  Unfortunately, it is becoming an epidemic amongst the far left.
[00:03:04.217 --> 00:03:15.002]  But this position, no border, no wall, basically no borders, and they say at one point, no USA at all, this is not a fringe position anymore within the Democrat Party.
[00:03:15.885 --> 00:03:22.863]  This is a position that's embraced, maybe not by a majority, but by a large swath of now Democrat voters.
[00:03:22.863 --> 00:03:23.665]  This is frightening.
[00:03:25.163 --> 00:03:34.271]  I believe, by the way, this is going to be, this is an issue that's going to drive moderate Democrats in Pennsylvania, swing states like Wisconsin and Michigan, out of the Democrat Party for good.
[00:03:34.271 --> 00:03:38.434]  This is who the far-left component of the Democrat Party is.
[00:03:38.434 --> 00:03:44.940]  And unfortunately, they're pulling and pulling and pulling, and they're pulling the party further to the left in these insane positions like this.
[00:03:44.940 --> 00:03:46.841]  No border, no wall, no USA at all.
[00:03:46.841 --> 00:03:49.684]  Does that even make sense?
[00:03:49.684 --> 00:03:50.965]  I mean, have you even considered...
[00:03:53.173 --> 00:04:02.083]  In THX 1138, it's really a remake of the idea of a brave new world, a scientific dictatorship.
[00:04:02.083 --> 00:04:03.805]  They resemble NPC memes.
[00:04:03.805 --> 00:04:06.429]  I have a hard time concentrating.
[00:04:06.429 --> 00:04:08.631]  You are a true believer.
[00:04:08.631 --> 00:04:09.192]  Blessings of the Lord.
[00:04:17.779 --> 00:04:18.621]  And the famous-
[00:04:30.546 --> 00:04:33.687]  Extremism and defensive liberty is no vice to quote Barry Goldwater.
[00:04:33.687 --> 00:04:35.708]  The president must pull out of the UN.
[00:04:35.708 --> 00:04:37.489]  He must seize that property.
[00:04:37.489 --> 00:04:38.929]  It is a criminal organization.
[00:04:38.929 --> 00:04:47.673]  If the president just continues to let them organize hundreds of millions of third world populations, the UN says they want 600 million in the US in their own plan by 2050.
[00:04:47.673 --> 00:04:55.676]  If we put up with that, we'll be fighting a losing battle as they scream up out of Central and South America into Mexico and into the United States.
[00:05:00.310 --> 00:05:04.219]  Words cannot describe how big the stakes are for the future of humanity right now.
[00:05:05.586 --> 00:05:14.269]  InfoWars is being openly targeted by the Democratic Party, leftist CIA operatives, the corrupt Justice Department, and the entire Soros crime syndicate.
[00:05:14.269 --> 00:05:16.250]  People say, why would you start a fight with them?
[00:05:16.250 --> 00:05:19.691]  Because they were already dominating and running America into the ground.
[00:05:19.691 --> 00:05:22.312]  And I knew we had no future if we didn't do this.
