[00:00.000 --> 00:10.000]  If you are receiving this transmission, you are the target of globalist disturbance.
[00:10.000 --> 00:14.000]  If you are receiving this transmission, you are the resistance.
[00:14.000 --> 00:17.000]  You're listening to Alex Jones.
[00:17.000 --> 00:22.000]  If you are receiving this transmission, you are the victim of a globalist bio-weapon attack.
[00:22.000 --> 00:25.000]  All the pieces have fallen into the jigsaw puzzle.
[00:25.000 --> 00:29.000]  We already had 95% of an assemble, but we know exactly what's going on now.
[00:29.000 --> 00:33.000]  But as evil as the globalist are, we need to realize that we have the power still
[00:33.000 --> 00:37.000]  in our daily lives with what we do and the decisions we make.
[00:37.000 --> 00:41.000]  And Darren McBreen put together a four-minute report that's at Band-Out Video
[00:41.000 --> 00:45.000]  that can literally save lives. Your whole email list, your text list,
[00:45.000 --> 00:48.000]  your Facebook, your Twitter, save lives.
[00:48.000 --> 00:51.000]  Save lives with this incredibly important four-minute report.
[00:51.000 --> 00:55.000]  We're going to come back with all of this huge broadcast today.
[00:55.000 --> 00:58.000]  But this is life-saving COVID treatment revealed.
[00:58.000 --> 01:00.000]  Please share it.
[01:29.000 --> 01:32.000]  Ivermectin is one of the safest drugs ever invented.
[01:40.000 --> 01:45.000]  And there's 23 studies that show that Ivermectin is effective.
[01:45.000 --> 01:50.000]  And there is a systematic review, which is the highest level of evidence-based medicine
[01:50.000 --> 01:53.000]  that says that it works. It's like going to the Supreme Court and winning.
[01:53.000 --> 01:57.000]  And yet the NIH will not acknowledge that peer-reviewed systematic review.
[01:57.000 --> 02:03.000]  There are over 14 medical and scientific papers which hail Ivermectin's success.
[02:03.000 --> 02:06.000]  You have all the mainstream media demonizing Ivermectin.
[02:06.000 --> 02:09.000]  They tell you it's only for horses. They tell you that if people are overdosing on it,
[02:09.000 --> 02:11.000]  that's all lies.
[02:11.000 --> 02:16.000]  Tom Schnorr says for three weeks now he's gone from filling 70 prescriptions
[02:16.000 --> 02:20.000]  a day for Ivermectin to 250 a day.
[02:20.000 --> 02:23.000]  So far this year, that's nearly 2,500 patients.
[02:23.000 --> 02:27.000]  And none of them have ever had a need to go to the hospital.
[02:27.000 --> 02:29.000]  Do you think there's hope in Ivermectin?
[02:29.000 --> 02:32.000]  Is it potentially an effective therapeutic for COVID?
[02:32.000 --> 02:34.000]  It could be a lifesaver.
[02:34.000 --> 02:37.000]  We've had over 600,000 Americans lose their lives.
[02:37.000 --> 02:40.000]  We know that those who have been admitted to the hospital and those who died,
[02:40.000 --> 02:43.000]  the majority die in the hospital, they receive no early treatment.
[02:43.000 --> 02:49.000]  All the people in the hospital today are there because they listen to the CDC advice to stay home.
[02:49.000 --> 02:53.000]  And if you have really severe symptoms, go to the hospital.
[02:53.000 --> 02:57.000]  But the one thing that everybody has in common in the hospital,
[02:57.000 --> 03:02.000]  or almost everyone has in the hospital today, is none of them got early treatment.
[03:02.000 --> 03:06.000]  Why is early safe effective treatment not being talked about?
[03:06.000 --> 03:08.000]  I think that's a very, very important question.
[03:08.000 --> 03:10.000]  Early treatment is best.
[03:10.000 --> 03:14.000]  Hydroxychloroquine, Ivermectin are safe and effective against SARS-CoV-2 infections.
[03:14.000 --> 03:19.000]  The earlier outpatient treatments like monoclonal antibody and Ivermectin are started,
[03:19.000 --> 03:21.000]  the better the outcomes will be.
