[00:00.000 --> 00:04.640]  And if you're not with them cops in military, then you will declare that you're with the
[00:04.640 --> 00:05.640]  Republic now.
[00:05.640 --> 00:10.360]  I am a former Los Angeles police narcotics detective and I work south-central Los Angeles
[00:10.360 --> 00:13.920]  and I will tell you, Director Deutsch, that the agency has dealt drugs throughout this
[00:13.920 --> 00:16.080]  country for a long time.
[00:16.080 --> 00:22.960]  Mr. Webb, I was wondering if you have ever gotten a chance to look into the rumors and
[00:22.960 --> 00:27.960]  reports that Amina Arkansas was a major drug trans shipment center during the 80s.
[00:27.960 --> 00:31.960]  Those people that don't know, there was a major drug trafficker named Barry Seal who
[00:31.960 --> 00:36.160]  was based his air fleet at Mina, which is a tiny little airport up in the mountains
[00:36.160 --> 00:38.160]  of Arkansas.
[00:38.160 --> 00:41.960]  Russell Welch, criminal investigator for the Arkansas State Police.
[00:41.960 --> 00:44.960]  Did Barry Seal ever say to you, I work for the CIA?
[00:44.960 --> 00:47.960]  He said he was working, had worked for the CIA.
[00:47.960 --> 00:51.960]  Unit 5 is learned in the early 1980s, even before his arrest.
[00:51.960 --> 00:55.960]  Seal had bought one of his planes from a CIA front, Air America.
[00:55.960 --> 01:00.960]  The plane was used by Seal for drug smuggling and the CIA company was paid in the traditional
[01:00.960 --> 01:04.960]  drug dealer fashion of $300,000 in cash.
[01:04.960 --> 01:09.960]  Last night on Louisiana, Barry Seal's enemies caught up with him and killed him.
[01:09.960 --> 01:11.960]  Tonight, three men are in custody.
[01:11.960 --> 01:18.960]  NBC's Brian Ross reports that Seal was about to testify for the government once again.
[01:18.960 --> 01:20.960]  Well, how do you think the crack rock gets into the country?
[01:20.960 --> 01:22.960]  We don't own any planes.
[01:22.960 --> 01:24.960]  We don't own no ships.
[01:24.960 --> 01:28.960]  We are not the people who are flying and floating it in here.
[01:28.960 --> 01:31.960]  Back when this all first came out, people didn't believe the CIA was bringing drugs out.
[01:31.960 --> 01:32.960]  I didn't believe it.
[01:32.960 --> 01:37.960]  Even when Gary reported the story and I was like, this guy, Gary, what is he talking about?
[01:37.960 --> 01:40.960]  I was involved with the CIA in no way.
[01:40.960 --> 01:45.960]  It wasn't until the CIA themselves put out their report.
[01:45.960 --> 01:50.960]  I mean, that was when it really hit me that, hey, Gary was right.
[01:50.960 --> 01:59.960]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[02:06.960 --> 02:09.960]  Joe Biggs here with infowars.com with some breaking news out of Japan.
