[00:00.000 --> 00:20.160]  It's been said by many historians, and it's been borne out certainly in the experience
[00:20.160 --> 00:26.160]  of my 48 years on this planet, that the last refuge of tyrants is war.
[00:26.160 --> 00:31.400]  And that's why the powerful, corrupt interests that control Joe Biden are desperate to distract
[00:31.400 --> 00:35.880]  from their war on the American people and their war on our freedoms with the globalist
[00:35.880 --> 00:41.960]  great reset in Klaus Schwab and Bill Gates by distracting us off to the east in war with
[00:41.960 --> 00:43.720]  Russia yet again.
[00:43.720 --> 00:46.000]  The place where empires go to die.
[00:46.000 --> 00:51.600]  It's a very important article written by General Flynn posted infowars.com that points
[00:51.600 --> 00:57.240]  out that Joe Biden's escalation with Russia could end in the death of hundreds of millions
[00:57.240 --> 00:59.440]  of people conservatively.
[00:59.440 --> 01:05.000]  We'll be covering it all here today on the Alex Jones show with myself Owen shroyer and
[01:05.000 --> 01:23.560]  more.
[01:23.560 --> 01:31.000]  And that's why today's show headline is Joe Biden embarrasses himself on world stage,
[01:31.000 --> 01:36.240]  versus that reporter and loses moral high ground to Russia.
[01:36.240 --> 01:47.000]  But imagine the corrupt American regime is so out of their minds that we're supposed
[01:47.000 --> 01:57.040]  to think Joe Biden and Lloyd Austin and General Milley are strong men and strong leaders and
[01:57.040 --> 02:01.240]  are ready to go to war in Russia.
[02:01.240 --> 02:04.160]  Total BS total hype.
[02:04.160 --> 02:09.120]  What wars have these individuals ever won Joe Biden goes to war with his britches every
[02:09.120 --> 02:16.880]  day and you have military leaders that are more concerned with putting the troops in
[02:16.880 --> 02:24.480]  red high heels and telling everybody how gay they are while Russia is actually training
[02:24.480 --> 02:28.000]  hard men for war.
[02:28.000 --> 02:38.680]  We're playing patty cake and gay happy time and and transsexual surgery time in our military.
[02:38.680 --> 02:45.320]  Now really at this point it's just a game of chicken.
[02:45.320 --> 02:47.880]  Russia doesn't want a conflict Ukraine doesn't want a conflict.
[02:47.880 --> 02:49.600]  Nobody wants the US over there.
[02:49.600 --> 02:53.240]  Nobody wants thousands of US troops over there.
[02:53.240 --> 03:00.840]  They have said they're going to send weapons to the area.
[03:00.840 --> 03:06.480]  But you notice how the president of Ukraine is dissing Biden.
[03:06.480 --> 03:10.440]  The president of Russia is dissing Biden.
[03:10.440 --> 03:22.320]  So there is no desire for the US to get involved there but as Alex just said and he'll be
[03:22.320 --> 03:27.520]  explaining coming up in the next segment it's the perfect distraction from the absolute
[03:27.520 --> 03:36.560]  disaster that has been the Biden administration here just one year in whether it's the inflation
[03:36.560 --> 03:50.680]  or the open borders, the violent crime, the continued illogical mandates, more COVID deaths,
[03:50.680 --> 03:56.400]  more COVID cases, more vaccine deaths.
[03:56.400 --> 04:00.760]  And so they're saying here the US shipment of lethal aid reaches Ukraine amid Russia
[04:00.760 --> 04:01.760]  tensions.
[04:01.760 --> 04:06.360]  The shipment demonstrates US commitment to helping Ukraine bolster its defenses in the
[04:06.360 --> 04:10.240]  face of a growing Russian aggression.
[04:10.240 --> 04:17.840]  The US embassy in Kiev said, well I guess we should probably send Keith Oberman and
[04:17.840 --> 04:24.200]  everybody over there because they stand with Ukraine.
[04:24.200 --> 04:27.240]  But no it's disgusting actually.
[04:27.240 --> 04:33.640]  It's disgusting that our leadership would consider sending American troops over there
[04:33.640 --> 04:42.520]  to die which as General Flynn said could start a larger conflict in which hundreds of millions
[04:42.520 --> 04:46.680]  could die in a larger war.
[04:46.680 --> 04:52.080]  Who's really running things, is Biden doing this, is Ron Klain doing this, Millie Austin,
[04:52.080 --> 05:00.920]  who's actually running this charade, Blinken, Anthony Blinken, that pipsqueak?
[05:00.920 --> 05:08.200]  Reset wars has been a great tool in the holstery chapter.
[05:08.200 --> 05:13.600]  Really dives deeper into yourself and into the bigger picture that doesn't necessarily
[05:13.600 --> 05:19.080]  go across political lines or religious lines but about all of us as a human species coming
[05:19.080 --> 05:20.080]  together.
[05:20.080 --> 05:25.600]  I'm a combat veteran and I mean that brought me close to God but what Alex goes through
[05:25.600 --> 05:26.920]  brought me even closer.
[05:26.920 --> 05:28.640]  I can feel God in my life now.
[05:28.640 --> 05:33.040]  The viruses that Alex talks to you about that are subconsciously programmed into your brain
[05:33.040 --> 05:37.520]  and how to erase those programs and install new.
[05:37.520 --> 05:42.080]  Reset wars is a step beyond what you already get in regular info wars broadcasts.
[05:42.080 --> 05:47.040]  It's an academic level course that will raise your awareness and help you live a more conscious
[05:47.040 --> 05:48.320]  and self determined life.
[05:48.320 --> 05:51.960]  If you're on the fence about reset wars, it's time to get off the fence.
[05:51.960 --> 06:19.640]  And reset wars today.
[06:19.640 --> 06:27.640]  Please suffer for those ever-ending wars.
[06:27.640 --> 06:29.920]  That's just how you do.
[06:29.920 --> 06:35.820]  Reset wars is always a problem
[06:35.820 --> 06:36.940]  Elisa, man.
[06:36.940 --> 06:43.940]  I feel like Satan, but I am the limit, so I try to forget any way I can.
[06:43.940 --> 06:48.940]  Keep on rockin' the free world.
[06:48.940 --> 06:52.940]  Keep on rockin' the free world.
[06:52.940 --> 06:54.940]  Neil Young.
[06:54.940 --> 07:05.940]  On this Tuesday edition of the Alex Jones Show, the biggest news in the world is not that Neil Young came out and called for censorship of Joe Rogan
[07:05.940 --> 07:14.940]  and threatened to have his music pulled off the platform unless the platform removed Joe Rogan and cancelled their contract with him.
[07:14.940 --> 07:26.940]  But what is the biggest story is the fact that elitists like Young, who work for large corporations that have established this whole neoliberal corporate globalist system,
[07:26.940 --> 07:38.940]  really think that they can exercise their will and their power over the people of this planet, and that's what this whole system that is being brought forward against us is about.
[07:38.940 --> 07:43.940]  Destroying free will absolutely and completely.
[07:43.940 --> 07:59.940]  The Neil Young's and the Noam Chomsky's and the Klaus Schwab's of the world want you locked in your house starving to death if you don't take the unlimited shots into your body that they want to put into you.
[07:59.940 --> 08:09.940]  But the rotting corpse that is Joe Biden is emblematic of the death of this globalist neoliberal empire, and it knows it's dying.
[08:09.940 --> 08:17.940]  Hollywood knows it's basically already dead. The big East Coast and West Coast blue cities have destroyed their once great states and they know they're dead.
[08:17.940 --> 08:24.940]  And all they're trying to do with a great reset is to convince us to climb into their graves with them.
[08:24.940 --> 08:51.940]  Neil Young is a washed up joke. Neil Young is a fossil. Neil Young is a delusional, elderly, dementia ridden thug who believes that he can go to platforms like Spotify and terrorize them into taking off their number one draw via his threat.
[08:51.940 --> 09:02.940]  I'll make a prediction, even if Neil Young is able to get a consortium of so called superstar artists to leave, Spotify isn't going to buckle.
[09:02.940 --> 09:10.940]  And it's because Spotify understands that the world's changed and that Hollywood is old and boring and hated.
[09:10.940 --> 09:25.940]  And so are all the old, you know, so called music stars and that people want something new and that the establishment and the UN and CNN and MSNBC and ABC and CBS are all a joke.
[09:25.940 --> 09:43.940]  But they're not just a joke. They represent the corporate globalists that again are enslaving humanity bringing in a world ID, a world carbon tax and trying to terrorize and bully anyone that doesn't submit to whatever their latest demands are.
[09:43.940 --> 09:46.940]  It's absolutely insane.
[09:46.940 --> 10:01.940]  So Neil, I understand you're not an American, I understand you're Canadian and Canada's a great country, a great people. But if you like living in the equivalent of North Korea, you just stay up there and you keep rocking it there in your tyranny world.
[10:01.940 --> 10:10.940]  Because your own prime minister has said he admires the dictatorship of communist China and they say he'd like to bring that to Canada. And that's where you are, buddy boy.
[10:10.940 --> 10:19.940]  So listen, if you've had your third, your fourth, your fifth or sixth or tenth shot, whatever it's up to now, Fauci says now you need four. Israel says you need six.
