[00:00.000 --> 00:07.000]  Live from the Infowars.com studios, you're listening to the Alex Jones show.
[01:01.000 --> 01:03.000]  You didn't listen on President Trump's call and President Lissie's call?
[01:03.000 --> 01:04.000]  I did not.
[01:04.000 --> 01:06.000]  You've never talked with Chief of Staff Mulvaney?
[01:06.000 --> 01:07.000]  I never did.
[01:07.000 --> 01:08.000]  You never met the President?
[01:08.000 --> 01:09.000]  That's correct.
[01:09.000 --> 01:11.000]  You had three meetings again with Zelensky and it didn't come up.
[01:11.000 --> 01:14.000]  And two of those they had never heard about as far as I know.
[01:14.000 --> 01:15.000]  There was no reason for it to come up.
[01:15.000 --> 01:18.000]  President Lissky never made an announcement.
[01:18.000 --> 01:19.000]  This is what I can't believe.
[01:19.000 --> 01:21.000]  And you're their star witness.
[01:21.000 --> 01:23.000]  You're their first witness.
[01:23.000 --> 01:24.000]  You're the guy.
[01:24.000 --> 01:26.000]  You're the guy based on this.
[01:26.000 --> 01:31.000]  I mean, I've seen church prayer change that are easier to understand than this.
[01:31.000 --> 01:34.000]  Ambassador Taylor recalls that Mr. Morrison told...
[01:34.000 --> 01:37.000]  Now again, this is hereby swear and affirm from Gordon Sondland.
[01:37.000 --> 01:41.000]  Ambassador Taylor recalls that Mr. Morrison told Ambassador Taylor that I told Mr. Morrison
[01:41.000 --> 01:44.000]  that I conveyed this message to Mr. Yarmouk on September 1, 2020.
[01:44.000 --> 01:46.000]  This all happens by the way.
[01:46.000 --> 01:51.000]  This all happens by the way in Warsaw where Vice President Pence meets with President Zelensky.
[01:51.000 --> 01:52.000]  And guess what?
[01:52.000 --> 01:55.000]  They didn't talk about any linkage either.
[01:55.000 --> 01:57.000]  Time the gentleman's expired.
[01:57.000 --> 02:01.000]  President Zelensky had to commit to an investigation of Bidens before the aid got released.
[02:01.000 --> 02:04.000]  And the aid got released and he didn't commit to an investigation.
[02:04.000 --> 02:08.000]  Mr. I was not wrong about what I told you, which is what I heard.
[02:08.000 --> 02:10.000]  That's all I've said.
[02:10.000 --> 02:11.000]  I've told you what I heard.
[02:11.000 --> 02:12.000]  And that's the point.
[02:12.000 --> 02:15.000]  What you heard did not happen.
[02:15.000 --> 02:16.000]  It didn't happen.
[02:16.000 --> 02:18.000]  You had three meetings with the guy.
[02:18.000 --> 02:19.000]  He could have told you.
[02:19.000 --> 02:22.000]  He didn't announce he was going to do an investigation before the aid happened.
[02:22.000 --> 02:25.000]  It's not just could it have been wrong.
[02:25.000 --> 02:28.000]  The fact is it was wrong because it didn't happen.
[02:28.000 --> 02:35.000]  The whole point was you had a clear understanding that aid will not get released unless there's a commitment.
[02:35.000 --> 02:37.000]  Not maybe not.
[02:37.000 --> 02:40.000]  I think the aid might happen and it's my hunch it's going to get released.
[02:40.000 --> 02:43.000]  You use clear language, clear understanding and commitment.
[02:43.000 --> 02:45.000]  And those two things didn't happen.
[02:45.000 --> 02:47.000]  So you had to be wrong.
[02:47.000 --> 03:01.000]  Mr. Jordan, the other thing that went on when that when that assistance was on hold is we shook the confidence of a close partner in our reliability.
[03:01.000 --> 03:03.000]  And that's not what this proceeding is about.
[03:03.000 --> 03:05.000]  Ambassador Jaylor has expired.
[03:05.000 --> 03:07.000]  That's not what this whole thing started on.
[03:07.000 --> 03:14.000]  I think Eric Charmel needs to be pulled in for testimony and then I think it'll be ultimately determined at that point.
[03:14.000 --> 03:23.000]  I think he is a person of interest in the sense that he was at the Ukraine desk when Joe Biden was there when Hunter Biden was working for the Ukrainian oligarch.
[03:23.000 --> 03:27.000]  So simply for that alone, I think he's a material witness and needs to be brought in.
[03:27.000 --> 03:35.000]  The other question is while the whistleblower is protected from being fired and from retaliation and I think for court proceedings,
[03:35.000 --> 03:47.000]  the whistleblower is not protected from being asked who gave him the information because we can't have a country where the private contents of the president's phone call are leaked to people who are not supposed to be in.
[03:47.000 --> 03:54.000]  Just to ask a clarifying question, do you anticipate when we might vote on the ability to have the whistleblower in front of us?
[03:54.000 --> 04:00.000]  Something you, the 435 members of Congress, you are the only member who knows who that individual is.
[04:00.000 --> 04:05.000]  And your staff is the only staff of any member of Congress who has a chance to talk with that individual.
[04:05.000 --> 04:09.000]  We would like that opportunity. When might that happen in this proceeding today?
[04:09.000 --> 04:17.000]  First, as the gentleman knows, that's a false statement. I do not know the identity of the whistleblower and I'm determined to make sure that identity is protected.
[04:17.000 --> 04:26.000]  But as I said to Mr. Conaway, you will have an opportunity after the witnesses testify to make a motion to subpoena any witness and compel a vote.
[04:26.000 --> 04:31.000]  I said this last week, but this is a sad day. This is a sad day for this country.
[04:31.000 --> 04:35.000]  You think about what the Democrats have put our nation through for the last three years.
[04:35.000 --> 04:43.000]  It started July of 2016 when they spied on two American citizens associated with the presidential campaign and all that unfolded with a Mueller investigation after that.
[04:43.000 --> 04:49.000]  And when that didn't work, here we are based on this.
[04:49.000 --> 05:00.000]  The American people see through all this, they understand the facts support the president, they understand this process is unfair, and they see through the whole darn sham.
[05:00.000 --> 05:09.000]  I've made a lot of predictions that have come true, but I'm here to tell you that most of those really weren't predictions that came out of a crystal ball.
[05:09.000 --> 05:15.000]  I could see where the globalists were going. I could see what their in-game agenda was, what their goal was.
[05:15.000 --> 05:34.000]  And I knew that when they were setting us up to be deplatformed, that they were really setting the president to take everybody off air, to silence everyone, to ban words and names and information on fake whistleblowers so that their false narratives couldn't be opposed.
[05:34.000 --> 05:40.000]  What the globalists really feared was independent media and platforms in the future.
[05:40.000 --> 05:51.000]  It was the model of Info Wars as much as the information that had to be silenced because they need total information dominance for their outrageous lies and the evil they're pushing to succeed.
[05:51.000 --> 06:11.000]  That's why keeping Info Wars on the air is now more imperative and more vital than ever.
[06:21.000 --> 06:40.000]  Gentlemen, it is Thursday, November 14, 2019, and I'm your host, Alex Jones.
[06:40.000 --> 07:02.000]  And we are broadcasting worldwide with 354 days left until the historic election. And I got to tell you, I've got some really, really good news today, and I've got some really, really bad news for everybody here today.
[07:02.000 --> 07:17.000]  Now, we're going to lay all this out, we're going to roll through all this today as we broadcast live worldwide on this Thursday edition.
[07:17.000 --> 07:36.000]  But I got to tell you that we've got a lot of stuff going on, we've got a lot of big interesting developments that are unfolding, and that is, they want to basically railroad Roger Stone, as we all know.
[07:36.000 --> 07:48.000]  And once they set the precedent for that, they think they're going to railroad everybody else. And it's real cheering, and it's woken a lot of people up.
[07:48.000 --> 07:56.000]  And I've learned a lot of really horrible things about the trial from the Stone Camp last night this morning, and from some reporters that are going to be joining us.
[07:56.000 --> 08:06.000]  And this whole thing is a lot bigger than Roger Stone. This is about due process in this country being flushed down the toilet.
[08:06.000 --> 08:18.000]  Because once due process is gone, if you think there's already tyranny in this country, well, wait, we'll get as bad as North Korea, probably a lot worse, because we tend to do everything real big here in America.
[08:18.000 --> 08:29.000]  So as soon as I'm able to tell you the stuff that's going on behind the scenes in the Stone Trial, I will. I'm able to tell you a lot that I already know, and I'll be getting to that coming up at the bottom of the hour.
[08:29.000 --> 08:45.000]  But that's the bad news. I'm going to give you the good news when we come back at the start of the next segment.
[08:45.000 --> 08:51.000]  Because I'm always trying to get people to be realists.
[08:51.000 --> 09:02.000]  I want people to know how serious the fight is and how the establishment's trying to overwhelm us and get us to give up.
[09:02.000 --> 09:12.000]  Other people think that everything's going to be just fine if we all just stick with the plan, whatever magic plan that is.
[09:12.000 --> 09:22.000]  But the rot of the Democrats and their arrogance is their strength, but it's also their weakness.
[09:22.000 --> 09:37.000]  And if you look at the headlines that are up at infowars.com and newswars.com, they're pretty amazing because it's from the Associated Press.
[09:37.000 --> 09:47.000]  It's from the Hill. Hell, it's even a couple of the headlines at CNN.
[09:47.000 --> 09:56.000]  And there it is. AP calls impeachment hearings a scam because it is a scam.
[09:56.000 --> 10:05.000]  Everybody can see that they're calling it the biggest bombshell ever against Trump and proof of quid pro quo.
[10:05.000 --> 10:12.000]  And then all it is is people saying again they heard it third hand and could ever say who actually originally heard it.
[10:12.000 --> 10:18.000]  And now Adam Schiff says there is no whistleblower basically, which we originally said at the start of all this.
[10:18.000 --> 10:28.000]  Mike Adams called it first. He said it's Clapper and Brennan and Hillary and Obama know that Trump was exposing the corrupt Ukrainian deal they were all involved in.
[10:28.000 --> 10:36.000]  Yet Romney was involved as well. And so because Trump was getting close, they would just turn it around and say it was Trump.
[10:36.000 --> 10:43.000]  Just like they did with the whole Russia gate situation.
[10:43.000 --> 10:51.000]  And that's really it. So the wheels have come off, almost no viewers.
[10:51.000 --> 10:59.000]  And you could say oh well then Trump's going to be fine. No. Because they have the votes in the House to pass the impeachment.
[10:59.000 --> 11:05.000]  And that's the next phase is the Democrats are now calling for there not to be a trial in the Senate.
[11:05.000 --> 11:12.000]  Just if the House votes that impeachment proceedings have initiated, well they already had the trial they're claiming.
[11:12.000 --> 11:17.000]  That's not how it works with the show trial. And so the Senate doesn't need one.
[11:17.000 --> 11:24.000]  Because if they have a real trial, Trump will be totally and completely exonerated just like Roger Stone would have been.
[11:24.000 --> 11:37.000]  I am predicting that Roger Stone will be found guilty on all six counts probably by the rigged jury.
[11:37.000 --> 11:46.000]  And believe me, is it rigged? Remember we exposed those in the news that a major Democrat official from the Obama administration's husband worked in the Mueller probe.
[11:46.000 --> 11:56.000]  Was selected for the jury when we exposed that and said you shouldn't have Obama or Hillary or anybody else that worked for him on a high level on the jury.
[11:56.000 --> 12:00.000]  They said I should be arrested for jury tampering when all I was doing was exposing corruption.
[12:00.000 --> 12:04.000]  Of course it turned out it was all totally legal.
[12:04.000 --> 12:11.000]  But now we know that there are a bunch of other Obama officials and Hillary officials and spooks from the CIA or indeed.
[12:11.000 --> 12:16.000]  On that jury, one juror clearly was supporting Stone.
[12:16.000 --> 12:22.000]  She fell down yesterday and hit her head and was replaced by an alternate juror as they call them.
[12:22.000 --> 12:32.000]  No, you can't make this up and we'll have reporters on the ground who've been in the trial, Jacob Engels and Joe Biggs, at the bottom of the hour.
[12:32.000 --> 12:47.000]  And this is a window into this evil corrupt world, but first I'm going to get into the wheels flying off the fake impeachment charade fiasco.
[12:47.000 --> 12:55.000]  But they don't care because they're going to bring more hoaxes forward and get the legalese in position.
[12:55.000 --> 13:04.000]  They believe to blackmail and threaten the Senate with all sorts of criminal destabilization, they're going to pull into Christmas and into next year.
[13:04.000 --> 13:11.000]  Now I think the wheels coming off in the house means they probably won't get the trial going until early next year.
[13:11.000 --> 13:15.000]  They're getting behind on their timetable.
[13:15.000 --> 13:20.000]  But the fact that they're so bold, even though it's badly coordinated, is their strength.
[13:20.000 --> 13:23.000]  They're on the attack. They're on the offensive.
[13:23.000 --> 13:30.000]  The fact that it's been so discrediting, though, if Trump would take action, if we would take action, if we would get on the offense, there's a lot of ways to do that.
[13:30.000 --> 13:35.000]  We could really mop up these guys peacefully, legally and lawfully right now.
[13:35.000 --> 13:48.000]  But the longer that the more sane people in the establishment have this sit back and watch attitude, the worse things are going to get and the more things are going to deteriorate.
[13:48.000 --> 13:53.000]  So to say that we're in dangerous or interesting times is really an understatement.
[13:53.000 --> 13:56.000]  This is an incredibly important point in human history right now.
[13:56.000 --> 14:02.000]  And I can tell you that when Roger is convicted and I'm almost always right, maybe a miracle is going to happen.
[14:02.000 --> 14:10.000]  You know, I talked to him last night and he said only a miracle of God right now is going to stop this.
[14:10.000 --> 14:12.000]  And he said he wouldn't talk about what happened inside.
[14:12.000 --> 14:15.000]  He's not going to give the judge any reason to nail him even harder.
[14:15.000 --> 14:27.000]  So I talked to people who were in the courtroom and they said that the jury shakes with hate at him and stares at him like they want to kill him in their virtue signaling to the media and all of the intelligence
[14:27.000 --> 14:36.000]  agency operatives in Obama and Hillary officials that are in there staring at Roger like they want to kill him.
[14:36.000 --> 14:47.000]  So I would expect a quick verdict. They have been deliberating since 10 a.m.
[14:47.000 --> 14:50.000]  Eastern. So that's two hours and 14 minutes.
[14:50.000 --> 14:57.000]  And we'll be watching that as it unfolds live here at band.video and infowars.com.
[14:57.000 --> 15:02.000]  And I know I talk about this a lot and it's because it's the absolute truth.
[15:02.000 --> 15:09.000]  And I'm a fish. Info Wars audience is the ocean.
[15:09.000 --> 15:12.000]  And without you, we're not here.
