[00:00:05.222 --> 00:00:06.524]  Big Brother.
[00:00:06.524 --> 00:00:08.286]  Mainstream media.
[00:00:08.286 --> 00:00:10.048]  Government cover-ups.
[00:00:10.048 --> 00:00:11.630]  You want answers?
[00:00:11.630 --> 00:00:13.171]  Well, so does he.
[00:00:13.171 --> 00:00:17.376]  He's Alex Jones on the GCN Radio Network.
[00:00:17.376 --> 00:00:21.441]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.476 --> 00:00:39.443]  Well, I told everybody, give me some time for the facts to start coming out, and I'll tell you whether I think this was a false flag, or specifically what type of false flag it was, the Paris situation.
[00:00:39.443 --> 00:00:53.012]  The New York Times had that headline a few years ago, the FBI hatching terror plots, and other agencies of government have been caught doing this, other agencies and other governments have been caught doing it.
[00:00:54.352 --> 00:01:14.946]  And we now know that the three shooters were being handled by the known double-triple agent of Al-Qaeda working for some of the crooks at the Pentagon, Anwar al-Awlaki.
[00:01:14.946 --> 00:01:19.910]  And that is now in mainstream news, and that one of the shooters from the Paris attacks
[00:01:21.392 --> 00:01:27.695]  Lived with Muttalib, the biggest patsy in the known universe.
[00:01:27.695 --> 00:01:33.178]  Drugged, put on the flight with no ID, no visa, passport.
[00:01:33.178 --> 00:01:35.600]  Came out in congressional testimony that an unnamed U.S.
[00:01:35.600 --> 00:01:44.024]  agency pressured the Dutch to get him on the plane in Amsterdam in its flight bound into Detroit, Michigan.
[00:01:46.516 --> 00:01:51.560]  We, of course, broke that first with the lawyers that were witnesses to it, the husband and wife lawyers.
[00:01:51.560 --> 00:01:53.862]  We had Kurt Haskell on the broadcast.
[00:01:53.862 --> 00:01:56.525]  And then months later on C-SPAN, we have that clip coming up.
[00:01:56.525 --> 00:01:58.787]  It was confirmed.
[00:01:58.787 --> 00:02:05.352]  Well, he saw the sharp-breast man arguing when Muttalib didn't have IDs and get him on the plane.
[00:02:05.352 --> 00:02:07.514]  I mean, this is ridiculous.
[00:02:07.514 --> 00:02:12.839]  Clearly drugged out of his gourd, probably on an amnesiac like Halcyon.
[00:02:12.839 --> 00:02:13.719]  Feds could grab me.
[00:02:14.841 --> 00:02:23.007]  Give me three or four Halcyon, put a firecracker bomb in my pants, put me on a plane, and they'd say Alex Jones is a underwear bomber.
[00:02:23.007 --> 00:02:26.109]  They could do it to you!
