[00:00.000 --> 00:21.000]  Infowars, the most banned network in the world.
[00:30.000 --> 00:52.000]  The most banned network in the world.
[00:52.000 --> 01:20.000]  What you are witnessing are scenes in the last 24 hours that have now intensified
[01:20.000 --> 01:31.000]  in the capital city of Brazil. Millions, millions of people traveled to the remote capital city
[01:31.000 --> 01:36.000]  well in the interior of the nation, one of those modern cities literally built out of
[01:36.000 --> 01:44.000]  nothing to be their capital in the 1960s. Millions have traveled there and millions have now
[01:44.000 --> 01:49.000]  taken over the entire government complex area, ladies and gentlemen.
[01:49.000 --> 01:56.000]  Now, obviously, there's a lot of different working parts to this. This is January 6, 2.0.
[01:56.000 --> 02:03.000]  Is this REAP 2.0? Or is it something a little different? In fact, it's a lot different.
[02:03.000 --> 02:10.000]  There are a lot of working parts here, but I've been watching Brazil very, very closely for years,
[02:10.000 --> 02:14.000]  but also particularly with Bolsonaro. I was invited down there by his son.
[02:14.000 --> 02:20.000]  He was also a member of their Congress. I did not go for security reasons.
[02:20.000 --> 02:28.000]  Bolsonaro, two days before his term, ended, traveled to Florida. He's living in a suburb of Orlando.
[02:28.000 --> 02:33.000]  The left is calling for him to be extradited for crimes he's not even been charged with yet
[02:33.000 --> 02:41.000]  in the United States by Joe Biden, so the Communist Lula can throw him in irons.
[02:41.000 --> 02:46.000]  So we're going to be unpacking all of this when we come back in the next segment, but here's the bottom line.
[02:46.000 --> 02:53.000]  Obviously, when you watch the raw videos, they had a few dozen police out front guarding the government buildings,
[02:53.000 --> 02:59.000]  the capital, the presidential palace, and they had them basically stand down.
[02:59.000 --> 03:04.000]  You'd have cops 10, 15 feet apart with a million people coming at you who were just protesting.
[03:04.000 --> 03:11.000]  It'd be very easy for provocateurs to force their way through, dressed up in the yellow and green of the nation,
[03:11.000 --> 03:17.000]  also the colors of Bolsonaro's party. Many of them also were wearing American flags.
[03:17.000 --> 03:21.000]  Was it provocateur by Lula right after he knew that Bolsonaro had left the country
[03:21.000 --> 03:25.000]  because they were going to arrest Bolsonaro with trumped-up charges?
[03:25.000 --> 03:31.000]  Or was there just a giant crowd there that was angry and some were intent on taking the government building?
[03:31.000 --> 03:36.000]  But just taking some government buildings where they meet to vote does not take a government.
[03:36.000 --> 03:40.000]  To take a government, you take over the media, you take over the military bases,
[03:40.000 --> 03:44.000]  and you need the military on your side up front.
[03:44.000 --> 03:49.000]  It's too soon to tell what's happening, but now, ladies and gentlemen,
[03:49.000 --> 03:55.000]  the military in the capital city of Brasilia,
[03:55.000 --> 04:04.000]  they are siding with the population and are blocking the police, who are backed by the paramilitary communist,
[04:04.000 --> 04:12.000]  from attacking the protesters who have taken over the government buildings.
[04:12.000 --> 04:20.000]  So yes, if on January 6th we would have come with guns and taken the capital and also taken over media outlets
[04:20.000 --> 04:25.000]  and the rest of it and gone on TV and said, this is a legitimate government, the rest of it,
[04:25.000 --> 04:30.000]  and said Joe Biden's a criminal, that would have been an actual insurrection in a coup.
[04:30.000 --> 04:33.000]  And by the way, I would not have supported that.
[04:33.000 --> 04:38.000]  But having a million of us there to say we're protesting an election and have provocateurs break in,
[04:38.000 --> 04:43.000]  where everybody in, that was a setup and a staged event and perhaps admitted he, quote, orchestrated it.
[04:43.000 --> 04:49.000]  So it's all admitted now. January 6th committee has it on record under oath, the confession.
[04:49.000 --> 04:54.000]  This is a little different so far. We're going to see how this unfolds, but all hell is breaking loose.
[04:54.000 --> 05:01.000]  There's also huge, biggest yet Russian news.
[05:01.000 --> 05:06.000]  You want to beat the New World Order? You want to stop their globalist agenda? Well, so do I.
[05:06.000 --> 05:11.000]  And I've been the most effective individual in the fight against the globalist and I've got their number
[05:11.000 --> 05:16.000]  and I know how to bring them down. But ladies and gentlemen, I can't do it without your support.
[05:16.000 --> 05:21.000]  And the good news is we're only under about $200,000 a month.
[05:21.000 --> 05:26.000]  The bad news is the enemy is intensifying their attacks on every front, but I'm not going to back down
[05:26.000 --> 05:30.000]  and I'll never give up, but I could give out. So please keep me on the field.
[05:30.000 --> 05:33.000]  Keep me on the front lines against the enemy while getting great products at the same time
[05:33.000 --> 05:38.000]  that will empower you and your family. Infowarsstore.com for the best supplements and more.
[05:38.000 --> 05:42.000]  Or just make a straight donation, Big Red Man at the top of Infowarsstore.com
[05:42.000 --> 05:46.000]  and that way all the money goes towards the fight, not part of it going towards product cost.
[05:46.000 --> 05:50.000]  But I thank you all for your support. Please commit now to go to Infowarsstore.com
[05:50.000 --> 05:54.000]  and get great products and make donations. I thank you for your support. Now take action.
[05:54.000 --> 06:04.000]  The globalists are counting on you, not taking action.
[06:24.000 --> 06:41.000]  It's Monday, January 9th, 2023 and Infowars is still on air, still defiant.
[06:41.000 --> 06:46.000]  The globalist worldwide coup of surveillance and censorship and control.
[06:46.000 --> 06:51.000]  We're extremely honored to be here. Salute and thank you all for your support, your prayers and your word of mouth.
[06:51.000 --> 06:57.000]  Without the viewers and listeners, this broadcast would not exist and the credit all goes to you.
[06:57.000 --> 07:00.000]  When it comes to credit to human beings on this planet and the crew,
[07:00.000 --> 07:04.000]  but at the end of the day, it all goes to God and God's will.
[07:04.000 --> 07:07.000]  God works through us, through our free will.
[07:07.000 --> 07:11.000]  Alright, let me tell you what's coming up today. Wow.
[07:11.000 --> 07:17.000]  The population has taken over the government centers in the capital city of Brazil.
[07:17.000 --> 07:21.000]  The military is now siding with the population.
[07:21.000 --> 07:25.000]  This is a lot different than January 6th. This is a powder keg.
[07:25.000 --> 07:29.000]  Bolsonaro has traveled because Lula was going to arrest him on Trump's charges.
[07:29.000 --> 07:33.000]  They haven't been filed yet to Florida.
[07:33.000 --> 07:37.000]  We're going to be hitting all of that coming up here in just a moment.
[07:37.000 --> 07:43.000]  Then, news, quite frankly, that's even bigger.
[07:43.000 --> 07:47.000]  We are facing the entire NATO and Ukraine.
[07:47.000 --> 07:52.000]  Kremlin says, as U.S. molds battle tanks, they're already shipping armor personnel carriers
[07:52.000 --> 07:56.000]  and Bradley fighting vehicles, so are the Germans, the French, everybody else,
[07:56.000 --> 08:00.000]  dumping hundreds and hundreds and hundreds of armor personnel carriers and light tanks.
[08:00.000 --> 08:04.000]  And they say the first of thousands that will be dumped into the country,
[08:04.000 --> 08:09.000]  over 160 billions have already been given to them since February last year
[08:09.000 --> 08:14.000]  in the last 11 months.
[08:14.000 --> 08:18.000]  So this is absolutely out of control.
[08:18.000 --> 08:24.000]  When you study military affairs, and I don't mean running around with machine guns
[08:24.000 --> 08:28.000]  and doing infantry formations, that's on the ground.
[08:28.000 --> 08:34.000]  When you study military history in war and how it starts,
[08:34.000 --> 08:39.000]  there is always a threat ladder you go up,
[08:39.000 --> 08:42.000]  and the Pentagon has a threat ladder that goes up into the low 40s.
[08:42.000 --> 08:47.000]  And we're well into the mid-20s right now of when you end with total destruction of the planet
[08:47.000 --> 08:49.000]  with thermal nuclear weapons.
[08:49.000 --> 08:53.000]  And we're following that exact Grand Corporation Pentagon line
[08:53.000 --> 08:58.000]  that they're actually using in their operation against Russia.
[08:58.000 --> 09:01.000]  So you can be for Russia, you can be for the U.S., you can be for Ukraine,
[09:01.000 --> 09:04.000]  you can be for whoever you want at the end of the day, the globalist,
[09:04.000 --> 09:09.000]  are driving this, and we the people, whether we're American or French or Russian
[09:09.000 --> 09:13.000]  or Mexican or Japanese or South African, we're all paying for it,
[09:13.000 --> 09:15.000]  and we can all be destroyed by it.
[09:15.000 --> 09:21.000]  So that is coming up and is a huge, huge deal.
[09:21.000 --> 09:27.000]  Then we've got a lot of the aftermath of the speakership fight last week,
[09:27.000 --> 09:30.000]  and a lot of listeners and viewers want to know my views on that,
[09:30.000 --> 09:35.000]  and what I think is really going on, and I know exactly what's going on.
[09:35.000 --> 09:40.000]  And it's not been determined exactly what's going to unfold,
[09:40.000 --> 09:43.000]  but if you want an expert breakdown, I will humbly say,
[09:43.000 --> 09:46.000]  I'm going to engage in that as well.
[09:46.000 --> 09:52.000]  And of course we have many other bombshells, bombshells, bombshells.
[09:52.000 --> 09:56.000]  We need to do a FOIA request,
[09:56.000 --> 10:00.000]  because obviously I remember watching Congressional Testimony
[10:00.000 --> 10:03.000]  before we got totally deplatformed five years ago,
[10:03.000 --> 10:07.000]  and they're having Senate and House hearings.
[10:07.000 --> 10:08.000]  We played the clubs many times.
[10:08.000 --> 10:11.000]  In fact, if Rob do or somebody can find him, it'd be great.
[10:11.000 --> 10:13.000]  They're specifically talking about Paul Watson,
[10:13.000 --> 10:21.000]  and a Muslim had screamed Allah Akbar in a stolen truck, 18-wheeler,
[10:21.000 --> 10:25.000]  and had run over to a bunch of people in New York City screaming Allah Akbar,
[10:25.000 --> 10:31.000]  and Paul simply linked to witnesses on the ground saying he was screaming Allah Akbar,
[10:31.000 --> 10:32.000]  but the media was covering it up.
[10:32.000 --> 10:34.000]  It later came out, it was true.
[10:34.000 --> 10:37.000]  And so the senators and House members, in the House case,
[10:37.000 --> 10:45.000]  it was that congressman out of Illinois that's got the goofy name.
[10:45.000 --> 10:48.000]  It's like goofy or doofy or goofus, goofus or something.
[10:48.000 --> 10:49.000]  I mean, I'm not joking.
[10:49.000 --> 10:50.000]  He's got a ridiculous name.
[10:50.000 --> 10:54.000]  It'll pop in my head in a minute, but I want the crew to find it.
[10:54.000 --> 11:00.000]  And he's sitting there talking to the head engineer at Twitter,
[11:00.000 --> 11:04.000]  and he goes, today, the number one thing on Twitter is infowars.com
[11:04.000 --> 11:10.000]  and Paul Joseph Watson with a false report that a Muslim attacked people with a truck.
[11:10.000 --> 11:13.000]  When we all know it was not a Muslim, the truck did it.
[11:13.000 --> 11:14.000]  I'm not joking.
[11:14.000 --> 11:16.000]  Remember when the guy in Kenosha ran over all the folks,
[11:16.000 --> 11:17.000]  and he said the truck attacked?
[11:17.000 --> 11:19.000]  It was the same thing.
[11:19.000 --> 11:24.000]  And they said, sir, the AI system is going in in six months.
[11:24.000 --> 11:27.000]  He will be shut down.
[11:27.000 --> 11:30.000]  And he's like, good.
[11:30.000 --> 11:31.000]  It better happen.
[11:31.000 --> 11:34.000]  It better happen soon.
[11:34.000 --> 11:35.000]  So I knew this was all coming.
[11:35.000 --> 11:37.000]  I knew we were about to be banned.
[11:37.000 --> 11:42.000]  They were having Senate and House committee meetings, two separate ones.
[11:42.000 --> 11:44.000]  That was the one I remember the specifics was on Watson.
[11:44.000 --> 11:46.000]  The other one was another story I was doing.
[11:46.000 --> 11:51.000]  But the point is, we already know because before the documents ever came out,
[11:51.000 --> 11:52.000]  I was watching the hearings.
[11:52.000 --> 11:56.000]  Well, here it is.
[11:56.000 --> 12:01.000]  White House lobbied Facebook to censor Tucker Carlson and thousands of others
[12:01.000 --> 12:07.000]  over skepticism towards COVID-19 vaccines saying two years ago
[12:07.000 --> 12:12.000]  that evidence was that the shots didn't work and children didn't need them,
[12:12.000 --> 12:16.000]  which is all confirmed and they knew it back then, but now it's not even debated.
[12:16.000 --> 12:18.000]  Or the natural immunity is better.
[12:18.000 --> 12:24.000]  We have a treasure trove of hundreds of emails from the White House,
[12:24.000 --> 12:30.000]  senior staff, to Twitter saying,
[12:30.000 --> 12:32.000]  we're supposedly in control of your operation.
[12:32.000 --> 12:35.000]  You supposedly have censorship AI systems.
[12:35.000 --> 12:41.000]  Read it in place that will stop him from going to number one.
[12:41.000 --> 12:44.000]  And this is them talking to Facebook and also, you know,
[12:44.000 --> 12:47.000]  it's all the other tech companies, Twitter as well.
[12:47.000 --> 12:51.000]  But it's exactly what they have been caught doing over and over again
[12:51.000 --> 12:54.000]  and imagine what else via these lawsuits,
[12:54.000 --> 12:59.000]  the attorney general of Louisiana, the attorney general of Missouri,
[12:59.000 --> 13:04.000]  who both deposed Fauci a month ago and Fauci couldn't remember anything.
[13:04.000 --> 13:08.000]  But then he goes in those interviews and remembers everything.
[13:08.000 --> 13:10.000]  So this is so huge, ladies and gentlemen.
[13:10.000 --> 13:14.000]  If we have the time today, there's a big article on infowars.com,
[13:14.000 --> 13:20.000]  but if we have time, we really, really need to read some of these emails.
[13:20.000 --> 13:25.000]  I mean, I've just got a stack of 20 or so right here that are just insane.
[13:25.000 --> 13:27.000]  I mean, we can do the whole next hour on these.
[13:27.000 --> 13:30.000]  These are just incredible and they're threatening them.
[13:30.000 --> 13:32.000]  Listen, you've got AI in charge.
[13:32.000 --> 13:34.000]  How the hell is he the number one thing on Facebook right now?
[13:34.000 --> 13:39.000]  You say you've got filters that don't let right-wingers of any type ever get popular.
[13:39.000 --> 13:42.000]  And then they come back and say, we just want his ass banned.
[13:42.000 --> 13:47.000]  And they're, sir, that's too obvious.
[13:47.000 --> 13:51.000]  You shoot for the king, you better, you better hit him, as they say.
[13:51.000 --> 13:53.000]  You better kill him.
[13:53.000 --> 13:59.000]  So they had him shadow banned, but he was so popular that he broke through.
[13:59.000 --> 14:04.000]  I remember Tucker four years ago, his nightly show would have 10 million views
[14:04.000 --> 14:07.000]  every night on YouTube, bigger than even what he has on Fox.
[14:07.000 --> 14:10.000]  It's dialed down to 500,000 now, shadow banned.
[14:10.000 --> 14:12.000]  None of the subscribers get it.
[14:12.000 --> 14:15.000]  It's the same thing on Twitter, but still Carlson breaks through.
[14:15.000 --> 14:17.000]  And that's what we've got to do with info wars.
[14:17.000 --> 14:21.000]  And with everybody else telling the truth is get the most important pieces,
[14:21.000 --> 14:25.000]  post them different places, put different names on them so the AI doesn't catch it,
[14:25.000 --> 14:27.000]  and get it through on them.
[14:27.000 --> 14:29.000]  And that's what you've been doing as info warriors.
[14:29.000 --> 14:32.000]  We're doing a really excellent job, but this is a big, big, big deal.
[14:32.000 --> 14:35.000]  So I'm going to get to that.
[14:35.000 --> 14:41.000]  And then Roger Stone joins us in the third hour.
[14:41.000 --> 14:43.000]  It's Nixon's hundred and ninth birthday.
[14:43.000 --> 14:46.000]  But he's going to be talking about what happened in Congress and the agenda.
[14:46.000 --> 14:50.000]  It was Roger that predicted having a slim majority would be better in the house
[14:50.000 --> 14:53.000]  than a big majority, knowing how rhinos and neocons work.
[14:53.000 --> 14:57.000]  That a slim minority of patriots could take full control like Mnuchin did
[14:57.000 --> 14:59.000]  in the Senate with his vote.
[14:59.000 --> 15:03.000]  But if they were real patriots, you could have Patriot Mnuchins in there
[15:03.000 --> 15:06.000]  that could take control of the house and have a real agenda.
[15:06.000 --> 15:09.000]  And despite the fact that McCarthy barely pushed it over the top,
[15:09.000 --> 15:11.000]  they just demonstrated how much power they have.
[15:11.000 --> 15:15.000]  And so I would love to have McCarthy gone, but let's make lemonade out of these lemons.
[15:15.000 --> 15:17.000]  Roger Stone is going to be joining us come up third hour.
[15:17.000 --> 15:23.000]  And then Michael Cargill, the guy that I got Michael still carry from many, many years ago,
[15:23.000 --> 15:26.000]  has a great gun shop and great training school here in Texas.
[15:26.000 --> 15:29.000]  And he sues the government all the time and wins.
[15:29.000 --> 15:34.000]  And he just won, striking down the Trump-Arab bump stock ban.
[15:34.000 --> 15:38.000]  And there's other lawsuits to stop all these other attacks on semi-autos.
[15:38.000 --> 15:41.000]  He'll be in studio in the fourth hour.
[15:41.000 --> 15:43.000]  And more good news from judges.
[15:43.000 --> 15:48.000]  Judge rules West Virginia law restricting sports by biological sex is constitutional.
[15:48.000 --> 15:52.000]  There's also been more attacks on the power grid, as we predicted,
[15:52.000 --> 15:53.000]  and so much more.
[15:53.000 --> 15:59.000]  Biden's Potemkin Village Truman show visit the border and more.
[16:23.000 --> 16:27.000]  15 days to flatten the can.
[16:27.000 --> 16:35.000]  I also need you to wear masks and I also need you to only shop at mega corporations.
[16:35.000 --> 16:41.000]  That way we can consolidate control and bankrupt the world economy,
[16:41.000 --> 16:45.000]  leaving companies that only I own profitable.
[16:45.000 --> 16:48.000]  You will then be my slaves.
[16:48.000 --> 16:53.000]  And then you'll get that special shot of freedom from Cobra,
[16:53.000 --> 16:55.000]  will remove your immune system,
[16:55.000 --> 16:59.000]  so you'll be depended on me for the rest of your miserable lives.
[16:59.000 --> 17:03.000]  I've taken a lot of supplements over the years, since high school,
[17:03.000 --> 17:04.000]  and they had great effects.
[17:04.000 --> 17:08.000]  And the science has gotten better and better and better over the years.
[17:08.000 --> 17:11.000]  And now with all the things we're bombarded with,
[17:11.000 --> 17:14.000]  and the water and the food and the feminizing factors,
[17:14.000 --> 17:19.000]  it is more important than ever to use the compounds God gave us to boost our natural male potential.
[17:19.000 --> 17:21.000]  But these products work great for women as well.
[17:21.000 --> 17:24.000]  Ladies and gentlemen, we have Payne MD.
[17:24.000 --> 17:26.000]  It's a number one natural best seller under another name.
[17:26.000 --> 17:32.000]  We got it discounted for 40% off InfoWareStore.com under the label InfoWare Platinum.
[17:32.000 --> 17:34.000]  We've also got HGH Max Boost.
[17:34.000 --> 17:37.000]  Read all about it, be very safe with it.
[17:37.000 --> 17:40.000]  I take only a fraction of what they say at first and take it before you go to bed at night.
[17:40.000 --> 17:42.000]  Don't do it during the day.
[17:42.000 --> 17:45.000]  1776 testosterone boost.
[17:45.000 --> 17:46.000]  Totally incredible.
[17:46.000 --> 17:47.000]  Go read about them.
[17:47.000 --> 17:53.000]  Learn more about them at InfoWareStore.com in the InfoWare Platinum section.
[17:53.000 --> 18:00.000]  And you get 40% off on these already best selling products under the new name InfoWare Platinum.
[18:00.000 --> 18:03.000]  InfoWare MD is finally here.
[18:03.000 --> 18:07.000]  It's the very same high quality products you've been getting through InfoWare's life,
[18:07.000 --> 18:12.000]  but an expanded catalog and in some cases the prices are lower
[18:12.000 --> 18:17.000]  because we're going directly to the source that was supplying the supplement companies
[18:17.000 --> 18:20.000]  that we were buying our high quality products from.
[18:20.000 --> 18:26.000]  So we're able to lower prices and bring you more products via the InfoWare's MD line.
[18:26.000 --> 18:29.000]  The highest quality, triple tested.
[18:29.000 --> 18:33.000]  Many of these products are sold on store shelves for more than twice the cost.
[18:33.000 --> 18:37.000]  Get them at InfoWareStore.com under our exclusive label.
[18:37.000 --> 18:43.000]  We are bringing you the highest quality supplements directly from the factory right here in the USA to your door.
[18:43.000 --> 18:46.000]  It will make your life healthy, better, boost your immune system
[18:46.000 --> 18:49.000]  and it keeps InfoWareStore on the air.
