[00:00:04.832 --> 00:00:06.133]  Big Brother.
[00:00:06.133 --> 00:00:07.894]  Mainstream media.
[00:00:07.894 --> 00:00:09.655]  Government cover-ups.
[00:00:09.655 --> 00:00:11.256]  You want answers?
[00:00:11.256 --> 00:00:12.797]  Well, so does he.
[00:00:12.797 --> 00:00:16.979]  He's Alex Jones on the GCN Radio Network.
[00:00:16.979 --> 00:00:21.102]  And now, live from Austin, Texas, Alex Jones.
[00:00:35.950 --> 00:00:41.115]  Ladies and gentlemen, it is Tuesday, the 19th day of June 2012.
[00:00:41.115 --> 00:00:44.558]  I'm your host, Alex Jones.
[00:00:44.558 --> 00:00:50.963]  Coming up in the next hour, investigative journalist, best-selling author, Daniel Estelin.
[00:00:52.003 --> 00:00:53.524]  Will be joining us.
[00:00:53.524 --> 00:01:02.407]  You know, Daniel Estelin got invited after he wrote a book on Bilderberg to Cuba to talk to Fidel Castro a few years ago.
[00:01:02.407 --> 00:01:18.413]  And I was so hyped up whenever I was running around like a piranha, a land piranha at the Bilderberg meeting, foaming at the mouth, covering things, that when I had him on the show, he was in Spain, I was in Virginia,
[00:01:19.335 --> 00:01:23.199]  Walking along the street protesting, you gotta love technology, while I interviewed him.
[00:01:23.199 --> 00:01:25.982]  But I never brought that up, but that's not why he's joining us.
[00:01:25.982 --> 00:01:30.766]  That just popped in my head as I was about to tell you that he was coming up in the second hour.
[00:01:30.766 --> 00:01:35.031]  Daniel's never contacted us to come on, we always contact him to come on.
[00:01:35.031 --> 00:01:41.677]  But he contacted us because he's got such big news, he wants to break here on Bilderberg.
[00:01:42.717 --> 00:01:58.089]  So Daniel Esselin from Spain, a guy in Europe more than anybody who's exposed Bilderberg, it's Jim Tucker and myself now here in the United States, and of course Matt Drudge of DrudgeReport.com has really helped break that dam completely down.
[00:01:58.089 --> 00:02:06.116]  But he's got sources inside Bilderberg, in fact one of his sources just separately, he probably doesn't know I know this, I discovered who one of his sources is.
[00:02:06.116 --> 00:02:07.036]  But I'll just leave it at that.
[00:02:09.577 --> 00:02:11.318]  It's very, very interesting.
[00:02:11.318 --> 00:02:13.199]  That is coming up in the second hour.
[00:02:13.199 --> 00:02:17.261]  I've got a huge amount of very important news.
[00:02:17.261 --> 00:02:31.248]  The good news is, down in Rio, where they've started the big UN World Government Conference, women in mass are protesting the green economy and austerity, saying it will destroy their country.
[00:02:31.248 --> 00:02:33.329]  So, all over South America,
[00:02:34.440 --> 00:02:40.083]  In Argentina and Brazil and other areas, people are really getting it down there.
[00:02:40.083 --> 00:02:43.745]  In fact, my radio show is extremely popular down there.
[00:02:43.745 --> 00:02:48.008]  I know routinely because I see copies of it online and I mail copies of it.
[00:02:48.008 --> 00:02:49.108]  I love Latin America.
[00:02:49.108 --> 00:02:49.809]  They don't ask.
[00:02:50.949 --> 00:02:55.091]  They just take InfoWars.com and PrisonPlanet.com articles.
[00:02:55.091 --> 00:02:56.832]  Plus it's well known that I authorize that.
[00:02:56.832 --> 00:02:58.272]  I want my info out.
[00:02:58.272 --> 00:03:00.313]  I want it to be republished.
[00:03:00.313 --> 00:03:01.934]  As long as you don't alter it.
[00:03:01.934 --> 00:03:04.615]  That's what I reserve copyright on.
[00:03:04.615 --> 00:03:07.436]  And they publish our articles in Latin America is the point.
